% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708780433.7934 89 93 89 93
1708780433.8328 132 144 43 51
1708780433.8569 3865470580 15 -429496848 -129
1708780433.8889 132 153 429496848 138
1708780433.8972 132 158 0 5
1708780433.9291 129 0 -3 -158
1708780433.9535 127 130 -2 130
1708780433.9773 123 135 -4 5
1708780433.9935 123 115 0 -20
1708780434.0008 123 11 0 -104
1708780434.0169 0 6 -123 -5
1708780434.1289 4294967292 4294967291 -4 -11
1708780434.1379 4294967292 4294967292 0 1
1708780434.1451 4294967291 1 -1 5
1708780434.1929 4294967253 113 -38 112
1708780434.2088 4294967257 125 4 12
1708780434.2810 4294967260 24 3 -101
1708780434.3211 4294967271 51 11 27
1708780434.3291 4294967270 72 -1 21
1708780434.3454 4294967264 94 -6 22
1708780434.3535 4294967262 94698 -2 94604
1708780434.4653 4294967253 124 -9 -94574
1708780434.4893 4294967264 123 11 -1
1708780434.5449 4294967257 140 -7 17
1708780434.6576 4294967265 14602 8 14462
1708780434.6973 4294967265 127 0 -14475
1708780434.7050 4294967265 127 0 0
1708780434.8970 4294967265 129 0 2
1708780434.9136 4294967293 0 28 -129
1708780434.9690 4294967253 281 -40 281
1708780434.9768 4294967252 320 -1 39
1708780435.0730 4294967270 520 18 200
1708780435.0812 4294967271 504 1 -16
1708780435.1292 3 510 28 6
1708780435.1448 16 528 13 18
1708780435.1696 4294537320 1 -429992 -527
1708780435.1768 38 507 430014 506
1708780435.1933 34086998 0 34086960 -507
1708780435.2170 40 465 -34086958 465
1708780435.2649 40 414 0 -51
1708780435.2729 40 413 0 -1
1708780435.3696 79 326 39 -87
1708780435.3935 4294963193 0 -4182 -326
1708780435.4580 82 253 4185 253
1708780435.4976 505776499 0 505776417 -253
1708780435.5369 95 482 -505776404 482
1708780435.5453 95 486 0 4
1708780435.5538 3597987975 0 -696979416 -486
1708780435.5611 103 492 696979424 492
1708780435.5848 116 497 13 5
1708780435.6090 121 0 5 -497
1708780435.6898 4290672320 8 -4295097 8
1708780435.6984 4294909217 21 4236897 13
1708780435.7225 128 709 58207 688
1708780435.7295 128 731 0 22
1708780435.7536 128 814 0 83
1708780435.7711 133 866 5 52
1708780435.8254 223 1085 90 219
1708780435.8740 246 12622434 23 12621349
1708780435.8824 243 1245 -3 -12621189
1708780435.9296 263 1390 20 145
1708780435.9377 260 1408 -3 18
1708780435.9458 260 1426 0 18
1708780435.9627 282 1470 22 44
1708780435.9853 338 158 56 -1312
1708780435.9932 344 1612 6 1454
1708780436.0094 354 1664 10 52
1708780436.0259 383 0 29 -1664
1708780436.0330 394 1742 11 1742
1708780436.0491 416 1790 22 48
1708780436.0577 432 1817 16 27
1708780436.0971 4294967254 15 -474 -1802
1708780436.1050 537 1947 579 1932
1708780436.1215 538 1970 1 23
1708780436.1530 604 2053 66 83
1708780436.1616 614 2070 10 17
1708780436.1857 665 2128 51 58
1708780436.2016 678 2156 13 28
1708780436.2173 688 2174 10 18
1708780436.2333 700 2185 12 11
1708780436.2894 715 2168 15 -17
1708780436.2972 718 2153 3 -15
1708780436.3053 728 2145 10 -8
1708780436.3131 745 2144 17 -1
1708780436.3377 815 2167 70 23
1708780436.3534 850 2174 35 7
1708780436.3609 874 2187 24 13
1708780436.4168 0 0 -874 -2187
1708780436.4252 1069 223 1069 223
1708780436.4410 1108 2195 39 1972
1708780436.4575 4294967249 0 -1155 -2195
1708780436.4649 661973 0 662020 0
1708780436.4815 1191 2067 -660782 2067
1708780436.5211 1252 1949 61 -118
1708780436.5298 1262 1930 10 -19
1708780436.5453 1280 1913 18 -17
1708780436.5532 1287 1914 7 1
1708780436.5609 4294963002 4294967273 -5581 -1937
1708780436.5698 1300 1935 5594 1958
1708780436.5771 4294967254 0 -1342 -1935
1708780436.5849 1310 1977 1352 1977
1708780436.6730 1326 0 16 -1977
1708780436.6850 1320 1990 -6 1990
1708780436.6971 1320 1975 0 -15
1708780436.7696 13334 24901 12014 22926
1708780436.8171 1320 2314 -12014 -22587
1708780436.8256 131978 26301 130658 23987
1708780436.8330 1320 2348 -130658 -23953
1708780436.8655 1320 2461 0 113
1708780436.8970 1320 2563 0 102
1708780436.9055 1320 256650 0 254087
1708780436.9690 3865470699 606 -429497917 -256044
1708780436.9774 1320 2634659 429497917 2634053
1708780436.9849 1320 2631 0 -2632028
1708780437.0172 1320 2662 0 31
1708780437.0423 3865470699 60663 -429497917 58001
1708780437.2088 1320 2543 429497917 -58120
1708780437.2651 1259 2522 -61 -21
1708780437.2896 1232 2537 -27 15
1708780437.3611 1248 2585 16 48
1708780437.4256 1212 2581 -36 -4
1708780437.4491 1253 2609 41 28
1708780437.5617 4294542681 24401 -425868 21792
1708780437.6575 3865470624 677 -429072057 -23724
1708780437.6649 1631 2948 429498303 2271
1708780437.7530 1538 2910 -93 -38
1708780437.8252 1430 2864 -108 -46
1708780437.8328 1428 2855 -2 -9
1708780437.8570 1458 2867 30 12
1708780437.8734 1496 2905 38 38
