% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1707139046.4253 0 0 0 0
1707139046.4331 0 0 0 0
1707139046.4411 0 0 0 0
1707139046.4486 0 0 0 0
1707139046.4565 0 0 0 0
1707139046.4647 0 0 0 0
1707139046.4725 0 0 0 0
1707139046.4803 0 0 0 0
1707139046.4885 0 0 0 0
1707139046.4966 0 0 0 0
1707139046.5041 0 0 0 0
1707139046.5120 0 0 0 0
1707139046.5198 0 0 0 0
1707139046.5283 0 0 0 0
1707139046.5367 0 0 0 0
1707139046.5445 0 0 0 0
1707139046.5528 0 0 0 0
1707139048.4701 0 0 0 0
1707139048.4776 0 0 0 0
1707139048.4835 0 0 0 0
1707139048.4897 0 0 0 0
1707139048.4945 0 0 0 0
1707139048.4978 0 0 0 0
1707139048.5011 0 0 0 0
1707139048.5060 0 0 0 0
1707139048.5118 0 0 0 0
1707139048.5156 0 0 0 0
1707139048.5193 0 0 0 0
1707139048.5219 0 0 0 0
1707139048.5246 0 0 0 0
1707139048.5281 0 0 0 0
1707139048.5322 0 0 0 0
1707139048.5360 0 0 0 0
1707139048.5396 0 0 0 0
1707139048.5423 0 0 0 0
1707139048.5451 0 0 0 0
1707139048.5503 0 0 0 0
1707139048.5530 0 0 0 0
1707139048.5556 0 0 0 0
1707139048.5625 0 0 0 0
1707139048.5652 0 0 0 0
1707139048.5678 0 0 0 0
1707139048.5728 0 0 0 0
1707139048.5753 0 0 0 0
1707139048.5779 0 0 0 0
1707139048.5825 0 0 0 0
1707139048.5850 0 0 0 0
1707139048.5890 0 0 0 0
1707139048.5927 0 0 0 0
1707139048.5952 0 0 0 0
1707139048.5978 0 0 0 0
1707139048.6025 0 0 0 0
1707139048.6052 0 0 0 0
