% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1707140515.1817 0 0 0 0
1707140515.1893 4294967295 4294967295 -1 -1
1707140515.1958 4294967290 4294967290 -5 -5
1707140515.2042 4294967286 4294967285 -4 -5
1707140515.2117 4294967284 4294967283 -2 -2
1707140515.2196 4294967284 4294967282 0 -1
1707140515.2285 4294967284 4294967282 0 0
1707140515.2361 4294967284 4294967282 0 0
1707140515.2442 4294967284 4294967282 0 0
1707140515.2525 4294967284 4294967282 0 0
1707140515.2600 4294967284 4294967282 0 0
1707140515.2679 4294967284 4294967282 0 0
1707140515.2757 4294967284 4294967282 0 0
1707140515.2843 4294967284 4294967282 0 0
1707140515.2920 4294967284 4294967282 0 0
1707140515.3007 4294967284 4294967282 0 0
1707140515.3083 4294967284 4294967282 0 0
1707140515.3162 4294967284 4294967282 0 0
1707140515.3247 4294967284 4294967282 0 0
1707140515.3334 4294967284 4294967282 0 0
1707140515.3402 4294967284 4294967282 0 0
1707140515.3501 4294967284 4294967282 0 0
1707140515.3570 4294967284 4294967282 0 0
1707140515.3648 4294967284 4294967282 0 0
1707140515.3763 4294967284 4294967282 0 0
1707140515.3810 4294967284 4294967282 0 0
1707140515.3894 4294967284 4294967282 0 0
1707140515.3964 4294967284 4294967282 0 0
1707140515.4044 4294967284 4294967282 0 0
1707140515.4144 4294967284 4294967282 0 0
1707140515.4214 4294967284 4294967282 0 0
1707140515.4309 4294967284 4294967282 0 0
1707140515.4370 4294967284 4294967282 0 0
1707140515.4448 4294967284 4294967282 0 0
1707140515.4526 4294967284 4294967282 0 0
1707140515.4604 4294967284 4294967282 0 0
1707140515.4686 4294967284 4294967282 0 0
1707140515.4762 4294967284 4294967282 0 0
1707140515.4844 4294967284 4294967282 0 0
1707140515.4930 4294967284 4294967282 0 0
1707140515.5008 4294967284 4294967282 0 0
1707140515.5086 4294967284 4294967282 0 0
1707140515.5164 4294967284 4294967282 0 0
1707140515.5251 4294967284 4294967282 0 0
1707140515.5327 4294967284 4294967282 0 0
1707140515.5412 4294967284 4294967282 0 0
1707140515.5488 4294967284 4294967282 0 0
1707140515.5572 4294967284 4294967282 0 0
1707140515.5649 4294967284 4294967282 0 0
1707140515.5729 4294967284 4294967282 0 0
1707140515.5806 4294967284 4294967282 0 0
1707140515.5890 4294967284 4294967282 0 0
1707140515.5966 4294967284 4294967282 0 0
1707140515.6042 4294967284 4294967282 0 0
1707140515.6130 4294967284 4294967282 0 0
1707140515.6210 4294967284 4294967282 0 0
1707140515.6288 4294967284 4294967282 0 0
1707140515.6365 4294967284 4294967282 0 0
1707140515.6453 4294967284 4294967282 0 0
1707140515.6536 4294967284 4294967282 0 0
1707140515.6609 4294967284 4294967282 0 0
1707140515.6685 4294967284 4294967282 0 0
1707140515.6765 4294967284 4294967282 0 0
1707140515.6842 4294967284 4294967282 0 0
1707140515.6922 4294967284 4294967282 0 0
1707140515.7009 4294967284 4294967282 0 0
1707140515.7086 4294967284 4294967282 0 0
1707140515.7164 4294967284 4294967282 0 0
1707140515.7252 4294967284 4294967282 0 0
1707140515.7337 4294967284 4294967282 0 0
1707140515.7402 4294967284 4294967282 0 0
1707140515.7490 4294967284 4294967282 0 0
1707140515.7568 4294967284 4294967282 0 0
1707140515.7644 4294967284 4294967282 0 0
1707140515.7725 4294967284 4294967282 0 0
1707140515.7810 4294967284 4294967282 0 0
1707140515.7888 4294967284 4294967282 0 0
1707140515.7965 4294967284 4294967282 0 0
1707140515.8042 4294967284 4294967282 0 0
1707140515.8129 4294967284 4294967282 0 0
1707140515.8206 4294967284 4294967282 0 0
1707140515.8282 4294967284 4294967282 0 0
1707140515.8370 4294967284 4294967282 0 0
1707140515.8445 4294967284 4294967282 0 0
1707140515.8524 4294967284 4294967282 0 0
1707140515.8610 4294967284 4294967282 0 0
1707140515.8689 4294967284 4294967282 0 0
1707140515.8765 4294967284 4294967282 0 0
1707140515.8843 4294967284 4294967282 0 0
1707140515.8927 4294967284 4294967282 0 0
1707140515.9004 4294967284 4294967282 0 0
1707140515.9092 4294967284 4294967282 0 0
1707140515.9173 4294967284 4294967282 0 0
1707140515.9251 4294967284 4294967282 0 0
1707140515.9328 4294967284 4294967282 0 0
1707140515.9411 4294967284 4294967282 0 0
1707140515.9490 4294967284 4294967282 0 0
1707140515.9565 4294967284 4294967282 0 0
1707140515.9650 4294967284 4294967282 0 0
1707140515.9727 4294967284 4294967282 0 0
1707140515.9803 4294967284 4294967282 0 0
1707140515.9886 4294967284 4294967282 0 0
1707140515.9964 4294967284 4294967282 0 0
1707140516.0041 4294967284 4294967282 0 0
1707140516.0129 4294967284 4294967282 0 0
1707140516.0207 4294967284 4294967282 0 0
1707140516.0290 4294967284 4294967282 0 0
1707140516.0367 4294967283 4294967282 -1 0
1707140516.0451 4294967283 4294967282 0 0
1707140516.0525 4294967282 4294967282 -1 0
1707140516.0603 4294967282 4294967282 0 0
1707140516.0691 4294967282 4294967282 0 0
1707140516.0767 4294967282 4294967282 0 0
1707140516.0845 4294967282 4294967282 0 0
1707140516.0931 4294967282 4294967282 0 0
1707140516.1004 4294967282 4294967282 0 0
1707140516.1084 4294967282 4294967282 0 0
1707140516.1161 4294967282 4294967282 0 0
1707140516.1250 4294967282 4294967282 0 0
1707140516.1331 4294967282 4294967282 0 0
1707140516.1406 4294967282 4294967282 0 0
1707140516.1488 4294967282 4294967282 0 0
1707140516.1569 4294967282 4294967282 0 0
1707140516.1647 4294967282 4294967282 0 0
1707140516.1723 4294967282 4294967282 0 0
1707140516.1801 4294967282 4294967282 0 0
1707140516.1895 4294967282 4294967282 0 0
1707140516.1971 4294967282 4294967282 0 0
1707140516.2045 4294967282 4294967282 0 0
1707140516.2124 4294967282 4294967282 0 0
1707140516.2210 4294967282 4294967282 0 0
1707140516.2281 4294967282 4294967282 0 0
1707140516.2368 4294967282 4294967282 0 0
1707140516.2450 4294967282 4294967282 0 0
1707140516.2528 4294967282 4294967282 0 0
1707140516.2606 4294967282 4294967282 0 0
1707140516.2681 4294967282 4294967282 0 0
1707140516.2781 4294967282 4294967282 0 0
1707140516.2865 4294967282 4294967282 0 0
1707140516.2927 4294967282 4294967282 0 0
1707140516.3003 4294967282 4294967282 0 0
