% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708777249.8847 0 0 0 0
1708777249.8923 0 0 0 0
1708777249.8995 0 4294967295 0 -1
1708777249.9083 0 4294967295 0 0
1708777249.9153 0 0 0 1
1708777249.9233 0 0 0 0
1708777249.9319 0 0 0 0
1708777249.9405 0 0 0 0
1708777249.9483 0 0 0 0
1708777249.9558 0 0 0 0
1708777249.9639 0 0 0 0
1708777249.9722 0 0 0 0
1708777249.9802 0 0 0 0
1708777249.9886 0 0 0 0
1708777249.9954 0 0 0 0
1708777250.0038 0 0 0 0
1708777250.0114 1 1 1 1
1708777250.0198 9 8 8 7
1708777250.0277 18 16 9 8
1708777250.0368 23 20 5 4
1708777250.0441 27 25 4 5
1708777250.0515 35 33 8 8
1708777250.0599 45 43 10 10
1708777250.0674 55 52 10 9
1708777250.0755 65 62 10 10
1708777250.0841 77 73 12 11
1708777250.0923 91 87 14 14
1708777250.0994 104 100 13 13
1708777250.1080 117 112 13 12
1708777250.1156 131 125 14 13
1708777250.1255 145 140 14 15
1708777250.1315 160 155 15 15
1708777250.1406 174 170 14 15
1708777250.1487 187 183 13 13
1708777250.1561 202 197 15 14
1708777250.1637 217 212 15 15
1708777250.1718 231 227 14 15
1708777250.1794 246 241 15 14
1708777250.1878 260 254 14 13
1708777250.1955 275 268 15 14
1708777250.2043 291 284 16 16
1708777250.2119 309 301 18 17
1708777250.2200 325 316 16 15
1708777250.2274 338 332 13 16
1708777250.2359 353 348 15 16
1708777250.2437 371 366 18 18
1708777250.2522 390 382 19 16
1708777250.2596 407 398 17 16
1708777250.2690 421 414 14 16
1708777250.2757 435 430 14 16
1708777250.2840 451 447 16 17
1708777250.2918 466 461 15 14
1708777250.3003 481 475 15 14
1708777250.3074 497 491 16 16
1708777250.3153 514 507 17 16
1708777250.3237 528 521 14 14
1708777250.3321 542 534 14 13
1708777250.3407 557 550 15 16
1708777250.3479 574 567 17 17
1708777250.3554 590 584 16 17
1708777250.3634 603 598 13 14
1708777250.3719 616 612 13 14
1708777250.3794 632 628 16 16
1708777250.3873 648 645 16 17
1708777250.3954 662 659 14 14
1708777250.4039 675 672 13 13
1708777250.4118 689 686 14 14
1708777250.4203 705 703 16 17
1708777250.4276 720 719 15 16
1708777250.4357 735 733 15 14
1708777250.4437 748 746 13 13
1708777250.4521 762 761 14 15
1708777250.4601 778 777 16 16
1708777250.4674 794 792 16 15
1708777250.4759 807 806 13 14
1708777250.4838 818 819 11 13
1708777250.4922 832 836 14 17
1708777250.4997 848 853 16 17
1708777250.5078 864 867 16 14
1708777250.5163 876 880 12 13
1708777250.5237 889 894 13 14
1708777250.5317 905 910 16 16
1708777250.5398 920 925 15 15
1708777250.5484 934 939 14 14
1708777250.5555 948 954 14 15
1708777250.5640 963 970 15 16
1708777250.5714 977 985 14 15
1708777250.5794 992 1000 15 15
1708777250.5877 1006 1015 14 15
1708777250.5959 1019 1031 13 16
1708777250.6040 1035 1047 16 16
1708777250.6113 1050 1063 15 16
1708777250.6196 1064 1078 14 15
1708777250.6277 1076 1091 12 13
1708777250.6362 1091 1106 15 15
1708777250.6443 1108 1123 17 17
1708777250.6513 1124 1139 16 16
1708777250.6599 1137 1153 13 14
1708777250.6684 1149 1165 12 12
1708777250.6763 1165 1181 16 16
1708777250.6836 1181 1199 16 18
1708777250.6918 1196 1215 15 16
1708777250.6999 1209 1227 13 12
1708777250.7074 1223 1241 14 14
1708777250.7160 1238 1258 15 17
1708777250.7241 1253 1274 15 16
1708777250.7314 1268 1290 15 16
1708777250.7405 1282 1304 14 14
1708777250.7474 1294 1319 12 15
1708777250.7556 1309 1333 15 14
1708777250.7641 1324 1349 15 16
1708777250.7720 1340 1364 16 15
1708777250.7793 1355 1380 15 16
1708777250.7879 1369 1394 14 14
1708777250.7959 1381 1408 12 14
1708777250.8043 1396 1423 15 15
1708777250.8118 1413 1438 17 15
1708777250.8198 1428 1452 15 14
1708777250.8282 1439 1467 11 15
1708777250.8355 1452 1483 13 16
1708777250.8446 1468 1499 16 16
1708777250.8518 1484 1513 16 14
1708777250.8603 1499 1528 15 15
1708777250.8683 1512 1543 13 15
1708777250.8753 1525 1558 13 15
1708777250.8838 1540 1572 15 14
1708777250.8913 1555 1585 15 13
1708777250.8996 1570 1600 15 15
1708777250.9081 1584 1616 14 16
1708777250.9162 1598 1632 14 16
1708777250.9234 1615 1648 17 16
1708777250.9317 1630 1662 15 14
1708777250.9401 1643 1676 13 14
1708777250.9476 1656 1691 13 15
1708777250.9560 1672 1709 16 18
1708777250.9644 1688 1725 16 16
1708777250.9717 1703 1740 15 15
1708777250.9803 1717 1754 14 14
1708777250.9884 1730 1768 13 14
1708777250.9962 1744 1784 14 16
1708777251.0034 1761 1801 17 17
1708777251.0115 1776 1815 15 14
1708777251.0203 1789 1828 13 13
1708777251.0275 1803 1843 14 15
1708777251.0353 1819 1859 16 16
1708777251.0443 1834 1875 15 16
1708777251.0517 1847 1889 13 14
1708777251.0599 1862 1903 15 14
1708777251.0683 1879 1917 17 14
1708777251.0758 1894 1934 15 17
1708777251.0836 1907 1949 13 15
1708777251.0916 1920 1961 13 12
1708777251.1000 1935 1975 15 14
1708777251.1081 1952 1991 17 16
1708777251.1153 1967 2009 15 18
1708777251.1237 1981 2023 14 14
1708777251.1316 1993 2035 12 12
1708777251.1406 2008 2049 15 14
1708777251.1479 2026 2066 18 17
1708777251.1559 2043 2084 17 18
1708777251.1642 2055 2098 12 14
1708777251.1715 2068 2111 13 13
1708777251.1804 2083 2124 15 13
1708777251.1876 2100 2140 17 16
1708777251.1959 2117 2156 17 16
1708777251.2036 2132 2171 15 15
1708777251.2119 2145 2183 13 12
1708777251.2203 2160 2196 15 13
1708777251.2273 2177 2212 17 16
1708777251.2361 2193 2227 16 15
1708777251.2441 2206 2241 13 14
1708777251.2519 2221 2255 15 14
1708777251.2602 2238 2269 17 14
1708777251.2674 2254 2283 16 14
1708777251.2755 2268 2297 14 14
1708777251.2838 2282 2310 14 13
1708777251.2919 2298 2324 16 14
1708777251.2996 2315 2339 17 15
1708777251.3079 2331 2354 16 15
1708777251.3161 2345 2367 14 13
1708777251.3241 2360 2380 15 13
1708777251.3313 2376 2395 16 15
1708777251.3404 2392 2410 16 15
1708777251.3474 2405 2424 13 14
1708777251.3556 2420 2439 15 15
1708777251.3639 2437 2451 17 12
1708777251.3718 2455 2463 18 12
1708777251.3798 2469 2478 14 15
1708777251.3880 2482 2494 13 16
