% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1709562121.4501 0 0 0 0
1709562121.4577 0 0 0 0
1709562121.4650 0 4294967295 0 -1
1709562121.4726 0 4294967295 0 0
1709562121.4808 0 4294967295 0 0
1709562121.4889 0 4294967295 0 0
1709562121.4976 0 4294967295 0 0
1709562121.5054 0 4294967295 0 0
1709562121.5133 0 4294967295 0 0
1709562121.5212 0 4294967295 0 0
1709562121.5297 0 4294967295 0 0
1709562121.5369 0 4294967295 0 0
1709562121.5447 0 4294967295 0 0
1709562121.5530 0 4294967295 0 0
1709562121.5614 0 4294967295 0 0
1709562121.5691 0 4294967295 0 0
1709562121.5774 0 4294967295 0 0
1709562121.5847 0 4294967295 0 0
1709562121.5936 0 4294967295 0 0
1709562121.6006 0 4294967295 0 0
1709562121.6086 0 4294967295 0 0
1709562121.6169 0 4294967295 0 0
1709562121.6246 0 4294967295 0 0
1709562121.6333 0 4294967295 0 0
1709562121.6417 0 4294967295 0 0
1709562121.6490 0 4294967295 0 0
1709562121.6571 0 4294967295 0 0
1709562121.6650 0 4294967295 0 0
1709562121.6735 0 4294967295 0 0
1709562121.6818 0 4294967295 0 0
1709562121.6911 0 4294967295 0 0
1709562121.6974 0 4294967295 0 0
1709562121.7057 0 4294967295 0 0
1709562121.7138 0 4294967295 0 0
1709562121.7212 0 4294967295 0 0
1709562121.7329 0 4294967295 0 0
1709562121.7410 0 4294967295 0 0
1709562121.7451 0 4294967295 0 0
1709562121.7534 0 4294967295 0 0
1709562121.7612 0 4294967295 0 0
1709562121.7696 0 4294967295 0 0
1709562121.7770 0 4294967295 0 0
1709562121.7890 0 4294967295 0 0
1709562121.7940 0 4294967295 0 0
1709562121.8012 0 4294967295 0 0
1709562121.8091 0 4294967295 0 0
1709562121.8178 0 4294967295 0 0
1709562121.8259 0 4294967295 0 0
1709562121.8330 0 4294967295 0 0
1709562121.8415 0 4294967295 0 0
1709562121.8495 0 4294967295 0 0
1709562121.8596 0 4294967295 0 0
1709562121.8663 0 4294967295 0 0
1709562121.8737 0 4294967295 0 0
1709562121.8823 0 4294967295 0 0
1709562121.8894 0 4294967295 0 0
1709562121.8971 0 4294967295 0 0
1709562121.9060 0 4294967295 0 0
1709562121.9139 0 4294967295 0 0
1709562121.9222 0 4294967295 0 0
1709562121.9315 0 4294967295 0 0
1709562121.9381 0 4294967295 0 0
1709562121.9453 0 4294967295 0 0
1709562121.9532 0 4294967295 0 0
1709562121.9611 0 4294967295 0 0
1709562121.9695 0 4294967295 0 0
1709562121.9780 0 4294967295 0 0
1709562121.9854 0 4294967295 0 0
1709562121.9937 0 4294967295 0 0
1709562122.0011 0 4294967295 0 0
1709562122.0100 0 4294967295 0 0
1709562122.0173 0 4294967295 0 0
1709562122.0260 0 4294967295 0 0
1709562122.0342 0 4294967295 0 0
1709562122.0411 0 4294967295 0 0
1709562122.0516 0 4294967295 0 0
1709562122.0585 0 4294967295 0 0
1709562122.0659 0 4294967295 0 0
1709562122.0740 0 4294967295 0 0
1709562122.0838 0 4294967295 0 0
1709562122.0900 0 4294967295 0 0
1709562122.0988 0 4294967295 0 0
1709562122.1066 0 4294967295 0 0
1709562122.1137 0 4294967295 0 0
1709562122.1214 0 4294967295 0 0
1709562122.1303 0 4294967295 0 0
1709562122.1370 0 4294967295 0 0
1709562122.1467 0 4294967295 0 0
1709562122.1531 0 4294967295 0 0
1709562122.1619 0 4294967295 0 0
1709562122.1696 0 4294967295 0 0
1709562122.1781 0 4294967295 0 0
1709562122.1863 0 4294967295 0 0
1709562122.1939 0 4294967295 0 0
1709562122.2012 0 4294967295 0 0
1709562122.2096 0 4294967295 0 0
1709562122.2180 0 4294967295 0 0
1709562122.2255 0 4294967295 0 0
1709562122.2337 0 4294967295 0 0
1709562122.2416 0 4294967295 0 0
1709562122.2496 0 4294967295 0 0
1709562122.2578 0 4294967295 0 0
1709562122.2658 0 4294967295 0 0
1709562122.2741 0 4294967295 0 0
1709562122.2834 0 4294967295 0 0
1709562122.2890 0 4294967295 0 0
1709562122.2974 0 4294967295 0 0
1709562122.3065 0 4294967295 0 0
1709562122.3136 0 4294967295 0 0
1709562122.3217 0 4294967295 0 0
1709562122.3299 0 4294967295 0 0
1709562122.3378 0 4294967295 0 0
1709562122.3457 0 4294967295 0 0
1709562122.3530 0 4294967295 0 0
1709562122.3617 0 4294967295 0 0
1709562122.3697 0 4294967295 0 0
1709562122.3779 0 4294967295 0 0
1709562122.3858 0 4294967295 0 0
1709562122.3940 0 4294967295 0 0
1709562122.4012 0 4294967295 0 0
1709562122.4096 0 4294967295 0 0
1709562122.4205 0 4294967295 0 0
1709562122.4269 0 4294967295 0 0
1709562122.4349 0 4294967295 0 0
1709562122.4412 0 4294967295 0 0
1709562122.4495 0 4294967295 0 0
1709562122.4581 0 4294967295 0 0
1709562122.4659 0 4294967295 0 0
1709562122.4735 0 4294967295 0 0
1709562122.4814 0 4294967295 0 0
1709562122.4894 0 4294967295 0 0
1709562122.4977 0 4294967295 0 0
1709562122.5062 0 4294967295 0 0
1709562122.5133 0 4294967295 0 0
1709562122.5217 0 4294967295 0 0
1709562122.5295 0 4294967295 0 0
1709562122.5379 0 4294967295 0 0
1709562122.5450 0 4294967295 0 0
1709562122.5530 0 4294967295 0 0
1709562122.5612 0 4294967295 0 0
1709562122.5699 0 4294967295 0 0
1709562122.5777 0 0 0 1
1709562122.5860 0 0 0 0
1709562122.5930 0 0 0 0
1709562122.6019 0 0 0 0
1709562122.6098 0 0 0 0
1709562122.6170 0 0 0 0
1709562122.6258 0 0 0 0
1709562122.6333 0 0 0 0
1709562122.6413 0 0 0 0
1709562122.6492 0 0 0 0
1709562122.6572 0 0 0 0
1709562122.6654 0 0 0 0
1709562122.6731 0 0 0 0
1709562122.6811 0 0 0 0
1709562122.6894 0 0 0 0
1709562122.6972 0 0 0 0
1709562122.7061 0 0 0 0
1709562122.7132 0 0 0 0
1709562122.7210 0 0 0 0
1709562122.7300 0 0 0 0
1709562122.7370 0 0 0 0
1709562122.7457 0 0 0 0
1709562122.7539 0 0 0 0
1709562122.7617 0 0 0 0
1709562122.7691 0 0 0 0
1709562122.7772 0 0 0 0
1709562122.7853 0 0 0 0
1709562122.7940 0 0 0 0
1709562122.8020 0 0 0 0
1709562122.8098 0 0 0 0
1709562122.8171 0 0 0 0
1709562122.8251 0 0 0 0
1709562122.8331 0 0 0 0
1709562122.8418 0 0 0 0
1709562122.8498 0 0 0 0
1709562122.8575 0 0 0 0
1709562122.8659 0 0 0 0
1709562122.8739 0 0 0 0
1709562122.8818 0 0 0 0
1709562122.8894 0 0 0 0
1709562122.8975 0 0 0 0
1709562122.9061 0 0 0 0
1709562122.9137 0 0 0 0
1709562122.9219 0 0 0 0
1709562122.9298 0 0 0 0
1709562122.9379 0 0 0 0
1709562122.9456 0 0 0 0
1709562122.9536 0 0 0 0
1709562122.9619 0 0 0 0
1709562122.9700 0 0 0 0
1709562122.9780 0 0 0 0
1709562122.9856 0 0 0 0
1709562122.9936 0 0 0 0
1709562123.0018 0 0 0 0
1709562123.0100 0 0 0 0
1709562123.0180 0 0 0 0
1709562123.0250 0 0 0 0
1709562123.0340 0 0 0 0
1709562123.0420 0 0 0 0
1709562123.0491 0 0 0 0
1709562123.0574 0 0 0 0
1709562123.0655 0 0 0 0
1709562123.0736 0 0 0 0
1709562123.0812 0 0 0 0
1709562123.0890 0 0 0 0
1709562123.0974 0 0 0 0
1709562123.1067 0 0 0 0
1709562123.1136 0 0 0 0
1709562123.1216 0 0 0 0
1709562123.1290 0 0 0 0
1709562123.1371 0 0 0 0
1709562123.1452 0 0 0 0
1709562123.1538 0 0 0 0
1709562123.1614 0 0 0 0
1709562123.1696 0 0 0 0
1709562123.1770 0 0 0 0
1709562123.1850 0 0 0 0
1709562123.1931 0 0 0 0
1709562123.2017 0 0 0 0
1709562123.2094 0 0 0 0
1709562123.2177 0 0 0 0
1709562123.2251 0 0 0 0
1709562123.2334 0 0 0 0
1709562123.2415 0 0 0 0
1709562123.2491 0 0 0 0
1709562123.2579 0 0 0 0
1709562123.2657 0 0 0 0
1709562123.2732 0 0 0 0
1709562123.2812 0 0 0 0
1709562123.2893 0 0 0 0
