% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1707750353.3395 0 0 0 0
1707750353.3477 0 0 0 0
1707750353.3553 4294967295 4294967295 -1 -1
1707750353.3629 4294967295 4294967295 0 0
1707750353.3707 4294967295 0 0 1
1707750353.3785 4294967295 0 0 0
1707750353.3863 4294967295 0 0 0
1707750353.3946 4294967295 0 0 0
1707750353.4023 4294967295 0 0 0
1707750353.4111 4294967295 0 0 0
1707750353.4194 4294967295 0 0 0
1707750353.4267 4294967295 0 0 0
1707750353.4348 4294967295 0 0 0
1707750353.4434 4294967295 0 0 0
1707750353.4504 4294967295 0 0 0
1707750353.4585 4294967295 0 0 0
1707750353.4666 4294967295 0 0 0
1707750353.4748 4294967295 0 0 0
1707750353.4825 4294967295 0 0 0
1707750353.4904 4294967295 0 0 0
1707750353.4982 4294967295 0 0 0
1707750353.5069 4294967295 0 0 0
1707750353.5151 4294967295 0 0 0
1707750353.5225 4294967295 0 0 0
1707750353.5306 4294967295 0 0 0
1707750353.5393 4294967295 0 0 0
1707750353.5520 4294967295 0 0 0
1707750353.5559 4294967295 0 0 0
1707750353.5635 4294967295 0 0 0
1707750353.5706 4294967295 0 0 0
1707750353.5787 4294967295 0 0 0
1707750353.5866 4294967295 0 0 0
1707750353.5948 4294967295 0 0 0
1707750353.6024 4294967294 0 -1 0
1707750353.6108 4294967294 0 0 0
1707750353.6189 4294967294 0 0 0
1707750353.6279 4294967293 0 -1 0
1707750353.6347 4294967293 1 0 1
1707750353.6434 4294967292 1 -1 0
1707750353.6507 4294967291 1 -1 0
1707750353.6586 4294967290 1 -1 0
1707750353.6673 4294967289 2 -1 1
1707750353.6751 4294967287 3 -2 1
1707750353.6824 4294967286 3 -1 0
1707750353.6913 4294967285 5 -1 2
1707750353.6985 4294967283 6 -2 1
1707750353.7074 4294967281 8 -2 2
1707750353.7167 4294967280 9 -1 1
1707750353.7253 4294967278 10 -2 1
1707750353.7306 4294967276 12 -2 2
1707750353.7384 4294967274 14 -2 2
1707750353.7528 4294967273 15 -1 1
1707750353.7546 4294967272 15 -1 0
1707750353.7623 4294967271 15 -1 0
1707750353.7708 4294967269 15 -2 0
1707750353.7886 4294967268 17 -1 2
1707750353.7905 4294967265 20 -3 3
1707750353.7943 4294967264 24 -1 4
1707750353.8029 4294967266 23 2 -1
1707750353.8106 4294967267 19 1 -4
1707750353.8190 4294967266 21 -1 2
1707750353.8272 4294967263 24 -3 3
1707750353.8347 4294967261 26 -2 2
1707750353.8431 4294967260 26 -1 0
1707750353.8511 4294967260 26 0 0
1707750353.8582 4294967260 27 0 1
1707750353.8671 4294967259 27 -1 0
1707750353.8754 4294967258 29 -1 2
1707750353.8826 4294967258 29 0 0
1707750353.8903 4294967257 30 -1 1
1707750353.8994 4294967256 31 -1 1
1707750353.9067 4294967254 33 -2 2
1707750353.9191 4294967253 35 -1 2
1707750353.9231 4294967252 36 -1 1
1707750353.9305 4294967250 37 -2 1
1707750353.9389 4294967249 39 -1 2
1707750353.9473 4294967247 41 -2 2
1707750353.9547 4294967246 42 -1 1
1707750353.9625 4294967245 42 -1 0
1707750353.9707 4294967243 43 -2 1
1707750353.9790 4294967241 46 -2 3
1707750353.9895 4294967239 49 -2 3
1707750353.9953 4294967238 50 -1 1
1707750354.0022 4294967236 50 -2 0
1707750354.0111 4294967234 51 -2 1
1707750354.0210 4294967233 52 -1 1
1707750354.0273 4294967231 55 -2 3
1707750354.0342 4294967230 58 -1 3
1707750354.0424 4294967229 59 -1 1
1707750354.0502 4294967228 60 -1 1
1707750354.0590 4294967226 61 -2 1
1707750354.0672 4294967225 62 -1 1
1707750354.0747 4294967224 62 -1 0
1707750354.0825 4294967223 62 -1 0
1707750354.0906 4294967222 62 -1 0
1707750354.0984 4294967220 64 -2 2
1707750354.1072 4294967219 66 -1 2
1707750354.1142 4294967219 69 0 3
1707750354.1223 4294967217 70 -2 1
1707750354.1312 4294967216 71 -1 1
1707750354.1383 4294967214 71 -2 0
1707750354.1496 4294967213 71 -1 0
1707750354.1547 4294967212 71 -1 0
1707750354.1626 4294967212 71 0 0
1707750354.1706 4294967210 72 -2 1
1707750354.1784 4294967209 75 -1 3
1707750354.1865 4294967207 79 -2 4
1707750354.1947 4294967206 79 -1 0
1707750354.2031 4294967205 78 -1 -1
1707750354.2104 4294967204 78 -1 0
1707750354.2190 4294967202 78 -2 0
1707750354.2267 4294967201 79 -1 1
1707750354.2349 4294967200 81 -1 2
1707750354.2428 4294967200 84 0 3
1707750354.2513 4294967199 85 -1 1
1707750354.2587 4294967198 85 -1 0
1707750354.2671 4294967196 85 -2 0
1707750354.2742 4294967195 85 -1 0
1707750354.2823 4294967195 85 0 0
1707750354.2906 4294967194 86 -1 1
1707750354.2990 4294967193 88 -1 2
1707750354.3070 4294967192 91 -1 3
1707750354.3152 4294967191 92 -1 1
1707750354.3229 4294967190 91 -1 -1
1707750354.3311 4294967189 91 -1 0
1707750354.3388 4294967187 93 -2 2
1707750354.3465 4294967186 96 -1 3
1707750354.3553 4294967186 99 0 3
1707750354.3628 4294967185 99 -1 0
1707750354.3706 4294967183 99 -2 0
1707750354.3788 4294967181 99 -2 0
1707750354.3870 4294967181 99 0 0
1707750354.3947 4294967181 101 0 2
1707750354.4024 4294967180 103 -1 2
1707750354.4107 4294967178 106 -2 3
1707750354.4184 4294967177 107 -1 1
1707750354.4268 4294967177 107 0 0
1707750354.4349 4294967177 107 0 0
1707750354.4427 4294967176 107 -1 0
1707750354.4504 4294967174 109 -2 2
1707750354.4586 4294967172 112 -2 3
1707750354.4668 4294967172 114 0 2
1707750354.4758 4294967172 114 0 0
1707750354.4828 4294967172 114 0 0
1707750354.4906 4294967171 115 -1 1
1707750354.4984 4294967169 117 -2 2
1707750354.5066 4294967168 119 -1 2
1707750354.5146 4294967167 119 -1 0
1707750354.5228 4294967166 118 -1 -1
1707750354.5309 4294967165 118 -1 0
1707750354.5387 4294967164 120 -1 2
1707750354.5465 4294967163 122 -1 2
1707750354.5547 4294967162 124 -1 2
1707750354.5629 4294967160 124 -2 0
1707750354.5710 4294967159 124 -1 0
1707750354.5791 4294967158 125 -1 1
1707750354.5869 4294967158 125 0 0
1707750354.5952 4294967156 128 -2 3
1707750354.6032 4294967154 129 -2 1
1707750354.6112 4294967153 130 -1 1
1707750354.6185 4294967151 132 -2 2
1707750354.6266 4294967151 133 0 1
1707750354.6347 4294967151 133 0 0
1707750354.6432 4294967150 134 -1 1
1707750354.6510 4294967149 135 -1 1
1707750354.6588 4294967146 138 -3 3
1707750354.6668 4294967144 140 -2 2
1707750354.6751 4294967144 140 0 0
1707750354.6822 4294967144 140 0 0
1707750354.6904 4294967144 140 0 0
1707750354.6983 4294967143 142 -1 2
1707750354.7069 4294967141 145 -2 3
1707750354.7152 4294967139 147 -2 2
1707750354.7223 4294967138 147 -1 0
1707750354.7311 4294967138 147 0 0
1707750354.7383 4294967138 147 0 0
1707750354.7462 4294967138 147 0 0
1707750354.7549 4294967137 149 -1 2
1707750354.7632 4294967135 152 -2 3
1707750354.7704 4294967134 153 -1 1
1707750354.7792 4294967134 153 0 0
1707750354.7863 4294967133 153 -1 0
1707750354.7943 4294967132 153 -1 0
1707750354.8028 4294967131 154 -1 1
1707750354.8113 4294967130 155 -1 1
1707750354.8187 4294967129 158 -1 3
1707750354.8267 4294967129 159 0 1
1707750354.8352 4294967127 159 -2 0
1707750354.8426 4294967125 159 -2 0
1707750354.8510 4294967124 160 -1 1
1707750354.8599 4294967124 161 0 1
1707750354.8670 4294967124 164 0 3
1707750354.8753 4294967122 166 -2 2
1707750354.8823 4294967120 166 -2 0
1707750354.8904 4294967118 165 -2 -1
1707750354.8988 4294967117 166 -1 1
1707750354.9070 4294967117 167 0 1
1707750354.9143 4294967116 170 -1 3
1707750354.9229 4294967114 171 -2 1
1707750354.9310 4294967112 172 -2 1
1707750354.9392 4294967111 172 -1 0
1707750354.9467 4294967111 172 0 0
1707750354.9548 4294967110 172 -1 0
1707750354.9631 4294967109 174 -1 2
1707750354.9708 4294967108 175 -1 1
1707750354.9791 4294967106 178 -2 3
1707750354.9863 4294967104 180 -2 2
1707750354.9951 4294967104 180 0 0
1707750355.0031 4294967104 180 0 0
1707750355.0110 4294967103 180 -1 0
1707750355.0189 4294967102 181 -1 1
1707750355.0268 4294967099 183 -3 2
1707750355.0350 4294967097 185 -2 2
1707750355.0428 4294967097 186 0 1
1707750355.0507 4294967097 185 0 -1
1707750355.0590 4294967097 186 0 1
1707750355.0665 4294967097 187 0 1
1707750355.0750 4294967095 189 -2 2
1707750355.0822 4294967092 191 -3 2
1707750355.0910 4294967090 191 -2 0
1707750355.0988 4294967089 192 -1 1
1707750355.1070 4294967089 192 0 0
1707750355.1146 4294967089 194 0 2
1707750355.1230 4294967089 196 0 2
1707750355.1312 4294967087 198 -2 2
1707750355.1388 4294967084 199 -3 1
1707750355.1470 4294967082 199 -2 0
1707750355.1550 4294967082 199 0 0
1707750355.1627 4294967082 199 0 0
1707750355.1709 4294967082 201 0 2
1707750355.1792 4294967081 203 -1 2
1707750355.1869 4294967079 206 -2 3
