% Edge sensor logfile normalized 'log_20240219_144411.899/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708350252.5129 0 0 0 0 0 0 0 0  0.0000
1708350252.5226 588 605 654 693 715 738 770 807  0.0000
1708350252.5288 581 607 651 691 724 735 770 820  0.0000
1708350252.5359 600 617 661 694 724 738 759 817  0.0000
1708350252.5444 602 624 670 708 735 749 780 815  0.0000
1708350252.5528 609 624 664 714 737 749 782 817  0.0000
1708350252.5607 607 616 668 705 737 751 776 820  0.0000
1708350252.5678 617 626 675 708 731 751 780 817  0.0000
1708350252.5768 602 624 670 707 728 744 761 810  0.0000
1708350252.5845 607 623 673 703 731 746 772 817  0.0000
1708350252.5923 611 621 666 707 737 754 774 820  0.0000
1708350252.6009 607 617 670 717 737 756 784 815  0.0000
1708350252.6077 609 621 670 712 735 751 780 822  0.0000
1708350252.6158 592 616 657 698 726 737 774 815  0.0000
1708350252.6242 596 621 670 712 733 746 770 815  0.0000
1708350252.6326 605 619 666 707 724 731 782 820  0.0000
1708350252.6397 613 621 670 707 735 744 772 815  0.0000
1708350252.6491 609 605 668 719 742 747 761 805  0.0000
1708350252.6560 583 612 661 686 715 730 757 837  0.0000
1708350252.6665 624 635 673 710 742 749 774 820  0.0000
1708350252.6725 615 609 673 705 740 751 761 810  0.0000
1708350252.6804 617 621 684 715 724 740 759 800  0.0000
1708350252.6878 609 623 687 714 722 724 745 805  0.0000
1708350252.6999 607 629 682 705 710 714 737 777  0.0000
1708350252.7066 622 640 690 715 705 716 716 782  0.0000
1708350252.7155 632 666 689 691 698 677 716 760  0.0000
1708350252.7231 645 667 704 712 698 689 718 777  0.0000
1708350252.7278 632 664 699 701 696 707 708 790  0.0000
1708350252.7374 656 667 704 708 682 671 708 760  0.0000
1708350252.7469 649 669 701 720 685 693 712 755  0.0000
1708350252.7534 645 686 718 726 712 716 728 802  0.0000
1708350252.7636 653 676 699 700 714 724 730 762  0.0000
1708350252.7707 651 664 692 701 708 724 718 712  0.0000
1708350252.7765 634 672 696 710 712 708 710 672  0.0000
1708350252.7841 670 664 703 719 714 724 700 702  0.0000
1708350252.7939 634 664 706 715 719 733 702 687  0.0000
1708350252.8004 649 660 694 698 705 686 667 675  0.0000
1708350252.8078 643 662 694 705 706 714 689 687  0.0000
1708350252.8167 626 655 692 703 705 677 675 675  0.0000
1708350252.8248 630 659 680 696 701 679 673 695  0.0000
1708350252.8332 636 666 692 707 692 686 683 710  0.0000
1708350252.8412 630 669 699 696 701 693 697 725  0.0000
1708350252.8479 624 638 684 675 698 698 693 742  0.0000
1708350252.8563 626 633 670 653 671 670 677 712  0.0000
1708350252.8647 634 638 659 651 680 691 689 710  0.0000
1708350252.8716 651 645 664 653 678 705 685 730  0.0000
1708350252.8819 622 611 644 651 666 703 712 725  0.0000
1708350252.8888 626 607 635 623 671 693 699 712  0.0000
1708350252.8966 630 614 635 625 671 694 699 707  0.0000
1708350252.9037 626 611 642 623 673 710 714 735  0.0000
1708350252.9128 639 619 642 641 692 717 728 757  0.0000
1708350252.9204 628 604 651 648 662 717 724 747  0.0000
1708350252.9282 634 617 670 653 673 724 733 765  0.0000
1708350252.9366 615 607 671 649 680 705 726 725  0.0000
1708350252.9439 619 609 673 655 676 716 730 752  0.0000
1708350252.9520 626 629 692 679 674 707 732 757  0.0000
1708350252.9602 632 635 699 686 678 705 724 752  0.0000
1708350252.9680 622 628 703 682 678 696 728 740  0.0000
1708350252.9762 598 619 690 679 674 682 708 737  0.0000
1708350252.9844 609 636 699 701 696 710 730 757  0.0000
1708350252.9917 630 645 706 715 712 730 737 752  0.0000
1708350253.0002 622 640 699 708 708 710 726 762  0.0000
1708350253.0090 622 648 696 710 722 733 739 752  0.0000
1708350253.0173 630 645 696 714 726 733 741 760  0.0000
1708350253.0244 632 633 680 701 721 758 751 775  0.0000
1708350253.0322 630 638 689 698 737 768 763 762  0.0000
1708350253.0401 639 628 677 705 722 761 766 790  0.0000
1708350253.0479 632 628 671 689 721 756 768 787  0.0000
1708350253.0570 630 623 659 675 705 758 776 790  0.0000
1708350253.0642 632 635 661 663 708 753 772 802  0.0000
1708350253.0721 630 629 670 679 724 760 776 785  0.0000
1708350253.0811 636 624 670 665 703 754 770 817  0.0000
1708350253.0876 626 626 663 675 701 749 770 790  0.0000
1708350253.0965 632 616 652 677 705 744 766 807  0.0000
1708350253.1056 622 626 664 679 714 756 770 802  0.0000
1708350253.1121 656 643 677 701 733 774 788 822  0.0000
1708350253.1206 632 621 661 667 721 754 770 810  0.0000
1708350253.1284 630 628 661 674 726 765 768 800  0.0000
1708350253.1360 639 617 645 670 728 768 766 797  0.0000
1708350253.1438 632 624 651 686 738 781 774 807  0.0000
1708350253.1524 630 611 649 684 744 774 776 822  0.0000
1708350253.1601 651 631 652 689 733 776 772 802  0.0000
1708350253.1679 643 636 668 719 753 788 794 845  0.0000
1708350253.1761 634 635 675 712 758 779 784 817  0.0000
1708350253.1839 634 648 689 726 756 784 792 827  0.0000
1708350253.1917 679 674 718 750 788 797 788 835  0.0000
1708350253.2005 649 672 720 748 785 804 803 832  0.0000
1708350253.2082 658 672 717 760 781 800 794 845  0.0000
1708350253.2157 643 685 720 753 770 781 776 822  0.0000
1708350253.2252 653 686 729 757 776 797 792 805  0.0000
1708350253.2317 675 697 744 759 783 804 796 817  0.0000
1708350253.2463 668 683 729 746 774 790 770 800  0.0000
1708350253.2499 681 710 741 750 765 790 780 780  0.0000
1708350253.2566 685 709 748 748 765 786 770 787  0.0000
1708350253.2640 690 717 746 750 783 797 780 770  0.0000
1708350253.2730 713 728 750 753 788 802 776 762  0.0000
1708350253.2806 713 729 743 752 786 784 751 725  0.0000
1708350253.2882 723 741 763 760 788 790 747 722  0.0000
1708350253.2967 702 724 744 757 781 783 726 700  0.0000
1708350253.3045 694 714 741 757 763 772 704 675  0.0000
1708350253.3124 717 731 750 748 769 761 685 692  0.0000
1708350253.3202 704 721 748 760 763 747 671 690  0.0000
1708350253.3283 698 707 732 740 744 716 652 657  0.0000
1708350253.3359 704 705 718 736 731 691 640 652  0.0000
