% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708347596.4345 0 0 0 0
1708347596.4420 0 0 0 0
1708347596.4496 0 0 0 0
1708347596.4581 0 0 0 0
1708347596.4661 0 0 0 0
1708347596.4741 0 0 0 0
1708347596.4817 0 0 0 0
1708347596.4903 0 0 0 0
1708347596.4981 0 0 0 0
1708347596.5056 0 0 0 0
1708347596.5142 0 0 0 0
1708347596.5217 0 0 0 0
1708347596.5298 0 0 0 0
1708347596.5373 0 0 0 0
1708347596.5453 0 0 0 0
1708347596.5541 0 0 0 0
1708347596.5622 2 2 2 2
1708347596.5694 4 4 2 2
1708347596.5784 6 6 2 2
1708347596.5872 9 8 3 2
1708347596.5945 11 11 2 3
1708347596.6027 15 14 4 3
1708347596.6205 19 18 4 4
1708347596.6216 23 23 4 5
1708347596.6262 28 28 5 5
1708347596.6345 28 27 0 -1
1708347596.6429 29 28 1 1
1708347596.6504 33 33 4 5
1708347596.6593 41 40 8 7
1708347596.6669 47 45 6 5
1708347596.6749 51 48 4 3
1708347596.6827 53 50 2 2
1708347596.6901 57 54 4 4
1708347596.6984 62 60 5 6
1708347596.7066 68 68 6 8
1708347596.7148 75 73 7 5
1708347596.7225 80 76 5 3
1708347596.7329 84 79 4 3
1708347596.7408 88 85 4 6
1708347596.7461 94 92 6 7
1708347596.7565 100 98 6 6
1708347596.7629 104 100 4 2
1708347596.7754 109 104 5 4
1708347596.7832 116 113 7 9
1708347596.7859 124 122 8 9
1708347596.7940 129 128 5 6
1708347596.8025 128 127 -1 -1
1708347596.8099 132 130 4 3
1708347596.8191 141 138 9 8
1708347596.8264 150 146 9 8
1708347596.8346 155 152 5 6
1708347596.8424 158 155 3 3
1708347596.8505 163 159 5 4
1708347596.8578 171 165 8 6
1708347596.8707 178 173 7 8
1708347596.8742 182 178 4 5
1708347596.8829 186 183 4 5
1708347596.8909 190 186 4 3
1708347596.8994 195 191 5 5
1708347596.9083 203 199 8 8
