% Edge sensor logfile normalized 'log_20240216_161205.824/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708096326.7695 0 0 0 0 0 0 0 0  0.0000
1708096326.7763 0 285 527 637 493 388 353 270  0.0000
1708096326.7851 337 502 732 783 634 514 524 515  0.0291
1708096326.7933 602 722 951 1000 859 742 763 762  0.1060
1708096326.8010 617 740 970 1000 884 738 751 780  0.1084
1708096326.8091 343 533 779 878 730 620 650 652  0.0445
1708096326.8163 681 722 902 928 708 541 475 375  0.0614
1708096326.8248 955 1000 1000 1000 1000 843 825 837  0.1200
1708096326.8334 619 740 975 1000 857 749 778 812  0.1085
1708096326.8412 645 755 980 1000 857 740 724 727  0.1114
1708096326.8489 305 514 753 847 705 592 621 620  0.0388
1708096326.8569 507 636 857 922 740 604 561 502  0.0515
1708096326.8649 375 562 833 927 772 656 660 665  0.0533
1708096326.8733 707 791 1000 1000 859 698 662 602  0.0855
1708096326.8808 571 731 946 1000 866 733 730 717  0.1062
1708096326.8891 222 419 654 740 571 465 446 427  0.0120
1708096326.8970 592 693 901 974 793 649 615 557  0.0619
1708096326.9046 972 958 1000 1000 950 798 800 802  0.1200
1708096326.9131 698 815 1000 1000 1000 908 933 987  0.1197
1708096326.9204 628 746 993 1000 911 791 825 907  0.1095
1708096326.9290 259 440 657 712 566 439 427 372  0.0051
1708096326.9375 600 728 972 1000 889 735 732 722  0.1066
1708096326.9449 677 815 1000 1000 911 781 745 757  0.1171
1708096326.9533 707 798 1000 1000 943 821 836 872  0.1200
1708096326.9610 524 672 876 928 735 557 483 397  0.0524
1708096326.9689 307 442 649 731 566 426 388 290  0.0097
1708096326.9768 598 714 918 1000 870 719 712 712  0.1049
1708096326.9850 961 967 1000 1000 1000 895 871 882  0.1200
1708096326.9928 781 874 1000 1000 1000 1000 1000 1000  0.1200
1708096327.0009 539 671 935 1000 1000 992 1000 1000  0.1010
1708096327.0091 371 462 661 779 630 479 401 357  0.0206
1708096327.0168 632 686 918 1000 930 774 714 727  0.1018
1708096327.0246 951 946 1000 1000 1000 1000 928 1000  0.1200
1708096327.0327 583 629 868 1000 968 823 765 850  0.0978
1708096327.0404 244 323 494 634 527 356 147 37  0.0000
