% Edge sensor logfile log_20240308_171235.401/log_edge.txt
% 	Calib white 466 563 571 595 596 609 566 464
% 	Calib black 18 18 18 21 21 21 20 21
% 	White threshold (of 1000) 750 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1709914355.9831 0 0.000 0.000 0.0000
1709914355.9894 1 -0.008 -0.009 0.0002
1709914355.9971 0 0.000 0.000 0.0000
1709914356.0052 1 -0.007 -0.009 0.0020
1709914356.0140 1 -0.007 -0.009 0.0024
1709914356.0220 0 0.000 0.000 0.0000
1709914356.0290 1 -0.007 -0.009 0.0018
1709914356.0381 0 0.000 0.000 0.0000
1709914356.0452 0 0.000 0.000 0.0000
1709914356.0638 1 -0.005 -0.010 0.0050
1709914356.0659 1 -0.008 -0.009 0.0007
1709914356.0697 0 0.000 0.000 0.0000
1709914356.0781 1 -0.007 -0.009 0.0020
1709914356.0854 0 0.000 0.000 0.0000
1709914356.0942 0 0.000 0.000 0.0000
1709914356.1016 1 -0.008 -0.009 0.0014
1709914356.1090 0 0.000 0.000 0.0000
1709914356.1171 0 0.000 0.000 0.0000
1709914356.1253 1 -0.005 -0.010 0.0048
1709914356.1330 0 0.000 0.000 0.0000
1709914356.1419 0 0.000 0.000 0.0000
1709914356.1492 0 0.000 0.000 0.0000
1709914356.1572 0 0.000 0.000 0.0000
1709914356.1657 0 0.000 0.000 0.0000
1709914356.1739 0 0.000 0.000 0.0000
1709914356.1819 1 -0.007 -0.009 0.0021
1709914356.1891 1 -0.006 -0.010 0.0036
1709914356.1977 1 -0.007 -0.009 0.0024
1709914356.2056 1 -0.006 -0.010 0.0040
1709914356.2138 1 -0.007 -0.009 0.0019
1709914356.2210 1 -0.007 -0.010 0.0027
1709914356.2290 1 -0.005 -0.011 0.0055
1709914356.2380 1 -0.006 -0.010 0.0049
1709914356.2453 1 -0.006 -0.010 0.0049
1709914356.2532 1 -0.004 -0.011 0.0071
1709914356.2617 1 -0.004 -0.012 0.0081
1709914356.2690 1 -0.004 -0.012 0.0084
1709914356.2780 1 -0.002 -0.013 0.0106
1709914356.2859 1 -0.003 -0.013 0.0102
1709914356.2933 1 -0.003 -0.012 0.0085
1709914356.3014 1 -0.001 -0.014 0.0135
1709914356.3095 1 -0.001 -0.013 0.0121
1709914356.3170 1 -0.002 -0.013 0.0114
1709914356.3259 1 0.001 -0.015 0.0159
1709914356.3333 1 -0.001 -0.014 0.0129
1709914356.3413 1 0.001 -0.014 0.0149
1709914356.3493 1 -0.001 -0.013 0.0124
1709914356.3575 1 -0.001 -0.013 0.0117
1709914356.3653 1 0.000 -0.013 0.0129
1709914356.3733 1 0.000 -0.013 0.0133
1709914356.3815 1 0.001 -0.013 0.0141
1709914356.3895 1 0.001 -0.013 0.0139
1709914356.3985 1 -0.001 -0.012 0.0115
1709914356.4057 1 0.001 -0.013 0.0138
1709914356.4131 1 0.000 -0.012 0.0122
1709914356.4211 1 0.001 -0.012 0.0133
1709914356.4294 1 0.004 -0.012 0.0159
1709914356.4374 1 0.003 -0.012 0.0145
1709914356.4453 1 0.005 -0.012 0.0166
1709914356.4536 1 0.007 -0.012 0.0190
1709914356.4610 1 0.010 -0.012 0.0218
1709914356.4697 1 0.009 -0.011 0.0195
1709914356.4770 1 0.010 -0.011 0.0206
1709914356.4851 1 0.009 -0.010 0.0188
1709914356.4940 0 0.000 0.000 0.0000
1709914356.5012 0 0.000 0.000 0.0000
1709914356.5095 1 0.010 0.001 0.0091
1709914356.5174 1 0.013 -0.007 0.0204
1709914356.5259 1 0.017 -0.011 0.0278
1709914356.5331 1 0.018 -0.011 0.0294
1709914356.5416 1 0.019 -0.011 0.0295
1709914356.5498 1 0.020 -0.011 0.0305
1709914356.5572 1 0.021 -0.011 0.0318
1709914356.5656 1 0.022 -0.010 0.0317
1709914356.5740 1 0.023 -0.010 0.0332
1709914356.5812 1 0.024 -0.010 0.0335
1709914356.5899 1 0.024 -0.008 0.0321
1709914356.5973 1 0.023 -0.007 0.0298
1709914356.6059 1 0.019 -0.003 0.0213
1709914356.6141 1 0.015 0.001 0.0137
1709914356.6215 1 0.015 0.002 0.0125
1709914356.6299 1 0.018 0.001 0.0173
1709914356.6372 1 0.018 0.001 0.0176
1709914356.6455 1 0.018 0.002 0.0158
1709914356.6539 1 0.019 0.002 0.0172
1709914356.6610 1 0.020 0.002 0.0181
1709914356.6695 1 0.021 0.002 0.0192
1709914356.6772 1 0.021 0.003 0.0180
1709914356.6851 1 0.019 0.004 0.0146
1709914356.6940 1 0.018 0.006 0.0128
1709914356.7011 1 0.020 0.006 0.0148
1709914356.7092 1 0.023 0.006 0.0168
1709914356.7174 1 0.022 0.006 0.0165
1709914356.7258 1 0.025 0.006 0.0185
1709914356.7337 1 0.026 0.005 0.0210
1709914356.7417 1 0.026 0.006 0.0198
1709914356.7490 1 0.026 0.007 0.0194
1709914356.7578 1 0.027 0.007 0.0195
1709914356.7651 1 0.026 0.007 0.0184
1709914356.7734 1 0.026 0.007 0.0194
1709914356.7813 1 0.027 0.007 0.0204
1709914356.7892 1 0.028 0.007 0.0209
1709914356.7975 1 0.027 0.008 0.0191
1709914356.8052 1 0.028 0.007 0.0205
1709914356.8134 1 0.028 0.008 0.0203
1709914356.8217 1 0.028 0.008 0.0201
1709914356.8294 1 0.029 0.008 0.0212
1709914356.8373 1 0.029 0.012 0.0169
1709914356.8456 1 0.029 0.010 0.0195
1709914356.8533 1 0.030 0.008 0.0224
1709914356.8616 1 0.030 0.009 0.0212
1709914356.8699 1 0.030 0.008 0.0222
1709914356.8777 1 0.030 0.008 0.0221
1709914356.8855 1 0.030 0.007 0.0227
1709914356.8936 1 0.029 0.008 0.0218
1709914356.9015 1 0.029 0.008 0.0215
1709914356.9105 1 0.030 0.007 0.0224
1709914356.9172 1 0.029 0.007 0.0218
1709914356.9252 1 0.029 0.006 0.0232
1709914356.9335 1 0.030 0.007 0.0229
1709914356.9412 1 0.029 0.008 0.0215
1709914356.9490 1 0.029 0.008 0.0207
1709914356.9573 1 0.030 0.008 0.0218
1709914356.9653 1 0.029 0.007 0.0218
1709914356.9730 1 0.030 0.008 0.0218
1709914356.9813 1 0.029 0.007 0.0218
1709914356.9890 1 0.029 0.008 0.0210
1709914356.9984 1 0.029 0.007 0.0221
1709914357.0056 1 0.029 0.007 0.0228
1709914357.0139 1 0.029 0.007 0.0217
1709914357.0217 1 0.029 0.007 0.0213
1709914357.0297 1 0.029 0.006 0.0229
1709914357.0377 1 0.029 0.006 0.0229
1709914357.0455 1 0.029 0.007 0.0221
1709914357.0538 1 0.029 0.007 0.0223
1709914357.0610 1 0.029 0.006 0.0230
