% Edge sensor logfile normalized 'log_20240308_171317.637/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709914397.9989 0 0 0 0 0 0 0 0  0.0000
1709914398.0071 0 0 0 0 0 0 0 0  0.0000
1709914398.0135 0 0 0 0 0 0 0 0  0.0000
1709914398.0219 0 0 0 0 0 0 0 0  0.0000
1709914398.0315 0 0 0 0 0 0 0 0  0.0000
1709914398.0380 0 0 0 0 0 0 0 0  0.0000
1709914398.0463 0 0 0 0 0 0 0 0  0.0000
1709914398.0537 0 0 0 0 0 0 0 15  0.0000
1709914398.0618 0 0 0 0 0 0 0 0  0.0000
1709914398.0696 0 0 0 0 0 0 0 0  0.0000
1709914398.0776 0 0 0 0 0 0 0 0  0.0000
1709914398.0862 0 0 0 0 0 0 0 0  0.0000
1709914398.0942 0 0 0 0 0 0 0 0  0.0000
1709914398.1025 0 0 0 0 0 0 0 0  0.0000
1709914398.1100 0 0 0 0 0 0 0 0  0.0000
1709914398.1176 0 0 0 0 0 0 0 0  0.0000
1709914398.1255 0 0 0 0 0 0 0 0  0.0000
1709914398.1337 0 0 0 0 0 0 0 0  0.0000
1709914398.1415 0 0 0 0 0 0 0 0  0.0000
1709914398.1498 0 0 0 0 0 0 0 0  0.0000
1709914398.1583 0 0 0 0 0 0 0 0  0.0000
1709914398.1661 0 0 0 0 0 0 0 0  0.0000
1709914398.1739 0 0 0 0 0 0 0 0  0.0000
1709914398.1815 0 0 0 0 0 0 0 0  0.0000
1709914398.1894 0 0 0 0 0 0 0 0  0.0000
1709914398.1982 0 0 0 0 0 0 0 0  0.0000
1709914398.2062 0 0 0 0 0 0 0 0  0.0000
1709914398.2141 0 0 0 0 0 0 0 0  0.0000
1709914398.2221 0 0 0 0 0 0 0 0  0.0000
1709914398.2297 0 0 0 0 0 0 0 0  0.0000
1709914398.2375 0 0 0 0 0 0 0 0  0.0000
1709914398.2452 0 0 0 0 0 0 0 0  0.0000
1709914398.2534 0 0 0 0 0 0 0 9  0.0000
1709914398.2614 0 0 0 0 0 0 0 0  0.0000
1709914398.2693 0 0 0 0 0 0 0 0  0.0000
1709914398.2780 0 0 0 0 0 0 0 0  0.0000
1709914398.2858 0 0 0 0 0 0 0 0  0.0000
1709914398.2935 0 0 0 0 0 0 0 0  0.0000
1709914398.3018 0 0 0 0 0 0 0 0  0.0000
1709914398.3097 0 0 0 0 0 0 0 0  0.0000
1709914398.3175 0 0 0 0 0 0 0 0  0.0000
1709914398.3262 0 0 0 0 0 0 0 0  0.0000
1709914398.3338 0 0 0 0 0 0 0 0  0.0000
1709914398.3416 0 0 0 0 0 0 0 0  0.0000
1709914398.3500 0 0 0 0 0 0 0 0  0.0000
1709914398.3578 0 0 0 0 0 0 0 0  0.0000
1709914398.3657 0 0 0 0 0 0 0 0  0.0000
1709914398.3742 0 0 0 0 0 0 0 0  0.0000
1709914398.3820 0 0 0 0 0 0 0 0  0.0000
1709914398.3900 0 0 0 0 0 0 0 0  0.0000
1709914398.3975 0 0 0 0 0 0 0 0  0.0000
1709914398.4060 0 0 0 0 0 0 0 0  0.0000
1709914398.4138 0 0 0 0 0 0 0 0  0.0000
1709914398.4214 0 0 0 0 0 0 0 0  0.0000
1709914398.4292 0 0 0 0 0 0 0 0  0.0000
1709914398.4382 0 0 0 0 0 0 0 0  0.0000
1709914398.4457 0 0 0 0 0 0 0 0  0.0000
1709914398.4532 0 0 0 0 0 0 0 0  0.0000
1709914398.4621 0 0 0 0 0 0 0 0  0.0000
1709914398.4696 0 0 0 0 0 0 0 0  0.0000
1709914398.4774 0 0 0 0 0 0 0 0  0.0000
1709914398.4853 0 0 0 0 0 0 0 0  0.0000
1709914398.4939 0 0 0 0 0 0 0 0  0.0000
1709914398.5013 0 0 0 0 0 0 0 0  0.0000
1709914398.5101 0 0 0 0 0 0 0 0  0.0000
1709914398.5177 0 0 0 0 0 0 0 0  0.0000
1709914398.5255 0 0 0 0 0 0 0 0  0.0000
1709914398.5334 0 0 0 0 0 0 0 0  0.0000
1709914398.5420 0 0 0 0 0 0 0 0  0.0000
1709914398.5495 0 0 0 0 0 0 0 0  0.0000
1709914398.5572 0 0 0 0 0 0 0 2  0.0000
1709914398.5660 0 0 0 0 0 0 0 0  0.0000
1709914398.5739 0 0 0 0 0 0 0 0  0.0000
1709914398.5816 0 0 0 0 0 0 0 0  0.0000
1709914398.5902 0 0 0 0 0 0 0 0  0.0000
1709914398.5980 0 0 0 0 0 0 0 4  0.0000
1709914398.6056 0 0 0 0 0 0 0 0  0.0000
1709914398.6142 0 0 0 0 0 0 0 0  0.0000
1709914398.6221 0 0 0 0 0 0 0 0  0.0000
1709914398.6300 0 0 0 0 0 0 0 0  0.0000
1709914398.6375 0 0 0 0 0 0 0 0  0.0000
1709914398.6453 0 0 0 0 0 0 0 0  0.0000
1709914398.6536 0 0 0 0 0 0 0 0  0.0000
1709914398.6623 0 0 0 0 0 0 0 0  0.0000
1709914398.6702 0 0 0 0 0 0 0 0  0.0000
1709914398.6781 0 0 0 0 0 0 0 0  0.0000
1709914398.6857 0 0 0 0 0 0 0 0  0.0000
1709914398.6934 0 0 0 0 0 0 0 0  0.0000
1709914398.7018 0 0 0 0 0 0 0 0  0.0000
1709914398.7102 0 0 0 0 0 0 0 0  0.0000
1709914398.7180 0 0 0 0 0 0 0 0  0.0000
1709914398.7261 0 0 0 0 0 0 0 0  0.0000
1709914398.7336 0 0 0 0 0 0 0 0  0.0000
1709914398.7414 0 0 0 0 0 0 0 0  0.0000
1709914398.7500 0 0 0 0 0 0 0 0  0.0000
1709914398.7575 0 0 0 0 0 0 0 0  0.0000
1709914398.7655 0 0 0 0 0 0 0 0  0.0000
1709914398.7733 0 0 0 0 0 0 0 0  0.0000
1709914398.7817 0 0 0 0 0 0 0 0  0.0000
1709914398.7895 0 0 0 0 0 0 0 0  0.0000
1709914398.7973 0 0 0 0 0 0 0 0  0.0000
1709914398.8056 0 0 0 0 0 0 0 2  0.0000
1709914398.8135 0 0 0 0 0 0 0 0  0.0000
1709914398.8222 0 0 0 0 0 0 0 0  0.0000
1709914398.8298 0 0 0 0 0 0 0 0  0.0000
1709914398.8376 0 0 0 0 0 0 0 0  0.0000
1709914398.8454 0 0 0 0 0 0 0 0  0.0000
1709914398.8538 0 0 0 0 0 0 0 0  0.0000
1709914398.8616 0 0 0 0 0 0 0 0  0.0000
1709914398.8694 0 0 0 0 0 0 0 0  0.0000
1709914398.8780 0 0 0 0 0 0 0 0  0.0000
1709914398.8858 0 0 0 0 0 0 0 0  0.0000
1709914398.8936 0 0 0 0 0 0 0 0  0.0000
1709914398.9018 0 0 0 0 0 0 0 0  0.0000
1709914398.9095 0 0 0 0 0 0 0 0  0.0000
1709914398.9174 0 0 0 0 0 0 0 0  0.0000
1709914398.9260 0 0 0 0 0 0 0 0  0.0000
1709914398.9338 0 0 0 0 0 0 0 0  0.0000
1709914398.9416 0 0 0 0 0 0 0 0  0.0000
1709914398.9499 0 0 0 0 0 0 0 0  0.0000
1709914398.9576 0 0 0 0 0 0 0 0  0.0000
1709914398.9657 0 0 0 0 0 0 0 0  0.0000
1709914398.9733 0 0 0 0 0 0 0 0  0.0000
1709914398.9812 0 0 0 0 0 0 0 0  0.0000
1709914398.9901 0 0 0 0 0 0 0 0  0.0000
1709914398.9977 0 0 0 0 0 0 0 0  0.0000
1709914399.0062 0 0 0 0 0 0 0 6  0.0000
1709914399.0142 0 0 0 0 0 0 0 0  0.0000
1709914399.0218 0 0 0 0 0 0 0 0  0.0000
1709914399.0296 0 0 0 0 0 0 0 0  0.0000
1709914399.0376 0 0 0 0 0 0 0 0  0.0000
1709914399.0453 0 0 0 0 0 0 0 0  0.0000
1709914399.0538 0 0 0 0 0 0 0 0  0.0000
1709914399.0617 0 0 0 0 0 0 0 0  0.0000
1709914399.0701 0 0 0 0 0 0 0 0  0.0000
1709914399.0775 0 0 0 0 0 0 0 0  0.0000
1709914399.0852 0 0 0 0 0 0 0 0  0.0000
1709914399.0938 0 0 0 0 0 0 0 0  0.0000
1709914399.1014 0 0 0 0 0 0 0 0  0.0000
1709914399.1092 0 0 0 0 0 0 0 0  0.0000
1709914399.1177 0 0 0 0 0 0 0 0  0.0000
1709914399.1260 0 0 0 0 0 0 0 0  0.0000
1709914399.1340 0 0 0 0 0 0 0 0  0.0000
1709914399.1414 0 0 0 0 0 0 0 0  0.0000
1709914399.1501 0 0 0 0 0 0 0 0  0.0000
1709914399.1580 0 0 0 0 0 0 0 0  0.0000
1709914399.1657 0 0 0 0 0 0 0 0  0.0000
1709914399.1735 0 0 0 0 0 0 0 0  0.0000
1709914399.1812 0 0 0 0 0 0 0 0  0.0000
1709914399.1899 0 0 0 0 0 0 0 0  0.0000
1709914399.1980 0 0 0 0 0 0 0 0  0.0000
1709914399.2055 0 0 0 0 0 0 0 0  0.0000
1709914399.2142 0 0 0 0 0 0 0 0  0.0000
1709914399.2212 0 0 0 0 0 0 0 0  0.0000
1709914399.2300 0 0 0 0 0 0 0 0  0.0000
1709914399.2375 0 0 0 0 0 0 0 0  0.0000
1709914399.2456 0 0 0 0 0 0 0 0  0.0000
1709914399.2542 0 0 0 0 0 0 0 0  0.0000
1709914399.2618 0 0 0 0 0 0 0 0  0.0000
1709914399.2696 0 0 0 0 0 0 0 0  0.0000
1709914399.2776 0 0 0 0 0 0 0 0  0.0000
1709914399.2855 0 0 0 0 0 0 0 0  0.0000
1709914399.2934 0 0 0 0 0 0 0 0  0.0000
1709914399.3020 0 0 0 0 0 0 0 0  0.0000
1709914399.3095 0 0 0 0 0 0 0 0  0.0000
1709914399.3174 0 0 0 0 0 0 0 0  0.0000
