% Edge sensor logfile normalized 'log_20240224_121330.596/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708773210.7967 307 309 532 800 849 582 343 330  0.0000
1708773210.8043 290 332 661 927 801 500 326 322  0.0054
1708773210.8119 303 351 677 942 806 502 337 342  0.0080
1708773210.8203 297 345 670 930 802 492 326 317  0.0060
1708773210.8282 303 345 668 932 806 500 328 327  0.0064
1708773210.8363 290 330 663 928 790 490 324 332  0.0053
1708773210.8435 295 333 663 925 801 492 326 330  0.0051
1708773210.8520 305 354 668 934 802 499 333 335  0.0066
1708773210.8602 292 335 661 925 793 492 322 335  0.0049
1708773210.8686 286 337 657 920 786 485 318 322  0.0039
1708773210.8756 284 328 652 908 777 474 310 290  0.0016
1708773210.8841 301 340 656 930 790 492 324 325  0.0056
1708773210.8925 303 345 668 932 806 495 330 335  0.0064
1708773210.9004 305 333 666 932 795 495 330 332  0.0061
1708773210.9077 299 344 663 930 792 492 330 327  0.0057
1708773210.9158 299 352 677 935 802 495 326 330  0.0068
1708773210.9244 297 344 664 920 801 477 330 325  0.0042
1708773210.9326 307 347 671 942 801 504 339 337  0.0078
1708773210.9397 305 332 668 934 795 495 326 302  0.0064
1708773210.9479 286 328 656 899 786 481 326 322  0.0000
1708773210.9561 271 309 638 889 783 483 326 290  0.0000
1708773210.9644 282 328 645 896 769 479 322 305  0.0000
1708773210.9724 305 337 652 906 786 502 326 285  0.0013
1708773210.9798 297 345 647 896 788 492 330 300  0.0000
1708773210.9882 282 323 656 908 797 474 322 322  0.0018
1708773210.9957 301 335 656 922 792 499 314 327  0.0043
1708773211.0049 322 358 666 911 815 522 333 335  0.0027
1708773211.0115 314 352 664 923 833 525 347 430  0.0059
1708773211.0200 314 335 644 918 820 516 330 317  0.0043
1708773211.0306 299 330 644 930 820 523 345 327  0.0065
1708773211.0357 299 320 644 920 827 532 322 330  0.0049
1708773211.0444 301 339 649 944 843 537 343 350  0.0100
1708773211.0529 307 332 638 918 843 530 333 327  0.0052
1708773211.0606 312 328 644 927 847 546 335 340  0.0074
1708773211.0684 316 332 635 911 852 596 339 332  0.0039
1708773211.0764 322 328 637 930 854 553 337 345  0.0085
1708773211.0840 326 342 633 922 879 562 345 355  0.0101
1708773211.0930 329 349 640 923 889 583 349 362  0.0130
1708773211.1003 350 356 637 927 902 590 365 372  0.0188
1708773211.1080 312 340 633 906 884 580 361 375  0.0051
1708773211.1161 329 344 623 915 886 576 347 365  0.0097
1708773211.1250 331 337 625 913 904 596 359 365  0.0181
1708773211.1321 335 351 625 915 927 619 366 395  0.0195
1708773211.1399 307 332 604 894 904 601 368 362  0.0071
1708773211.1480 335 333 612 890 914 606 363 375  0.0108
1708773211.1583 331 340 597 902 914 601 357 360  0.0180
1708773211.1636 348 335 609 894 918 624 374 387  0.0139
1708773211.1720 341 333 593 897 927 633 376 395  0.0170
1708773211.1816 358 354 602 899 936 636 374 385  0.0187
1708773211.1879 341 328 581 882 927 649 392 377  0.0120
1708773211.1963 341 344 576 878 937 654 392 375  0.0130
1708773211.2038 341 349 572 870 932 661 394 375  0.0109
1708773211.2118 348 342 571 857 955 670 394 367  0.0129
1708773211.2320 210 196 335 507 552 373 184 182  0.0000
1708773211.2397 299 299 463 719 841 603 353 295  0.0000
1708773211.2476 352 345 515 811 971 703 417 385  0.0121
1708773211.2562 356 345 505 805 962 721 425 392  0.0112
1708773211.2637 341 344 500 783 966 724 419 367  0.0109
1708773211.2716 352 347 491 785 966 726 442 385  0.0110
1708773211.2804 346 340 484 772 985 760 454 400  0.0133
1708773211.2882 348 345 475 760 982 763 458 382  0.0128
1708773211.2961 350 337 460 760 978 768 464 375  0.0125
1708773211.3056 348 345 456 750 982 779 483 367  0.0130
1708773211.3121 329 332 442 738 968 774 466 382  0.0111
1708773211.3201 333 333 430 714 960 781 466 335  0.0099
1708773211.3280 343 339 430 729 976 802 487 367  0.0128
1708773211.3356 339 340 430 729 992 805 499 380  0.0144
1708773211.3435 341 342 414 708 976 818 508 390  0.0131
1708773211.3519 331 332 413 700 971 805 502 357  0.0118
1708773211.3596 358 344 432 712 989 839 510 395  0.0157
1708773211.3675 346 339 407 698 987 846 537 402  0.0157
1708773211.3760 333 330 404 686 973 839 522 392  0.0137
1708773211.3837 339 332 395 681 980 828 522 390  0.0136
1708773211.3915 320 316 388 682 966 830 520 380  0.0123
1708773211.3998 329 318 383 672 968 846 533 375  0.0135
1708773211.4074 318 313 375 670 966 843 510 370  0.0130
1708773211.4153 335 332 401 674 969 855 528 352  0.0144
1708773211.4242 333 321 383 675 980 855 532 367  0.0155
1708773211.4318 320 318 366 667 969 862 535 357  0.0150
1708773211.4396 341 321 373 670 968 857 545 370  0.0144
1708773211.4485 337 342 390 681 975 871 537 347  0.0167
1708773211.4558 337 337 394 679 989 887 565 377  0.0199
1708773211.4639 335 339 380 649 978 869 539 372  0.0163
1708773211.4717 326 323 371 651 969 874 537 355  0.0162
1708773211.4794 331 330 368 662 973 878 543 355  0.0172
1708773211.4882 335 344 371 665 984 890 555 347  0.0198
1708773211.4959 329 323 361 644 966 878 553 360  0.0164
1708773211.5035 329 333 368 653 971 878 559 335  0.0169
1708773211.5147 326 321 357 637 960 887 559 357  0.0173
1708773211.5202 337 339 380 667 978 888 568 362  0.0192
1708773211.5287 331 332 357 649 969 902 576 367  0.0209
1708773211.5355 352 345 378 663 973 899 578 362  0.0209
1708773211.5444 339 340 378 674 980 904 586 360  0.0218
1708773211.5518 320 323 352 639 962 888 568 355  0.0177
1708773211.5596 329 327 369 636 960 895 580 387  0.0190
1708773211.5685 337 328 362 658 978 899 592 375  0.0211
1708773211.5759 337 339 369 655 969 910 590 392  0.0214
1708773211.5838 324 320 340 629 959 888 572 382  0.0173
1708773211.5918 303 313 340 634 948 888 572 357  0.0163
1708773211.6002 337 327 352 641 962 908 576 382  0.0209
1708773211.6081 329 327 359 622 969 910 592 387  0.0211
1708773211.6168 335 333 357 642 969 913 598 382  0.0215
1708773211.6233 335 323 361 639 962 910 586 362  0.0210
1708773211.6323 329 320 343 623 957 906 584 377  0.0204
1708773211.6402 339 327 352 630 964 911 594 372  0.0210
1708773211.6472 331 330 347 627 966 913 600 375  0.0212
1708773211.6563 324 327 352 630 953 913 594 385  0.0207
1708773211.6653 322 333 352 629 959 904 584 367  0.0204
1708773211.6719 314 313 342 616 944 888 582 370  0.0158
1708773211.6798 318 321 350 616 953 910 584 362  0.0204
1708773211.6878 335 323 352 629 957 901 582 370  0.0202
1708773211.6954 318 321 352 630 962 915 590 380  0.0211
1708773211.7042 320 313 333 616 952 918 580 367  0.0207
1708773211.7119 297 316 333 622 950 897 576 350  0.0188
1708773211.7196 322 318 342 622 962 911 594 365  0.0209
1708773211.7275 320 327 338 625 957 906 592 372  0.0204
1708773211.7414 314 320 345 623 960 908 588 387  0.0206
1708773211.7438 320 321 347 620 955 904 582 360  0.0202
1708773211.7521 324 313 338 630 953 917 568 330  0.0208
1708773211.7603 318 314 340 597 950 913 584 362  0.0202
1708773211.7688 333 333 338 629 944 890 565 342  0.0164
1708773211.7761 322 321 345 630 953 897 576 380  0.0190
1708773211.7841 324 323 338 620 950 897 565 367  0.0188
1708773211.7918 314 308 335 611 944 895 559 350  0.0177
1708773211.8001 314 318 347 627 962 894 568 370  0.0188
1708773211.8080 331 330 355 637 962 902 570 405  0.0205
1708773211.8157 322 318 342 623 968 892 574 387  0.0187
1708773211.8237 322 314 342 636 969 883 563 355  0.0173
1708773211.8326 312 320 350 629 959 883 551 355  0.0164
1708773211.8393 305 306 342 644 960 880 557 372  0.0161
1708773211.8481 324 306 336 644 960 876 553 345  0.0155
1708773211.8556 314 314 336 627 957 867 547 352  0.0138
1708773211.8633 324 323 359 636 960 878 555 357  0.0157
1708773211.8715 322 318 350 644 966 874 553 352  0.0158
1708773211.8808 339 332 359 649 957 880 549 365  0.0159
1708773211.8884 331 340 364 648 962 874 545 370  0.0155
1708773211.8953 341 342 376 675 982 895 563 362  0.0207
1708773211.9044 326 321 371 665 969 878 547 377  0.0169
1708773211.9122 320 321 369 651 959 860 532 342  0.0135
1708773211.9194 329 325 373 667 971 855 539 385  0.0145
1708773211.9285 339 332 378 667 968 869 533 370  0.0156
1708773211.9360 329 318 376 670 973 855 549 375  0.0147
1708773211.9440 326 321 364 663 966 850 522 340  0.0135
1708773211.9517 333 339 380 672 973 848 522 345  0.0142
1708773211.9595 331 335 375 668 975 862 535 360  0.0156
1708773211.9676 341 335 385 677 980 850 520 357  0.0151
1708773211.9766 337 333 394 684 973 843 520 380  0.0140
1708773211.9842 356 347 406 714 1000 846 516 357  0.0171
1708773211.9922 335 333 411 703 991 850 528 377  0.0165
1708773211.9997 339 337 407 703 987 832 518 382  0.0149
1708773212.0074 343 333 407 714 985 835 506 377  0.0151
1708773212.0154 337 345 420 712 989 828 512 362  0.0150
1708773212.0253 337 339 402 705 984 807 499 367  0.0133
1708773212.0319 312 321 404 712 973 805 487 375  0.0122
1708773212.0399 333 335 425 722 982 809 497 392  0.0135
1708773212.0480 350 340 439 738 994 811 483 360  0.0151
1708773212.0552 333 332 451 743 978 814 491 410  0.0138
1708773212.0633 337 330 442 745 992 802 481 367  0.0147
1708773212.0721 346 339 458 755 1000 797 473 360  0.0154
1708773212.0798 335 337 440 753 991 786 479 372  0.0142
1708773212.0878 343 333 456 762 994 795 467 385  0.0150
1708773212.0957 322 330 456 764 998 784 466 387  0.0150
1708773212.1041 341 335 480 774 1000 776 462 370  0.0152
1708773212.1120 329 328 467 767 989 777 450 375  0.0141
1708773212.1198 326 335 477 781 994 758 464 370  0.0144
1708773212.1276 348 337 494 783 998 767 446 367  0.0151
1708773212.1355 326 342 486 785 1000 767 458 392  0.0153
1708773212.1445 324 328 486 797 989 761 448 395  0.0146
1708773212.1519 320 325 493 795 982 746 446 370  0.0135
1708773212.1596 333 328 498 802 992 751 446 377  0.0148
1708773212.1685 337 339 517 816 998 751 446 425  0.0160
1708773212.1763 329 337 512 811 994 749 442 402  0.0154
1708773212.1842 331 327 515 814 987 730 423 385  0.0144
1708773212.1923 329 328 515 828 985 730 423 385  0.0150
1708773212.1996 333 328 519 828 987 728 421 392  0.0151
1708773212.2074 326 320 506 819 976 719 401 370  0.0134
1708773212.2164 333 333 520 831 984 716 411 392  0.0148
1708773212.2242 329 330 527 824 982 721 415 377  0.0143
1708773212.2321 322 323 532 850 982 705 423 380  0.0157
1708773212.2401 333 330 532 840 982 712 423 367  0.0151
1708773212.2486 346 344 545 854 989 723 423 372  0.0170
1708773212.2561 333 339 550 859 996 723 436 402  0.0180
1708773212.2641 326 333 550 849 984 708 407 390  0.0159
1708773212.2718 320 330 555 847 973 689 407 372  0.0143
1708773212.2797 335 325 557 854 982 703 400 382  0.0160
1708773212.2888 335 337 560 856 980 700 415 395  0.0160
