% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708349625.4992 0 0 0 0
1708349625.5079 0 0 0 0
1708349625.5167 0 0 0 0
1708349625.5245 0 0 0 0
1708349625.5295 0 0 0 0
1708349625.5377 1 1 1 1
1708349625.5466 3 3 2 2
1708349625.5601 8 8 5 5
1708349625.5654 11 10 3 2
1708349625.5697 13 11 2 1
1708349625.5781 15 14 2 3
1708349625.5859 17 17 2 3
1708349625.6006 20 20 3 3
1708349625.6032 24 24 4 4
1708349625.6102 28 28 4 4
1708349625.6186 29 30 1 2
1708349625.6260 32 34 3 4
1708349625.6348 40 43 8 9
1708349625.6472 48 50 8 7
1708349625.6513 52 54 4 4
1708349625.6626 57 58 5 4
1708349625.6667 62 62 5 4
1708349625.6757 67 68 5 6
1708349625.6850 73 75 6 7
1708349625.6914 79 82 6 7
1708349625.7031 86 89 7 7
1708349625.7107 92 93 6 4
1708349625.7206 98 96 6 3
1708349625.7223 105 101 7 5
1708349625.7409 112 108 7 7
1708349625.7426 111 110 -1 2
1708349625.7486 104 108 -7 -2
1708349625.7644 104 110 0 2
1708349625.7672 112 117 8 7
1708349625.7728 125 130 13 13
1708349625.7831 137 134 12 4
1708349625.7911 139 131 2 -3
1708349625.7991 139 131 0 0
1708349625.8071 143 136 4 5
1708349625.8106 152 145 9 9
1708349625.8180 160 154 8 9
1708349625.8261 162 154 2 0
1708349625.8346 165 155 3 1
1708349625.8437 175 160 10 5
1708349625.8523 185 169 10 9
1708349625.8610 193 178 8 9
1708349625.8678 197 186 4 8
1708349625.8749 200 190 3 4
1708349625.8889 206 194 6 4
1708349625.8909 214 199 8 5
1708349625.9083 223 205 9 6
1708349625.9107 224 207 1 2
1708349625.9151 221 206 -3 -1
1708349625.9222 222 208 1 2
1708349625.9309 231 215 9 7
1708349625.9383 242 224 11 9
1708349625.9466 248 231 6 7
1708349625.9539 251 234 3 3
1708349625.9619 254 239 3 5
1708349625.9699 260 246 6 7
1708349625.9781 267 253 7 7
1708349625.9861 272 259 5 6
1708349625.9939 275 264 3 5
1708349626.0021 281 272 6 8
1708349626.0099 288 280 7 8
1708349626.0187 294 286 6 6
1708349626.0326 299 291 5 5
1708349626.0355 304 298 5 7
1708349626.0423 310 305 6 7
1708349626.0503 313 306 3 1
1708349626.0580 315 308 2 2
1708349626.0661 322 316 7 8
1708349626.0803 330 326 8 10
1708349626.0840 337 333 7 7
