% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708350304.5021 0 0 0 0
1708350304.5098 0 0 0 0
1708350304.5175 0 0 0 0
1708350304.5251 0 0 0 0
1708350304.5331 0 0 0 0
1708350304.5415 0 0 0 0
1708350304.5503 0 0 0 0
1708350304.5587 0 0 0 0
1708350304.5660 0 0 0 0
1708350304.5744 0 0 0 0
1708350304.5822 0 0 0 0
1708350304.5899 0 0 0 0
1708350304.5975 0 0 0 0
1708350304.6065 0 0 0 0
1708350304.6143 0 0 0 0
1708350304.6219 0 0 0 0
1708350304.6369 0 0 0 0
1708350304.6379 0 0 0 0
1708350304.6459 2 2 2 2
1708350304.6552 4 7 2 5
1708350304.6650 6 10 2 3
1708350304.6696 9 11 3 1
1708350304.6812 11 14 2 3
1708350304.6855 14 17 3 3
1708350304.6934 17 21 3 4
1708350304.7020 20 24 3 3
1708350304.7093 25 28 5 4
1708350304.7180 31 33 6 5
1708350304.7266 36 37 5 4
1708350304.7337 42 44 6 7
1708350304.7421 49 49 7 5
1708350304.7505 55 53 6 4
1708350304.7576 60 60 5 7
1708350304.7663 67 67 7 7
1708350304.7744 74 72 7 5
1708350304.7814 81 78 7 6
1708350304.7895 88 86 7 8
1708350304.7991 94 93 6 7
1708350304.8090 99 99 5 6
1708350304.8169 106 104 7 5
1708350304.8254 115 112 9 8
1708350304.8325 124 120 9 8
1708350304.8395 130 126 6 6
1708350304.8489 134 130 4 4
1708350304.8551 138 135 4 5
1708350304.8615 146 144 8 9
1708350304.8698 154 151 8 7
1708350304.8777 159 156 5 5
1708350304.8861 164 161 5 5
1708350304.8943 171 169 7 8
1708350304.9119 179 177 8 8
1708350304.9157 186 184 7 7
1708350304.9215 192 189 6 5
1708350304.9255 198 196 6 7
1708350304.9371 203 200 5 4
1708350304.9419 205 203 2 3
1708350304.9500 208 207 3 4
1708350304.9576 215 213 7 6
1708350304.9696 224 221 9 8
1708350304.9742 231 227 7 6
1708350304.9835 235 233 4 6
1708350304.9902 238 236 3 3
1708350304.9980 242 240 4 4
1708350305.0054 250 247 8 7
1708350305.0156 257 254 7 7
1708350305.0217 261 258 4 4
1708350305.0301 266 263 5 5
1708350305.0447 273 270 7 7
1708350305.0465 280 277 7 7
1708350305.0544 287 284 7 7
1708350305.0618 293 289 6 5
1708350305.0703 298 295 5 6
1708350305.0777 304 301 6 6
1708350305.0868 311 308 7 7
1708350305.0935 318 314 7 6
1708350305.1023 324 321 6 7
1708350305.1098 329 326 5 5
1708350305.1180 334 332 5 6
1708350305.1263 342 339 8 7
1708350305.1342 350 347 8 8
1708350305.1415 356 354 6 7
1708350305.1495 361 359 5 5
1708350305.1591 365 363 4 4
1708350305.1662 372 370 7 7
1708350305.1734 381 378 9 8
1708350305.1873 387 386 6 8
1708350305.1905 392 391 5 5
1708350305.1995 395 395 3 4
1708350305.2141 399 399 4 4
1708350305.2174 405 405 6 6
1708350305.2233 414 414 9 9
1708350305.2318 423 423 9 9
1708350305.2380 428 427 5 4
1708350305.2463 430 430 2 3
1708350305.2543 434 435 4 5
1708350305.2619 441 442 7 7
1708350305.2699 450 448 9 6
1708350305.2786 455 454 5 6
1708350305.2854 459 458 4 4
1708350305.2934 465 464 6 6
1708350305.3025 472 471 7 7
1708350305.3098 479 478 7 7
1708350305.3177 485 483 6 5
1708350305.3261 490 487 5 4
1708350305.3336 497 494 7 7
1708350305.3416 503 500 6 6
1708350305.3506 508 505 5 5
1708350305.3580 515 512 7 7
1708350305.3660 522 518 7 6
1708350305.3738 528 524 6 6
1708350305.3818 533 530 5 6
1708350305.3897 538 536 5 6
1708350305.3986 546 543 8 7
1708350305.4057 553 550 7 7
1708350305.4143 559 557 6 7
1708350305.4221 564 563 5 6
1708350305.4297 570 568 6 5
1708350305.4376 577 575 7 7
1708350305.4475 585 584 8 9
1708350305.4541 591 591 6 7
1708350305.4624 597 596 6 5
1708350305.4703 603 601 6 5
1708350305.4774 610 607 7 6
1708350305.4860 617 615 7 8
1708350305.4959 623 623 6 8
1708350305.5021 628 628 5 5
1708350305.5123 635 633 7 5
1708350305.5192 642 638 7 5
1708350305.5266 650 646 8 8
1708350305.5334 656 655 6 9
1708350305.5430 661 661 5 6
1708350305.5501 664 665 3 4
1708350305.5592 670 670 6 5
1708350305.5672 679 677 9 7
1708350305.5741 688 686 9 9
1708350305.5819 693 693 5 7
1708350305.5900 696 697 3 4
1708350305.5976 700 700 4 3
1708350305.6053 708 707 8 7
1708350305.6141 717 716 9 9
1708350305.6226 722 723 5 7
1708350305.6294 725 728 3 5
1708350305.6383 730 735 5 7
1708350305.6454 736 743 6 8
1708350305.6543 740 747 4 4
1708350305.6619 743 753 3 6
1708350305.6695 748 764 5 11
1708350305.6773 753 773 5 9
1708350305.6888 757 780 4 7
1708350305.6939 758 789 1 9
1708350305.7022 762 798 4 9
1708350305.7101 767 805 5 7
1708350305.7178 770 813 3 8
1708350305.7260 772 823 2 10
1708350305.7340 774 832 2 9
1708350305.7418 778 841 4 9
1708350305.7564 783 852 5 11
1708350305.7595 785 862 2 10
1708350305.7657 786 873 1 11
1708350305.7735 789 877 3 4
1708350305.7821 793 882 4 5
1708350305.7897 797 893 4 11
1708350305.7975 800 906 3 13
1708350305.8073 802 917 2 11
1708350305.8136 806 924 4 7
1708350305.8222 812 931 6 7
1708350305.8300 816 940 4 9
1708350305.8376 819 950 3 10
1708350305.8455 823 958 4 8
1708350305.8544 828 965 5 7
1708350305.8616 833 972 5 7
1708350305.8703 838 981 5 9
1708350305.8782 843 989 5 8
1708350305.8858 849 995 6 6
1708350305.8958 854 1000 5 5
1708350305.9025 859 1006 5 6
1708350305.9128 866 1013 7 7
1708350305.9173 873 1018 7 5
1708350305.9263 880 1023 7 5
1708350305.9339 884 1027 4 4
1708350305.9417 892 1032 8 5
1708350305.9505 902 1036 10 4
1708350305.9581 911 1040 9 4
1708350305.9655 918 1045 7 5
1708350305.9744 926 1048 8 3
1708350305.9821 935 1051 9 3
1708350305.9899 945 1055 10 4
1708350305.9984 953 1060 8 5
1708350306.0059 962 1063 9 3
1708350306.0135 971 1065 9 2
1708350306.0225 980 1067 9 2
1708350306.0302 990 1072 10 5
1708350306.0380 1000 1078 10 6
1708350306.0459 1010 1080 10 2
1708350306.0538 1020 1082 10 2
1708350306.0613 1030 1085 10 3
1708350306.0703 1038 1089 8 4
1708350306.0780 1046 1093 8 4
1708350306.0855 1056 1095 10 2
1708350306.0943 1067 1099 11 4
1708350306.1019 1076 1103 9 4
1708350306.1094 1084 1107 8 4
1708350306.1183 1093 1110 9 3
1708350306.1259 1104 1113 11 3
1708350306.1339 1115 1117 11 4
1708350306.1426 1123 1120 8 3
1708350306.1503 1131 1123 8 3
1708350306.1580 1139 1128 8 5
1708350306.1665 1149 1133 10 5
1708350306.1741 1160 1137 11 4
1708350306.1819 1169 1140 9 3
1708350306.1908 1175 1142 6 2
1708350306.1974 1183 1146 8 4
1708350306.2058 1193 1152 10 6
1708350306.2144 1202 1156 9 4
1708350306.2221 1210 1159 8 3
1708350306.2298 1218 1163 8 4
1708350306.2387 1228 1168 10 5
1708350306.2463 1238 1172 10 4
1708350306.2541 1245 1175 7 3
1708350306.2625 1252 1179 7 4
1708350306.2702 1261 1183 9 4
1708350306.2779 1271 1189 10 6
1708350306.2899 1279 1194 8 5
1708350306.2940 1285 1197 6 3
1708350306.3037 1291 1200 6 3
1708350306.3100 1297 1204 6 4
1708350306.3175 1305 1209 8 5
1708350306.3253 1313 1214 8 5
1708350306.3344 1321 1218 8 4
1708350306.3420 1327 1223 6 5
1708350306.3499 1335 1229 8 6
1708350306.3587 1343 1236 8 7
1708350306.3658 1352 1240 9 4
1708350306.3737 1359 1245 7 5
1708350306.3825 1364 1250 5 5
1708350306.3902 1370 1257 6 7
1708350306.3981 1379 1262 9 5
1708350306.4060 1387 1267 8 5
1708350306.4141 1394 1273 7 6
1708350306.4219 1399 1280 5 7
1708350306.4306 1405 1286 6 6
1708350306.4378 1413 1291 8 5
1708350306.4455 1421 1297 8 6
1708350306.4551 1427 1304 6 7
1708350306.4623 1431 1311 4 7
1708350306.4700 1438 1317 7 6
1708350306.4778 1447 1323 9 6
1708350306.4854 1453 1329 6 6
1708350306.4939 1458 1336 5 7
1708350306.5026 1464 1343 6 7
1708350306.5099 1471 1349 7 6
1708350306.5176 1479 1354 8 5
1708350306.5265 1486 1361 7 7
1708350306.5341 1490 1369 4 8
1708350306.5417 1495 1375 5 6
1708350306.5505 1503 1379 8 4
1708350306.5581 1512 1385 9 6
1708350306.5654 1518 1393 6 8
1708350306.5755 1522 1401 4 8
1708350306.5820 1526 1405 4 4
1708350306.5897 1533 1411 7 6
1708350306.5987 1541 1418 8 7
1708350306.6053 1548 1425 7 7
1708350306.6138 1553 1431 5 6
1708350306.6225 1556 1435 3 4
1708350306.6324 1563 1442 7 7
1708350306.6382 1573 1450 10 8
1708350306.6461 1583 1458 10 8
1708350306.6538 1586 1462 3 4
1708350306.6623 1589 1466 3 4
1708350306.6702 1595 1473 6 7
1708350306.6778 1604 1482 9 9
1708350306.6856 1611 1489 7 7
1708350306.6945 1615 1493 4 4
1708350306.7024 1619 1497 4 4
1708350306.7093 1625 1505 6 8
1708350306.7185 1633 1513 8 8
1708350306.7263 1639 1519 6 6
1708350306.7341 1645 1524 6 5
1708350306.7537 1650 1529 5 5
1708350306.7550 1656 1537 6 8
1708350306.7576 1663 1545 7 8
1708350306.7663 1672 1553 9 8
1708350306.7739 1675 1555 3 2
1708350306.7823 1676 1557 1 2
1708350306.7904 1681 1563 5 6
1708350306.7981 1690 1572 9 9
1708350306.8060 1697 1578 7 6
