% Edge logfile: log_20240219_132749.463/log_edge_ctrl.txt
% 1 	Time (sec)
% 2 	heading mode (edge control == 2)
% 3 	Edge 1=left, 0=right
% 4 	Edge offset (signed in m; should be less than about 0.01)
% 5 	Measured edge value (m; positive is left)
% 6 	control value (rad/sec; positive is CCV)
% 7 	limited
1708345670.2288 2 1 0.0000 0.0600 4.7377 0
1708345670.2364 2 1 0.0000 0.0600 4.6162 0
1708345670.2451 2 1 0.0000 0.0600 4.5011 0
1708345670.2528 2 1 0.0000 0.0600 4.3919 0
1708345670.2602 2 1 0.0000 0.0600 4.2885 0
1708345670.2684 2 1 0.0000 0.0600 4.1904 0
1708345670.2771 2 1 0.0000 0.0600 4.0974 0
1708345670.2850 2 1 0.0000 0.0600 4.0092 0
1708345670.2928 2 1 0.0000 0.0600 3.9256 0
1708345670.3046 2 1 0.0000 0.0600 3.8463 0
1708345670.3089 2 1 0.0000 0.0600 3.7712 0
1708345670.3166 2 1 0.0000 0.0600 3.7000 0
1708345670.3257 2 1 0.0000 0.0600 3.6324 0
1708345670.3326 2 1 0.0000 0.0600 3.5684 0
1708345670.3402 2 1 0.0000 0.0600 3.5077 0
1708345670.3489 2 1 0.0000 0.0600 3.4502 0
1708345670.3565 2 1 0.0000 0.0600 3.3956 0
1708345670.3645 2 1 0.0000 0.0600 3.3439 0
1708345670.3731 2 1 0.0000 0.0600 3.2949 0
1708345670.3809 2 1 0.0000 0.0600 3.2484 0
1708345670.3889 2 1 0.0000 0.0600 3.2043 0
1708345670.3969 2 1 0.0000 0.0600 3.1625 0
1708345670.4045 2 1 0.0000 0.0600 3.1229 0
1708345670.4124 2 1 0.0000 0.0600 3.0854 0
1708345670.4209 2 1 0.0000 0.0600 3.0498 0
1708345670.4288 2 1 0.0000 0.0600 3.0160 0
1708345670.4371 2 1 0.0000 0.0600 2.9840 0
1708345670.4448 2 1 0.0000 0.0600 2.9537 0
1708345670.4524 2 1 0.0000 0.0600 2.9249 0
1708345670.4603 2 1 0.0000 0.0600 2.8976 0
1708345670.4687 2 1 0.0000 0.0600 2.8718 0
1708345670.4763 2 1 0.0000 0.0600 2.8473 0
1708345670.4852 2 1 0.0000 0.0600 2.8240 0
1708345670.4929 2 1 0.0000 0.0600 2.8020 0
1708345670.5004 2 1 0.0000 0.0600 2.7811 0
1708345670.5093 2 1 0.0000 0.0600 2.7613 0
1708345670.5171 2 1 0.0000 0.0600 2.7426 0
1708345670.5242 2 1 0.0000 0.0600 2.7248 0
1708345670.5340 2 1 0.0000 0.0600 2.7079 0
1708345670.5407 2 1 0.0000 0.0600 2.6919 0
1708345670.5493 2 1 0.0000 0.0600 2.6767 0
1708345670.5606 2 1 0.0000 0.0600 2.6624 0
1708345670.5662 2 1 0.0000 0.0600 2.6487 0
1708345670.5723 2 1 0.0000 0.0600 2.6358 0
1708345670.5808 2 1 0.0000 0.0600 2.6236 0
1708345670.5885 2 1 0.0000 0.0600 2.6119 0
1708345670.5971 2 1 0.0000 0.0600 2.6009 0
1708345670.6045 2 1 0.0000 0.0600 2.5905 0
1708345670.6123 2 1 0.0000 0.0600 2.5806 0
1708345670.6204 2 1 0.0000 0.0600 2.5712 0
1708345670.6288 2 1 0.0000 0.0600 2.5623 0
1708345670.6366 2 1 0.0000 0.0600 2.5539 0
1708345670.6442 2 1 0.0000 0.0600 2.5459 0
1708345670.6525 2 1 0.0000 0.0600 2.5383 0
1708345670.6611 2 1 0.0000 0.0400 0.9487 0
1708345670.6691 2 1 0.0000 0.0600 2.5649 0
1708345670.6769 2 1 0.0000 0.0600 2.5563 0
1708345670.6847 2 1 0.0000 0.0445 1.3235 0
1708345670.6933 2 1 0.0000 0.0414 1.1036 0
1708345670.7011 2 1 0.0000 0.0429 1.2470 0
1708345670.7088 2 1 0.0000 0.0384 0.9226 0
1708345670.7169 2 1 0.0000 0.0443 1.4209 0
1708345670.7242 2 1 0.0000 0.0382 0.9524 0
1708345670.7331 2 1 0.0000 0.0375 0.9284 0
1708345670.7406 2 1 0.0000 0.0307 0.4213 0
1708345670.7483 2 1 0.0000 0.0344 0.7577 0
1708345670.7571 2 1 0.0000 0.0360 0.9138 0
1708345670.7646 2 1 0.0000 0.0347 0.8414 0
1708345670.7730 2 1 0.0000 0.0320 0.6546 0
1708345670.7809 2 1 0.0000 0.0250 0.1358 0
1708345670.7912 2 1 0.0000 0.0362 1.0645 0
1708345670.7966 2 1 0.0000 0.0321 0.7624 0
1708345670.8128 2 1 0.0000 0.0257 0.2820 0
1708345670.8204 2 1 0.0000 0.0293 0.6041 0
1708345670.8291 2 1 0.0000 0.0257 0.3503 0
1708345670.8371 2 1 0.0000 0.0242 0.2625 0
1708345670.8449 2 1 0.0000 0.0299 0.7530 0
1708345670.8525 2 1 0.0000 0.0294 0.7352 0
1708345670.8612 2 1 0.0000 0.0200 0.0168 0
1708345670.8686 2 1 0.0000 0.0274 0.6440 0
1708345670.8766 2 1 0.0000 0.0389 1.5700 0
1708345670.8853 2 1 0.0000 0.0299 0.8581 0
1708345670.8924 2 1 0.0000 0.0307 0.9437 0
1708345670.9010 2 1 0.0000 0.0279 0.7372 0
1708345670.9085 2 1 0.0000 0.0273 0.7123 0
1708345670.9173 2 1 0.0000 0.0307 0.9950 0
1708345670.9245 2 1 0.0000 0.0230 0.4015 0
1708345670.9333 2 1 0.0000 0.0257 0.6422 0
1708345670.9408 2 1 0.0000 0.0282 0.8613 0
1708345670.9486 2 1 0.0000 0.0240 0.5408 0
1708345670.9572 2 1 0.0000 0.0321 1.2016 0
1708345670.9649 2 1 0.0000 0.0324 1.2340 0
1708345670.9732 2 1 0.0000 0.0326 1.2522 0
1708345670.9807 2 1 0.0000 0.0264 0.7625 0
1708345670.9883 2 1 0.0000 0.0286 0.9547 0
1708345670.9971 2 1 0.0000 0.0257 0.7335 0
1708345671.0048 2 1 0.0000 0.0267 0.8262 0
1708345671.0124 2 1 0.0000 0.0274 0.8941 0
1708345671.0207 2 1 0.0000 0.0288 1.0155 0
1708345671.0291 2 1 0.0000 0.0301 1.1235 0
1708345671.0367 2 1 0.0000 0.0278 0.9481 0
1708345671.0444 2 1 0.0000 0.0290 1.0536 0
1708345671.0530 2 1 0.0000 0.0280 0.9794 0
1708345671.0607 2 1 0.0000 0.0171 0.1277 0
1708345671.0691 2 1 0.0000 0.0274 0.9662 0
1708345671.0765 2 1 0.0000 0.0230 0.6288 0
1708345671.0843 2 1 0.0000 0.0280 1.0377 0
1708345671.0931 2 1 0.0000 0.0271 0.9689 0
1708345671.1006 2 1 0.0000 0.0270 0.9660 0
1708345671.1089 2 1 0.0000 0.0270 0.9719 0
1708345671.1166 2 1 0.0000 0.0271 0.9864 0
1708345671.1246 2 1 0.0000 0.0278 1.0457 0
1708345671.1322 2 1 0.0000 0.0262 0.9261 0
1708345671.1410 2 1 0.0000 0.0257 0.8921 0
1708345671.1485 2 1 0.0000 0.0314 1.3444 0
1708345671.1568 2 1 0.0000 0.0287 1.1265 0
1708345671.1654 2 1 0.0000 0.0271 1.0047 0
1708345671.1725 2 1 0.0000 0.0268 0.9842 0
1708345671.1812 2 1 0.0000 0.0274 1.0395 0
1708345671.1889 2 1 0.0000 0.0162 0.1551 0
1708345671.1966 2 1 0.0000 0.0267 1.0090 0
1708345671.2043 2 1 0.0000 0.0283 1.1370 0
1708345671.2128 2 1 0.0000 0.0082 -0.4458 0
1708345671.2210 2 1 0.0000 0.0257 0.9757 0
1708345671.2287 2 1 0.0000 0.0270 1.0779 0
1708345671.2363 2 1 0.0000 0.0299 1.3066 0
1708345671.2449 2 1 0.0000 0.0267 1.0511 0
1708345671.2526 2 1 0.0000 0.0237 0.8143 0
1708345671.2611 2 1 0.0000 0.0205 0.5703 0
1708345671.2693 2 1 0.0000 0.0191 0.4729 0
1708345671.2770 2 1 0.0000 0.0216 0.6864 0
1708345671.2846 2 1 0.0000 0.0120 -0.0649 0
1708345671.2932 2 1 0.0000 0.0168 0.3400 0
1708345671.3007 2 1 0.0000 0.0168 0.3616 0
1708345671.3084 2 1 0.0000 0.0072 -0.3809 0
1708345671.3170 2 1 0.0000 0.0244 1.0141 0
1708345671.3242 2 1 0.0000 0.0216 0.7902 0
1708345671.3342 2 1 0.0000 0.0143 0.2140 0
1708345671.3407 2 1 0.0000 0.0058 -0.4352 0
1708345671.3493 2 1 0.0000 0.0133 0.1895 0
1708345671.3569 2 1 0.0000 0.0204 0.7645 0
1708345671.3644 2 1 0.0000 0.0064 -0.3327 0
1708345671.3729 2 1 0.0000 -0.0054 -1.2327 0
1708345671.3805 2 1 0.0000 0.0043 -0.4184 0
1708345671.3889 2 1 0.0000 0.0130 0.3038 0
1708345671.3965 2 1 0.0000 0.0197 0.8379 0
1708345671.4052 2 1 0.0000 0.0093 0.0182 0
1708345671.4127 2 1 0.0000 0.0095 0.0529 0
1708345671.4211 2 1 0.0000 0.0040 -0.3662 0
1708345671.4288 2 1 0.0000 0.0021 -0.4855 0
1708345671.4372 2 1 0.0000 0.0120 0.3225 0
1708345671.4449 2 1 0.0000 0.0033 -0.3565 0
1708345671.4526 2 1 0.0000 -0.0152 -1.7889 0
1708345671.4602 2 1 0.0000 -0.0293 -2.8425 0
1708345671.4687 2 1 0.0000 0.0000 -0.4432 0
1708345671.4774 2 1 0.0000 0.0148 0.7488 0
1708345671.4847 2 1 0.0000 -0.0043 -0.7668 0
1708345671.4923 2 1 0.0000 -0.0262 -2.4626 0
1708345671.5010 2 1 0.0000 -0.0086 -1.0007 0
1708345671.5115 2 1 0.0000 -0.0261 -2.3477 0
1708345671.5164 2 1 0.0000 0.0055 0.2161 0
1708345671.5245 2 1 0.0000 -0.0140 -1.3291 0
1708345671.5331 2 1 0.0000 -0.0176 -1.5751 0
1708345671.5408 2 1 0.0000 -0.0200 -1.7157 0
1708345671.5484 2 1 0.0000 -0.0277 -2.2756 0
1708345671.5570 2 1 0.0000 -0.0111 -0.9042 0
1708345671.5647 2 1 0.0000 -0.0137 -1.0836 0
1708345671.5728 2 1 0.0000 -0.0166 -1.2850 0
1708345671.5803 2 1 0.0000 -0.0147 -1.1013 0
1708345671.5891 2 1 0.0000 -0.0150 -1.1018 0
1708345671.5968 2 1 0.0000 -0.0042 -0.2219 0
1708345671.6050 2 1 0.0000 -0.0099 -0.6694 0
1708345671.6127 2 1 0.0000 -0.0128 -0.8820 0
1708345671.6208 2 1 0.0000 -0.0075 -0.4454 0
1708345671.6282 2 1 0.0000 -0.0107 -0.6893 0
1708345671.6373 2 1 0.0000 -0.0066 -0.3567 0
1708345671.6452 2 1 0.0000 -0.0105 -0.6605 0
1708345671.6527 2 1 0.0000 -0.0076 -0.4137 0
1708345671.6604 2 1 0.0000 -0.0061 -0.2885 0
1708345671.6687 2 1 0.0000 -0.0101 -0.6055 0
1708345671.6762 2 1 0.0000 -0.0014 0.0953 0
1708345671.6850 2 1 0.0000 -0.0029 -0.0312 0
1708345671.6927 2 1 0.0000 -0.0045 -0.1662 0
1708345671.7012 2 1 0.0000 -0.0086 -0.4875 0
1708345671.7087 2 1 0.0000 -0.0055 -0.2370 0
1708345671.7164 2 1 0.0000 -0.0070 -0.3560 0
1708345671.7245 2 1 0.0000 -0.0149 -0.9715 0
1708345671.7322 2 1 0.0000 -0.0098 -0.5489 0
1708345671.7410 2 1 0.0000 -0.0116 -0.6842 0
1708345671.7484 2 1 0.0000 -0.0086 -0.4358 0
