% Edge sensor logfile normalized 'log_20240224_113257.385/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708770777.7479 0 0 0 0 0 0 0 0  0.0000
1708770777.7563 303 302 496 828 976 714 400 367  0.0138
1708770777.7636 309 308 508 826 976 708 392 355  0.0135
1708770777.7711 333 332 532 850 1000 733 421 372  0.0178
1708770777.7789 320 321 527 837 994 723 411 362  0.0162
1708770777.7877 324 314 527 835 996 721 411 365  0.0162
1708770777.7951 320 325 524 830 985 716 409 355  0.0148
1708770777.8033 337 330 541 849 1000 731 431 377  0.0177
1708770777.8120 333 332 538 849 1000 730 434 397  0.0177
1708770777.8186 335 323 524 835 996 723 421 367  0.0163
1708770777.8267 320 323 522 842 989 714 403 352  0.0159
1708770777.8356 320 321 531 833 984 719 411 362  0.0150
1708770777.8433 316 314 508 833 980 721 421 357  0.0146
1708770777.8506 333 318 529 838 992 726 415 365  0.0162
1708770777.8593 333 327 529 840 998 721 409 382  0.0167
1708770777.8678 314 320 517 830 987 721 407 372  0.0151
1708770777.8755 320 323 527 838 985 708 403 395  0.0152
1708770777.8832 352 330 529 840 998 708 407 360  0.0164
1708770777.8919 335 333 545 844 1000 726 434 397  0.0172
1708770777.9000 320 321 526 838 989 707 413 357  0.0155
1708770777.9071 312 320 517 833 984 700 407 380  0.0146
1708770777.9159 326 335 522 830 984 726 405 355  0.0149
1708770777.9345 326 323 531 840 987 710 413 390  0.0155
1708770777.9385 320 313 536 833 989 717 409 347  0.0154
1708770777.9405 318 327 520 838 980 693 396 357  0.0144
1708770777.9479 322 308 526 833 978 710 398 362  0.0142
1708770777.9562 329 327 538 845 991 703 411 377  0.0161
1708770777.9639 322 318 538 835 987 705 396 390  0.0151
1708770777.9718 341 351 536 850 987 714 415 390  0.0163
1708770777.9802 337 333 557 856 1000 719 415 395  0.0180
1708770777.9877 322 321 526 831 980 701 405 372  0.0141
1708770777.9957 326 330 536 844 992 687 400 380  0.0158
1708770778.0036 320 314 532 844 968 698 400 377  0.0137
1708770778.0116 324 332 534 844 980 703 398 392  0.0150
1708770778.0195 305 320 522 837 978 675 388 370  0.0139
1708770778.0286 312 323 526 833 973 675 382 352  0.0131
1708770778.0352 320 325 550 859 987 698 392 380  0.0168
1708770778.0433 331 325 548 847 985 691 394 372  0.0155
1708770778.0538 333 328 543 837 973 689 398 362  0.0136
1708770778.0594 346 340 553 863 982 689 396 375  0.0166
1708770778.0674 333 333 557 849 978 686 405 370  0.0149
1708770778.0753 322 325 548 863 975 682 394 372  0.0159
1708770778.0831 331 323 548 856 976 689 388 357  0.0154
1708770778.0912 335 325 552 856 980 687 392 377  0.0157
1708770778.0999 320 330 557 859 976 708 384 372  0.0160
1708770778.1076 318 314 536 852 964 675 374 337  0.0136
1708770778.1154 324 328 550 852 971 687 376 352  0.0145
1708770778.1242 329 328 555 850 971 680 384 365  0.0142
1708770778.1318 329 330 557 866 973 689 376 352  0.0161
1708770778.1397 329 328 548 871 976 682 390 362  0.0168
1708770778.1475 335 327 564 870 971 679 366 352  0.0162
1708770778.1558 329 332 553 871 964 684 384 352  0.0157
1708770778.1635 346 332 559 868 969 686 370 365  0.0159
1708770778.1714 322 330 562 864 969 686 384 350  0.0154
1708770778.1791 329 330 557 861 964 677 388 352  0.0145
1708770778.1871 331 325 548 859 953 673 386 332  0.0129
1708770778.1960 333 333 559 861 968 675 374 340  0.0149
1708770778.2032 343 332 576 863 968 677 378 360  0.0151
1708770778.2113 329 337 555 859 964 694 380 350  0.0145
1708770778.2194 326 327 552 864 966 679 386 345  0.0150
1708770778.2272 326 321 550 863 957 666 363 347  0.0138
1708770778.2352 331 330 560 864 966 682 378 360  0.0151
1708770778.2431 333 345 572 875 968 684 398 375  0.0166
1708770778.2514 341 335 560 866 962 673 380 352  0.0147
1708770778.2590 335 320 557 876 960 670 374 350  0.0158
1708770778.2680 352 340 553 859 962 677 376 335  0.0140
1708770778.2756 331 327 560 859 975 670 368 357  0.0153
1708770778.2834 339 330 565 870 962 664 394 340  0.0151
1708770778.2912 335 328 562 861 964 677 378 362  0.0145
1708770778.2995 320 320 555 870 952 671 374 335  0.0140
1708770778.3074 333 328 569 868 959 671 370 347  0.0146
1708770778.3152 341 339 571 870 957 663 378 330  0.0146
1708770778.3240 350 352 586 889 973 694 403 377  0.0194
1708770778.3318 339 332 576 878 966 668 386 345  0.0167
1708770778.3396 331 323 567 870 950 659 368 347  0.0137
1708770778.3471 339 332 576 885 959 664 372 345  0.0171
1708770778.3556 335 344 572 875 955 656 370 345  0.0149
1708770778.3635 329 325 569 882 955 654 390 345  0.0160
1708770778.3712 331 339 581 875 955 641 365 357  0.0148
1708770778.3790 331 335 578 871 953 664 374 337  0.0142
1708770778.3888 339 340 579 875 964 673 382 365  0.0161
1708770778.3954 346 337 579 876 960 659 382 352  0.0157
1708770778.4038 367 345 588 885 964 687 382 357  0.0178
1708770778.4117 354 340 588 889 969 663 386 375  0.0187
1708770778.4194 337 340 578 876 950 656 372 340  0.0145
1708770778.4271 339 340 583 892 957 666 382 352  0.0184
1708770778.4359 333 354 590 880 962 668 378 335  0.0166
1708770778.4436 343 333 583 885 960 673 396 372  0.0173
1708770778.4510 333 327 576 873 941 652 366 347  0.0128
1708770778.4599 331 333 579 883 959 656 370 337  0.0166
1708770778.4676 341 342 588 882 959 668 386 360  0.0166
1708770778.4754 333 342 586 887 966 664 386 362  0.0181
1708770778.4841 339 342 588 883 966 656 380 370  0.0173
1708770778.4918 348 347 593 901 969 675 392 355  0.0212
1708770778.4993 339 339 588 892 973 675 401 365  0.0196
1708770778.5074 337 330 585 887 959 656 376 347  0.0174
1708770778.5150 343 345 590 897 962 666 388 362  0.0199
1708770778.5240 348 340 588 882 962 661 392 350  0.0168
1708770778.5319 331 340 588 896 966 666 388 362  0.0199
1708770778.5396 341 333 583 871 943 661 370 355  0.0129
1708770778.5474 343 337 588 878 955 650 378 332  0.0153
1708770778.5559 352 347 597 889 969 670 386 360  0.0187
1708770778.5669 337 345 579 889 966 684 392 365  0.0187
1708770778.5719 339 340 581 878 966 661 388 380  0.0166
1708770778.5798 352 358 585 876 982 689 401 385  0.0181
1708770778.5877 343 342 574 892 978 698 409 397  0.0203
1708770778.5955 352 347 583 890 971 680 396 377  0.0192
1708770778.6038 343 342 567 878 973 680 396 362  0.0174
1708770778.6115 329 337 571 873 971 682 392 365  0.0166
1708770778.6193 324 325 562 866 964 675 378 357  0.0150
1708770778.6305 339 332 560 866 957 679 378 360  0.0143
1708770778.6350 352 344 574 885 978 679 388 367  0.0188
1708770778.6430 339 339 569 876 973 691 394 370  0.0173
1708770778.6515 331 330 567 878 973 693 392 375  0.0176
1708770778.6592 348 335 564 857 968 691 388 375  0.0147
1708770778.6671 341 345 581 885 985 705 405 375  0.0198
1708770778.6760 356 349 569 878 991 707 394 372  0.0193
1708770778.6836 348 340 567 882 984 687 390 377  0.0190
1708770778.6914 331 330 552 850 973 689 398 375  0.0146
1708770778.7003 343 332 546 866 975 693 390 365  0.0164
1708770778.7078 318 323 543 844 966 693 392 365  0.0134
1708770778.7158 337 344 550 861 984 712 401 385  0.0170
1708770778.7237 331 340 548 844 980 682 403 365  0.0147
1708770778.7313 322 328 552 857 975 691 413 355  0.0154
1708770778.7395 326 321 548 842 968 694 390 352  0.0135
1708770778.7483 348 342 553 845 973 705 398 362  0.0144
1708770778.7555 354 349 565 866 987 712 419 385  0.0177
1708770778.7637 333 332 552 850 978 698 401 365  0.0152
1708770778.7715 326 328 546 837 966 694 401 365  0.0129
1708770778.7792 331 335 546 842 971 701 407 375  0.0139
1708770778.7871 346 335 555 856 980 701 400 355  0.0160
1708770778.7957 331 337 545 847 973 703 413 392  0.0146
1708770778.8040 333 330 548 845 969 707 401 350  0.0141
1708770778.8118 318 327 536 838 975 705 407 365  0.0141
1708770778.8196 339 333 543 842 982 708 401 350  0.0152
1708770778.8275 329 330 541 849 976 708 415 395  0.0151
1708770778.8355 350 339 545 847 987 717 405 377  0.0162
1708770778.8431 329 328 532 852 989 707 409 382  0.0165
1708770778.8514 326 318 532 842 969 701 411 347  0.0137
1708770778.8592 326 327 541 847 973 701 401 355  0.0145
1708770778.8682 329 328 548 847 976 721 407 377  0.0152
1708770778.8758 333 328 539 859 984 707 417 370  0.0167
1708770778.8834 331 330 534 854 980 714 398 355  0.0160
1708770778.8914 324 323 532 842 978 707 400 352  0.0148
1708770778.8997 322 330 545 835 980 707 411 370  0.0145
1708770778.9077 331 328 536 847 987 719 409 372  0.0162
1708770778.9156 322 327 534 850 976 716 415 365  0.0154
1708770778.9232 335 335 545 847 987 721 413 372  0.0163
1708770778.9320 326 316 529 838 985 717 413 362  0.0153
1708770778.9397 331 320 529 844 980 719 409 377  0.0153
1708770778.9472 326 332 531 840 987 714 413 362  0.0156
1708770778.9557 324 320 543 835 989 723 417 382  0.0156
1708770778.9635 320 321 529 833 982 717 423 370  0.0147
1708770778.9711 316 304 513 819 966 698 394 355  0.0119
1708770778.9798 337 325 538 833 989 696 411 387  0.0150
1708770778.9876 322 332 532 850 985 714 421 372  0.0162
1708770778.9952 318 320 538 842 982 716 415 375  0.0153
1708770779.0030 337 328 539 844 985 728 413 385  0.0160
1708770779.0115 339 335 545 850 987 726 415 372  0.0166
1708770779.0194 329 318 532 847 992 719 417 375  0.0167
1708770779.0281 307 327 534 844 992 714 409 365  0.0163
1708770779.0364 324 325 539 845 985 716 405 362  0.0158
1708770779.0431 322 318 536 842 982 721 407 385  0.0154
1708770779.0517 299 301 513 840 978 708 398 367  0.0146
1708770779.0595 318 314 524 835 987 719 409 372  0.0154
1708770779.0671 324 323 531 845 982 712 409 367  0.0155
1708770779.0752 324 321 539 838 980 719 421 367  0.0149
1708770779.0836 326 325 531 838 978 717 415 372  0.0147
1708770779.0916 339 323 536 828 976 703 405 355  0.0136
1708770779.0992 326 332 546 842 998 731 429 377  0.0171
1708770779.1089 337 332 531 845 996 724 423 375  0.0169
1708770779.1154 320 330 522 831 982 724 415 377  0.0148
1708770779.1232 322 328 532 835 978 708 411 357  0.0143
1708770779.1321 324 323 531 840 982 717 415 367  0.0152
1708770779.1397 305 308 524 833 978 714 396 375  0.0143
1708770779.1475 335 327 545 833 978 719 405 365  0.0144
1708770779.1557 335 327 536 844 991 717 419 370  0.0163
1708770779.1634 318 318 531 844 989 712 413 380  0.0160
1708770779.1712 320 318 532 847 985 703 401 370  0.0157
1708770779.1801 339 330 543 852 992 708 411 385  0.0168
1708770779.1878 341 342 555 864 1000 735 440 405  0.0191
1708770779.1956 324 327 532 840 980 721 417 382  0.0151
1708770779.2038 320 323 531 835 987 716 411 360  0.0153
1708770779.2115 324 328 532 831 985 728 405 350  0.0151
1708770779.2197 316 320 534 837 989 721 413 360  0.0157
1708770779.2275 322 325 529 835 985 719 409 360  0.0152
1708770779.2357 318 320 536 838 980 716 398 357  0.0149
1708770779.2433 322 323 524 842 984 708 409 370  0.0154
1708770779.2517 331 332 539 842 992 728 407 360  0.0165
1708770779.2593 339 327 538 830 989 721 407 372  0.0153
1708770779.2673 352 349 548 857 1000 730 427 397  0.0183
1708770779.2752 322 330 534 844 987 731 436 387  0.0163
1708770779.2840 329 321 522 837 992 712 396 367  0.0158
1708770779.2915 326 325 522 835 987 705 405 360  0.0151
1708770779.3001 329 328 541 850 984 724 415 360  0.0163
1708770779.3078 316 323 534 837 991 737 425 375  0.0163
1708770779.3156 318 309 513 831 978 710 390 355  0.0141
1708770779.3234 329 330 524 830 976 723 396 345  0.0141
1708770779.3310 329 321 532 842 978 701 421 375  0.0147
1708770779.3397 331 332 536 845 987 719 407 360  0.0161
1708770779.3475 339 333 527 837 1000 723 419 372  0.0167
1708770779.3559 341 339 538 847 1000 733 419 382  0.0176
1708770779.3637 316 314 531 823 987 731 403 352  0.0149
1708770779.3715 320 327 536 838 992 712 409 377  0.0159
1708770779.3800 324 337 531 837 985 721 415 385  0.0154
1708770779.3878 324 328 534 840 994 723 423 357  0.0164
1708770779.3956 316 313 522 840 987 717 411 355  0.0157
1708770779.4040 307 318 512 828 978 708 401 362  0.0139
1708770779.4117 326 327 522 837 992 733 415 372  0.0163
1708770779.4196 331 332 536 838 991 723 413 370  0.0160
1708770779.4272 326 321 520 833 987 737 421 365  0.0157
1708770779.4360 339 321 526 831 991 723 411 360  0.0156
1708770779.4445 333 327 529 830 998 731 411 350  0.0163
1708770779.4517 318 320 517 835 985 719 415 355  0.0152
1708770779.4595 329 318 531 833 1000 731 413 372  0.0166
1708770779.4683 320 321 522 833 996 726 423 365  0.0162
1708770779.4760 322 330 524 830 996 726 415 372  0.0160
1708770779.4831 309 313 508 826 994 731 427 365  0.0157
1708770779.4919 333 325 515 835 994 731 417 360  0.0163
1708770779.4992 326 332 520 821 1000 726 417 380  0.0158
1708770779.5072 312 323 506 830 996 733 413 387  0.0162
1708770779.5159 305 328 512 819 991 721 409 370  0.0148
1708770779.5235 331 330 513 821 984 723 417 367  0.0144
1708770779.5314 318 321 506 818 989 733 419 367  0.0149
1708770779.5393 331 314 519 833 994 728 415 380  0.0161
1708770779.5480 329 320 510 821 989 731 417 340  0.0150
1708770779.5553 320 320 506 818 994 724 423 372  0.0151
1708770779.5641 337 323 505 814 989 726 415 370  0.0145
1708770779.5717 314 316 506 812 978 724 409 365  0.0133
1708770779.5795 337 327 517 807 987 731 411 365  0.0141
1708770779.5873 320 332 501 807 982 730 415 355  0.0136
1708770779.5960 316 314 503 807 980 724 411 352  0.0133
1708770779.6033 320 327 505 811 989 730 421 362  0.0145
1708770779.6112 324 330 508 816 992 738 419 352  0.0152
1708770779.6199 331 332 524 823 1000 735 433 385  0.0162
1708770779.6277 324 320 493 821 987 731 417 357  0.0148
1708770779.6356 322 309 496 809 987 724 405 360  0.0140
1708770779.6433 320 323 498 816 991 730 409 357  0.0149
1708770779.6516 322 314 503 805 978 724 405 360  0.0130
1708770779.6600 307 314 503 809 985 726 400 342  0.0139
1708770779.6677 337 321 494 805 982 726 405 342  0.0134
1708770779.6757 322 309 498 802 991 728 409 355  0.0142
1708770779.6835 331 321 493 804 982 735 417 360  0.0136
1708770779.6911 335 325 498 800 987 728 405 365  0.0137
1708770779.6995 337 344 517 826 1000 753 429 372  0.0168
1708770779.7074 329 316 494 804 996 744 427 375  0.0151
1708770779.7150 316 314 491 802 991 728 417 362  0.0142
1708770779.7238 329 325 505 802 987 731 415 322  0.0139
1708770779.7316 341 337 505 814 994 740 409 352  0.0153
1708770779.7391 320 318 494 809 994 742 419 360  0.0151
1708770779.7472 318 316 498 807 978 719 400 340  0.0130
1708770779.7556 316 318 496 804 987 730 411 357  0.0140
1708770779.7633 312 320 501 816 1000 738 403 362  0.0159
1708770779.7711 337 321 505 812 1000 737 421 355  0.0156
1708770779.7800 326 327 520 814 998 740 423 360  0.0156
1708770779.7875 343 344 512 823 1000 751 434 375  0.0166
1708770779.7956 322 323 494 804 998 744 423 365  0.0153
1708770779.8042 337 328 501 807 1000 749 425 357  0.0157
1708770779.8118 335 328 501 818 1000 742 423 362  0.0161
1708770779.8196 337 330 503 809 1000 744 429 370  0.0157
1708770779.8285 326 314 489 797 991 738 405 360  0.0142
1708770779.8350 314 316 491 800 984 724 401 345  0.0134
1708770779.8440 320 325 512 809 996 756 411 345  0.0157
1708770779.8514 335 327 500 809 1000 753 431 370  0.0159
1708770779.8590 329 323 494 818 1000 749 433 355  0.0162
1708770779.8680 339 335 506 821 1000 754 425 362  0.0165
1708770779.8756 326 323 501 819 1000 761 427 340  0.0166
1708770779.8833 331 328 498 805 1000 749 429 357  0.0156
1708770779.8911 337 330 498 809 1000 754 429 367  0.0159
1708770779.8996 329 330 498 811 1000 756 434 357  0.0161
1708770779.9073 324 327 493 807 1000 749 417 357  0.0157
1708770779.9151 309 313 482 786 984 719 417 332  0.0127
1708770779.9237 326 328 494 795 992 742 417 355  0.0143
1708770779.9314 322 330 498 805 994 751 425 355  0.0152
1708770779.9393 318 330 487 802 996 767 425 365  0.0157
1708770779.9475 329 323 489 811 998 768 421 360  0.0163
1708770779.9559 343 335 508 818 1000 749 415 345  0.0162
1708770779.9636 326 335 506 816 1000 761 438 372  0.0165
1708770779.9715 333 333 487 797 992 751 433 357  0.0146
1708770779.9793 337 328 496 800 1000 744 427 360  0.0153
1708770779.9874 335 333 480 792 994 749 419 350  0.0146
1708770779.9956 322 327 475 793 992 751 417 332  0.0145
1708770780.0031 318 314 475 786 989 738 415 347  0.0136
1708770780.0121 337 325 500 790 996 740 417 332  0.0144
1708770780.0200 339 335 494 798 998 760 429 362  0.0155
1708770780.0277 320 327 484 792 1000 753 429 355  0.0152
1708770780.0357 329 325 475 776 982 738 423 367  0.0126
1708770780.0437 346 337 489 797 1000 770 436 337  0.0159
1708770780.0511 337 335 494 786 1000 763 431 342  0.0152
1708770780.0600 324 327 475 790 1000 765 433 365  0.0155
1708770780.0681 331 321 473 795 1000 765 429 372  0.0157
1708770780.0758 335 333 475 786 1000 770 434 330  0.0155
1708770780.0839 314 320 468 785 998 761 427 365  0.0150
1708770780.0920 326 327 475 790 991 749 429 342  0.0142
1708770780.0992 329 333 472 785 996 758 434 350  0.0147
1708770780.1072 322 320 468 781 1000 758 429 350  0.0149
1708770780.1161 337 325 467 778 998 761 434 340  0.0147
1708770780.1237 335 332 465 785 1000 747 421 355  0.0147
1708770780.1315 341 344 486 795 1000 774 446 357  0.0159
1708770780.1395 329 328 479 781 1000 770 440 360  0.0153
1708770780.1471 335 323 463 776 998 765 438 352  0.0148
1708770780.1557 337 332 480 783 992 763 444 370  0.0144
1708770780.1636 339 333 477 779 998 760 440 337  0.0147
1708770780.1713 329 330 467 797 1000 776 462 370  0.0161
1708770780.1792 322 327 477 783 1000 765 448 362  0.0152
1708770780.1891 337 325 460 783 989 774 442 355  0.0145
1708770780.1957 335 323 470 779 1000 761 436 342  0.0149
1708770780.2033 326 327 465 783 998 772 448 367  0.0152
1708770780.2112 339 335 470 783 1000 777 450 362  0.0156
1708770780.2199 324 330 467 785 1000 777 446 377  0.0157
1708770780.2278 318 323 461 769 1000 774 440 360  0.0150
1708770780.2356 322 332 467 774 1000 763 446 365  0.0148
1708770780.2433 329 323 479 790 1000 765 448 362  0.0155
1708770780.2518 348 325 486 786 1000 784 462 385  0.0159
1708770780.2597 335 325 467 781 1000 772 450 347  0.0153
1708770780.2674 331 320 463 772 975 760 442 350  0.0123
1708770780.2754 329 320 472 778 1000 756 450 382  0.0147
1708770780.2833 333 330 473 771 1000 776 456 355  0.0151
1708770780.2910 322 332 465 776 1000 777 454 367  0.0153
1708770780.2996 333 330 465 792 1000 779 456 375  0.0160
1708770780.3076 346 330 461 779 1000 783 458 385  0.0157
1708770780.3153 326 335 473 785 1000 776 452 385  0.0156
1708770780.3232 346 330 472 783 1000 776 452 370  0.0156
1708770780.3321 333 335 465 776 1000 774 460 372  0.0152
1708770780.3399 329 325 461 781 1000 774 448 357  0.0154
1708770780.3479 320 314 449 762 992 765 431 335  0.0138
1708770780.3555 322 330 454 785 1000 784 446 307  0.0159
1708770780.3633 337 325 468 781 1000 784 456 352  0.0158
1708770780.3711 329 327 468 786 1000 788 460 360  0.0161
1708770780.3801 337 323 458 774 1000 774 450 355  0.0152
1708770780.3877 339 337 479 785 1000 784 456 370  0.0159
1708770780.3957 324 333 454 779 1000 795 456 365  0.0161
1708770780.4037 333 330 477 776 1000 791 452 350  0.0159
1708770780.4116 333 327 461 771 1000 781 469 352  0.0153
1708770780.4194 331 330 456 769 1000 779 448 352  0.0152
1708770780.4275 322 318 458 771 996 768 450 357  0.0145
1708770780.4352 320 313 449 767 991 770 434 320  0.0140
1708770780.4441 346 327 472 779 1000 783 448 347  0.0157
1708770780.4518 329 337 458 779 998 774 458 352  0.0152
1708770780.4597 326 328 463 764 1000 779 452 362  0.0150
1708770780.4676 339 335 470 771 1000 767 450 350  0.0148
1708770780.4755 341 342 468 783 1000 791 473 362  0.0161
1708770780.4832 333 330 472 774 1000 777 485 377  0.0153
1708770780.4911 322 325 458 772 1000 770 462 347  0.0150
1708770780.4998 324 328 454 767 1000 779 462 362  0.0151
1708770780.5081 329 327 460 766 1000 783 454 357  0.0152
1708770780.5151 329 306 449 757 991 774 458 357  0.0139
1708770780.5235 324 332 472 759 992 767 440 380  0.0138
1708770780.5314 329 325 463 764 998 781 464 355  0.0149
1708770780.5395 329 323 458 772 1000 783 448 362  0.0154
1708770780.5487 329 327 451 757 998 784 458 370  0.0148
1708770780.5561 329 332 454 766 992 777 458 375  0.0143
1708770780.5633 335 347 475 788 1000 795 481 382  0.0164
1708770780.5716 333 330 444 755 1000 781 469 382  0.0148
1708770780.5794 335 323 456 766 989 784 467 367  0.0143
1708770780.5875 322 328 449 752 1000 784 464 355  0.0148
1708770780.5955 337 335 453 762 1000 784 479 347  0.0151
1708770780.6041 333 330 442 760 998 788 471 350  0.0151
1708770780.6112 333 337 444 750 994 783 454 345  0.0142
1708770780.6193 329 325 451 753 1000 793 460 367  0.0152
1708770780.6281 331 327 460 762 996 781 456 360  0.0147
1708770780.6359 343 335 460 757 996 777 454 350  0.0144
1708770780.6438 339 349 465 771 1000 776 462 362  0.0151
1708770780.6511 350 340 479 774 1000 790 471 385  0.0157
1708770780.6592 331 318 446 759 1000 790 467 362  0.0153
1708770780.6673 331 339 456 764 1000 774 458 370  0.0148
1708770780.6751 346 339 456 772 1000 770 456 410  0.0150
1708770780.6841 343 333 454 779 1000 788 473 380  0.0158
1708770780.6914 322 320 451 757 1000 772 456 355  0.0146
1708770780.6999 335 332 447 748 991 783 452 347  0.0139
1708770780.7080 346 332 447 766 998 781 466 365  0.0150
1708770780.7161 343 335 456 766 1000 784 462 372  0.0153
1708770780.7239 343 344 467 760 1000 781 475 372  0.0150
1708770780.7317 339 347 484 772 1000 784 467 372  0.0155
1708770780.7398 343 330 465 778 998 781 460 352  0.0154
1708770780.7476 339 339 460 778 1000 783 458 360  0.0156
1708770780.7551 331 327 465 771 1000 788 464 387  0.0156
1708770780.7633 343 339 472 774 1000 781 462 365  0.0154
1708770780.7717 318 323 458 778 1000 779 460 360  0.0155
1708770780.7792 320 321 451 762 985 765 442 330  0.0132
1708770780.7878 331 330 477 772 1000 777 460 370  0.0152
