% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708773257.8240 0 0 0 0
1708773257.8324 0 0 0 0
1708773257.8399 0 0 0 0
1708773257.8475 0 0 0 0
1708773257.8556 0 0 0 0
1708773257.8625 0 0 0 0
1708773257.8712 0 0 0 0
1708773257.8793 0 0 0 0
1708773257.8868 0 0 0 0
1708773257.8951 0 0 0 0
1708773257.9037 0 0 0 0
1708773257.9109 0 0 0 0
1708773257.9192 0 0 0 0
1708773257.9274 0 0 0 0
1708773257.9353 0 0 0 0
1708773257.9437 0 0 0 0
1708773257.9520 1 1 1 1
1708773257.9592 5 4 4 3
1708773257.9680 11 7 6 3
1708773257.9760 13 9 2 2
1708773257.9834 15 12 2 3
1708773257.9923 19 16 4 4
1708773257.9994 23 20 4 4
1708773258.0081 28 26 5 6
1708773258.0154 32 30 4 4
1708773258.0240 38 36 6 6
1708773258.0313 45 43 7 7
1708773258.0398 52 51 7 8
1708773258.0477 59 58 7 7
1708773258.0554 68 66 9 8
1708773258.0640 76 75 8 9
1708773258.0717 84 84 8 9
1708773258.0803 93 93 9 9
1708773258.0874 103 101 10 8
1708773258.0959 112 111 9 10
1708773258.1033 120 120 8 9
1708773258.1111 129 128 9 8
1708773258.1195 140 136 11 8
1708773258.1281 150 145 10 9
1708773258.1360 159 155 9 10
1708773258.1433 168 165 9 10
1708773258.1516 177 174 9 9
1708773258.1594 186 181 9 7
1708773258.1677 195 189 9 8
1708773258.1751 205 198 10 9
1708773258.1838 214 208 9 10
1708773258.1911 221 216 7 8
1708773258.1994 231 222 10 6
1708773258.2075 241 230 10 8
1708773258.2159 251 240 10 10
1708773258.2233 258 250 7 10
1708773258.2313 265 257 7 7
1708773258.2399 275 264 10 7
1708773258.2497 286 272 11 8
1708773258.2557 297 283 11 11
1708773258.2637 305 292 8 9
1708773258.2720 310 298 5 6
1708773258.2799 317 305 7 7
1708773258.2872 328 313 11 8
1708773258.2955 338 322 10 9
1708773258.3035 346 331 8 9
1708773258.3117 352 338 6 7
1708773258.3199 360 346 8 8
1708773258.3277 371 355 11 9
1708773258.3359 380 364 9 9
1708773258.3434 387 372 7 8
1708773258.3513 394 380 7 8
1708773258.3597 403 389 9 9
1708773258.3682 412 398 9 9
1708773258.3751 421 406 9 8
1708773258.3840 429 414 8 8
1708773258.3914 435 423 6 9
1708773258.3995 443 432 8 9
1708773258.4077 453 439 10 7
1708773258.4152 463 447 10 8
1708773258.4234 470 456 7 9
1708773258.4315 476 465 6 9
1708773258.4400 484 473 8 8
1708773258.4481 495 481 11 8
1708773258.4560 505 490 10 9
1708773258.4633 512 499 7 9
1708773258.4713 519 506 7 7
1708773258.4802 527 514 8 8
1708773258.4876 536 523 9 9
1708773258.4957 546 533 10 10
1708773258.5040 553 542 7 9
1708773258.5120 560 549 7 7
1708773258.5199 569 557 9 8
1708773258.5273 578 567 9 10
1708773258.5356 586 577 8 10
1708773258.5435 593 584 7 7
1708773258.5519 602 590 9 6
1708773258.5594 611 601 9 11
1708773258.5676 620 611 9 10
1708773258.5759 628 619 8 8
1708773258.5840 635 627 7 8
1708773258.5914 644 636 9 9
1708773258.5996 654 646 10 10
1708773258.6072 663 654 9 8
1708773258.6154 670 661 7 7
1708773258.6237 676 670 6 9
1708773258.6317 685 680 9 10
1708773258.6396 696 688 11 8
1708773258.6479 705 696 9 8
1708773258.6551 712 704 7 8
1708773258.6641 719 713 7 9
1708773258.6714 728 721 9 8
1708773258.6804 738 730 10 9
1708773258.6876 747 738 9 8
1708773258.6959 754 746 7 8
1708773258.7032 762 755 8 9
1708773258.7121 771 763 9 8
1708773258.7197 780 771 9 8
1708773258.7281 788 780 8 9
1708773258.7357 796 789 8 9
1708773258.7437 805 796 9 7
1708773258.7521 814 803 9 7
1708773258.7596 822 811 8 8
1708773258.7680 831 822 9 11
1708773258.7753 840 831 9 9
1708773258.7839 848 838 8 7
1708773258.7919 855 844 7 6
1708773258.7993 863 853 8 9
1708773258.8071 873 864 10 11
1708773258.8162 881 873 8 9
1708773258.8233 888 880 7 7
1708773258.8317 897 889 9 9
1708773258.8399 907 898 10 9
1708773258.8480 916 907 9 9
1708773258.8552 922 916 6 9
1708773258.8636 930 923 8 7
1708773258.8720 939 931 9 8
