% Edge sensor logfile normalized 'log_20240224_120926.509/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708772966.7900 305 368 713 965 781 474 341 345  0.0105
1708772966.7988 314 371 717 974 781 467 337 357  0.0115
1708772966.8068 307 364 717 970 776 463 337 347  0.0109
1708772966.8143 312 376 729 979 790 474 345 342  0.0126
1708772966.8221 331 392 744 993 809 486 368 365  0.0151
1708772966.8310 307 375 729 975 792 485 359 367  0.0123
1708772966.8376 314 375 725 974 786 481 347 350  0.0118
1708772966.8457 307 375 723 975 786 476 347 347  0.0119
1708772966.8545 303 382 727 979 797 476 347 365  0.0128
1708772966.8623 301 368 718 968 785 477 343 357  0.0110
1708772966.8704 297 366 722 970 783 463 332 340  0.0113
1708772966.8782 305 375 729 977 788 469 333 342  0.0123
1708772966.8860 314 371 722 982 786 472 341 337  0.0126
1708772966.8936 309 370 718 975 790 474 347 350  0.0120
1708772966.9025 326 380 732 984 786 472 339 340  0.0130
1708772966.9100 329 402 741 993 801 516 353 377  0.0146
1708772966.9177 309 371 727 968 786 481 347 415  0.0112
1708772966.9266 297 390 717 956 777 470 349 322  0.0094
1708772966.9343 297 371 715 960 770 460 341 370  0.0096
1708772966.9416 295 385 718 944 763 433 332 387  0.0075
1708772966.9509 284 366 715 934 753 444 332 335  0.0059
1708772966.9595 295 361 690 939 733 414 308 357  0.0059
1708772966.9656 297 366 689 918 735 442 314 295  0.0030
1708772966.9746 286 363 692 916 730 442 324 312  0.0027
1708772966.9821 295 363 690 899 719 437 314 342  0.0000
1708772966.9902 292 375 673 904 722 425 320 320  0.0007
1708772966.9990 309 376 692 889 717 433 326 292  0.0000
1708772967.0057 292 375 687 892 715 444 320 315  0.0000
1708772967.0136 297 373 696 885 715 442 320 322  0.0000
1708772967.0226 307 380 701 897 708 433 316 307  0.0000
1708772967.0310 301 383 701 901 721 432 345 345  0.0002
1708772967.0380 307 388 729 920 738 447 328 372  0.0037
1708772967.0469 314 404 725 939 751 451 333 365  0.0067
1708772967.0536 324 411 753 993 763 460 363 375  0.0136
1708772967.0617 354 418 762 984 777 460 357 365  0.0134
1708772967.0704 337 411 769 1000 783 474 368 395  0.0153
1708772967.0780 356 418 762 986 786 469 365 377  0.0140
1708772967.0862 348 419 755 980 772 465 361 392  0.0127
1708772967.0951 348 407 743 958 777 476 363 385  0.0101
1708772967.1020 354 411 741 958 767 453 363 367  0.0098
1708772967.1105 354 411 737 963 761 470 384 377  0.0101
1708772967.1187 343 411 732 958 758 470 366 372  0.0094
1708772967.1254 346 414 744 963 776 477 368 380  0.0107
1708772967.1335 343 404 743 961 765 474 359 347  0.0101
1708772967.1424 360 428 762 977 793 490 366 362  0.0133
1708772967.1503 337 409 741 975 788 490 370 380  0.0124
1708772967.1583 343 404 732 961 788 492 376 367  0.0106
1708772967.1671 339 395 720 963 786 502 365 372  0.0105
1708772967.1743 358 395 727 956 797 502 372 360  0.0102
1708772967.1815 358 401 722 984 804 522 386 392  0.0135
1708772967.1911 348 395 718 970 813 514 378 387  0.0124
1708772967.1977 356 390 723 974 827 518 372 390  0.0137
1708772967.2056 341 385 704 958 825 530 372 387  0.0114
1708772967.2144 341 382 701 968 834 534 380 392  0.0131
1708772967.2223 339 356 680 956 829 525 359 382  0.0110
1708772967.2303 324 364 678 941 847 543 365 375  0.0101
1708772967.2384 331 356 671 956 859 557 378 390  0.0133
1708772967.2459 320 335 664 941 865 578 366 365  0.0118
1708772967.2537 333 354 657 932 889 587 378 395  0.0148
1708772967.2628 363 361 657 958 904 610 372 385  0.0207
1708772967.2694 341 363 645 935 927 620 386 425  0.0207
1708772967.2777 333 339 618 913 918 620 370 395  0.0189
1708772967.2868 318 333 604 894 914 610 355 367  0.0128
1708772967.2940 333 333 598 909 936 631 363 360  0.0197
1708772967.3018 341 344 602 901 955 654 370 367  0.0203
1708772967.3108 322 335 574 883 969 666 368 362  0.0177
1708772967.3174 339 337 564 871 973 668 366 340  0.0164
1708772967.3263 322 328 548 863 985 696 384 345  0.0170
1708772967.3341 331 328 524 845 975 708 407 365  0.0147
1708772967.3414 343 330 517 824 976 721 419 372  0.0137
1708772967.3494 339 328 494 814 985 733 434 372  0.0143
1708772967.3585 348 345 493 819 1000 761 448 382  0.0166
1708772967.3662 329 332 458 771 994 760 452 372  0.0141
1708772967.3735 329 330 461 757 1000 809 462 365  0.0160
1708772967.3832 333 339 447 755 1000 814 487 380  0.0162
1708772967.3900 335 328 428 731 998 823 499 372  0.0159
1708772967.3978 309 320 402 708 1000 837 497 375  0.0164
1708772967.4067 314 330 390 684 982 832 520 372  0.0141
1708772967.4144 322 323 376 668 984 869 545 357  0.0171
1708772967.4223 322 330 376 668 984 881 563 380  0.0185
