% Edge logfile: log_20240224_120300.930/log_edge_ctrl.txt
% 1 	Time (sec)
% 2 	heading mode (edge control == 2)
% 3 	Edge 1=left, 0=right
% 4 	Edge offset (signed in m; should be less than about 0.01)
% 5 	Measured edge value (m; positive is left)
% 6 	control value (rad/sec; positive is CCV)
% 7 	limited
1708772581.8994 2 1 0.0000 0.0176 0.8467 0
1708772581.9156 2 1 0.0000 0.0192 0.8622 0
1708772581.9235 2 1 0.0000 0.0146 0.5869 0
1708772581.9306 2 1 0.0000 0.0117 0.4138 0
1708772581.9393 2 1 0.0000 0.0153 0.5670 0
1708772581.9480 2 1 0.0000 0.0150 0.5259 0
1708772581.9552 2 1 0.0000 0.0141 0.4597 0
1708772581.9667 2 1 0.0000 0.0103 0.2615 0
1708772581.9718 2 1 0.0000 0.0151 0.4947 0
1708772581.9785 2 1 0.0000 0.0143 0.4389 0
1708772581.9865 2 1 0.0000 0.0155 0.4835 0
1708772581.9952 2 1 0.0000 0.0174 0.5612 0
1708772582.0097 2 1 0.0000 0.0177 0.5570 0
1708772582.0121 2 1 0.0000 0.0149 0.4033 0
1708772582.0192 2 1 0.0000 0.0149 0.3980 0
1708772582.0272 2 1 0.0000 0.0157 0.4349 0
1708772582.0352 2 1 0.0000 0.0158 0.4341 0
1708772582.0437 2 1 0.0000 0.0149 0.3859 0
1708772582.0514 2 1 0.0000 0.0140 0.3381 0
1708772582.0594 2 1 0.0000 0.0160 0.4363 0
1708772582.0683 2 1 0.0000 0.0159 0.4248 0
1708772582.0750 2 1 0.0000 0.0153 0.3918 0
1708772582.0833 2 1 0.0000 0.0146 0.3571 0
1708772582.1021 2 1 0.0000 0.0128 0.2709 0
1708772582.1068 2 1 0.0000 0.0129 0.2839 1
1708772582.1156 2 1 0.0000 0.0132 0.3044 0
1708772582.1233 2 1 0.0000 0.0122 0.2592 0
1708772582.1312 2 1 0.0000 0.0113 0.2214 0
1708772582.1399 2 1 0.0000 0.0110 0.2179 0
1708772582.1465 2 1 0.0000 0.0104 0.1956 0
1708772582.1553 2 1 0.0000 0.0094 0.1589 0
1708772582.1640 2 1 0.0000 0.0054 -0.0226 0
1708772582.1706 2 1 0.0000 0.0021 -0.1559 0
1708772582.1785 2 1 0.0000 0.0036 -0.0526 0
1708772582.1875 2 1 0.0000 0.0040 -0.0137 0
1708772582.1948 2 1 0.0000 0.0028 -0.0545 0
1708772582.2026 2 1 0.0000 0.0009 -0.1295 0
1708772582.2114 2 1 0.0000 0.0001 -0.1435 0
1708772582.2191 2 1 0.0000 -0.0001 -0.1323 0
1708772582.2269 2 1 0.0000 0.0003 -0.0959 0
1708772582.2358 2 1 0.0000 0.0002 -0.0845 0
1708772582.2430 2 1 0.0000 0.0001 -0.0756 0
1708772582.2505 2 1 0.0000 -0.0013 -0.1294 0
1708772582.2594 2 1 0.0000 -0.0015 -0.1268 0
1708772582.2670 2 1 0.0000 -0.0019 -0.1327 0
1708772582.2749 2 1 0.0000 -0.0020 -0.1233 0
1708772582.2844 2 1 0.0000 -0.0036 -0.1922 0
1708772582.2913 2 1 0.0000 -0.0037 -0.1824 0
1708772582.2990 2 1 0.0000 -0.0034 -0.1531 0
1708772582.3079 2 1 0.0000 -0.0039 -0.1658 0
1708772582.3155 2 1 0.0000 -0.0037 -0.1483 0
1708772582.3234 2 1 0.0000 -0.0050 -0.2011 0
1708772582.3312 2 1 0.0000 -0.0043 -0.1556 0
1708772582.3394 2 1 0.0000 -0.0055 -0.2078 0
1708772582.3474 2 1 0.0000 -0.0062 -0.2297 0
1708772582.3554 2 1 0.0000 -0.0055 -0.1837 0
1708772582.3630 2 1 0.0000 -0.0061 -0.2088 0
1708772582.3708 2 1 0.0000 -0.0072 -0.2508 0
1708772582.3797 2 1 0.0000 -0.0077 -0.2671 0
1708772582.3873 2 1 0.0000 -0.0080 -0.2668 0
1708772582.3946 2 1 0.0000 -0.0080 -0.2575 0
1708772582.4035 2 1 0.0000 -0.0083 -0.2657 0
1708772582.4111 2 1 0.0000 -0.0085 -0.2645 0
1708772582.4188 2 1 0.0000 -0.0089 -0.2791 0
1708772582.4286 2 1 0.0000 -0.0098 -0.3116 0
1708772582.4351 2 1 0.0000 -0.0111 -0.3668 0
1708772582.4426 2 1 0.0000 -0.0123 -0.4085 0
1708772582.4514 2 1 0.0000 -0.0130 -0.4292 0
1708772582.4591 2 1 0.0000 -0.0136 -0.4398 0
1708772582.4668 2 1 0.0000 -0.0147 -0.4777 0
1708772582.4754 2 1 0.0000 -0.0141 -0.4361 0
1708772582.4831 2 1 0.0000 -0.0149 -0.4624 0
1708772582.4905 2 1 0.0000 -0.0149 -0.4492 0
1708772582.4994 2 1 0.0000 -0.0156 -0.4687 0
1708772582.5071 2 1 0.0000 -0.0160 -0.4763 0
1708772582.5150 2 1 0.0000 -0.0150 -0.4180 0
1708772582.5237 2 1 0.0000 -0.0164 -0.4814 0
1708772582.5314 2 1 0.0000 -0.0161 -0.4534 0
1708772582.5399 2 1 0.0000 -0.0168 -0.4796 0
1708772582.5477 2 1 0.0000 -0.0168 -0.4707 0
1708772582.5553 2 1 0.0000 -0.0168 -0.4632 0
1708772582.5632 2 1 0.0000 -0.0174 -0.4840 0
1708772582.5720 2 1 0.0000 -0.0173 -0.4726 0
1708772582.5786 2 1 0.0000 -0.0174 -0.4705 0
1708772582.5865 2 1 0.0000 -0.0180 -0.4942 0
1708772582.5960 2 1 0.0000 -0.0177 -0.4771 0
1708772582.6025 2 1 0.0000 -0.0177 -0.4703 0
1708772582.6111 2 1 0.0000 -0.0180 -0.4784 0
1708772582.6200 2 1 0.0000 -0.0180 -0.4741 0
1708772582.6265 2 1 0.0000 -0.0178 -0.4634 0
1708772582.6353 2 1 0.0000 -0.0180 -0.4710 0
1708772582.6437 2 1 0.0000 -0.0180 -0.4646 0
1708772582.6513 2 1 0.0000 -0.0181 -0.4706 0
1708772582.6589 2 1 0.0000 -0.0179 -0.4563 0
1708772582.6677 2 1 0.0000 -0.0181 -0.4634 0
1708772582.6753 2 1 0.0000 -0.0177 -0.4444 0
1708772582.6831 2 1 0.0000 -0.0178 -0.4495 0
1708772582.6916 2 1 0.0000 -0.0173 -0.4226 0
1708772582.6990 2 1 0.0000 -0.0177 -0.4449 0
1708772582.7068 2 1 0.0000 -0.0178 -0.4499 0
1708772582.7156 2 1 0.0000 -0.0174 -0.4308 0
1708772582.7232 2 1 0.0000 -0.0176 -0.4373 0
1708772582.7310 2 1 0.0000 -0.0181 -0.4621 0
1708772582.7394 2 1 0.0000 -0.0181 -0.4605 0
1708772582.7469 2 1 0.0000 -0.0175 -0.4308 0
1708772582.7546 2 1 0.0000 -0.0170 -0.4074 0
1708772582.7634 2 1 0.0000 -0.0174 -0.4284 0
1708772582.7711 2 1 0.0000 -0.0170 -0.4107 0
1708772582.7788 2 1 0.0000 -0.0167 -0.4017 0
1708772582.7883 2 1 0.0000 -0.0164 -0.3901 0
1708772582.7954 2 1 0.0000 -0.0164 -0.3933 0
1708772582.8032 2 1 0.0000 -0.0165 -0.4007 0
1708772582.8121 2 1 0.0000 -0.0162 -0.3855 0
1708772582.8187 2 1 0.0000 -0.0165 -0.4055 0
1708772582.8265 2 1 0.0000 -0.0163 -0.3946 0
1708772582.8352 2 1 0.0000 -0.0153 -0.3467 0
1708772582.8434 2 1 0.0000 -0.0150 -0.3393 0
1708772582.8512 2 1 0.0000 -0.0156 -0.3720 0
1708772582.8600 2 1 0.0000 -0.0164 -0.4133 0
1708772582.8665 2 1 0.0000 -0.0141 -0.3047 0
1708772582.8754 2 1 0.0000 -0.0129 -0.2536 0
1708772582.8841 2 1 0.0000 -0.0127 -0.2510 0
1708772582.8912 2 1 0.0000 -0.0142 -0.3349 0
1708772582.8990 2 1 0.0000 -0.0135 -0.3029 0
1708772582.9081 2 1 0.0000 -0.0135 -0.3080 0
1708772582.9149 2 1 0.0000 -0.0138 -0.3291 0
1708772582.9237 2 1 0.0000 -0.0096 -0.1274 0
1708772582.9328 2 1 0.0000 -0.0106 -0.1952 0
1708772582.9398 2 1 0.0000 -0.0117 -0.2560 0
1708772582.9470 2 1 0.0000 -0.0085 -0.1064 0
1708772582.9562 2 1 0.0000 -0.0075 -0.0770 0
1708772582.9630 2 1 0.0000 -0.0078 -0.1083 0
1708772582.9709 2 1 0.0000 -0.0074 -0.0994 0
1708772582.9802 2 1 0.0000 -0.0072 -0.1050 0
1708772582.9869 2 1 0.0000 -0.0065 -0.0822 0
1708772582.9953 2 1 0.0000 -0.0060 -0.0662 0
1708772583.0047 2 1 0.0000 -0.0055 -0.0575 0
1708772583.0110 2 1 0.0000 -0.0056 -0.0719 0
1708772583.0187 2 1 0.0000 -0.0055 -0.0781 0
1708772583.0275 2 1 0.0000 -0.0055 -0.0868 0
1708772583.0351 2 1 0.0000 -0.0044 -0.0412 0
1708772583.0425 2 1 0.0000 -0.0040 -0.0312 0
1708772583.0513 2 1 0.0000 -0.0036 -0.0228 0
1708772583.0587 2 1 0.0000 -0.0035 -0.0300 0
