% Edge sensor logfile normalized 'log_20240216_160831.868/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708096112.7733 590 698 913 1000 854 705 669 702  0.1027
1708096112.7819 0 0 237 372 234 132 110 60  0.0000
1708096112.7882 522 636 847 934 788 633 582 557  0.0560
1708096112.7963 549 678 888 984 824 691 654 675  0.0656
1708096112.8040 645 771 994 1000 962 837 858 955  0.1125
1708096112.8120 594 698 918 1000 865 719 695 732  0.1027
1708096112.8200 768 790 951 994 769 574 477 400  0.0746
1708096112.8279 622 745 968 1000 907 753 720 725  0.1091
1708096112.8359 605 722 932 1000 873 733 712 755  0.1061
1708096112.8440 643 733 946 1000 889 744 732 795  0.1091
1708096112.8528 388 566 815 946 815 680 656 682  0.0568
1708096112.8604 6 270 508 625 477 333 281 207  0.0000
1708096112.8680 443 576 791 892 746 615 586 590  0.0476
1708096112.8770 615 717 921 1000 841 689 638 610  0.0702
1708096112.8846 566 688 887 998 849 691 660 685  0.0666
1708096112.8930 284 480 694 824 673 555 520 547  0.0304
1708096112.9007 681 683 869 918 694 495 413 350  0.0494
1708096112.9081 764 800 994 1000 879 694 654 647  0.0852
1708096112.9168 766 826 1000 1000 930 798 796 907  0.1200
1708096112.9259 549 679 897 1000 820 670 652 655  0.0635
1708096112.9340 312 466 696 804 662 525 506 525  0.0291
1708096112.9416 433 586 803 904 735 541 471 460  0.0455
1708096112.9487 496 607 822 968 781 636 582 572  0.0536
1708096112.9575 855 922 1000 1000 948 738 669 622  0.0952
1708096112.9649 562 681 887 1000 841 680 644 650  0.0649
1708096112.9726 176 356 581 710 545 433 376 342  0.0024
1708096112.9821 632 691 892 982 820 633 565 522  0.0617
1708096112.9886 828 833 984 1000 889 723 667 655  0.0928
1708096112.9974 808 898 1000 1000 1000 1000 1000 1000  0.1200
1708096113.0051 615 686 911 1000 904 747 739 800  0.1018
1708096113.0126 271 378 583 712 589 435 365 297  0.0033
1708096113.0215 552 635 842 953 863 701 631 597  0.0634
1708096113.0299 815 836 1000 1000 1000 853 770 810  0.1200
1708096113.0375 658 659 854 1000 914 735 677 727  0.0993
1708096113.0453 609 629 829 1000 877 682 532 467  0.0609
1708096113.0564 322 373 555 719 637 469 316 247  0.0060
1708096113.0609 590 600 795 967 914 717 598 597  0.0622
1708096113.0690 995 881 1000 1000 1000 950 809 862  0.1200
1708096113.0779 817 820 1000 1000 1000 1000 1000 1000  0.1200
1708096113.0845 609 645 847 1000 1000 978 887 1000  0.0982
1708096113.0935 401 414 550 722 769 580 353 257  0.0256
1708096113.1012 626 619 777 961 1000 858 666 662  0.0739
1708096113.1088 961 882 1000 1000 1000 1000 881 867  0.1200
1708096113.1167 460 478 576 788 905 779 565 552  0.0477
1708096113.1253 537 521 578 724 815 620 324 95  0.0301
1708096113.1330 486 504 550 726 872 712 438 242  0.0376
1708096113.1411 643 629 685 870 1000 906 673 555  0.0652
