% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708772810.7786 0 0 0 0
1708772810.7863 0 0 0 0
1708772810.7936 0 0 0 0
1708772810.8013 0 0 0 0
1708772810.8093 0 0 0 0
1708772810.8174 0 0 0 0
1708772810.8249 0 0 0 0
1708772810.8329 0 0 0 0
1708772810.8414 0 0 0 0
1708772810.8490 0 0 0 0
1708772810.8573 0 0 0 0
1708772810.8645 0 0 0 0
1708772810.8732 0 0 0 0
1708772810.8815 0 0 0 0
1708772810.8890 0 0 0 0
1708772810.8965 1 1 1 1
1708772810.9057 5 5 4 4
1708772810.9130 12 11 7 6
1708772810.9207 16 14 4 3
1708772810.9298 17 16 1 2
1708772810.9367 20 19 3 3
1708772810.9449 24 25 4 6
1708772810.9536 29 30 5 5
1708772810.9612 34 35 5 5
1708772810.9685 40 41 6 6
1708772810.9782 45 47 5 6
1708772810.9855 52 55 7 8
1708772810.9927 60 62 8 7
1708772811.0012 66 69 6 7
1708772811.0087 74 78 8 9
1708772811.0170 82 87 8 9
1708772811.0257 90 95 8 8
1708772811.0332 99 105 9 10
1708772811.0414 108 114 9 9
1708772811.0501 117 122 9 8
1708772811.0567 126 131 9 9
1708772811.0650 136 141 10 10
1708772811.0735 143 151 7 10
1708772811.0809 151 159 8 8
1708772811.0895 160 166 9 7
1708772811.0977 171 176 11 10
1708772811.1051 182 186 11 10
1708772811.1129 191 196 9 10
1708772811.1213 197 203 6 7
1708772811.1286 205 211 8 8
1708772811.1372 216 221 11 10
1708772811.1456 225 230 9 9
1708772811.1528 234 238 9 8
1708772811.1607 243 246 9 8
1708772811.1691 251 253 8 7
1708772811.1765 260 261 9 8
1708772811.1911 269 270 9 9
1708772811.1963 278 278 9 8
1708772811.2014 287 286 9 8
1708772811.2093 295 294 8 8
1708772811.2176 300 299 5 5
1708772811.2251 308 305 8 6
1708772811.2332 319 315 11 10
1708772811.2410 329 325 10 10
1708772811.2490 336 333 7 8
1708772811.2568 343 339 7 6
1708772811.2653 352 345 9 6
1708772811.2725 362 353 10 8
1708772811.2808 371 362 9 9
1708772811.2893 378 370 7 8
1708772811.2974 386 376 8 6
1708772811.3066 396 384 10 8
1708772811.3130 406 393 10 9
1708772811.3208 415 401 9 8
1708772811.3286 421 406 6 5
1708772811.3374 427 413 6 7
1708772811.3471 437 422 10 9
1708772811.3527 449 433 12 11
1708772811.3617 459 442 10 9
1708772811.3695 465 447 6 5
1708772811.3772 471 454 6 7
1708772811.3858 481 464 10 10
1708772811.3930 492 474 11 10
1708772811.4007 501 483 9 9
1708772811.4092 507 489 6 6
1708772811.4167 514 495 7 6
1708772811.4251 524 504 10 9
1708772811.4335 535 515 11 11
1708772811.4409 544 524 9 9
1708772811.4488 550 532 6 8
1708772811.4572 556 538 6 6
1708772811.4646 565 546 9 8
1708772811.4729 576 556 11 10
1708772811.4813 585 564 9 8
1708772811.4892 591 571 6 7
1708772811.4971 599 580 8 9
1708772811.5054 609 589 10 9
1708772811.5139 619 597 10 8
1708772811.5208 627 604 8 7
1708772811.5290 634 614 7 10
1708772811.5369 640 623 6 9
1708772811.5448 649 630 9 7
1708772811.5531 659 637 10 7
1708772811.5613 668 647 9 10
1708772811.5692 675 657 7 10
1708772811.5775 682 664 7 7
1708772811.5854 691 672 9 8
1708772811.5932 701 682 10 10
1708772811.6015 710 692 9 10
1708772811.6087 717 700 7 8
1708772811.6172 724 707 7 7
1708772811.6255 733 714 9 7
1708772811.6329 743 723 10 9
1708772811.6415 752 734 9 11
1708772811.6500 758 742 6 8
1708772811.6574 766 749 8 7
1708772811.6653 776 758 10 9
1708772811.6736 785 767 9 9
1708772811.6808 793 777 8 10
1708772811.6885 800 785 7 8
1708772811.6977 808 792 8 7
1708772811.7049 818 801 10 9
1708772811.7128 828 811 10 10
1708772811.7213 836 819 8 8
1708772811.7286 843 827 7 8
1708772811.7372 851 836 8 9
1708772811.7453 860 844 9 8
1708772811.7527 870 852 10 8
1708772811.7605 879 861 9 9
1708772811.7699 885 870 6 9
1708772811.7772 892 877 7 7
1708772811.7895 901 886 9 9
1708772811.7941 912 896 11 10
1708772811.8010 923 906 11 10
1708772811.8093 927 912 4 6
1708772811.8188 931 916 4 4
1708772811.8252 938 923 7 7
1708772811.8355 949 934 11 11
1708772811.8429 959 944 10 10
1708772811.8486 967 952 8 8
1708772811.8581 973 958 6 6
1708772811.8659 978 963 5 5
1708772811.8738 985 971 7 8
1708772811.8810 996 982 11 11
1708772811.8899 1007 991 11 9
1708772811.8973 1014 997 7 6
1708772811.9051 1020 1004 6 7
1708772811.9136 1027 1013 7 9
1708772811.9207 1037 1023 10 10
1708772811.9285 1048 1031 11 8
1708772811.9376 1056 1038 8 7
1708772811.9449 1065 1048 9 10
1708772811.9533 1074 1057 9 9
1708772811.9617 1080 1064 6 7
1708772811.9693 1087 1072 7 8
1708772811.9772 1096 1081 9 9
1708772811.9852 1105 1091 9 10
1708772811.9925 1113 1099 8 8
1708772812.0005 1119 1107 6 8
1708772812.0099 1127 1116 8 9
1708772812.0172 1136 1126 9 10
1708772812.0245 1146 1136 10 10
1708772812.0340 1153 1143 7 7
1708772812.0410 1158 1150 5 7
1708772812.0491 1166 1159 8 9
1708772812.0574 1175 1170 9 11
1708772812.0648 1183 1180 8 10
1708772812.0731 1189 1187 6 7
1708772812.0814 1196 1195 7 8
1708772812.0886 1204 1205 8 10
1708772812.0965 1213 1216 9 11
1708772812.1058 1220 1224 7 8
1708772812.1130 1226 1231 6 7
1708772812.1213 1233 1241 7 10
1708772812.1300 1242 1252 9 11
1708772812.1373 1251 1262 9 10
1708772812.1451 1259 1270 8 8
1708772812.1534 1264 1278 5 8
1708772812.1607 1270 1287 6 9
1708772812.1686 1278 1299 8 12
1708772812.1780 1286 1308 8 9
1708772812.1848 1293 1316 7 8
1708772812.1929 1301 1325 8 9
1708772812.2016 1308 1336 7 11
1708772812.2092 1315 1347 7 11
1708772812.2173 1323 1355 8 8
1708772812.2256 1331 1363 8 8
1708772812.2337 1339 1373 8 10
1708772812.2412 1345 1384 6 11
1708772812.2497 1351 1394 6 10
1708772812.2570 1359 1402 8 8
1708772812.2649 1369 1411 10 9
1708772812.2739 1377 1421 8 10
1708772812.2812 1382 1431 5 10
1708772812.2891 1389 1441 7 10
1708772812.2974 1398 1449 9 8
1708772812.3048 1408 1457 10 8
1708772812.3126 1416 1466 8 9
1708772812.3219 1421 1476 5 10
1708772812.3291 1428 1485 7 9
1708772812.3369 1438 1494 10 9
1708772812.3453 1448 1503 10 9
1708772812.3527 1455 1510 7 7
1708772812.3605 1461 1519 6 9
1708772812.3696 1470 1529 9 10
1708772812.3769 1480 1538 10 9
1708772812.3855 1489 1546 9 8
1708772812.3939 1495 1554 6 8
1708772812.4012 1503 1564 8 10
1708772812.4091 1513 1573 10 9
1708772812.4172 1523 1581 10 8
1708772812.4245 1530 1587 7 6
1708772812.4335 1537 1596 7 9
1708772812.4413 1545 1606 8 10
1708772812.4485 1556 1615 11 9
1708772812.4575 1566 1622 10 7
1708772812.4657 1573 1629 7 7
1708772812.4725 1580 1637 7 8
1708772812.4805 1590 1647 10 10
1708772812.4894 1600 1655 10 8
1708772812.4967 1608 1661 8 6
1708772812.5054 1617 1669 9 8
1708772812.5137 1626 1679 9 10
1708772812.5213 1635 1689 9 10
1708772812.5292 1645 1697 10 8
1708772812.5371 1653 1704 8 7
1708772812.5455 1661 1711 8 7
1708772812.5534 1670 1720 9 9
1708772812.5616 1680 1730 10 10
1708772812.5689 1689 1737 9 7
1708772812.5770 1697 1744 8 7
1708772812.5859 1704 1752 7 8
1708772812.5931 1713 1761 9 9
1708772812.6011 1723 1771 10 10
1708772812.6094 1732 1778 9 7
1708772812.6169 1740 1785 8 7
1708772812.6252 1749 1793 9 8
1708772812.6336 1759 1801 10 8
1708772812.6415 1769 1810 10 9
1708772812.6494 1777 1818 8 8
1708772812.6577 1785 1825 8 7
1708772812.6651 1794 1833 9 8
1708772812.6730 1804 1841 10 8
1708772812.6812 1812 1849 8 8
1708772812.6892 1819 1856 7 7
1708772812.6973 1828 1865 9 9
1708772812.7055 1838 1874 10 9
1708772812.7132 1848 1883 10 9
1708772812.7212 1856 1890 8 7
1708772812.7293 1862 1896 6 6
1708772812.7372 1871 1904 9 8
1708772812.7450 1882 1914 11 10
1708772812.7533 1892 1922 10 8
1708772812.7607 1899 1929 7 7
1708772812.7685 1907 1937 8 8
1708772812.7775 1917 1946 10 9
1708772812.7846 1927 1954 10 8
1708772812.7930 1936 1961 9 7
1708772812.8018 1943 1968 7 7
1708772812.8090 1952 1976 9 8
1708772812.8170 1961 1986 9 10
1708772812.8252 1970 1993 9 7
1708772812.8325 1978 2000 8 7
1708772812.8410 1988 2008 10 8
1708772812.8495 1997 2018 9 10
1708772812.8569 2006 2027 9 9
1708772812.8646 2014 2035 8 8
1708772812.8740 2023 2042 9 7
1708772812.8812 2032 2049 9 7
1708772812.8886 2042 2059 10 10
1708772812.8979 2050 2068 8 9
1708772812.9053 2057 2075 7 7
1708772812.9131 2065 2085 8 10
1708772812.9216 2075 2094 10 9
1708772812.9289 2085 2101 10 7
1708772812.9375 2094 2108 9 7
1708772812.9459 2102 2116 8 8
1708772812.9533 2110 2125 8 9
1708772812.9614 2119 2135 9 10
1708772812.9697 2129 2142 10 7
1708772812.9771 2137 2149 8 7
1708772812.9850 2145 2157 8 8
1708772812.9934 2153 2166 8 9
1708772813.0007 2162 2176 9 10
1708772813.0088 2173 2183 11 7
1708772813.0171 2181 2190 8 7
1708772813.0245 2188 2198 7 8
1708772813.0325 2196 2208 8 10
1708772813.0415 2207 2216 11 8
1708772813.0491 2217 2223 10 7
1708772813.0573 2225 2231 8 8
1708772813.0660 2232 2240 7 9
1708772813.0733 2240 2250 8 10
1708772813.0812 2250 2257 10 7
1708772813.0900 2259 2263 9 6
1708772813.0974 2267 2271 8 8
1708772813.1053 2275 2281 8 10
1708772813.1136 2283 2291 8 10
1708772813.1212 2293 2299 10 8
1708772813.1290 2303 2306 10 7
1708772813.1378 2310 2313 7 7
1708772813.1452 2317 2322 7 9
1708772813.1532 2325 2332 8 10
1708772813.1615 2335 2340 10 8
1708772813.1689 2345 2347 10 7
1708772813.1767 2353 2355 8 8
1708772813.1855 2360 2365 7 10
1708772813.1929 2369 2373 9 8
1708772813.2008 2379 2380 10 7
1708772813.2097 2387 2387 8 7
1708772813.2171 2395 2396 8 9
1708772813.2249 2403 2406 8 10
1708772813.2332 2412 2414 9 8
1708772813.2414 2422 2420 10 6
1708772813.2492 2430 2428 8 8
1708772813.2576 2439 2437 9 9
1708772813.2650 2448 2447 9 10
1708772813.2725 2457 2456 9 9
1708772813.2819 2463 2463 6 7
1708772813.2887 2469 2470 6 7
1708772813.2965 2478 2479 9 9
1708772813.3059 2489 2488 11 9
