% Edge logfile: log_20240224_142048.952/log_edge_ctrl.txt
% 1 	Time (sec)
% 2 	heading mode (edge control == 2)
% 3 	Edge 1=left, 0=right
% 4 	Edge offset (signed in m; should be less than about 0.01)
% 5 	Measured edge value (m; positive is left)
% 6 	control value (rad/sec; positive is CCV)
% 7 	limited
1708780849.7026 2 0 0.0200 -0.0156 -2.1097 0
1708780849.7111 2 0 0.0200 -0.0170 -2.1408 0
1708780849.7180 2 0 0.0200 -0.0191 -2.2070 0
1708780849.7263 2 0 0.0200 -0.0167 -2.0141 0
1708780849.7346 2 0 0.0200 -0.0162 -1.9370 0
1708780849.7421 2 0 0.0200 -0.0177 -1.9862 0
1708780849.7502 2 0 0.0200 -0.0137 -1.7044 0
1708780849.7584 2 0 0.0200 -0.0123 -1.5823 0
1708780849.7676 2 0 0.0200 -0.0116 -1.5106 0
1708780849.7738 2 0 0.0200 -0.0129 -1.5624 0
1708780849.7821 2 0 0.0200 0.0000 0.0000 0
1708780849.7904 2 0 0.0200 0.0000 0.0000 0
1708780849.7987 2 0 0.0200 -0.0099 -1.3521 0
1708780849.8059 2 0 0.0200 0.0000 0.0000 0
1708780849.8138 2 0 0.0200 0.0000 0.0000 0
1708780849.8221 2 0 0.0200 0.0000 0.0000 0
1708780849.8304 2 0 0.0200 0.0000 0.0000 0
1708780849.8389 2 0 0.0200 0.0000 0.0000 0
1708780849.8550 2 0 0.0200 0.0000 0.0000 0
1708780849.8568 2 0 0.0200 0.0000 0.0000 0
1708780849.8625 2 0 0.0200 0.0000 0.0000 0
1708780849.8700 2 0 0.0200 0.0000 0.0000 0
1708780849.8781 2 0 0.0200 0.0000 0.0000 0
1708780849.8861 2 0 0.0200 0.0000 0.0000 0
1708780849.8941 2 0 0.0200 0.0000 0.0000 0
1708780849.9023 2 0 0.0200 0.0000 0.0000 0
1708780849.9102 2 0 0.0200 0.0000 0.0000 0
1708780849.9185 2 0 0.0200 0.0000 0.0000 0
1708780849.9267 2 0 0.0200 0.0000 0.0000 0
1708780849.9345 2 0 0.0200 0.0000 0.0000 0
1708780849.9424 2 0 0.0200 0.0053 -0.4292 0
1708780849.9499 2 0 0.0200 0.0078 -0.2865 0
1708780849.9588 2 0 0.0200 0.0080 -0.2752 0
1708780849.9660 2 0 0.0200 0.0085 -0.2545 0
1708780849.9743 2 0 0.0200 0.0078 -0.3005 0
1708780849.9838 2 0 0.0200 0.0131 0.0096 0
1708780849.9904 2 0 0.0200 0.0155 0.1395 0
1708780849.9980 2 0 0.0200 0.0165 0.1889 0
1708780850.0067 2 0 0.0200 0.0225 0.5254 0
1708780850.0156 2 0 0.0200 0.0225 0.5026 0
1708780850.0220 2 0 0.0200 0.0223 0.4663 0
1708780850.0303 2 0 0.0200 0.0278 0.7748 0
1708780850.0384 2 0 0.0200 0.0259 0.6318 0
1708780850.0458 2 0 0.0200 0.0247 0.5408 0
1708780850.0540 2 0 0.0200 0.0306 0.8687 0
1708780850.0622 2 0 0.0200 0.0315 0.8922 0
1708780850.0704 2 0 0.0200 0.0312 0.8465 0
1708780850.0783 2 0 0.0200 0.0378 1.2072 0
1708780850.0866 2 0 0.0200 0.0367 1.1117 0
1708780850.0946 2 0 0.0200 0.0350 0.9751 0
1708780850.1025 2 0 0.0200 0.0414 1.3284 0
1708780850.1106 2 0 0.0200 0.0396 1.1900 0
1708780850.1188 2 0 0.0200 0.0375 1.0299 0
1708780850.1266 2 0 0.0200 0.0456 1.4881 0
1708780850.1338 2 0 0.0200 0.0438 1.3422 0
1708780850.1428 2 0 0.0200 0.0427 1.2454 0
1708780850.1506 2 0 0.0200 0.0486 1.5672 0
1708780850.1578 2 0 0.0200 0.0569 2.0188 0
1708780850.1661 2 0 0.0200 0.0512 1.6374 0
1708780850.1738 2 0 0.0200 0.0485 1.4412 0
1708780850.1818 2 0 0.0200 0.0000 0.0000 0
1708780850.1898 2 0 0.0200 0.0564 1.8771 0
1708780850.1986 2 0 0.0200 0.0521 1.5818 0
1708780850.2064 2 0 0.0200 0.0000 0.0000 0
1708780850.2144 2 0 0.0200 0.0000 0.0000 0
1708780850.2224 2 0 0.0200 0.0557 1.7650 0
1708780850.2306 2 0 0.0200 0.0000 0.0000 0
1708780850.2394 2 0 0.0200 0.0000 0.0000 0
1708780850.2463 2 0 0.0200 0.0563 1.7663 0
1708780850.2547 2 0 0.0200 0.0000 0.0000 0
1708780850.2622 2 0 0.0200 0.0000 0.0000 0
1708780850.2702 2 0 0.0200 0.0579 1.8239 0
1708780850.2787 2 0 0.0200 0.0000 0.0000 0
1708780850.2864 2 0 0.0200 0.0000 0.0000 0
1708780850.2948 2 0 0.0200 0.0586 1.8326 0
1708780850.3027 2 0 0.0200 0.0000 0.0000 0
1708780850.3103 2 0 0.0200 0.0000 0.0000 0
1708780850.3185 2 0 0.0200 0.0586 1.7954 0
1708780850.3282 2 0 0.0200 0.0000 0.0000 0
1708780850.3339 2 0 0.0200 0.0000 0.0000 0
1708780850.3427 2 0 0.0200 0.0577 1.7136 0
1708780850.3507 2 0 0.0200 0.0000 0.0000 0
1708780850.3586 2 0 0.0200 0.0000 0.0000 0
1708780850.3663 2 0 0.0200 0.0000 0.0000 0
1708780850.3745 2 0 0.0200 0.0575 1.6729 0
1708780850.3821 2 0 0.0200 0.0000 0.0000 0
1708780850.3900 2 0 0.0200 0.0000 0.0000 0
1708780850.3983 2 0 0.0200 0.0568 1.6023 0
1708780850.4059 2 0 0.0200 0.0000 0.0000 0
1708780850.4141 2 0 0.0200 0.0000 0.0000 0
1708780850.4224 2 0 0.0200 0.0561 1.5334 0
1708780850.4307 2 0 0.0200 0.0000 0.0000 0
1708780850.4385 2 0 0.0200 0.0000 0.0000 0
1708780850.4458 2 0 0.0200 0.0560 1.5043 0
1708780850.4542 2 0 0.0200 0.0000 0.0000 0
1708780850.4623 2 0 0.0200 0.0000 0.0000 0
1708780850.4706 2 0 0.0200 0.0554 1.4497 0
1708780850.4778 2 0 0.0200 0.0000 0.0000 0
1708780850.4858 2 0 0.0200 0.0000 0.0000 0
1708780850.4940 2 0 0.0200 0.0543 1.3676 0
1708780850.5024 2 0 0.0200 0.0000 0.0000 0
1708780850.5102 2 0 0.0200 0.0588 1.6139 0
1708780850.5185 2 0 0.0200 0.0524 1.2130 0
1708780850.5258 2 0 0.0200 0.0000 0.0000 0
1708780850.5347 2 0 0.0200 0.0557 1.3960 0
1708780850.5426 2 0 0.0200 0.0496 1.0212 0
1708780850.5498 2 0 0.0200 0.0537 1.2597 0
1708780850.5586 2 0 0.0200 0.0000 0.0000 0
1708780850.5664 2 0 0.0200 0.0515 1.1118 0
1708780850.5906 2 0 0.0200 0.0528 1.1835 0
1708780850.5951 2 0 0.0200 0.0480 0.8881 0
1708780850.6019 2 0 0.0200 0.0539 1.2350 0
1708780850.6112 2 0 0.0200 0.0457 0.7415 0
1708780850.6177 2 0 0.0200 0.0413 0.4862 0
1708780850.6255 2 0 0.0200 0.0435 0.6204 0
1708780850.6356 2 0 0.0200 0.0472 0.8445 0
1708780850.6445 2 0 0.0200 0.0418 0.5266 0
