% Edge logfile: log_20240219_140433.480/log_edge_ctrl.txt
% 1 	Time (sec)
% 2 	heading mode (edge control == 2)
% 3 	Edge 1=left, 0=right
% 4 	Edge offset (signed in m; should be less than about 0.01)
% 5 	Measured edge value (m; positive is left)
% 6 	control value (rad/sec; positive is CCV)
% 7 	limited
1708347874.6599 2 0 0.0000 0.0000 0.0000 0
1708347874.6675 2 0 0.0000 0.0000 0.0000 0
1708347874.6754 2 0 0.0000 0.0000 0.0000 0
1708347874.6835 2 0 0.0000 0.0000 0.0000 0
1708347874.7030 2 0 0.0000 0.0000 0.0000 0
1708347874.7081 2 0 0.0000 0.0000 0.0000 0
1708347874.7153 2 0 0.0000 0.0000 0.0000 0
1708347874.7236 2 0 0.0000 0.0000 0.0000 0
1708347874.7318 2 0 0.0000 0.0000 0.0000 0
1708347874.7388 2 0 0.0000 0.0000 0.0000 0
1708347874.7490 2 0 0.0000 0.0000 0.0000 0
1708347874.7560 2 0 0.0000 0.0000 0.0000 0
1708347874.7631 2 0 0.0000 0.0000 0.0000 0
1708347874.7752 2 0 0.0000 0.0000 0.0000 0
1708347874.7837 2 0 0.0000 0.0000 0.0000 0
1708347874.7922 2 0 0.0000 0.0000 0.0000 0
1708347874.7954 2 0 0.0000 0.0000 0.0000 0
1708347874.8117 2 0 0.0000 0.0000 0.0000 0
1708347874.8129 2 0 0.0000 0.0000 0.0000 0
1708347874.8200 2 0 0.0000 0.0000 0.0000 0
1708347874.8299 2 0 0.0000 0.0000 0.0000 0
1708347874.8357 2 0 0.0000 0.0000 0.0000 0
1708347874.8426 2 0 0.0000 0.0000 0.0000 0
1708347874.8542 2 0 0.0000 0.0000 0.0000 0
1708347874.8587 2 0 0.0000 0.0000 0.0000 0
1708347874.8668 2 0 0.0000 0.0000 0.0000 0
1708347874.8767 2 0 0.0000 0.0000 0.0000 0
1708347874.8835 2 0 0.0000 0.0000 0.0000 0
1708347874.8925 2 0 0.0000 0.0000 0.0000 0
1708347874.9053 2 0 0.0000 0.0000 0.0000 0
1708347874.9067 2 0 0.0000 0.0000 0.0000 0
1708347874.9176 2 0 0.0000 0.0000 0.0000 0
1708347874.9253 2 0 0.0000 0.0000 0.0000 0
1708347874.9320 2 0 0.0000 0.0000 0.0000 0
1708347874.9388 2 0 0.0000 0.0000 0.0000 0
1708347874.9475 2 0 0.0000 0.0000 0.0000 0
1708347874.9551 2 0 0.0000 0.0000 0.0000 0
1708347874.9626 2 0 0.0000 0.0000 0.0000 0
1708347874.9720 2 0 0.0000 0.0000 0.0000 0
1708347874.9791 2 0 0.0000 0.0000 0.0000 0
1708347874.9867 2 0 0.0000 0.0000 0.0000 0
1708347874.9964 2 0 0.0000 0.0000 0.0000 0
1708347875.0035 2 0 0.0000 0.0000 0.0000 0
1708347875.0115 2 0 0.0000 0.0000 0.0000 0
1708347875.0197 2 0 0.0000 0.0000 0.0000 0
1708347875.0274 2 0 0.0000 0.0000 0.0000 0
1708347875.0349 2 0 0.0000 0.0000 0.0000 0
1708347875.0449 2 0 0.0000 0.0000 0.0000 0
1708347875.0511 2 0 0.0000 0.0000 0.0000 0
1708347875.0591 2 0 0.0000 0.0000 0.0000 0
1708347875.0683 2 0 0.0000 0.0000 0.0000 0
1708347875.0749 2 0 0.0000 0.0000 0.0000 0
1708347875.0831 2 0 0.0000 0.0000 0.0000 0
1708347875.0922 2 0 0.0000 0.0000 0.0000 0
1708347875.0988 2 0 0.0000 0.0000 0.0000 0
1708347875.1067 2 0 0.0000 0.0000 0.0000 0
1708347875.1157 2 0 0.0000 0.0000 0.0000 0
1708347875.1235 2 0 0.0000 0.0000 0.0000 0
1708347875.1313 2 0 0.0000 0.0000 0.0000 0
1708347875.1393 2 0 0.0000 0.0000 0.0000 0
1708347875.1470 2 0 0.0000 0.0000 0.0000 0
1708347875.1548 2 0 0.0000 0.0000 0.0000 0
1708347875.1635 2 0 0.0000 0.0000 0.0000 0
1708347875.1714 2 0 0.0000 0.0000 0.0000 0
1708347875.1795 2 0 0.0000 0.0000 0.0000 0
1708347875.1891 2 0 0.0000 0.0000 0.0000 0
1708347875.1956 2 0 0.0000 0.0000 0.0000 0
1708347875.2033 2 0 0.0000 0.0000 0.0000 0
1708347875.2113 2 0 0.0000 0.0000 0.0000 0
1708347875.2190 2 0 0.0000 0.0000 0.0000 0
1708347875.2270 2 0 0.0000 0.0000 0.0000 0
1708347875.2358 2 0 0.0000 0.0000 0.0000 0
1708347875.2426 2 0 0.0000 0.0000 0.0000 0
1708347875.2511 2 0 0.0000 0.0000 0.0000 0
1708347875.2593 2 0 0.0000 0.0000 0.0000 0
1708347875.2667 2 0 0.0000 0.0000 0.0000 0
1708347875.2748 2 0 0.0000 0.0000 0.0000 0
1708347875.2864 2 0 0.0000 0.0000 0.0000 0
1708347875.2914 2 0 0.0000 0.0000 0.0000 0
1708347875.2989 2 0 0.0000 0.0000 0.0000 0
1708347875.3079 2 0 0.0000 0.0000 0.0000 0
1708347875.3145 2 0 0.0000 0.0000 0.0000 0
1708347875.3236 2 0 0.0000 0.0000 0.0000 0
1708347875.3317 2 0 0.0000 0.0000 0.0000 0
1708347875.3395 2 0 0.0000 0.0000 0.0000 0
1708347875.3467 2 0 0.0000 0.0000 0.0000 0
1708347875.3552 2 0 0.0000 0.0000 0.0000 0
1708347875.3630 2 0 0.0000 0.0000 0.0000 0
1708347875.3710 2 0 0.0000 0.0000 0.0000 0
1708347875.3804 2 0 0.0000 0.0000 0.0000 0
1708347875.3871 2 0 0.0000 0.0000 0.0000 0
1708347875.3952 2 0 0.0000 0.0000 0.0000 0
1708347875.4038 2 0 0.0000 0.0000 0.0000 0
1708347875.4115 2 0 0.0000 0.0000 0.0000 0
1708347875.4187 2 0 0.0000 0.0000 0.0000 0
1708347875.4278 2 0 0.0000 0.0000 0.0000 0
1708347875.4349 2 0 0.0000 0.0000 0.0000 0
1708347875.4429 2 0 0.0000 0.0000 0.0000 0
1708347875.4517 2 0 0.0000 0.0000 0.0000 0
1708347875.4593 2 0 0.0000 0.0000 0.0000 0
1708347875.4674 2 0 0.0000 0.0000 0.0000 0
1708347875.4754 2 0 0.0000 0.0000 0.0000 0
1708347875.4832 2 0 0.0000 0.0000 0.0000 0
1708347875.4912 2 0 0.0000 -0.0600 -2.9610 0
1708347875.5000 2 0 0.0000 -0.0600 -2.8851 0
1708347875.5066 2 0 0.0000 -0.0600 -2.8132 0
1708347875.5147 2 0 0.0000 -0.0600 -2.7450 0
1708347875.5238 2 0 0.0000 -0.0600 -2.6803 0
1708347875.5315 2 0 0.0000 -0.0600 -2.6190 0
1708347875.5391 2 0 0.0000 -0.0600 -2.5609 0
1708347875.5483 2 0 0.0000 -0.0600 -2.5057 0
1708347875.5545 2 0 0.0000 -0.0600 -2.4535 0
1708347875.5626 2 0 0.0000 -0.0600 -2.4040 0
1708347875.5716 2 0 0.0000 -0.0600 -2.3570 0
1708347875.5793 2 0 0.0000 -0.0600 -2.3125 0
1708347875.5867 2 0 0.0000 -0.0600 -2.2703 0
1708347875.5956 2 0 0.0000 -0.0600 -2.2303 0
1708347875.6028 2 0 0.0000 -0.0600 -2.1923 0
1708347875.6108 2 0 0.0000 -0.0600 -2.1564 0
1708347875.6199 2 0 0.0000 -0.0600 -2.1223 0
1708347875.6265 2 0 0.0000 -0.0600 -2.0899 0
1708347875.6355 2 0 0.0000 -0.0600 -2.0593 0
1708347875.6436 2 0 0.0000 -0.0600 -2.0302 0
1708347875.6531 2 0 0.0000 -0.0600 -2.0027 0
1708347875.6592 2 0 0.0000 -0.0600 -1.9766 0
1708347875.6682 2 0 0.0000 -0.0600 -1.9518 0
1708347875.6748 2 0 0.0000 -0.0600 -1.9284 0
1708347875.6826 2 0 0.0000 -0.0600 -1.9061 0
1708347875.6915 2 0 0.0000 -0.0600 -1.8850 0
1708347875.6988 2 0 0.0000 -0.0600 -1.8650 0
1708347875.7068 2 0 0.0000 -0.0600 -1.8460 0
1708347875.7158 2 0 0.0000 -0.0600 -1.8281 0
1708347875.7225 2 0 0.0000 -0.0536 -1.4954 0
1708347875.7311 2 0 0.0000 -0.0477 -1.1976 0
1708347875.7405 2 0 0.0000 -0.0401 -0.8216 0
1708347875.7477 2 0 0.0000 -0.0340 -0.5286 0
1708347875.7547 2 0 0.0000 -0.0284 -0.2717 0
1708347875.7637 2 0 0.0000 -0.0226 -0.0080 0
1708347875.7714 2 0 0.0000 -0.0145 0.3652 0
1708347875.7795 2 0 0.0000 -0.0035 0.8675 0
1708347875.7878 2 0 0.0000 0.0027 1.1260 0
1708347875.7955 2 0 0.0000 0.0117 1.5135 0
1708347875.8031 2 0 0.0000 0.0183 1.7783 0
1708347875.8123 2 0 0.0000 0.0247 2.0254 0
1708347875.8188 2 0 0.0000 0.0388 2.6482 0
1708347875.8269 2 0 0.0000 0.0522 3.2193 0
1708347875.8360 2 0 0.0000 0.0000 0.0000 0
1708347875.8427 2 0 0.0000 0.0000 0.0000 0
1708347875.8514 2 0 0.0000 0.0000 0.0000 0
