% Edge sensor logfile log_20240315_003844.514/log_edge.txt
% 	Calib white 466 563 571 595 596 609 566 464
% 	Calib black 18 18 18 21 21 21 20 21
% 	White threshold (of 1000) 500 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1710459525.5800 0 0.000 0.000 0.0000
1710459525.5875 0 0.000 0.000 0.0000
1710459525.5950 0 0.000 0.000 0.0000
1710459525.6031 0 0.000 0.000 0.0000
1710459525.6107 0 0.000 0.000 0.0000
1710459525.6188 0 0.000 0.000 0.0000
1710459525.6268 0 0.000 0.000 0.0000
1710459525.6360 0 0.000 0.000 0.0000
1710459525.6429 0 0.000 0.000 0.0000
1710459525.6511 0 0.000 0.000 0.0000
1710459525.6591 0 0.000 0.000 0.0000
1710459525.6677 0 0.000 0.000 0.0000
1710459525.6751 0 0.000 0.000 0.0000
1710459525.6826 0 0.000 0.000 0.0000
1710459525.6911 0 0.000 0.000 0.0000
1710459525.6992 0 0.000 0.000 0.0000
1710459525.7068 0 0.000 0.000 0.0000
1710459525.7148 0 0.000 0.000 0.0000
1710459525.7230 0 0.000 0.000 0.0000
1710459525.7310 0 0.000 0.000 0.0000
1710459525.7390 0 0.000 0.000 0.0000
1710459525.7471 0 0.000 0.000 0.0000
1710459525.7547 0 0.000 0.000 0.0000
1710459525.7627 0 0.000 0.000 0.0000
1710459525.7706 0 0.000 0.000 0.0000
1710459525.7792 0 0.000 0.000 0.0000
1710459525.7870 0 0.000 0.000 0.0000
1710459525.7950 0 0.000 0.000 0.0000
1710459525.8027 0 0.000 0.000 0.0000
1710459525.8107 0 0.000 0.000 0.0000
1710459525.8196 0 0.000 0.000 0.0000
1710459525.8271 0 0.000 0.000 0.0000
1710459525.8359 0 0.000 0.000 0.0000
1710459525.8440 0 0.000 0.000 0.0000
1710459525.8516 0 0.000 0.000 0.0000
1710459525.8596 0 0.000 0.000 0.0000
1710459525.8675 0 0.000 0.000 0.0000
1710459525.8762 0 0.000 0.000 0.0000
1710459525.8839 0 0.000 0.000 0.0000
1710459525.8920 0 0.000 0.000 0.0000
1710459525.8996 0 0.000 0.000 0.0000
1710459525.9074 0 0.000 0.000 0.0000
1710459525.9155 0 0.000 0.000 0.0000
1710459525.9241 0 0.000 0.000 0.0000
1710459525.9318 0 0.000 0.000 0.0000
1710459525.9396 0 0.000 0.000 0.0000
1710459525.9479 0 0.000 0.000 0.0000
1710459525.9560 0 0.000 0.000 0.0000
1710459525.9633 0 0.000 0.000 0.0000
1710459525.9711 0 0.000 0.000 0.0000
1710459525.9793 0 0.000 0.000 0.0000
1710459525.9873 0 0.000 0.000 0.0000
1710459525.9961 0 0.000 0.000 0.0000
1710459526.0040 0 0.000 0.000 0.0000
1710459526.0111 0 0.000 0.000 0.0000
1710459526.0200 0 0.000 0.000 0.0000
1710459526.0282 0 0.000 0.000 0.0000
1710459526.0361 0 0.000 0.000 0.0000
1710459526.0436 0 0.000 0.000 0.0000
1710459526.0517 0 0.000 0.000 0.0000
1710459526.0600 0 0.000 0.000 0.0000
1710459526.0674 0 0.000 0.000 0.0000
1710459526.0757 0 0.000 0.000 0.0000
1710459526.0837 0 0.000 0.000 0.0000
1710459526.0913 0 0.000 0.000 0.0000
1710459526.0995 0 0.000 0.000 0.0000
1710459526.1077 0 0.000 0.000 0.0000
1710459526.1154 0 0.000 0.000 0.0000
1710459526.1235 0 0.000 0.000 0.0000
1710459526.1324 0 0.000 0.000 0.0000
1710459526.1391 0 0.000 0.000 0.0000
1710459526.1473 0 0.000 0.000 0.0000
1710459526.1555 0 0.000 0.000 0.0000
1710459526.1633 0 0.000 0.000 0.0000
1710459526.1714 0 0.000 0.000 0.0000
1710459526.1795 0 0.000 0.000 0.0000
1710459526.1879 0 0.000 0.000 0.0000
1710459526.1960 0 0.000 0.000 0.0000
1710459526.2032 0 0.000 0.000 0.0000
1710459526.2119 0 0.000 0.000 0.0000
1710459526.2200 0 0.000 0.000 0.0000
1710459526.2281 0 0.000 0.000 0.0000
1710459526.2354 0 0.000 0.000 0.0000
1710459526.2436 0 0.000 0.000 0.0000
1710459526.2517 0 0.000 0.000 0.0000
1710459526.2594 0 0.000 0.000 0.0000
1710459526.2674 0 0.000 0.000 0.0000
1710459526.2756 0 0.000 0.000 0.0000
1710459526.2841 0 0.000 0.000 0.0000
1710459526.2911 0 0.000 0.000 0.0000
1710459526.2993 0 0.000 0.000 0.0000
1710459526.3081 0 0.000 0.000 0.0000
1710459526.3160 0 0.000 0.000 0.0000
1710459526.3232 0 0.000 0.000 0.0000
1710459526.3316 0 0.000 0.000 0.0000
1710459526.3397 0 0.000 0.000 0.0000
1710459526.3478 0 0.000 0.000 0.0000
1710459526.3553 0 0.000 0.000 0.0000
1710459526.3631 0 0.000 0.000 0.0000
1710459526.3713 0 0.000 0.000 0.0000
1710459526.3800 0 0.000 0.000 0.0000
1710459526.3877 0 0.000 0.000 0.0000
1710459526.3959 0 0.000 0.000 0.0000
1710459526.4033 0 0.000 0.000 0.0000
1710459526.4114 0 0.000 0.000 0.0000
1710459526.4194 0 0.000 0.000 0.0000
1710459526.4271 0 0.000 0.000 0.0000
1710459526.4359 0 0.000 0.000 0.0000
1710459526.4441 0 0.000 0.000 0.0000
1710459526.4515 0 0.000 0.000 0.0000
1710459526.4596 0 0.000 0.000 0.0000
1710459526.4677 0 0.000 0.000 0.0000
1710459526.4752 0 0.000 0.000 0.0000
1710459526.4840 0 0.000 0.000 0.0000
1710459526.4920 0 0.000 0.000 0.0000
1710459526.4996 0 0.000 0.000 0.0000
1710459526.5076 0 0.000 0.000 0.0000
1710459526.5158 0 0.000 0.000 0.0000
1710459526.5234 0 0.000 0.000 0.0000
1710459526.5312 0 0.000 0.000 0.0000
1710459526.5391 0 0.000 0.000 0.0000
1710459526.5479 0 0.000 0.000 0.0000
1710459526.5559 0 0.000 0.000 0.0000
1710459526.5641 0 0.000 0.000 0.0000
1710459526.5716 0 0.000 0.000 0.0000
1710459526.5797 0 0.000 0.000 0.0000
1710459526.5875 0 0.000 0.000 0.0000
1710459526.5953 0 0.000 0.000 0.0000
1710459526.6035 0 0.000 0.000 0.0000
1710459526.6117 0 0.000 0.000 0.0000
1710459526.6193 0 0.000 0.000 0.0000
1710459526.6272 0 0.000 0.000 0.0000
1710459526.6361 0 0.000 0.000 0.0000
1710459526.6437 0 0.000 0.000 0.0000
1710459526.6518 0 0.000 0.000 0.0000
1710459526.6599 0 0.000 0.000 0.0000
1710459526.6676 0 0.000 0.000 0.0000
1710459526.6754 0 0.000 0.000 0.0000
1710459526.6832 0 0.000 0.000 0.0000
1710459526.6919 0 0.000 0.000 0.0000
1710459526.6999 0 0.000 0.000 0.0000
1710459526.7080 0 0.000 0.000 0.0000
1710459526.7156 0 0.000 0.000 0.0000
1710459526.7235 0 0.000 0.000 0.0000
1710459526.7312 0 0.000 0.000 0.0000
1710459526.7399 0 0.000 0.000 0.0000
1710459526.7480 0 0.000 0.000 0.0000
1710459526.7560 0 0.000 0.000 0.0000
1710459526.7634 0 0.000 0.000 0.0000
1710459526.7716 0 0.000 0.000 0.0000
1710459526.7797 0 0.000 0.000 0.0000
1710459526.7881 0 0.000 0.000 0.0000
1710459526.7951 0 0.000 0.000 0.0000
