% Edge sensor logfile normalized 'log_20240315_003844.514/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1710459525.5800 0 0 0 0 0 0 0 0  0.0000
1710459525.5875 4 12 19 26 24 23 23 27  0.0000
1710459525.5950 35 34 32 33 34 28 21 18  0.0000
1710459525.6031 42 40 36 38 40 40 34 33  0.0000
1710459525.6107 33 33 39 38 48 45 38 33  0.0000
1710459525.6188 40 33 45 43 46 40 38 29  0.0000
1710459525.6268 31 40 34 36 45 47 34 38  0.0000
1710459525.6360 33 34 37 40 40 34 34 36  0.0000
1710459525.6429 40 42 41 43 41 44 40 31  0.0000
1710459525.6511 26 33 30 34 40 42 34 24  0.0000
1710459525.6591 24 25 27 15 24 20 20 18  0.0000
1710459525.6677 42 31 36 33 48 35 21 18  0.0000
1710459525.6751 44 40 36 38 43 40 32 36  0.0000
1710459525.6826 33 38 37 40 50 45 42 36  0.0000
1710459525.6911 49 42 52 48 53 54 45 36  0.0000
1710459525.6992 29 44 37 29 41 47 40 47  0.0000
1710459525.7068 26 29 32 36 38 40 36 40  0.0000
1710459525.7148 44 36 37 40 45 45 43 36  0.0000
1710459525.7230 40 31 30 40 40 35 32 36  0.0000
1710459525.7310 26 27 25 43 36 40 29 36  0.0000
1710459525.7390 31 33 37 40 38 34 34 29  0.0000
1710459525.7471 33 40 36 31 34 45 38 24  0.0000
1710459525.7547 35 36 37 36 41 47 51 40  0.0000
1710459525.7627 37 38 37 55 43 32 34 20  0.0000
1710459525.7706 31 23 36 19 29 32 21 24  0.0000
1710459525.7792 33 27 36 33 43 49 40 42  0.0000
1710459525.7870 40 25 45 38 45 37 38 40  0.0000
1710459525.7950 8 27 30 29 29 39 36 38  0.0000
1710459525.8027 24 23 30 24 29 45 32 27  0.0000
1710459525.8107 33 27 36 31 33 45 34 18  0.0000
1710459525.8196 31 36 37 36 41 42 31 22  0.0000
1710459525.8271 40 38 45 40 33 37 38 49  0.0000
1710459525.8359 35 40 41 41 50 57 53 51  0.0000
1710459525.8440 31 40 23 38 33 30 31 29  0.0000
1710459525.8516 35 38 30 27 36 35 32 22  0.0000
1710459525.8596 31 42 28 38 33 42 43 38  0.0000
1710459525.8675 29 23 34 15 20 28 27 24  0.0000
1710459525.8762 24 29 28 27 27 25 34 36  0.0000
1710459525.8839 22 31 30 33 26 34 27 27  0.0000
1710459525.8920 35 42 34 33 34 28 31 42  0.0000
1710459525.8996 53 47 54 45 36 39 34 36  0.0000
1710459525.9074 40 36 45 36 40 37 42 38  0.0000
1710459525.9155 17 29 23 22 19 27 27 33  0.0000
1710459525.9241 37 36 41 29 24 30 27 22  0.0000
1710459525.9318 31 33 37 33 34 27 27 45  0.0000
1710459525.9396 35 31 25 22 27 28 23 22  0.0000
1710459525.9479 35 34 34 29 33 28 25 27  0.0000
1710459525.9560 22 27 32 19 24 27 25 31  0.0000
1710459525.9633 40 34 32 31 34 28 27 38  0.0000
1710459525.9711 42 45 43 48 45 51 32 36  0.0000
1710459525.9793 44 25 39 43 34 20 40 40  0.0000
1710459525.9873 33 27 41 48 33 28 27 29  0.0000
1710459525.9961 42 33 41 36 24 34 29 22  0.0000
1710459526.0040 35 38 34 34 34 32 31 40  0.0000
1710459526.0111 49 38 43 40 40 51 38 42  0.0000
1710459526.0200 37 38 45 33 29 37 31 49  0.0000
1710459526.0282 33 34 34 34 33 35 31 33  0.0000
1710459526.0361 49 40 43 33 36 35 25 27  0.0000
1710459526.0436 60 49 56 50 45 45 40 51  0.0000
1710459526.0517 22 29 37 36 34 39 40 38  0.0000
1710459526.0600 33 42 34 27 33 30 40 24  0.0000
1710459526.0674 31 25 39 27 34 39 29 31  0.0000
1710459526.0757 24 22 21 29 33 37 29 29  0.0000
1710459526.0837 35 47 32 33 38 44 42 29  0.0000
1710459526.0913 42 40 34 34 36 37 32 29  0.0000
1710459526.0995 17 20 28 24 36 42 32 36  0.0000
1710459526.1077 53 45 41 36 36 30 40 15  0.0000
1710459526.1154 49 45 48 38 43 37 38 56  0.0000
1710459526.1235 31 40 41 45 45 49 36 47  0.0000
1710459526.1324 42 33 41 41 36 44 29 36  0.0000
1710459526.1391 15 20 30 26 29 37 21 29  0.0000
1710459526.1473 22 29 23 29 26 25 21 18  0.0000
1710459526.1555 35 25 32 40 40 52 40 45  0.0000
1710459526.1633 29 29 36 34 33 37 31 24  0.0000
1710459526.1714 29 34 34 27 38 32 32 29  0.0000
1710459526.1795 51 47 37 48 46 44 38 29  0.0000
1710459526.1879 33 31 36 31 36 42 29 33  0.0000
1710459526.1960 40 31 28 31 33 34 34 38  0.0000
1710459526.2032 46 40 36 43 38 44 31 27  0.0000
1710459526.2119 33 27 28 19 27 30 29 27  0.0000
1710459526.2200 42 33 36 22 31 23 14 18  0.0000
1710459526.2281 37 49 39 36 41 34 31 42  0.0000
1710459526.2354 35 34 39 26 33 32 36 36  0.0000
1710459526.2436 33 36 37 27 29 34 32 38  0.0000
1710459526.2517 37 22 28 34 29 40 31 2  0.0000
1710459526.2594 33 33 37 29 31 34 34 51  0.0000
1710459526.2674 40 49 43 41 36 45 49 27  0.0000
1710459526.2756 40 38 39 38 34 39 42 29  0.0000
1710459526.2841 20 11 16 5 19 28 25 31  0.0000
1710459526.2911 31 33 30 38 22 30 32 42  0.0000
1710459526.2993 44 40 45 27 33 42 34 38  0.0000
1710459526.3081 22 34 41 40 40 39 42 54  0.0000
1710459526.3160 46 49 47 34 41 39 38 27  0.0000
1710459526.3232 37 34 39 43 40 44 34 36  0.0000
1710459526.3316 37 34 36 40 38 40 32 42  0.0000
1710459526.3397 44 40 37 33 38 39 42 36  0.0000
1710459526.3478 29 29 34 41 38 39 31 33  0.0000
1710459526.3553 26 31 34 26 24 22 23 22  0.0000
1710459526.3631 46 27 39 40 31 42 27 31  0.0000
1710459526.3713 37 45 47 29 36 32 29 33  0.0000
1710459526.3800 44 40 39 41 43 40 42 42  0.0000
1710459526.3877 46 51 48 59 40 40 49 40  0.0000
1710459526.3959 37 44 41 33 34 35 36 38  0.0000
1710459526.4033 35 33 41 45 36 37 34 33  0.0000
1710459526.4114 46 42 47 50 40 39 49 45  0.0000
1710459526.4194 26 33 39 43 33 40 27 33  0.0000
1710459526.4271 24 34 32 22 38 39 21 24  0.0000
1710459526.4359 20 34 36 45 31 44 31 15  0.0000
1710459526.4441 26 36 47 29 40 42 32 31  0.0000
1710459526.4515 33 40 48 47 50 52 53 49  0.0000
1710459526.4596 33 49 39 45 48 51 47 47  0.0000
1710459526.4677 33 31 30 36 40 44 31 38  0.0000
1710459526.4752 40 34 41 29 34 45 36 47  0.0000
1710459526.4840 49 38 43 40 43 51 49 51  0.0000
1710459526.4920 31 29 39 31 43 45 45 40  0.0000
1710459526.4996 35 36 43 34 45 47 42 36  0.0000
1710459526.5076 26 33 32 40 33 32 27 36  0.0000
1710459526.5158 29 49 41 40 36 44 40 42  0.0000
1710459526.5234 42 44 50 45 38 47 43 36  0.0000
1710459526.5312 55 49 50 43 50 51 54 54  0.0000
1710459526.5391 24 27 30 36 38 44 36 24  0.0000
1710459526.5479 37 40 36 43 41 37 32 42  0.0000
1710459526.5559 29 38 34 38 36 37 38 45  0.0000
1710459526.5641 22 18 27 38 29 23 27 29  0.0000
1710459526.5716 35 34 34 38 40 34 32 47  0.0000
1710459526.5797 29 29 28 26 38 20 42 33  0.0000
1710459526.5875 31 31 36 29 29 42 38 38  0.0000
1710459526.5953 62 51 57 54 52 52 49 56  0.0000
1710459526.6035 37 29 34 34 41 45 40 40  0.0000
1710459526.6117 29 29 32 31 22 42 34 47  0.0000
1710459526.6193 37 42 37 34 29 30 31 31  0.0000
1710459526.6272 20 23 27 22 34 40 32 31  0.0000
1710459526.6361 31 44 36 36 34 35 34 36  0.0000
1710459526.6437 33 34 39 31 38 32 34 47  0.0000
1710459526.6518 33 23 25 41 31 30 36 33  0.0000
1710459526.6599 37 36 34 34 41 45 32 42  0.0000
1710459526.6676 60 45 54 50 53 54 64 58  0.0000
1710459526.6754 42 29 30 33 34 42 43 47  0.0000
1710459526.6832 31 33 30 31 38 49 40 36  0.0000
1710459526.6919 44 29 41 31 36 39 38 38  0.0000
1710459526.6999 40 38 41 34 40 42 38 40  0.0000
1710459526.7080 42 49 43 38 45 40 40 33  0.0000
1710459526.7156 35 33 36 33 29 42 45 40  0.0000
1710459526.7235 26 38 36 29 31 42 38 45  0.0000
1710459526.7312 40 47 47 36 38 40 36 42  0.0000
1710459526.7399 29 47 43 36 38 42 45 40  0.0000
1710459526.7480 35 33 41 38 36 40 36 60  0.0000
1710459526.7560 31 38 37 34 29 44 42 45  0.0000
1710459526.7634 35 27 28 34 33 28 34 49  0.0000
1710459526.7716 22 23 27 31 27 28 21 36  0.0000
1710459526.7797 51 49 41 34 41 42 43 51  0.0000
1710459526.7881 37 33 39 41 43 32 31 45  0.0000
1710459526.7951 26 27 27 19 33 42 43 36  0.0000
1710459526.8033 53 47 48 47 38 39 51 47  0.0000
1710459526.8117 55 47 41 41 43 54 51 51  0.0000
1710459526.8198 42 36 43 36 41 49 45 49  0.0000
1710459526.8279 40 33 36 34 40 39 51 38  0.0000
1710459526.8352 13 25 23 24 26 27 34 42  0.0000
1710459526.8433 31 25 30 29 27 27 27 36  0.0000
1710459526.8512 44 38 41 34 33 39 45 33  0.0000
1710459526.8599 40 34 34 45 38 40 42 45  0.0000
1710459526.8680 24 38 30 40 38 35 25 27  0.0000
1710459526.8762 44 44 48 38 43 37 36 45  0.0000
1710459526.8834 35 42 36 34 38 42 40 49  0.0000
1710459526.8915 35 44 47 34 36 42 38 45  0.0000
1710459526.8994 37 44 39 34 36 49 51 47  0.0000
1710459526.9081 29 18 21 8 24 25 25 51  0.0000
1710459526.9161 42 40 36 29 31 28 25 31  0.0000
1710459526.9233 40 42 41 41 36 40 38 51  0.0000
1710459526.9318 33 38 37 36 36 40 42 54  0.0000
1710459526.9399 44 31 30 33 33 40 38 42  0.0000
1710459526.9479 35 34 36 38 31 42 45 58  0.0000
1710459526.9555 44 42 30 36 33 39 34 42  0.0000
1710459526.9637 46 44 48 47 43 49 47 36  0.0000
1710459526.9718 29 31 37 34 40 45 40 42  0.0000
1710459526.9794 26 27 36 29 22 32 27 40  0.0000
1710459526.9880 35 31 34 33 41 25 36 36  0.0000
1710459526.9951 46 40 37 34 34 40 38 42  0.0000
1710459527.0039 35 38 34 31 40 49 49 40  0.0000
1710459527.0119 49 49 47 34 43 42 45 54  0.0000
1710459527.0200 33 51 43 36 43 45 42 42  0.0000
1710459527.0277 31 36 34 33 33 45 36 31  0.0000
1710459527.0352 55 47 36 36 46 45 49 49  0.0000
1710459527.0434 33 25 45 47 34 47 38 42  0.0000
1710459527.0521 29 23 23 31 31 27 25 24  0.0000
1710459527.0591 35 38 34 40 33 45 36 40  0.0000
1710459527.0681 46 33 37 22 31 37 40 29  0.0000
1710459527.0757 44 36 48 43 45 44 51 51  0.0000
1710459527.0833 46 49 52 47 55 47 45 31  0.0000
1710459527.0916 33 47 36 33 29 39 43 47  0.0000
1710459527.0993 42 34 45 33 38 45 42 33  0.0000
1710459527.1074 40 40 39 47 40 47 38 51  0.0000
1710459527.1156 24 27 25 17 24 27 29 24  0.0000
1710459527.1232 31 33 32 26 29 28 31 24  0.0000
1710459527.1320 42 38 37 33 31 44 32 22  0.0000
1710459527.1392 44 42 43 43 40 47 34 40  0.0000
1710459527.1479 60 49 47 45 48 45 49 60  0.0000
1710459527.1560 53 49 47 48 40 39 53 60  0.0000
1710459527.1642 46 34 28 33 22 39 36 27  0.0000
1710459527.1716 49 45 36 27 31 34 32 45  0.0000
1710459527.1797 33 33 37 27 31 37 40 40  0.0000
1710459527.1876 42 45 41 26 33 44 47 51  0.0000
1710459527.1953 44 36 37 31 33 32 27 38  0.0000
1710459527.2035 51 40 34 22 27 28 29 40  0.0000
1710459527.2115 53 49 37 31 33 35 40 40  0.0000
1710459527.2193 62 55 41 33 36 45 34 36  0.0000
1710459527.2274 40 42 45 33 29 42 23 42  0.0000
