% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708781412.8589 0 0 0 0
1708781412.8676 0 4294967295 0 -1
1708781412.8754 4294967295 4294967295 -1 0
1708781412.8831 4294967295 4294967295 0 0
1708781412.8912 4294967295 4294967295 0 0
1708781412.8993 0 4294967295 1 0
1708781412.9070 0 4294967295 0 0
1708781412.9157 0 4294967295 0 0
1708781412.9225 0 4294967295 0 0
1708781412.9313 0 4294967295 0 0
1708781412.9387 0 4294967295 0 0
1708781412.9472 0 4294967295 0 0
1708781412.9551 0 4294967295 0 0
1708781412.9630 0 4294967295 0 0
1708781412.9709 0 4294967295 0 0
1708781412.9787 0 4294967295 0 0
1708781412.9879 6 8 6 9
1708781412.9950 13 16 7 8
1708781413.0039 21 24 8 8
1708781413.0110 26 29 5 5
1708781413.0196 34 38 8 9
1708781413.0274 46 49 12 11
1708781413.0355 59 61 13 12
1708781413.0436 72 73 13 12
1708781413.0516 86 87 14 14
1708781413.0630 102 101 16 14
1708781413.0682 120 116 18 15
1708781413.0775 136 131 16 15
1708781413.0845 149 142 13 11
1708781413.0917 164 157 15 15
1708781413.0999 184 174 20 17
1708781413.1075 203 192 19 18
1708781413.1152 221 207 18 15
1708781413.1233 238 220 17 13
1708781413.1318 256 235 18 15
1708781413.1390 275 252 19 17
1708781413.1469 295 270 20 18
1708781413.1562 312 285 17 15
1708781413.1632 331 299 19 14
1708781413.1710 349 315 18 16
1708781413.1793 365 331 16 16
1708781413.1878 384 343 19 12
1708781413.1957 402 359 18 16
1708781413.2030 420 378 18 19
1708781413.2113 438 394 18 16
1708781413.2198 456 411 18 17
1708781413.2280 475 431 19 20
1708781413.2650 573 538 98 107
1708781413.2723 593 558 20 20
1708781413.2802 612 574 19 16
1708781413.2891 628 589 16 15
1708781413.2957 648 606 20 17
1708781413.3036 670 626 22 20
1708781413.3136 687 643 17 17
1708781413.3200 704 660 17 17
1708781413.3281 724 677 20 17
1708781413.3372 741 693 17 16
1708781413.3438 759 709 18 16
1708781413.3516 777 725 18 16
1708781413.3610 793 740 16 15
1708781413.3682 811 755 18 15
1708781413.3761 832 772 21 17
1708781413.3855 851 788 19 16
1708781413.3920 867 802 16 14
1708781413.4001 885 819 18 17
1708781413.4090 904 836 19 17
1708781413.4163 922 850 18 14
1708781413.4241 940 864 18 14
1708781413.4330 956 879 16 15
1708781413.4395 974 895 18 16
1708781413.4486 993 912 19 17
1708781413.4576 1009 926 16 14
1708781413.4640 1028 942 19 16
1708781413.4725 1048 958 20 16
1708781413.4817 1064 972 16 14
1708781413.4883 1080 987 16 15
1708781413.4959 1100 1004 20 17
1708781413.5050 1117 1019 17 15
1708781413.5130 1133 1033 16 14
1708781413.5204 1152 1049 19 16
1708781413.5293 1170 1065 18 16
1708781413.5368 1186 1080 16 15
1708781413.5439 1204 1098 18 18
1708781413.5529 1222 1114 18 16
1708781413.5602 1237 1128 15 14
1708781413.5688 1254 1143 17 15
1708781413.5767 1272 1160 18 17
1708781413.5842 1290 1179 18 19
1708781413.5920 1306 1197 16 18
1708781413.6013 1321 1211 15 14
1708781413.6079 1338 1226 17 15
1708781413.6161 1358 1245 20 19
1708781413.6258 1374 1262 16 17
1708781413.6325 1388 1279 14 17
1708781413.6403 1404 1296 16 17
1708781413.6513 1420 1312 16 16
1708781413.6568 1436 1329 16 17
1708781413.6647 1453 1349 17 20
1708781413.6727 1466 1365 13 16
1708781413.6804 1480 1380 14 15
1708781413.6882 1497 1398 17 18
1708781413.6971 1514 1418 17 20
1708781413.7040 1528 1436 14 18
1708781413.7129 1543 1453 15 17
1708781413.7216 1556 1469 13 16
1708781413.7281 1572 1491 16 22
1708781413.7360 1588 1511 16 20
1708781413.7449 1602 1527 14 16
1708781413.7525 1614 1545 12 18
1708781413.7601 1630 1566 16 21
1708781413.7689 1647 1585 17 19
1708781413.7766 1661 1602 14 17
1708781413.7840 1674 1622 13 20
1708781413.7933 1688 1643 14 21
1708781413.8001 1703 1663 15 20
1708781413.8088 1719 1683 16 20
1708781413.8173 1732 1700 13 17
1708781413.8240 1744 1719 12 19
1708781413.8330 1759 1739 15 20
1708781413.8413 1774 1757 15 18
1708781413.8490 1790 1777 16 20
1708781413.8565 1805 1798 15 21
1708781413.8654 1818 1817 13 19
1708781413.8727 1832 1834 14 17
1708781413.8806 1848 1854 16 20
1708781413.8896 1862 1874 14 20
1708781413.8961 1875 1895 13 21
1708781413.9040 1890 1915 15 20
1708781413.9131 1904 1932 14 17
1708781413.9204 1919 1948 15 16
1708781413.9284 1934 1968 15 20
1708781413.9373 1948 1990 14 22
1708781413.9448 1962 2010 14 20
1708781413.9527 1979 2028 17 18
1708781413.9616 1996 2045 17 17
1708781413.9688 2009 2064 13 19
1708781413.9767 2023 2084 14 20
1708781413.9865 2039 2102 16 18
1708781413.9920 2055 2119 16 17
1708781414.0004 2070 2136 15 17
1708781414.0093 2081 2155 11 19
1708781414.0168 2096 2174 15 19
1708781414.0246 2115 2193 19 19
1708781414.0334 2133 2210 18 17
1708781414.0400 2147 2226 14 16
1708781414.0486 2162 2243 15 17
1708781414.0575 2179 2259 17 16
1708781414.0642 2197 2277 18 18
1708781414.0726 2214 2296 17 19
1708781414.0818 2228 2312 14 16
1708781414.0883 2244 2327 16 15
1708781414.0961 2263 2345 19 18
1708781414.1050 2280 2360 17 15
1708781414.1127 2295 2375 15 15
1708781414.1202 2312 2393 17 18
1708781414.1291 2332 2411 20 18
1708781414.1367 2351 2426 19 15
1708781414.1449 2368 2441 17 15
1708781414.1528 2384 2457 16 16
1708781414.1605 2402 2473 18 16
1708781414.1689 2421 2488 19 15
1708781414.1769 2439 2503 18 15
1708781414.1840 2458 2518 19 15
1708781414.1930 2476 2534 18 16
1708781414.2008 2492 2550 16 16
1708781414.2084 2510 2565 18 15
1708781414.2168 2530 2580 20 15
1708781414.2247 2550 2594 20 14
1708781414.2329 2568 2609 18 15
1708781414.2407 2586 2626 18 17
1708781414.2492 2606 2641 20 15
1708781414.2567 2626 2655 20 14
1708781414.2645 2645 2670 19 15
1708781414.2731 2663 2686 18 16
1708781414.2807 2682 2700 19 14
1708781414.2885 2702 2714 20 14
1708781414.2974 2720 2729 18 15
1708781414.3045 2738 2744 18 15
1708781414.3120 2758 2760 20 16
1708781414.3208 2778 2774 20 14
