% Edge logfile: log_20240224_113552.610/log_edge_ctrl.txt
% 1 	Time (sec)
% 2 	heading mode (edge control == 2)
% 3 	Edge 1=left, 0=right
% 4 	Edge offset (signed in m; should be less than about 0.01)
% 5 	Measured edge value (m; positive is left)
% 6 	control value (rad/sec; positive is CCV)
% 7 	limited
1708770952.8847 2 1 0.0000 0.0139 0.6841 0
1708770952.8928 2 1 0.0000 0.0127 0.6109 0
1708770952.9013 2 1 0.0000 0.0135 0.6340 0
1708770952.9095 2 1 0.0000 0.0119 0.5394 0
1708770952.9167 2 1 0.0000 0.0128 0.5703 0
1708770952.9255 2 1 0.0000 0.0132 0.5771 0
1708770952.9336 2 1 0.0000 0.0123 0.5187 0
1708770952.9415 2 1 0.0000 0.0102 0.4063 0
1708770952.9490 2 1 0.0000 0.0112 0.4498 0
1708770952.9592 2 1 0.0000 0.0135 0.5526 0
1708770952.9652 2 1 0.0000 0.0131 0.5236 0
1708770952.9730 2 1 0.0000 0.0127 0.4937 0
1708770952.9812 2 1 0.0000 0.0139 0.5395 0
1708770952.9892 2 1 0.0000 0.0144 0.5575 0
1708770953.0057 2 1 0.0000 0.0141 0.5322 0
1708770953.0137 2 1 0.0000 0.0128 0.4581 0
1708770953.0228 2 1 0.0000 0.0136 0.4894 0
1708770953.0295 2 1 0.0000 0.0145 0.5248 0
1708770953.0371 2 1 0.0000 0.0144 0.5128 0
1708770953.0450 2 1 0.0000 0.0144 0.5047 0
1708770953.0534 2 1 0.0000 0.0140 0.4795 0
1708770953.0608 2 1 0.0000 0.0149 0.5139 0
1708770953.0687 2 1 0.0000 0.0147 0.4991 0
1708770953.0769 2 1 0.0000 0.0142 0.4665 0
1708770953.0848 2 1 0.0000 0.0136 0.4318 0
1708770953.0937 2 1 0.0000 0.0133 0.4127 0
1708770953.1011 2 1 0.0000 0.0131 0.3974 0
1708770953.1097 2 1 0.0000 0.0132 0.3980 0
1708770953.1175 2 1 0.0000 0.0133 0.4026 0
1708770953.1257 2 1 0.0000 0.0129 0.3783 0
1708770953.1330 2 1 0.0000 0.0130 0.3795 0
1708770953.1416 2 1 0.0000 0.0120 0.3296 0
1708770953.1488 2 1 0.0000 0.0124 0.3434 0
1708770953.1625 2 1 0.0000 0.0111 0.2811 0
1708770953.1649 2 1 0.0000 0.0110 0.2762 0
1708770953.1729 2 1 0.0000 0.0102 0.2359 0
1708770953.1809 2 1 0.0000 0.0093 0.1929 0
1708770953.1890 2 1 0.0000 0.0100 0.2257 0
1708770953.1972 2 1 0.0000 0.0103 0.2464 0
1708770953.2055 2 1 0.0000 0.0089 0.1759 0
1708770953.2132 2 1 0.0000 0.0051 -0.0073 0
1708770953.2214 2 1 0.0000 0.0022 -0.1440 0
1708770953.2297 2 1 0.0000 0.0035 -0.0725 0
1708770953.2384 2 1 0.0000 0.0017 -0.1537 0
1708770953.2453 2 1 0.0000 0.0013 -0.1618 0
1708770953.2531 2 1 0.0000 0.0003 -0.1991 0
1708770953.2615 2 1 0.0000 -0.0018 -0.2911 0
1708770953.2697 2 1 0.0000 -0.0004 -0.2120 0
1708770953.2776 2 1 0.0000 -0.0015 -0.2539 0
1708770953.2850 2 1 0.0000 -0.0012 -0.2314 0
1708770953.2938 2 1 0.0000 -0.0015 -0.2356 0
1708770953.3008 2 1 0.0000 -0.0014 -0.2168 0
1708770953.3089 2 1 0.0000 -0.0018 -0.2272 0
1708770953.3183 2 1 0.0000 -0.0022 -0.2404 0
1708770953.3253 2 1 0.0000 -0.0030 -0.2702 0
1708770953.3332 2 1 0.0000 -0.0035 -0.2851 0
1708770953.3415 2 1 0.0000 -0.0041 -0.3031 0
1708770953.3496 2 1 0.0000 -0.0046 -0.3152 0
1708770953.3569 2 1 0.0000 -0.0043 -0.2896 0
1708770953.3651 2 1 0.0000 -0.0039 -0.2643 0
1708770953.3734 2 1 0.0000 -0.0046 -0.2861 0
1708770953.3814 2 1 0.0000 -0.0043 -0.2666 0
1708770953.3892 2 1 0.0000 -0.0039 -0.2389 0
1708770953.4007 2 1 0.0000 -0.0048 -0.2734 0
1708770953.4053 2 1 0.0000 -0.0055 -0.3017 0
1708770953.4129 2 1 0.0000 -0.0059 -0.3104 0
1708770953.4212 2 1 0.0000 -0.0055 -0.2823 0
1708770953.4289 2 1 0.0000 -0.0053 -0.2667 0
1708770953.4368 2 1 0.0000 -0.0063 -0.3093 0
1708770953.4449 2 1 0.0000 -0.0059 -0.2816 0
1708770953.4537 2 1 0.0000 -0.0061 -0.2855 0
