% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708770952.7750 0 0 0 0
1708770952.7846 0 0 0 0
1708770952.7936 0 0 0 0
1708770952.8021 0 0 0 0
1708770952.8130 0 0 0 0
1708770952.8201 0 0 0 0
1708770952.8242 0 0 0 0
1708770952.8310 0 0 0 0
1708770952.8385 0 0 0 0
1708770952.8458 0 0 0 0
1708770952.8538 0 0 0 0
1708770952.8623 0 0 0 0
1708770952.8693 0 0 0 0
1708770952.8782 0 0 0 0
1708770952.8853 0 0 0 0
1708770952.8934 0 0 0 0
1708770952.9019 1 0 1 0
1708770952.9101 4 5 3 5
1708770952.9173 8 11 4 6
1708770952.9261 11 15 3 4
1708770952.9343 14 17 3 2
1708770952.9421 17 21 3 4
1708770952.9497 22 27 5 6
1708770952.9598 27 32 5 5
1708770952.9658 31 37 4 5
1708770952.9736 37 43 6 6
1708770952.9818 42 50 5 7
1708770952.9902 48 58 6 8
1708770952.9980 56 66 8 8
1708770953.0064 64 76 8 10
1708770953.0143 72 85 8 9
1708770953.0235 79 96 7 11
1708770953.0327 87 106 8 10
1708770953.0378 96 117 9 11
1708770953.0457 104 126 8 9
1708770953.0541 108 132 4 6
1708770953.0615 113 142 5 10
1708770953.0693 122 155 9 13
1708770953.0777 132 167 10 12
1708770953.0854 139 176 7 9
1708770953.0945 146 185 7 9
1708770953.1018 153 195 7 10
1708770953.1104 162 207 9 12
1708770953.1182 169 217 7 10
1708770953.1263 175 227 6 10
1708770953.1337 182 236 7 9
1708770953.1422 191 246 9 10
1708770953.1495 198 257 7 11
1708770953.1631 204 267 6 10
1708770953.1655 210 275 6 8
1708770953.1735 217 282 7 7
1708770953.1815 219 283 2 1
1708770953.1896 223 288 4 5
1708770953.1978 230 300 7 12
1708770953.2061 240 313 10 13
1708770953.2138 248 321 8 8
1708770953.2221 253 327 5 6
1708770953.2304 258 335 5 8
1708770953.2391 266 347 8 12
1708770953.2459 275 359 9 12
1708770953.2558 283 367 8 8
1708770953.2622 287 373 4 6
1708770953.2703 294 382 7 9
1708770953.2783 303 393 9 11
1708770953.2857 313 403 10 10
1708770953.2953 320 412 7 9
1708770953.3014 325 419 5 7
1708770953.3095 333 427 8 8
1708770953.3198 343 436 10 9
1708770953.3259 353 445 10 9
1708770953.3338 361 455 8 10
1708770953.3421 367 462 6 7
1708770953.3502 375 469 8 7
1708770953.3576 386 479 11 10
1708770953.3658 396 488 10 9
1708770953.3741 403 496 7 8
1708770953.3820 411 502 8 6
1708770953.3898 420 509 9 7
1708770953.4013 431 519 11 10
1708770953.4060 441 528 10 9
1708770953.4135 449 536 8 8
1708770953.4218 455 541 6 5
1708770953.4296 463 547 8 6
1708770953.4374 473 555 10 8
1708770953.4455 484 564 11 9
1708770953.4543 493 572 9 8
1708770953.4615 500 579 7 7
1708770953.4697 509 587 9 8
1708770953.4775 520 594 11 7
1708770953.4869 529 601 9 7
1708770953.4942 536 609 7 8
1708770953.5020 545 619 9 10
1708770953.5102 556 627 11 8
1708770953.5174 565 632 9 5
1708770953.5263 572 638 7 6
1708770953.5343 580 647 8 9
1708770953.5423 591 656 11 9
1708770953.5500 602 664 11 8
1708770953.5582 610 670 8 6
1708770953.5654 617 676 7 6
1708770953.5743 625 683 8 7
1708770953.5823 636 693 11 10
1708770953.5902 648 702 12 9
1708770953.5980 657 709 9 7
1708770953.6062 664 715 7 6
1708770953.6134 673 722 9 7
1708770953.6222 683 732 10 10
1708770953.6294 693 740 10 8
1708770953.6383 701 747 8 7
1708770953.6461 709 753 8 6
1708770953.6543 719 760 10 7
1708770953.6625 729 770 10 10
1708770953.6694 737 779 8 9
1708770953.6783 746 785 9 6
1708770953.6861 756 790 10 5
1708770953.6939 766 798 10 8
1708770953.7021 774 808 8 10
1708770953.7103 782 817 8 9
1708770953.7181 791 823 9 6
1708770953.7303 801 829 10 6
1708770953.7340 811 837 10 8
1708770953.7414 820 845 9 8
1708770953.7497 823 850 3 5
1708770953.7577 828 856 5 6
1708770953.7655 839 866 11 10
1708770953.7737 851 875 12 9
1708770953.7825 859 882 8 7
1708770953.7896 866 888 7 6
1708770953.7979 874 896 8 8
1708770953.8063 884 905 10 9
1708770953.8144 895 913 11 8
1708770953.8215 903 920 8 7
1708770953.8308 909 928 6 8
1708770953.8378 917 936 8 8
1708770953.8458 927 945 10 9
1708770953.8540 937 952 10 7
1708770953.8617 945 958 8 6
1708770953.8702 953 966 8 8
1708770953.8854 962 976 9 10
1708770953.8897 972 985 10 9
1708770953.8934 983 994 11 9
