% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708772610.7850 0 0 0 0
1708772610.7919 0 0 0 0
1708772610.8063 0 0 0 0
1708772610.8152 0 0 0 0
1708772610.8249 0 0 0 0
1708772610.8330 0 0 0 0
1708772610.8396 0 0 0 0
1708772610.8447 0 0 0 0
1708772610.8497 0 0 0 0
1708772610.8565 0 0 0 0
1708772610.8647 0 0 0 0
1708772610.8731 1 1 1 1
1708772610.8807 4 4 3 3
1708772610.8881 8 7 4 3
1708772610.8981 11 9 3 2
1708772610.9042 14 12 3 3
1708772610.9141 18 17 4 5
1708772610.9210 22 21 4 4
1708772610.9301 27 27 5 6
1708772610.9378 32 32 5 5
1708772610.9449 38 37 6 5
1708772610.9522 45 44 7 7
1708772610.9605 53 51 8 7
1708772610.9682 60 59 7 8
1708772610.9758 69 67 9 8
1708772610.9861 78 75 9 8
1708772610.9948 87 84 9 9
1708772611.0051 96 93 9 9
1708772611.0144 106 103 10 10
1708772611.0168 116 112 10 9
1708772611.0242 125 120 9 8
1708772611.0326 127 123 2 3
1708772611.0407 131 129 4 6
1708772611.0486 141 138 10 9
1708772611.0559 153 149 12 11
1708772611.0654 161 157 8 8
1708772611.0726 167 163 6 6
1708772611.0798 176 172 9 9
1708772611.0880 185 181 9 9
1708772611.0980 193 188 8 7
1708772611.1038 200 195 7 7
1708772611.1130 209 203 9 8
1708772611.1199 216 210 7 7
1708772611.1280 223 219 7 9
1708772611.1365 231 227 8 8
1708772611.1440 241 235 10 8
1708772611.1519 249 244 8 9
1708772611.1602 256 251 7 7
1708772611.1678 263 258 7 7
1708772611.1761 271 265 8 7
1708772611.1841 279 274 8 9
1708772611.1923 287 282 8 8
1708772611.2006 294 290 7 8
1708772611.2087 301 299 7 9
1708772611.2159 309 308 8 9
1708772611.2243 318 316 9 8
1708772611.2321 324 324 6 8
1708772611.2405 330 333 6 9
1708772611.2482 338 343 8 10
1708772611.2573 348 352 10 9
1708772611.2647 356 360 8 8
1708772611.2720 363 369 7 9
1708772611.2808 369 380 6 11
1708772611.2881 377 388 8 8
1708772611.2969 387 396 10 8
1708772611.3111 396 404 9 8
1708772611.3129 403 415 7 11
1708772611.3230 409 426 6 11
1708772611.3290 410 429 1 3
1708772611.3360 413 433 3 4
1708772611.3442 422 441 9 8
1708772611.3527 435 452 13 11
1708772611.3600 443 461 8 9
1708772611.3682 449 469 6 8
1708772611.3761 456 476 7 7
1708772611.3842 466 484 10 8
1708772611.3924 476 493 10 9
1708772611.4010 484 503 8 10
1708772611.4083 490 511 6 8
1708772611.4167 500 517 10 6
1708772611.4254 509 525 9 8
1708772611.4327 518 534 9 9
1708772611.4399 526 545 8 11
1708772611.4490 533 554 7 9
1708772611.4567 541 560 8 6
1708772611.4643 551 568 10 8
1708772611.4727 560 577 9 9
1708772611.4802 568 587 8 10
1708772611.4886 575 595 7 8
1708772611.4973 584 602 9 7
1708772611.5046 594 610 10 8
1708772611.5120 602 621 8 11
1708772611.5208 609 630 7 9
1708772611.5281 616 637 7 7
1708772611.5365 625 645 9 8
1708772611.5444 635 654 10 9
1708772611.5523 643 664 8 10
1708772611.5605 650 672 7 8
1708772611.5683 658 680 8 8
1708772611.5766 667 689 9 9
1708772611.5840 676 698 9 9
1708772611.5929 682 708 6 10
1708772611.5998 689 716 7 8
1708772611.6079 699 726 10 10
1708772611.6168 708 734 9 8
1708772611.6240 714 742 6 8
1708772611.6323 722 751 8 9
1708772611.6401 732 761 10 10
1708772611.6481 741 769 9 8
1708772611.6562 748 777 7 8
1708772611.6641 754 786 6 9
1708772611.6725 763 795 9 9
1708772611.6807 772 803 9 8
1708772611.6886 781 812 9 9
1708772611.6964 788 822 7 10
1708772611.7047 794 830 6 8
1708772611.7126 802 837 8 7
1708772611.7198 813 847 11 10
1708772611.7280 822 857 9 10
1708772611.7370 829 866 7 9
