% Edge sensor logfile log_20240308_171104.293/log_edge.txt
% 	Calib white 466 563 571 595 596 609 566 464
% 	Calib black 18 18 18 21 21 21 20 21
% 	White threshold (of 1000) 750 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1709914264.9698 0 0.000 0.000 0.0000
1709914264.9779 0 0.000 0.000 0.0000
1709914264.9850 1 0.009 0.006 0.0028
1709914264.9925 0 0.000 0.000 0.0000
1709914265.0014 0 0.000 0.000 0.0000
1709914265.0086 1 0.009 0.007 0.0015
1709914265.0169 0 0.000 0.000 0.0000
1709914265.0245 0 0.000 0.000 0.0000
1709914265.0325 0 0.000 0.000 0.0000
1709914265.0411 0 0.000 0.000 0.0000
1709914265.0488 1 0.009 0.008 0.0011
1709914265.0565 1 0.009 0.008 0.0010
1709914265.0649 0 0.000 0.000 0.0000
1709914265.0731 0 0.000 0.000 0.0000
1709914265.0810 0 0.000 0.000 0.0000
1709914265.0891 0 0.000 0.000 0.0000
1709914265.0970 0 0.000 0.000 0.0000
1709914265.1053 0 0.000 0.000 0.0000
1709914265.1127 0 0.000 0.000 0.0000
1709914265.1215 0 0.000 0.000 0.0000
1709914265.1289 0 0.000 0.000 0.0000
1709914265.1373 0 0.000 0.000 0.0000
1709914265.1453 0 0.000 0.000 0.0000
1709914265.1537 0 0.000 0.000 0.0000
1709914265.1621 0 0.000 0.000 0.0000
1709914265.1694 0 0.000 0.000 0.0000
1709914265.1775 0 0.000 0.000 0.0000
1709914265.1849 0 0.000 0.000 0.0000
1709914265.1929 0 0.000 0.000 0.0000
1709914265.2016 0 0.000 0.000 0.0000
1709914265.2099 0 0.000 0.000 0.0000
1709914265.2179 0 0.000 0.000 0.0000
1709914265.2249 0 0.000 0.000 0.0000
1709914265.2335 0 0.000 0.000 0.0000
1709914265.2417 0 0.000 0.000 0.0000
1709914265.2490 1 0.009 0.006 0.0035
1709914265.2574 1 0.010 0.002 0.0079
1709914265.2656 1 0.009 0.005 0.0042
1709914265.2737 1 0.010 0.005 0.0048
1709914265.2810 1 0.010 0.005 0.0051
1709914265.2890 1 0.010 0.004 0.0062
1709914265.2973 1 0.010 0.004 0.0063
1709914265.3057 1 0.012 -0.001 0.0130
1709914265.3139 1 0.012 -0.001 0.0136
1709914265.3219 1 0.011 0.002 0.0085
1709914265.3293 1 0.012 -0.001 0.0133
1709914265.3375 1 0.013 -0.003 0.0154
1709914265.3458 1 0.012 -0.001 0.0138
1709914265.3531 1 0.012 -0.002 0.0141
1709914265.3612 1 0.013 -0.002 0.0148
1709914265.3696 1 0.012 -0.003 0.0150
1709914265.3778 1 0.013 -0.003 0.0166
1709914265.3859 1 0.013 -0.003 0.0165
1709914265.3931 1 0.014 -0.004 0.0175
1709914265.4017 1 0.012 -0.002 0.0139
1709914265.4098 1 0.013 -0.003 0.0158
1709914265.4171 1 0.012 -0.002 0.0136
1709914265.4253 1 0.012 -0.000 0.0120
1709914265.4331 1 0.013 -0.002 0.0152
1709914265.4414 1 0.012 -0.001 0.0135
1709914265.4499 1 0.014 -0.006 0.0191
1709914265.4576 1 0.014 -0.006 0.0203
1709914265.4649 1 0.013 -0.004 0.0166
1709914265.4729 1 0.013 -0.003 0.0165
1709914265.4816 1 0.014 -0.004 0.0179
1709914265.4889 1 0.013 -0.002 0.0146
1709914265.4972 1 0.011 0.002 0.0086
1709914265.5052 1 0.010 0.004 0.0058
1709914265.5135 1 0.010 0.006 0.0042
1709914265.5224 1 0.012 0.003 0.0087
1709914265.5293 1 0.015 -0.001 0.0160
1709914265.5375 1 0.018 -0.006 0.0234
1709914265.5458 1 0.019 -0.006 0.0250
1709914265.5537 1 0.021 -0.009 0.0302
1709914265.5610 1 0.022 -0.009 0.0312
1709914265.5692 1 0.022 -0.010 0.0321
1709914265.5779 1 0.023 -0.010 0.0325
1709914265.5852 1 0.024 -0.010 0.0333
1709914265.5935 1 0.024 -0.009 0.0331
1709914265.6018 1 0.024 -0.007 0.0307
1709914265.6091 1 0.021 -0.005 0.0259
1709914265.6173 1 0.017 -0.001 0.0180
1709914265.6259 1 0.014 0.002 0.0117
1709914265.6332 1 0.016 0.000 0.0154
1709914265.6416 1 0.017 -0.000 0.0174
1709914265.6495 1 0.017 -0.001 0.0179
1709914265.6575 1 0.018 -0.001 0.0198
1709914265.6659 1 0.018 -0.001 0.0189
1709914265.6734 1 0.016 0.001 0.0146
1709914265.6817 1 0.016 0.002 0.0141
1709914265.6889 1 0.015 0.003 0.0125
1709914265.6979 1 0.014 0.004 0.0101
1709914265.7050 1 0.017 0.003 0.0141
1709914265.7134 1 0.016 0.003 0.0124
1709914265.7209 1 0.015 0.004 0.0117
1709914265.7292 1 0.017 0.003 0.0143
1709914265.7376 1 0.018 0.002 0.0158
1709914265.7456 1 0.017 0.003 0.0140
1709914265.7538 1 0.017 0.004 0.0132
1709914265.7611 1 0.015 0.005 0.0102
1709914265.7693 1 0.016 0.005 0.0107
1709914265.7774 1 0.018 0.004 0.0137
1709914265.7859 1 0.018 0.004 0.0136
1709914265.7938 1 0.016 0.005 0.0117
1709914265.8011 1 0.017 0.004 0.0126
1709914265.8096 1 0.017 0.005 0.0120
1709914265.8176 1 0.017 0.004 0.0126
1709914265.8258 1 0.017 0.005 0.0123
1709914265.8331 1 0.016 0.006 0.0104
1709914265.8413 1 0.017 0.005 0.0123
1709914265.8499 1 0.019 0.004 0.0151
1709914265.8572 1 0.019 0.005 0.0142
1709914265.8652 1 0.019 0.005 0.0145
1709914265.8732 1 0.019 0.005 0.0138
1709914265.8817 1 0.023 0.004 0.0182
1709914265.8898 1 0.024 0.004 0.0199
1709914265.8972 1 0.020 0.004 0.0157
1709914265.9057 1 0.019 0.004 0.0156
1709914265.9139 1 0.021 0.003 0.0177
1709914265.9213 1 0.021 0.003 0.0172
1709914265.9295 1 0.022 0.003 0.0188
1709914265.9373 1 0.021 0.004 0.0173
1709914265.9455 1 0.020 0.004 0.0161
1709914265.9536 1 0.023 0.003 0.0193
1709914265.9618 1 0.023 0.004 0.0191
1709914265.9691 1 0.021 0.004 0.0167
1709914265.9769 1 0.021 0.004 0.0166
1709914265.9850 1 0.021 0.003 0.0174
1709914265.9934 1 0.021 0.004 0.0173
1709914266.0017 1 0.022 0.003 0.0190
1709914266.0097 1 0.022 0.003 0.0182
1709914266.0179 1 0.020 0.004 0.0165
1709914266.0257 1 0.022 0.003 0.0183
1709914266.0337 1 0.021 0.004 0.0174
1709914266.0409 1 0.021 0.004 0.0173
1709914266.0492 1 0.022 0.003 0.0191
1709914266.0571 1 0.022 0.003 0.0191
1709914266.0653 1 0.025 0.002 0.0231
1709914266.0732 1 0.022 0.003 0.0194
1709914266.0811 1 0.022 0.002 0.0198
1709914266.0898 1 0.022 0.003 0.0188
1709914266.0971 1 0.020 0.003 0.0166
1709914266.1050 1 0.021 0.003 0.0188
1709914266.1132 1 0.021 0.003 0.0182
1709914266.1211 1 0.019 0.004 0.0147
1709914266.1292 1 0.019 0.003 0.0158
1709914266.1376 1 0.020 0.003 0.0175
1709914266.1459 1 0.018 0.004 0.0144
1709914266.1537 1 0.019 0.003 0.0156
1709914266.1619 1 0.018 0.004 0.0145
1709914266.1692 1 0.018 0.004 0.0138
1709914266.1769 1 0.019 0.003 0.0167
1709914266.1853 1 0.019 0.003 0.0166
1709914266.1936 1 0.018 0.003 0.0151
1709914266.2012 1 0.021 0.002 0.0196
1709914266.2098 1 0.020 0.002 0.0179
1709914266.2170 1 0.020 0.003 0.0172
1709914266.2257 1 0.020 0.002 0.0181
1709914266.2330 1 0.019 0.003 0.0160
1709914266.2422 1 0.019 0.003 0.0162
1709914266.2491 1 0.020 0.002 0.0184
1709914266.2576 1 0.019 0.002 0.0175
1709914266.2649 1 0.019 0.002 0.0175
