% Edge sensor logfile normalized 'log_20240308_171104.293/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709914264.9698 0 0 0 0 0 0 0 0  0.0000
1709914264.9779 120 139 462 749 646 333 122 106  0.0000
1709914264.9850 107 146 471 761 674 350 135 124  0.0028
1709914264.9925 89 124 446 729 636 328 106 106  0.0000
1709914265.0014 102 146 459 742 655 336 126 108  0.0000
1709914265.0086 107 144 470 756 662 352 131 115  0.0015
1709914265.0169 75 119 444 717 633 333 120 115  0.0000
1709914265.0245 95 132 462 745 655 331 113 108  0.0000
1709914265.0325 104 132 470 736 659 340 111 112  0.0000
1709914265.0411 102 130 461 735 653 345 124 108  0.0000
1709914265.0488 122 157 486 754 669 348 146 128  0.0011
1709914265.0565 107 135 468 754 667 346 137 137  0.0010
1709914265.0649 102 137 471 745 653 345 126 108  0.0000
1709914265.0731 95 130 461 735 646 335 119 108  0.0000
1709914265.0810 104 144 471 743 653 335 126 101  0.0000
1709914265.0891 100 135 461 738 650 350 120 110  0.0000
1709914265.0970 82 133 466 736 641 318 117 110  0.0000
1709914265.1053 98 137 477 722 655 343 122 110  0.0000
1709914265.1127 113 132 466 742 650 341 126 119  0.0000
1709914265.1215 120 146 475 740 652 340 137 135  0.0000
1709914265.1289 95 132 448 745 659 321 115 137  0.0000
1709914265.1373 87 128 455 743 659 331 120 126  0.0000
1709914265.1453 98 102 462 728 652 331 120 112  0.0000
1709914265.1537 98 124 462 733 666 328 128 108  0.0000
1709914265.1621 120 139 470 743 678 367 142 119  0.0000
1709914265.1694 113 141 457 735 659 358 130 115  0.0000
1709914265.1775 95 110 439 731 653 358 124 90  0.0000
1709914265.1849 138 146 477 749 688 372 150 99  0.0000
1709914265.1929 129 146 457 743 683 363 152 155  0.0000
1709914265.2016 104 143 453 733 680 350 128 126  0.0000
1709914265.2099 109 137 443 736 676 358 137 135  0.0000
1709914265.2179 87 122 441 716 669 358 117 103  0.0000
1709914265.2249 116 137 443 736 674 350 113 94  0.0000
1709914265.2335 127 148 459 750 688 374 141 121  0.0000
1709914265.2417 131 141 453 749 681 357 135 97  0.0000
1709914265.2490 127 144 471 763 681 357 135 115  0.0035
1709914265.2574 142 157 484 777 704 382 159 153  0.0079
1709914265.2656 131 146 482 764 692 370 142 130  0.0042
1709914265.2737 127 135 473 770 676 357 126 121  0.0048
1709914265.2810 118 143 482 771 678 363 133 121  0.0051
1709914265.2890 109 133 486 777 676 348 130 112  0.0062
1709914265.2973 125 150 493 775 686 355 141 97  0.0063
1709914265.3057 133 161 522 808 704 367 157 139  0.0130
1709914265.3139 129 152 518 813 704 369 144 128  0.0136
1709914265.3219 125 146 491 790 680 343 130 99  0.0085
1709914265.3293 140 157 511 813 702 363 142 130  0.0133
1709914265.3375 142 168 529 820 714 375 152 151  0.0154
1709914265.3458 149 154 520 818 700 362 148 130  0.0138
1709914265.3531 133 150 517 815 707 358 148 133  0.0141
1709914265.3612 133 155 515 822 707 363 139 117  0.0148
1709914265.3696 145 157 515 817 714 362 142 130  0.0150
1709914265.3778 149 166 533 832 714 374 152 146  0.0166
1709914265.3859 149 166 524 832 714 370 153 115  0.0165
1709914265.3931 151 168 537 837 718 375 161 148  0.0175
1709914265.4017 142 161 511 815 706 365 146 144  0.0139
1709914265.4098 133 168 524 825 713 372 157 133  0.0158
