% Edge sensor logfile normalized 'log_20240219_141105.902/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708348266.4788 0 0 0 0 0 0 0 0  0.0000
1708348266.4878 662 652 657 684 687 682 702 712  0.0000
1708348266.4947 662 660 677 684 692 696 695 735  0.0000
1708348266.5015 653 647 675 681 685 686 697 725  0.0000
1708348266.5102 681 669 694 693 698 703 700 742  0.0000
1708348266.5184 673 671 692 707 708 708 714 742  0.0000
1708348266.5260 662 664 677 696 696 696 708 742  0.0000
1708348266.5343 670 657 685 689 698 691 702 747  0.0000
1708348266.5425 649 659 675 689 683 693 689 730  0.0000
1708348266.5505 664 667 677 686 698 701 689 740  0.0000
1708348266.5575 656 657 673 686 694 694 699 742  0.0000
1708348266.5674 660 666 671 684 690 691 675 720  0.0000
1708348266.5776 673 659 678 689 696 694 679 737  0.0000
1708348266.5816 658 662 668 677 687 687 679 725  0.0000
1708348266.5928 660 664 677 691 698 701 677 730  0.0000
1708348266.5982 664 666 690 688 701 691 695 732  0.0000
1708348266.6063 690 683 685 698 710 707 704 742  0.0000
1708348266.6141 685 667 678 694 701 707 702 742  0.0000
1708348266.6226 670 652 673 682 689 675 687 737  0.0000
1708348266.6308 660 657 673 668 682 705 689 732  0.0000
1708348266.6385 653 660 684 675 682 689 687 735  0.0000
1708348266.6462 651 647 668 689 689 721 695 725  0.0000
1708348266.6540 643 647 661 665 667 686 679 702  0.0000
1708348266.6622 660 659 682 679 671 679 677 695  0.0000
1708348266.6697 658 672 687 686 692 698 700 767  0.0000
1708348266.6780 666 667 690 686 676 696 706 740  0.0000
1708348266.6872 670 660 685 693 690 730 720 780  0.0000
1708348266.6939 664 671 690 700 687 716 730 740  0.0000
1708348266.7020 666 650 673 670 680 726 718 747  0.0000
1708348266.7111 666 664 673 670 696 731 751 755  0.0000
1708348266.7185 658 660 671 682 698 744 747 750  0.0000
1708348266.7265 653 655 671 679 710 751 759 785  0.0000
1708348266.7415 632 628 640 655 692 742 753 780  0.0000
1708348266.7503 645 629 656 655 698 742 749 782  0.0000
1708348266.7586 643 631 656 658 696 747 741 770  0.0000
1708348266.7671 634 624 647 662 708 751 755 787  0.0000
1708348266.7739 624 621 652 667 717 738 741 770  0.0000
1708348266.7827 634 604 633 662 706 738 728 795  0.0000
1708348266.7898 622 604 649 665 712 733 743 792  0.0000
1708348266.7977 632 614 657 675 719 728 724 785  0.0000
1708348266.8215 617 611 666 677 721 731 732 772  0.0000
1708348266.8362 617 626 675 696 715 726 712 752  0.0000
1708348266.8556 622 626 680 693 717 733 724 747  0.0000
1708348266.8660 645 643 689 698 722 735 735 757  0.0000
1708348266.8697 653 654 690 705 726 738 724 745  0.0000
1708348266.8772 639 645 680 705 726 737 735 760  0.0000
1708348266.8918 649 648 690 703 721 744 724 750  0.0000
1708348266.8937 636 635 664 670 705 719 714 757  0.0000
1708348266.8980 639 641 668 684 703 712 716 737  0.0000
1708348266.9095 643 659 673 689 706 719 730 777  0.0000
1708348266.9113 653 645 668 682 694 701 724 800  0.0000
1708348266.9146 630 638 668 670 694 703 720 792  0.0000
1708348266.9188 634 657 657 675 690 694 724 777  0.0000
1708348266.9200 668 664 697 714 712 749 749 822  0.0000
1708348266.9223 668 679 701 738 717 760 772 847  0.0000
1708348266.9325 696 698 718 708 749 767 798 842  0.0000
1708348266.9375 711 707 723 710 740 753 817 910  0.0018
1708348266.9463 685 671 708 679 724 751 798 850  0.0000
1708348266.9522 670 691 701 714 730 770 790 820  0.0000
1708348266.9617 666 664 690 705 731 790 800 822  0.0000
1708348266.9663 634 657 694 675 738 777 786 860  0.0000
1708348266.9767 630 633 656 665 730 768 780 810  0.0000
1708348266.9822 609 640 657 663 722 781 774 795  0.0000
1708348266.9899 645 648 673 710 749 765 792 812  0.0000
1708348266.9991 647 667 692 715 781 816 811 850  0.0000
1708348267.0063 662 657 685 727 785 823 819 887  0.0000
1708348267.0140 664 666 701 740 774 811 803 837  0.0000
1708348267.0229 673 676 694 738 772 798 792 832  0.0000
1708348267.0315 664 657 706 746 779 784 782 832  0.0000
1708348267.0376 662 667 703 746 769 781 782 795  0.0000
1708348267.0461 679 686 730 755 770 791 784 815  0.0000
1708348267.0538 694 697 739 759 788 798 792 825  0.0000
1708348267.0662 675 679 734 762 783 800 784 820  0.0000
1708348267.0701 692 688 751 774 785 793 765 782  0.0000
1708348267.0778 711 716 743 766 785 790 774 790  0.0000
1708348267.0858 713 726 758 779 777 798 761 777  0.0000
1708348267.0946 698 712 760 759 774 770 747 737  0.0000
1708348267.1026 707 721 746 755 754 749 726 720  0.0000
1708348267.1096 734 734 753 748 756 760 710 720  0.0000
1708348267.1186 734 764 765 753 754 744 710 730  0.0000
1708348267.1265 757 779 779 771 765 742 716 735  0.0000
1708348267.1376 794 788 782 748 756 730 704 740  0.0000
1708348267.1430 811 843 802 783 746 726 714 737  0.0000
1708348267.1505 849 843 796 740 738 670 697 757  0.0000
1708348267.1577 857 872 817 753 744 719 702 755  0.0000
1708348267.1669 893 870 809 759 726 693 706 730  0.0000
1708348267.1747 912 891 814 752 733 710 697 760  0.0098
1708348267.1828 917 912 824 743 708 716 704 760  0.0195
1708348267.1916 936 931 833 736 714 701 702 742  0.0226
1708348267.1988 959 948 843 733 730 705 710 737  0.0250
1708348267.2066 995 963 842 731 733 723 720 737  0.0261
1708348267.2149 995 972 847 720 730 714 714 755  0.0270
1708348267.2271 997 989 855 724 740 733 708 740  0.0285
1708348267.2301 1000 1000 862 714 747 753 730 760  0.0296
1708348267.2408 1000 1000 866 727 758 761 733 775  0.0299
1708348267.2464 1000 1000 878 729 749 751 732 777  0.0312
1708348267.2540 1000 1000 878 729 724 751 732 770  0.0312
1708348267.2649 1000 1000 878 727 744 742 733 757  0.0312
1708348267.2704 1000 1000 887 743 744 730 735 780  0.0323
1708348267.2806 1000 1000 885 745 742 761 722 747  0.0320
1708348267.2869 997 1000 913 766 740 763 733 737  0.0358
1708348267.2935 989 1000 921 774 737 763 728 740  0.0367
1708348267.3016 968 1000 939 792 730 749 739 750  0.0388
1708348267.3109 921 1000 958 807 733 751 730 730  0.0409
1708348267.3177 934 1000 993 831 751 751 737 750  0.0441
1708348267.3329 883 1000 1000 870 760 767 745 750  0.0450
1708348267.3420 823 944 1000 890 765 742 730 710  0.0390
1708348267.3587 787 931 1000 915 793 733 716 690  0.0401
1708348267.3710 723 874 1000 963 825 712 685 660  0.0386
1708348267.3782 700 851 1000 980 843 708 669 640  0.0387
1708348267.3884 692 815 1000 1000 882 767 658 632  0.0409
1708348267.3909 670 793 987 1000 928 776 662 617  0.0451
1708348267.3980 664 762 973 1000 969 814 664 622  0.0478
1708348267.4100 668 753 949 1000 1000 839 654 612  0.0492
1708348267.4185 653 731 921 1000 1000 888 675 647  0.0515
1708348267.4220 636 693 894 1000 1000 913 681 652  0.0514
1708348267.4306 641 678 885 1000 1000 938 712 645  0.0521
1708348267.4382 645 655 850 1000 1000 996 745 602  0.0523
1708348267.4465 619 654 821 1000 1000 1000 790 667  0.0520
1708348267.4550 630 628 782 970 1000 1000 825 662  0.0505
1708348267.4625 611 619 762 942 1000 1000 862 700  0.0507
1708348267.4704 634 636 753 927 1000 1000 920 767  0.0563
1708348267.4789 632 635 741 887 1000 1000 974 835  0.0586
1708348267.4857 630 623 710 880 1000 1000 1000 890  0.0642
1708348267.4941 626 616 687 826 1000 1000 1000 932  0.0613
1708348267.5023 656 635 677 809 1000 1000 1000 935  0.0604
1708348267.5104 628 621 671 793 973 1000 1000 1000  0.0584
1708348267.5183 626 635 682 760 946 1000 1000 1000  0.0557
1708348267.5268 628 624 675 746 927 1000 1000 1000  0.0540
1708348267.5348 634 626 664 738 900 1000 1000 1000  0.0514
1708348267.5423 598 611 652 701 854 1000 1000 1000  0.0460
1708348267.5507 626 631 644 674 831 1000 1000 1000  0.0444
1708348267.5575 632 635 668 679 809 1000 1000 1000  0.0433
1708348267.5660 628 655 677 670 795 992 1000 1000  0.0423
1708348267.5745 639 640 668 644 765 978 1000 1000  0.0406
1708348267.5825 636 647 652 623 728 936 1000 1000  0.0373
1708348267.5896 645 654 678 636 726 940 1000 1000  0.0375
1708348267.5995 626 641 668 604 699 918 1000 1000  0.0357
1708348267.6065 619 643 642 601 687 911 1000 1000  0.0351
1708348267.6137 639 640 645 577 650 895 1000 1000  0.0335
1708348267.6318 619 626 612 556 625 895 1000 1000  0.0335
1708348267.6330 622 638 593 542 611 883 1000 1000  0.0318
1708348267.6381 632 635 578 535 605 874 1000 1000  0.0307
1708348267.6561 628 598 567 521 600 832 1000 1000  0.0273
1708348267.6574 613 592 543 502 602 855 1000 1000  0.0290
1708348267.6623 598 564 513 495 579 844 1000 1000  0.0281
1708348267.6708 602 543 522 518 587 844 1000 1000  0.0281
1708348267.6782 605 524 536 526 602 837 1000 1000  0.0277
1708348267.6860 556 511 531 547 607 839 1000 1000  0.0278
1708348267.6947 547 502 538 535 593 830 1000 1000  0.0272
1708348267.7016 522 493 536 547 596 825 1000 1000  0.0269
1708348267.7095 537 500 550 544 607 834 1000 1000  0.0275
1708348267.7184 535 514 552 542 623 848 1000 1000  0.0284
1708348267.7258 535 511 557 544 611 843 1000 1000  0.0281
1708348267.7340 539 519 560 561 630 848 1000 1000  0.0284
1708348267.7421 522 523 552 554 630 848 1000 1000  0.0284
1708348267.7498 530 528 548 558 641 858 1000 1000  0.0292
1708348267.7581 562 543 559 561 655 864 1000 1000  0.0297
1708348267.7801 590 561 571 585 669 895 1000 1000  0.0335
1708348267.7895 566 549 559 573 658 878 1000 1000  0.0312
1708348267.7920 571 562 578 596 676 867 1000 1000  0.0300
1708348267.7978 569 561 576 580 678 864 1000 1000  0.0297
1708348267.8061 590 583 592 570 669 887 1000 1000  0.0323
1708348267.8146 581 561 572 580 662 857 1000 1000  0.0291
1708348267.8215 558 557 576 564 666 864 1000 1000  0.0297
1708348267.8305 581 576 585 604 680 865 1000 1000  0.0298
1708348267.8381 585 562 585 599 680 874 1000 1000  0.0307
1708348267.8456 569 559 593 604 671 883 1000 1000  0.0318
1708348267.8536 581 566 592 604 685 885 1000 1000  0.0320
1708348267.8626 566 554 588 622 692 876 1000 1000  0.0310
1708348267.8704 566 543 586 627 685 890 1000 1000  0.0327
1708348267.8784 558 547 592 632 705 894 1000 1000  0.0333
1708348267.8868 554 545 590 629 706 902 1000 1000  0.0345
1708348267.8935 556 554 609 637 705 901 1000 1000  0.0344
1708348267.9016 532 547 605 627 701 874 1000 1000  0.0307
1708348267.9106 554 557 618 658 708 892 1000 1000  0.0330
1708348267.9184 562 576 635 663 728 918 1000 1000  0.0359
1708348267.9263 564 586 642 677 735 913 1000 1000  0.0355
1708348267.9350 569 597 654 698 738 922 1000 1000  0.0363
1708348267.9417 573 595 656 674 737 918 1000 1000  0.0360
1708348267.9496 585 624 663 694 756 940 1000 1000  0.0380
1708348267.9586 592 621 673 689 770 950 1000 1000  0.0390
1708348267.9661 607 635 677 701 763 941 1000 1000  0.0382
1708348267.9741 607 645 682 701 772 945 1000 1000  0.0387
1708348267.9828 602 635 668 693 769 936 1000 1000  0.0380
1708348267.9895 611 624 682 700 767 950 1000 1000  0.0390
1708348267.9976 615 645 682 688 776 952 1000 1000  0.0394
1708348268.0067 624 636 685 703 770 961 1000 1000  0.0398
1708348268.0138 632 647 689 700 788 961 1000 1000  0.0403
1708348268.0217 624 650 687 703 770 961 1000 1000  0.0398
1708348268.0308 649 654 685 705 783 980 1000 1000  0.0412
1708348268.0382 658 667 692 708 792 1000 1000 1000  0.0425
1708348268.0463 647 667 694 700 793 978 1000 1000  0.0415
1708348268.0544 639 667 696 698 792 991 1000 1000  0.0421
1708348268.0623 653 666 680 684 774 984 1000 1000  0.0411
1708348268.0704 643 685 687 707 785 982 1000 1000  0.0414
1708348268.0838 670 686 697 688 790 998 1000 1000  0.0424
1708348268.0859 658 683 690 698 804 1000 1000 1000  0.0430
1708348268.0940 660 685 692 698 818 1000 1000 1000  0.0437
1708348268.1026 656 664 696 712 827 1000 1000 987  0.0442
1708348268.1106 685 697 704 719 841 1000 1000 987  0.0451
1708348268.1183 668 688 718 729 854 1000 1000 957  0.0460
1708348268.1262 670 710 720 729 863 1000 1000 987  0.0468
1708348268.1338 694 700 718 741 873 1000 1000 992  0.0478
1708348268.1416 675 691 706 727 854 1000 1000 975  0.0460
1708348268.1504 677 695 717 733 859 1000 1000 975  0.0464
1708348268.1620 643 702 720 731 872 1000 1000 1000  0.0477
1708348268.1659 677 690 713 729 872 1000 1000 980  0.0477
1708348268.1771 687 691 720 727 868 1000 1000 950  0.0473
1708348268.1821 677 697 704 724 884 1000 1000 947  0.0491
1708348268.1901 687 702 718 738 902 1000 1000 955  0.0516
1708348268.1991 679 695 710 760 904 1000 1000 952  0.0519
1708348268.2114 690 698 710 741 902 1000 1000 955  0.0516
1708348268.2142 700 703 713 745 930 1000 1000 932  0.0542
1708348268.2224 653 690 720 757 928 1000 1000 927  0.0542
1708348268.2298 670 693 704 743 936 1000 1000 917  0.0546
1708348268.2382 673 686 701 750 946 1000 1000 895  0.0546
1708348268.2489 664 681 696 741 944 1000 1000 870  0.0512
1708348268.2536 653 674 690 748 944 1000 1000 890  0.0537
1708348268.2623 636 654 664 745 928 1000 982 847  0.0473
1708348268.2708 630 662 684 762 948 1000 966 845  0.0481
1708348268.2775 632 672 677 766 955 1000 980 845  0.0494
1708348268.2856 632 660 670 766 968 1000 955 860  0.0500
1708348268.2949 628 652 668 771 978 1000 943 822  0.0468
1708348268.3018 653 666 666 771 978 1000 926 795  0.0441
1708348268.3111 647 667 675 795 1000 1000 935 812  0.0475
1708348268.3189 639 666 657 778 994 1000 893 780  0.0406
1708348268.3255 660 666 673 809 1000 1000 879 765  0.0403
1708348268.3342 645 650 666 809 1000 1000 866 750  0.0389
1708348268.3429 624 645 656 811 1000 1000 852 727  0.0378
1708348268.3501 634 629 656 819 1000 1000 844 730  0.0376
1708348268.3581 634 623 663 838 1000 1000 840 735  0.0384
1708348268.3660 628 641 673 838 1000 1000 850 757  0.0392
1708348268.3754 630 621 664 838 1000 1000 823 742  0.0374
1708348268.3919 600 631 664 835 1000 1000 813 757  0.0367
1708348268.3943 634 652 687 866 1000 1000 803 737  0.0386
1708348268.3981 660 667 689 882 1000 1000 809 757  0.0406
1708348268.4070 668 664 704 868 1000 1000 805 807  0.0389
1708348268.4144 683 674 704 882 1000 973 782 725  0.0382
1708348268.4222 673 685 715 896 1000 950 763 727  0.0382
1708348268.4301 687 697 756 915 1000 934 753 742  0.0391
1708348268.4386 685 702 755 937 1000 932 743 717  0.0407
1708348268.4470 700 714 789 968 1000 936 735 737  0.0439
1708348268.4538 690 705 802 970 1000 917 730 732  0.0430
1708348268.4629 673 693 798 961 1000 895 724 727  0.0399
1708348268.4704 664 685 809 987 1000 897 718 712  0.0422
1708348268.4785 656 679 815 993 1000 904 716 717  0.0436
1708348268.4861 645 681 828 1000 1000 910 726 737  0.0452
1708348268.4938 632 659 821 1000 1000 918 737 737  0.0456
1708348268.5022 609 645 824 1000 1000 892 730 717  0.0428
1708348268.5102 615 638 826 1000 1000 908 741 750  0.0450
1708348268.5178 607 635 829 1000 1000 897 730 732  0.0438
1708348268.5259 596 628 829 1000 1000 906 741 750  0.0449
1708348268.5346 590 602 824 1000 1000 908 735 745  0.0448
1708348268.5425 575 617 819 1000 1000 878 728 755  0.0407
1708348268.5528 600 607 831 1000 1000 904 747 757  0.0449
1708348268.5586 594 617 835 1000 1000 894 751 762  0.0437
1708348268.5673 585 626 831 1000 1000 892 765 805  0.0432
1708348268.5791 607 638 862 1000 1000 901 761 817  0.0468
1708348268.5823 596 631 850 1000 1000 883 766 810  0.0432
1708348268.5905 600 635 861 1000 1000 894 755 782  0.0456
1708348268.5992 605 647 866 1000 1000 880 759 792  0.0442
1708348268.6083 609 660 868 1000 1000 888 774 807  0.0454
1708348268.6142 600 640 861 1000 1000 881 759 795  0.0439
1708348268.6302 615 664 868 1000 1000 869 735 817  0.0432
1708348268.6376 641 671 892 1000 1000 876 753 792  0.0468
1708348268.6460 632 678 895 1000 1000 874 757 802  0.0471
1708348268.6547 641 686 892 1000 1000 881 761 797  0.0474
1708348268.6616 649 702 897 1000 1000 864 772 810  0.0464
1708348268.6700 641 703 904 1000 1000 874 788 832  0.0482
1708348268.6783 653 702 909 1000 991 871 768 812  0.0480
1708348268.6864 664 714 913 1000 992 874 788 820  0.0488
1708348268.6941 668 714 918 1000 985 862 780 825  0.0476
1708348268.7026 664 712 904 1000 978 855 780 820  0.0455
1708348268.7095 656 709 906 1000 964 848 780 822  0.0443
1708348268.7185 664 729 923 1000 957 834 784 817  0.0443
1708348268.7270 658 736 940 1000 960 860 803 840  0.0479
1708348268.7338 660 722 928 1000 959 843 792 845  0.0453
1708348268.7424 658 724 934 1000 936 828 786 822  0.0428
1708348268.7500 668 740 944 1000 944 809 786 852  0.0436
1708348268.7576 675 752 942 1000 946 820 780 840  0.0443
1708348268.7662 668 755 942 1000 944 821 794 855  0.0443
1708348268.7745 677 759 947 1000 934 809 772 830  0.0432
1708348268.7816 664 759 963 1000 927 797 761 830  0.0431
1708348268.7899 677 765 958 1000 925 804 768 832  0.0430
1708348268.7983 673 771 960 1000 909 783 751 822  0.0410
1708348268.8062 666 783 961 1000 902 779 749 807  0.0404
1708348268.8176 692 781 968 1000 907 765 747 802  0.0414
1708348268.8236 677 781 972 1000 905 774 751 792  0.0414
1708348268.8303 670 777 972 1000 907 772 741 777  0.0415
1708348268.8378 692 791 980 1000 905 788 735 765  0.0423
1708348268.8471 694 795 996 1000 928 797 774 785  0.0461
1708348268.8538 670 788 977 1000 916 790 753 780  0.0434
1708348268.8617 664 793 980 1000 905 791 751 775  0.0424
1708348268.8707 675 788 977 1000 898 770 743 780  0.0409
1708348268.8784 673 796 984 1000 896 774 745 787  0.0413
1708348268.8864 675 793 972 1000 889 756 772 807  0.0395
1708348268.8943 679 803 980 1000 893 776 768 807  0.0409
1708348268.9020 668 807 972 1000 882 772 772 872  0.0392
1708348268.9137 681 805 977 1000 891 768 770 855  0.0405
1708348268.9193 677 791 975 1000 880 768 788 855  0.0384
1708348268.9260 675 802 973 1000 886 765 768 805  0.0395
1708348268.9360 692 810 993 1000 886 788 788 867  0.0409
1708348268.9429 685 805 991 1000 889 783 794 890  0.0410
1708348268.9497 694 810 996 1000 882 779 786 872  0.0405
1708348268.9575 702 831 989 1000 900 779 794 860  0.0439
1708348268.9686 702 814 998 1000 889 784 788 865  0.0417
1708348268.9758 670 790 984 1000 888 784 786 857  0.0399
1708348268.9825 673 790 970 996 863 761 763 835  0.0362
1708348268.9900 673 786 980 1000 886 765 768 835  0.0392
1708348269.0089 675 795 991 1000 879 767 772 827  0.0393
1708348269.0167 673 790 982 1000 879 770 765 825  0.0386
1708348269.0225 679 790 987 1000 889 774 776 825  0.0402
1708348269.0296 690 790 972 1000 879 776 763 827  0.0381
1708348269.0397 687 796 980 1000 873 760 755 802  0.0381
1708348269.0464 711 796 979 1000 868 754 761 800  0.0375
1708348269.0540 713 812 982 1000 859 740 741 787  0.0376
1708348269.0622 713 805 965 993 840 717 718 760  0.0345
1708348269.0699 745 822 982 994 840 696 697 730  0.0364
1708348269.0788 791 851 982 1000 843 712 697 737  0.0388
1708348269.0929 777 864 994 1000 861 721 706 740  0.0419
1708348269.0943 789 864 1000 1000 875 756 730 725  0.0435
1708348269.1028 783 877 996 1000 904 786 761 717  0.0487
1708348269.1109 811 886 1000 1000 948 862 813 780  0.0589
1708348269.1180 794 862 1000 1000 944 855 846 827  0.0552
1708348269.1260 791 850 996 1000 948 869 848 845  0.0560
1708348269.1345 808 858 1000 1000 943 878 856 872  0.0577
1708348269.1422 779 860 1000 1000 941 871 844 847  0.0566
1708348269.1499 770 846 993 1000 944 865 829 842  0.0547
1708348269.1590 770 839 977 1000 943 858 825 805  0.0525
1708348269.1656 774 836 980 1000 953 857 817 837  0.0533
1708348269.1736 770 839 984 1000 960 858 821 832  0.0543
1708348269.1821 755 826 977 1000 957 855 801 827  0.0526
1708348269.1897 770 836 982 1000 960 860 807 835  0.0542
1708348269.1976 798 846 991 1000 982 848 809 860  0.0555
1708348269.2066 777 831 1000 1000 980 871 823 905  0.0959
1708348269.2144 757 824 973 1000 952 841 813 852  0.0507
1708348269.2223 743 817 965 1000 928 835 807 870  0.0470
1708348269.2301 740 820 973 1000 937 843 813 877  0.0492
1708348269.2383 745 822 970 1000 962 857 836 885  0.0525
1708348269.2463 738 812 963 1000 944 835 834 890  0.0484
1708348269.2548 747 815 954 1000 959 864 823 867  0.0516
1708348269.2625 738 786 954 1000 941 843 823 877  0.0470
1708348269.2705 738 781 949 1000 941 841 819 890  0.0463
1708348269.2784 723 774 947 1000 930 827 813 857  0.0439
1708348269.2866 700 764 934 1000 909 821 813 850  0.0395
1708348269.2945 679 741 913 1000 902 800 782 832  0.0359
1708348269.3024 660 721 883 1000 873 770 755 807  0.0282
1708348269.3101 668 710 885 984 859 758 732 785  0.0261
1708348269.3191 645 717 878 970 847 707 714 780  0.0228
1708348269.3268 651 691 855 951 822 710 687 745  0.0159
1708348269.3345 649 685 819 889 790 679 669 700  0.0000
1708348269.3419 645 672 781 845 770 670 648 672  0.0000
1708348269.3509 649 667 744 793 747 684 673 665  0.0000
1708348269.3577 653 645 708 746 733 693 673 707  0.0000
1708348269.3666 656 652 673 686 698 694 681 707  0.0000
1708348269.3751 658 662 687 668 703 693 685 682  0.0000
1708348269.3824 670 666 678 662 694 721 693 707  0.0000
1708348269.3916 673 676 692 689 714 730 697 697  0.0000
1708348269.3987 675 679 706 698 715 740 712 707  0.0000
1708348269.4057 681 702 720 714 744 758 718 715  0.0000
1708348269.4143 685 693 734 705 744 772 722 717  0.0000
1708348269.4231 656 700 715 712 744 763 714 702  0.0000
1708348269.4303 692 712 744 720 746 781 710 682  0.0000
1708348269.4418 694 716 744 745 760 793 724 712  0.0000
1708348269.4474 702 717 756 746 767 798 735 707  0.0000
1708348269.4551 690 722 746 753 774 795 732 715  0.0000
