% Edge sensor logfile normalized 'log_20240315_004013.627/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1710459614.5736 0 0 0 0 0 0 0 0  0.0000
1710459614.5812 44 40 30 29 22 20 34 22  0.0000
1710459614.5897 37 31 27 22 17 27 23 18  0.0000
1710459614.5977 44 40 30 24 19 30 18 15  0.0000
1710459614.6052 53 44 28 29 27 32 23 29  0.0000
1710459614.6132 46 42 34 29 26 25 27 24  0.0000
1710459614.6212 33 40 34 26 24 22 7 18  0.0000
1710459614.6294 60 47 47 43 46 42 34 42  0.0000
1710459614.6374 55 49 37 34 26 27 25 29  0.0000
1710459614.6449 44 42 28 34 24 28 27 33  0.0000
1710459614.6536 37 40 30 38 24 15 23 15  0.0000
1710459614.6619 17 22 21 8 0 8 12 11  0.0000
1710459614.6690 49 33 45 19 22 44 21 22  0.0000
1710459614.6774 49 49 43 29 38 35 36 72  0.0000
1710459614.6855 51 38 41 27 19 20 25 15  0.0000
1710459614.6938 66 44 45 29 29 11 16 9  0.0000
1710459614.7019 55 51 43 31 27 32 32 15  0.0000
1710459614.7093 46 51 37 40 38 28 25 29  0.0000
1710459614.7174 60 45 41 31 27 35 54 36  0.0000
1710459614.7250 44 49 28 40 22 30 16 33  0.0000
1710459614.7332 35 36 28 20 15 17 18 15  0.0000
1710459614.7413 40 42 37 38 22 23 31 31  0.0000
1710459614.7499 55 51 47 31 38 39 40 36  0.0000
1710459614.7569 42 38 34 27 26 28 27 42  0.0000
1710459614.7658 44 42 34 36 34 35 27 36  0.0000
1710459614.7734 44 42 41 27 33 30 31 45  0.0000
1710459614.7811 40 49 34 22 26 28 31 40  0.0000
1710459614.7892 44 40 43 33 34 40 34 45  0.0000
1710459614.7972 40 47 39 31 29 30 27 22  0.0000
1710459614.8053 35 38 32 22 20 22 23 18  0.0000
1710459614.8132 42 42 36 34 24 30 25 27  0.0000
1710459614.8218 49 38 43 34 40 39 21 29  0.0000
1710459614.8296 31 40 41 38 29 27 21 24  0.0000
1710459614.8376 44 44 41 41 40 45 34 33  0.0000
1710459614.8453 33 33 37 43 29 25 20 22  0.0000
1710459614.8533 49 33 41 26 26 32 27 38  0.0000
1710459614.8611 40 38 37 41 34 37 38 36  0.0000
1710459614.8698 15 14 27 17 24 17 18 29  0.0000
1710459614.8776 29 29 34 5 15 8 12 13  0.0000
1710459614.8859 26 23 32 29 33 28 23 15  0.0000
1710459614.8937 29 33 37 31 29 39 31 20  0.0000
1710459614.9019 49 38 41 43 29 30 20 24  0.0000
1710459614.9092 40 34 43 31 34 37 43 47  0.0000
1710459614.9171 33 33 30 17 24 28 18 29  0.0000
1710459614.9251 29 31 32 27 36 28 36 24  0.0000
1710459614.9336 37 40 30 40 24 23 36 31  0.0000
1710459614.9414 26 23 21 19 22 20 21 22  0.0000
1710459614.9495 37 34 37 26 34 17 27 20  0.0000
1710459614.9577 42 27 30 31 24 17 23 22  0.0000
1710459614.9654 42 36 34 26 33 11 27 29  0.0000
1710459614.9734 62 58 50 50 41 40 40 47  0.0000
1710459614.9814 35 36 39 40 34 42 34 47  0.0000
1710459614.9901 35 38 28 26 29 30 27 13  0.0000
1710459614.9971 33 40 36 40 33 30 23 29  0.0000
1710459615.0054 44 51 47 27 38 25 27 45  0.0000
1710459615.0129 33 34 27 19 24 27 20 27  0.0000
1710459615.0215 31 38 30 34 33 35 27 22  0.0000
1710459615.0296 35 44 36 22 24 28 32 20  0.0000
1710459615.0376 33 31 32 31 31 37 40 72  0.0000
1710459615.0457 42 47 39 38 34 39 32 40  0.0000
1710459615.0531 40 44 27 27 31 39 36 31  0.0000
1710459615.0612 44 40 32 24 29 37 32 22  0.0000
1710459615.0698 46 38 36 34 38 44 49 38  0.0000
1710459615.0775 35 36 41 31 33 42 42 38  0.0000
1710459615.0855 37 38 28 31 27 44 42 31  0.0000
1710459615.0930 40 42 37 36 34 42 36 38  0.0000
1710459615.1015 44 38 37 34 38 40 47 38  0.0000
1710459615.1094 42 34 41 40 34 39 45 40  0.0000
1710459615.1175 69 53 65 48 52 57 69 81  0.0000
1710459615.1252 44 34 50 26 27 39 47 45  0.0000
1710459615.1339 37 27 34 29 29 35 43 33  0.0000
1710459615.1409 49 42 43 33 29 34 38 45  0.0000
1710459615.1491 31 33 25 26 26 40 32 33  0.0000
1710459615.1578 44 38 39 36 29 44 47 36  0.0000
1710459615.1659 33 40 36 34 34 34 40 49  0.0000
1710459615.1739 31 27 30 27 20 30 31 38  0.0000
1710459615.1811 58 55 48 43 33 39 38 42  0.0000
