% Edge sensor logfile normalized 'log_20240224_123645.646/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708774605.8467 21 22 34 41 37 29 27 22  0.0000
1708774605.8555 95 148 500 766 641 324 130 122  0.0000
1708774605.8617 97 146 498 771 644 322 133 117  0.0000
1708774605.8697 87 144 494 759 632 317 133 125  0.0000
1708774605.8782 70 129 482 750 623 308 116 125  0.0000
1708774605.8861 95 146 496 760 632 313 112 107  0.0000
1708774605.8942 91 142 475 757 628 306 128 110  0.0000
1708774605.9021 101 151 505 771 646 319 133 132  0.0000
1708774605.9101 114 156 508 769 646 326 135 132  0.0000
1708774605.9183 101 149 491 766 644 320 130 130  0.0000
1708774605.9261 84 149 489 762 642 319 122 122  0.0000
1708774605.9342 101 141 500 760 639 320 128 127  0.0000
1708774605.9425 99 153 486 755 632 310 132 120  0.0000
1708774605.9495 95 146 489 752 637 308 126 117  0.0000
1708774605.9575 89 158 496 766 639 313 128 110  0.0000
1708774605.9655 99 148 482 745 626 313 130 110  0.0000
1708774605.9742 104 142 506 766 635 335 135 112  0.0000
1708774605.9823 97 153 491 759 637 328 133 140  0.0000
1708774605.9894 82 148 477 740 626 322 128 117  0.0000
1708774605.9985 87 137 475 753 626 313 118 115  0.0000
1708774606.0055 99 144 491 748 628 308 135 165  0.0000
1708774606.0137 106 163 486 755 639 308 143 132  0.0000
1708774606.0224 82 141 477 752 646 308 126 115  0.0000
1708774606.0294 116 153 498 750 644 310 132 145  0.0000
1708774606.0388 97 134 475 767 634 324 118 132  0.0000
1708774606.0455 104 142 465 750 632 308 141 125  0.0000
1708774606.0543 110 153 486 772 657 350 132 107  0.0000
1708774606.0624 116 149 487 757 658 350 143 142  0.0000
1708774606.0701 93 130 444 734 634 328 118 90  0.0000
1708774606.0788 116 137 463 759 655 343 133 115  0.0000
1708774606.0861 110 142 470 764 673 350 135 132  0.0000
1708774606.0937 91 127 447 733 650 343 126 110  0.0000
1708774606.1030 114 135 454 740 666 352 133 112  0.0000
1708774606.1105 93 117 447 741 673 349 135 112  0.0000
1708774606.1182 101 123 447 740 673 356 135 115  0.0000
1708774606.1264 110 139 447 748 687 365 137 112  0.0000
1708774606.1337 97 130 453 762 705 379 151 140  0.0000
1708774606.1425 101 118 418 740 694 372 141 110  0.0000
1708774606.1509 99 122 427 750 706 382 135 130  0.0000
1708774606.1584 116 122 434 752 719 391 149 130  0.0000
