                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0047,                 1.6289,                 1.1844,                0.76231,                0.69594,                0.71983,                0.49862,                 1.0939,                 2.0931,                 1.2622,             0.00066077,             0.00066077,             0.00066077
                      2,                 0.9969,                 1.1634,                 1.1748,                0.82997,                0.81975,                0.82679,                0.61568,                0.95415,                 1.2967,                 1.1482,             0.00067035,             0.00067035,             0.00067035
