% Edge sensor logfile normalized 'log_20240315_004157.807/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1710459718.6348 0 0 0 0 0 0 0 0  0.0000
1710459718.6420 29 34 43 38 31 27 34 40  0.0000
1710459718.6499 31 40 34 31 26 28 25 24  0.0000
1710459718.6579 31 36 32 26 22 20 14 22  0.0000
1710459718.6658 37 40 36 38 33 37 34 29  0.0000
1710459718.6741 49 44 43 48 38 42 38 40  0.0000
1710459718.6813 40 31 43 45 26 30 23 36  0.0000
1710459718.6902 42 40 36 43 31 28 31 36  0.0000
1710459718.6973 29 29 32 24 27 25 21 29  0.0000
1710459718.7064 44 47 47 38 40 28 23 29  0.0000
1710459718.7140 35 36 41 50 31 47 34 36  0.0000
1710459718.7225 37 34 34 36 27 34 36 29  0.0000
1710459718.7308 55 47 48 40 38 44 36 42  0.0000
1710459718.7382 40 36 43 43 31 45 49 63  0.0000
1710459718.7464 49 51 43 31 36 30 25 40  0.0000
1710459718.7548 29 49 48 26 29 28 32 29  0.0000
1710459718.7626 22 20 32 17 27 15 29 40  0.0000
1710459718.7708 17 22 23 12 12 15 20 2  0.0000
1710459718.7779 42 23 43 34 38 23 25 29  0.0000
1710459718.7864 37 34 39 31 38 44 29 38  0.0000
1710459718.7946 44 38 36 41 31 34 27 29  0.0000
1710459718.8018 31 38 30 41 34 32 32 24  0.0000
1710459718.8107 37 33 34 33 34 34 31 42  0.0000
1710459718.8178 42 33 47 41 50 32 38 45  0.0000
1710459718.8268 33 27 36 27 29 28 29 18  0.0000
1710459718.8343 8 14 28 24 15 23 23 29  0.0000
1710459718.8420 26 29 25 17 17 18 21 9  0.0000
1710459718.8501 40 36 34 31 40 32 32 33  0.0000
1710459718.8588 42 29 30 36 24 28 32 40  0.0000
1710459718.8668 37 38 32 27 34 32 29 22  0.0000
1710459718.8747 31 33 36 34 31 39 31 31  0.0000
1710459718.8818 22 31 32 31 33 32 36 33  0.0000
1710459718.8906 31 34 36 31 31 35 34 49  0.0000
1710459718.8987 31 31 37 29 33 32 36 38  0.0000
1710459718.9063 26 33 28 27 29 35 31 27  0.0000
1710459718.9144 26 36 34 26 33 28 32 31  0.0000
1710459718.9226 35 40 28 33 26 30 31 33  0.0000
