% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1709557221.3869 0 0 0 0
1709557221.3947 0 0 0 0
1709557221.4028 4294967295 4294967295 -1 -1
1709557221.4096 4294967295 4294967295 0 0
1709557221.4179 4294967295 4294967295 0 0
1709557221.4263 4294967295 4294967295 0 0
1709557221.4342 4294967295 4294967295 0 0
1709557221.4423 4294967295 4294967295 0 0
1709557221.4495 4294967295 4294967295 0 0
1709557221.4585 4294967295 4294967295 0 0
1709557221.4663 4294967295 4294967295 0 0
1709557221.4737 4294967295 4294967295 0 0
1709557221.4822 4294967295 4294967295 0 0
1709557221.4896 4294967295 4294967295 0 0
1709557221.4977 4294967295 4294967295 0 0
1709557221.5055 4294967295 4294967295 0 0
1709557221.5138 4294967295 4294967295 0 0
1709557221.5220 4294967295 4294967295 0 0
1709557221.5298 4294967295 4294967295 0 0
1709557221.5382 4294967295 4294967295 0 0
1709557221.5458 4294967295 4294967295 0 0
1709557221.5537 4294967295 4294967295 0 0
1709557221.5620 4294967295 4294967295 0 0
1709557221.5701 4294967295 4294967295 0 0
1709557221.5786 4294967295 4294967295 0 0
1709557221.5857 4294967295 4294967295 0 0
1709557221.5943 4294967295 4294967295 0 0
1709557221.6027 4294967295 4294967295 0 0
1709557221.6115 4294967295 4294967295 0 0
1709557221.6191 4294967295 4294967295 0 0
1709557221.6285 4294967295 4294967295 0 0
1709557221.6348 4294967295 4294967295 0 0
1709557221.6431 4294967295 4294967295 0 0
1709557221.6502 4294967295 4294967295 0 0
1709557221.6577 4294967295 4294967295 0 0
1709557221.6664 4294967295 4294967295 0 0
1709557221.6744 4294967295 4294967295 0 0
1709557221.6819 4294967295 4294967295 0 0
1709557221.6906 4294967295 4294967295 0 0
1709557221.6978 4294967295 4294967295 0 0
1709557221.7063 4294967295 4294967295 0 0
1709557221.7146 4294967295 4294967295 0 0
1709557221.7219 4294967295 4294967295 0 0
1709557221.7306 4294967295 4294967295 0 0
1709557221.7408 4294967295 4294967295 0 0
1709557221.7467 4294967295 4294967295 0 0
1709557221.7537 4294967295 4294967295 0 0
1709557221.7624 4294967295 4294967295 0 0
1709557221.7703 4294967295 4294967295 0 0
1709557221.7777 4294967295 4294967295 0 0
1709557221.7870 4294967295 4294967295 0 0
1709557221.7947 4294967295 4294967295 0 0
1709557221.8026 4294967295 4294967295 0 0
1709557221.8116 4294967295 4294967295 0 0
1709557221.8179 4294967295 4294967295 0 0
1709557221.8265 4294967295 4294967295 0 0
1709557221.8340 4294967295 4294967295 0 0
1709557221.8431 4294967295 4294967295 0 0
1709557221.8504 4294967295 4294967295 0 0
1709557221.8578 4294967295 4294967295 0 0
1709557221.8699 4294967295 4294967295 0 0
1709557221.8739 4294967295 4294967295 0 0
1709557221.8817 4294967295 4294967295 0 0
1709557221.8899 4294967295 4294967295 0 0
1709557221.8977 4294967295 4294967295 0 0
1709557221.9061 4294967295 4294967295 0 0
1709557221.9139 4294967295 4294967295 0 0
1709557221.9228 4294967295 4294967295 0 0
1709557221.9301 4294967295 4294967295 0 0
1709557221.9380 4294967295 4294967295 0 0
1709557221.9460 4294967295 4294967295 0 0
1709557221.9544 4294967295 4294967295 0 0
1709557221.9620 4294967295 4294967295 0 0
1709557221.9704 4294967295 4294967295 0 0
1709557221.9781 4294967295 4294967295 0 0
1709557221.9871 4294967295 4294967295 0 0
1709557221.9941 4294967295 4294967295 0 0
1709557222.0020 4294967295 4294967295 0 0
