% Edge sensor logfile normalized 'log_20240216_160318.584/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708095798.7443 0 0 0 0 0 0 0 0  0.0000
1708095798.7531 174 344 593 783 690 546 526 582  0.0228
1708095798.7592 409 452 616 741 568 373 269 247  0.0097
1708095798.7673 842 858 1000 1000 1000 945 912 1000  0.1200
1708095798.7750 609 672 890 1000 882 700 601 665  0.0664
1708095798.7832 428 487 692 830 706 534 481 505  0.0339
1708095798.7913 1000 1000 1000 1000 1000 955 858 900  0.1200
1708095798.7997 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1708095798.8077 668 724 961 1000 994 823 794 922  0.1102
1708095798.8159 543 638 850 1000 873 696 638 682  0.0632
1708095798.8240 72 254 498 656 541 363 283 255  0.0000
1708095798.8314 144 247 453 587 444 278 215 202  0.0000
1708095798.8397 881 882 1000 1000 1000 772 642 625  0.0952
1708095798.8476 602 657 868 1000 873 677 623 662  0.0631
1708095798.8558 341 452 677 838 715 550 493 555  0.0334
1708095798.8638 951 896 1000 1000 896 629 508 427  0.0812
1708095798.8717 868 927 1000 1000 1000 1000 1000 1000  0.1200
1708095798.8823 700 759 989 1000 1000 892 899 1000  0.1200
1708095798.8884 585 645 845 1000 875 691 617 655  0.0630
1708095798.8957 157 327 557 703 582 414 314 330  0.0008
1708095798.9048 63 228 460 636 504 356 289 280  0.0000
1708095798.9114 452 511 666 771 598 345 198 85  0.0186
1708095798.9196 624 672 873 1000 918 716 669 702  0.1005
1708095798.9287 416 526 753 948 825 640 596 660  0.0499
1708095798.9361 730 676 824 911 715 488 349 287  0.0697
1708095798.9462 1000 994 1000 1000 1000 1000 1000 1000  0.1200
1708095798.9531 796 769 979 1000 1000 902 846 1000  0.1200
1708095798.9609 622 647 857 1000 927 730 634 672  0.0696
1708095798.9679 256 339 538 743 664 499 374 377  0.0129
1708095798.9768 104 234 463 663 618 432 293 230  0.0000
1708095798.9846 558 524 649 762 648 400 153 60  0.0187
1708095798.9924 719 745 954 1000 1000 952 788 810  0.1200
1708095799.0006 535 566 762 958 968 767 603 615  0.0639
1708095799.0083 316 349 480 677 710 504 312 252  0.0060
1708095799.0162 1000 989 1000 1000 1000 1000 968 1000  0.1200
1708095799.0251 1000 974 1000 1000 1000 1000 1000 1000  0.1200
