% Edge sensor logfile normalized 'log_20240315_003636.146/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1710459396.5989 0 0 0 0 0 0 0 0  0.0000
1710459396.6072 37 44 34 27 27 39 38 36  0.0000
1710459396.6150 40 38 36 29 26 34 32 36  0.0000
1710459396.6223 15 34 23 29 27 22 25 22  0.0000
1710459396.6308 33 40 30 27 29 30 27 36  0.0000
1710459396.6382 42 45 43 41 33 37 32 40  0.0000
1710459396.6466 35 40 41 33 34 32 31 36  0.0000
1710459396.6545 20 18 23 17 26 28 31 45  0.0000
1710459396.6630 29 34 30 27 24 28 27 20  0.0000
1710459396.6704 35 40 36 31 24 34 32 33  0.0000
1710459396.6792 37 45 39 36 31 40 29 31  0.0000
1710459396.6868 44 42 36 38 29 34 25 27  0.0000
1710459396.6943 44 40 41 36 38 32 36 49  0.0000
1710459396.7026 31 42 32 38 29 30 29 29  0.0000
1710459396.7106 40 42 43 36 34 32 34 31  0.0000
1710459396.7190 37 34 39 43 31 40 47 47  0.0000
1710459396.7266 26 22 23 5 20 30 27 20  0.0000
1710459396.7341 40 40 32 31 33 28 21 33  0.0000
1710459396.7423 37 36 27 29 29 32 34 42  0.0000
1710459396.7503 64 45 45 41 34 35 31 11  0.0000
1710459396.7590 49 55 45 50 40 45 36 13  0.0000
1710459396.7665 35 25 32 31 36 52 38 38  0.0000
1710459396.7741 35 27 37 29 20 39 47 36  0.0000
1710459396.7827 44 36 37 22 36 45 40 24  0.0000
1710459396.7909 26 40 32 19 31 30 31 24  0.0000
1710459396.7985 24 29 28 22 22 20 25 11  0.0000
1710459396.8070 31 23 27 20 34 28 18 40  0.0000
1710459396.8145 46 42 37 41 31 25 32 40  0.0000
1710459396.8223 46 53 50 48 36 42 40 36  0.0000
1710459396.8310 44 38 37 43 41 40 43 45  0.0000
1710459396.8384 40 33 34 22 38 39 29 24  0.0000
1710459396.8461 37 22 28 40 27 32 29 31  0.0000
1710459396.8545 44 42 41 34 34 37 32 40  0.0000
1710459396.8631 44 44 39 36 38 40 51 42  0.0000
1710459396.8707 49 42 41 38 27 37 32 33  0.0000
1710459396.8793 26 34 27 17 26 32 29 29  0.0000
1710459396.8868 42 44 34 31 26 34 31 38  0.0000
1710459396.8945 51 47 50 36 36 34 32 29  0.0000
1710459396.9029 51 55 52 43 40 44 45 58  0.0000
1710459396.9105 44 40 50 27 29 32 40 33  0.0000
1710459396.9181 35 34 39 38 24 22 31 31  0.0000
1710459396.9267 31 38 34 33 38 32 31 33  0.0000
1710459396.9342 37 33 28 26 13 23 32 22  0.0000
1710459396.9430 37 40 43 36 22 30 25 20  0.0000
1710459396.9514 40 33 34 15 29 25 23 38  0.0000
1710459396.9590 44 34 41 36 26 28 29 27  0.0000
1710459396.9667 55 58 54 45 29 39 29 42  0.0000
1710459396.9742 42 55 45 34 40 49 45 63  0.0000
1710459396.9828 49 51 48 41 33 27 31 33  0.0000
1710459396.9905 42 38 39 38 15 20 29 20  0.0000
