% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708094582.4668 0 0 0 0
1708094582.4755 0 0 0 0
1708094582.4825 4294967295 4294967295 -1 -1
1708094582.4901 4294967295 4294967295 0 0
1708094582.4989 4294967295 4294967295 0 0
1708094582.5060 4294967295 4294967295 0 0
1708094582.5137 4294967295 4294967295 0 0
1708094582.5230 4294967295 4294967295 0 0
1708094582.5304 4294967295 4294967295 0 0
1708094582.5381 4294967295 4294967295 0 0
1708094582.5466 4294967295 4294967295 0 0
1708094582.5544 4294967295 4294967295 0 0
1708094582.5624 4294967295 4294967295 0 0
1708094582.5705 4294967295 4294967295 0 0
1708094582.5780 4294967295 4294967295 0 0
1708094582.5859 4294967295 4294967295 0 0
1708094582.5950 4294967295 4294967295 0 0
1708094582.6015 0 4294967295 1 0
1708094582.6105 2 4294967295 2 0
1708094582.6187 5 4294967295 3 0
1708094582.6264 8 4294967295 3 0
1708094582.6402 10 4294967295 2 0
1708094582.6451 12 4294967295 2 0
1708094582.6510 14 4294967295 2 0
1708094582.6584 17 4294967295 3 0
1708094582.6668 21 4294967294 4 -1
1708094582.6745 24 4294967294 3 0
1708094582.6828 28 4294967294 4 0
1708094582.6909 32 4294967293 4 -1
1708094582.7002 37 4294967292 5 -1
1708094582.7066 43 4294967291 6 -1
1708094582.7149 48 4294967290 5 -1
1708094582.7231 54 4294967288 6 -2
1708094582.7309 60 4294967287 6 -1
1708094582.7400 66 4294967286 6 -1
1708094582.7466 72 4294967285 6 -1
1708094582.7544 79 4294967283 7 -2
1708094582.7624 84 4294967281 5 -2
1708094582.7701 89 4294967280 5 -1
1708094582.7790 95 4294967279 6 -1
1708094582.7871 101 4294967277 6 -2
1708094582.7949 108 4294967276 7 -1
1708094582.8030 113 4294967275 5 -1
1708094582.8102 117 4294967275 4 0
1708094582.8190 123 4294967275 6 0
1708094582.8264 130 4294967275 7 0
1708094582.8343 135 4294967275 5 0
1708094582.8429 138 4294967275 3 0
1708094582.8508 142 4294967275 4 0
1708094582.8585 148 4294967275 6 0
1708094582.8662 153 4294967275 5 0
1708094582.8749 156 4294967275 3 0
1708094582.8827 159 4294967275 3 0
1708094582.8907 165 4294967274 6 -1
1708094582.8982 172 4294967273 7 -1
1708094582.9073 177 4294967271 5 -2
1708094582.9144 180 4294967270 3 -1
1708094582.9228 185 4294967268 5 -2
1708094582.9312 191 4294967268 6 0
1708094582.9381 197 4294967267 6 -1
1708094582.9464 201 4294967266 4 -1
1708094582.9546 207 4294967264 6 -2
1708094582.9624 213 4294967261 6 -3
1708094582.9703 219 4294967260 6 -1
1708094582.9791 225 4294967258 6 -2
1708094582.9868 232 4294967256 7 -2
1708094582.9944 239 4294967254 7 -2
1708094583.0032 246 4294967251 7 -3
1708094583.0108 253 4294967248 7 -3
1708094583.0188 260 4294967246 7 -2
1708094583.0265 267 4294967244 7 -2
1708094583.0347 275 4294967241 8 -3
1708094583.0429 283 4294967238 8 -3
1708094583.0510 290 4294967235 7 -3
1708094583.0589 297 4294967232 7 -3
1708094583.0661 305 4294967230 8 -2
1708094583.0750 313 4294967227 8 -3
1708094583.0829 320 4294967223 7 -4
1708094583.0909 327 4294967219 7 -4
1708094583.0990 335 4294967217 8 -2
1708094583.1068 343 4294967213 8 -4
1708094583.1147 352 4294967208 9 -5
1708094583.1229 358 4294967205 6 -3
1708094583.1313 364 4294967202 6 -3
1708094583.1384 372 4294967199 8 -3
1708094583.1465 381 4294967194 9 -5
1708094583.1558 389 4294967191 8 -3
1708094583.1630 395 4294967189 6 -2
1708094583.1713 402 4294967186 7 -3
1708094583.1791 411 4294967182 9 -4
1708094583.1870 420 4294967178 9 -4
1708094583.1948 426 4294967176 6 -2
1708094583.2023 431 4294967176 5 0
1708094583.2101 438 4294967173 7 -3
1708094583.2190 447 4294967169 9 -4
1708094583.2267 454 4294967164 7 -5
1708094583.2345 459 4294967162 5 -2
1708094583.2423 465 4294967161 6 -1
1708094583.2500 472 4294967158 7 -3
1708094583.2582 480 4294967154 8 -4
1708094583.2671 486 4294967151 6 -3
1708094583.2744 492 4294967150 6 -1
1708094583.2822 498 4294967149 6 -1
1708094583.2919 505 4294967146 7 -3
1708094583.2985 513 4294967141 8 -5
1708094583.3064 521 4294967138 8 -3
1708094583.3142 525 4294967137 4 -1
1708094583.3225 530 4294967137 5 0
1708094583.3303 536 4294967135 6 -2
1708094583.3390 544 4294967132 8 -3
1708094583.3466 549 4294967129 5 -3
1708094583.3545 554 4294967127 5 -2
1708094583.3623 560 4294967127 6 0
1708094583.3701 568 4294967125 8 -2
1708094583.3786 575 4294967121 7 -4
1708094583.3865 580 4294967118 5 -3
1708094583.3942 587 4294967117 7 -1
1708094583.4031 594 4294967116 7 -1
1708094583.4110 600 4294967113 6 -3
1708094583.4186 603 4294967112 3 -1
1708094583.4270 606 4294967111 3 -1
1708094583.4348 611 4294967111 5 0
1708094583.4425 616 4294967111 5 0
1708094583.4502 620 4294967110 4 -1
1708094583.4591 623 4294967111 3 1
1708094583.4668 625 4294967111 2 0
1708094583.4750 627 4294967111 2 0
1708094583.4828 628 4294967112 1 1
1708094583.4906 629 4294967114 1 2
1708094583.4984 630 4294967117 1 3
1708094583.5071 631 4294967119 1 2
1708094583.5148 633 4294967121 2 2
1708094583.5231 633 4294967125 0 4
1708094583.5310 632 4294967129 -1 4
1708094583.5387 632 4294967133 0 4
1708094583.5465 632 4294967139 0 6
1708094583.5543 631 4294967145 -1 6
1708094583.5629 629 4294967151 -2 6
1708094583.5707 627 4294967158 -2 7
1708094583.5791 624 4294967165 -3 7
1708094583.5868 622 4294967172 -2 7
1708094583.5945 619 4294967181 -3 9
1708094583.6022 616 4294967189 -3 8
1708094583.6108 612 4294967198 -4 9
1708094583.6185 608 4294967207 -4 9
1708094583.6269 603 4294967217 -5 10
1708094583.6347 598 4294967226 -5 9
1708094583.6425 594 4294967237 -4 11
1708094583.6511 589 4294967247 -5 10
1708094583.6588 585 4294967258 -4 11
1708094583.6666 580 4294967268 -5 10
1708094583.6750 574 4294967278 -6 10
1708094583.6827 569 4294967288 -5 10
1708094583.6905 564 2 -5 10
1708094583.6990 559 14 -5 12
1708094583.7065 554 28 -5 14
1708094583.7142 549 37 -5 9
1708094583.7226 543 46 -6 9
1708094583.7303 537 56 -6 10
1708094583.7390 531 68 -6 12
1708094583.7464 525 79 -6 11
1708094583.7551 519 89 -6 10
1708094583.7628 514 99 -5 10
1708094583.7705 508 111 -6 12
1708094583.7787 502 122 -6 11
1708094583.7861 497 131 -5 9
1708094583.7949 492 141 -5 10
1708094583.8025 486 151 -6 10
1708094583.8103 480 162 -6 11
1708094583.8191 474 172 -6 10
1708094583.8263 469 181 -5 9
1708094583.8349 465 189 -4 8
1708094583.8425 461 198 -4 9
1708094583.8501 456 208 -5 10
1708094583.8588 452 216 -4 8
1708094583.8665 450 223 -2 7
1708094583.8747 448 230 -2 7
1708094583.8822 445 237 -3 7
1708094583.8910 442 244 -3 7
1708094583.8986 440 249 -2 5
1708094583.9063 438 255 -2 6
1708094583.9150 437 261 -1 6
1708094583.9230 436 266 -1 5
1708094583.9308 434 272 -2 6
1708094583.9384 433 277 -1 5
1708094583.9471 433 281 0 4
1708094583.9548 433 286 0 5
1708094583.9624 433 290 0 4
1708094583.9709 433 294 0 4
1708094583.9781 433 298 0 4
1708094583.9868 433 301 0 3
1708094583.9944 433 304 0 3
1708094584.0031 433 309 0 5
1708094584.0113 433 315 0 6
1708094584.0188 433 319 0 4
1708094584.0261 433 320 0 1
1708094584.0349 433 321 0 1
1708094584.0424 434 325 1 4
1708094584.0501 434 330 0 5
1708094584.0587 434 334 0 4
1708094584.0662 434 336 0 2
1708094584.0746 434 337 0 1
1708094584.0823 435 338 1 1
1708094584.0909 437 339 2 1
1708094584.0986 440 341 3 2
1708094584.1072 445 342 5 1
1708094584.1148 448 342 3 0
1708094584.1231 451 342 3 0
1708094584.1310 454 342 3 0
1708094584.1385 458 341 4 -1
1708094584.1461 462 340 4 -1
1708094584.1550 465 340 3 0
1708094584.1626 469 339 4 -1
1708094584.1703 473 339 4 0
1708094584.1786 477 338 4 -1
1708094584.1862 481 337 4 -1
1708094584.1948 486 337 5 0
1708094584.2024 492 337 6 0
1708094584.2111 498 337 6 0
1708094584.2187 502 337 4 0
1708094584.2270 505 337 3 0
1708094584.2346 507 337 2 0
1708094584.2421 512 337 5 0
1708094584.2508 516 338 4 1
1708094584.2584 518 340 2 2
1708094584.2671 519 342 1 2
1708094584.2743 519 345 0 3
1708094584.2828 520 348 1 3
1708094584.2905 520 351 0 3
1708094584.2992 520 355 0 4
1708094584.3068 521 359 1 4
1708094584.3145 521 364 0 5
1708094584.3228 521 370 0 6
1708094584.3304 520 376 -1 6
1708094584.3381 517 382 -3 6
1708094584.3468 515 388 -2 6
1708094584.3545 515 396 0 8
1708094584.3621 515 403 0 7
1708094584.3717 514 410 -1 7
1708094584.3789 512 419 -2 9
1708094584.3865 509 427 -3 8
1708094584.3942 506 433 -3 6
1708094584.4029 504 441 -2 8
1708094584.4105 501 450 -3 9
1708094584.4192 499 459 -2 9
1708094584.4263 497 466 -2 7
1708094584.4351 494 472 -3 6
1708094584.4427 492 480 -2 8
1708094584.4503 489 488 -3 8
1708094584.4590 487 495 -2 7
1708094584.4665 487 500 0 5
1708094584.4747 487 506 0 6
1708094584.4824 486 512 -1 6
1708094584.4902 485 518 -1 6
1708094584.4988 483 524 -2 6
1708094584.5070 482 529 -1 5
1708094584.5147 482 534 0 5
1708094584.5229 482 539 0 5
1708094584.5308 482 543 0 4
1708094584.5385 482 547 0 4
1708094584.5462 482 551 0 4
1708094584.5549 482 555 0 4
1708094584.5626 482 557 0 2
1708094584.5701 482 559 0 2
1708094584.5784 482 562 0 3
1708094584.5872 482 564 0 2
1708094584.5947 482 566 0 2
1708094584.6022 482 570 0 4
1708094584.6110 482 574 0 4
1708094584.6186 482 576 0 2
1708094584.6269 483 577 1 1
1708094584.6346 484 578 1 1
1708094584.6421 486 581 2 3
1708094584.6508 489 584 3 3
1708094584.6584 490 584 1 0
1708094584.6671 491 584 1 0
1708094584.6744 493 585 2 1
1708094584.6832 495 587 2 2
1708094584.6906 497 590 2 3
1708094584.6982 500 591 3 1
1708094584.7070 502 591 2 0
1708094584.7146 504 591 2 0
1708094584.7229 507 592 3 1
1708094584.7316 511 592 4 0
1708094584.7381 514 592 3 0
1708094584.7468 518 592 4 0
1708094584.7545 522 593 4 1
1708094584.7621 526 593 4 0
1708094584.7709 530 593 4 0
1708094584.7790 533 593 3 0
1708094584.7865 537 593 4 0
1708094584.7942 542 593 5 0
1708094584.8030 545 593 3 0
1708094584.8106 547 593 2 0
1708094584.8183 551 593 4 0
1708094584.8264 556 594 5 1
1708094584.8350 560 596 4 2
1708094584.8427 561 599 1 3
1708094584.8503 564 599 3 0
1708094584.8590 568 598 4 -1
1708094584.8664 572 598 4 0
1708094584.8748 575 600 3 2
1708094584.8824 577 604 2 4
1708094584.8901 578 606 1 2
1708094584.8988 582 607 4 1
1708094584.9063 586 607 4 0
1708094584.9149 589 610 3 3
1708094584.9232 590 614 1 4
1708094584.9308 591 617 1 3
1708094584.9384 593 618 2 1
1708094584.9462 596 618 3 0
1708094584.9548 599 620 3 2
1708094584.9623 600 623 1 3
1708094584.9711 600 627 0 4
1708094584.9782 601 629 1 2
1708094584.9870 605 630 4 1
1708094584.9947 608 633 3 3
1708094585.0021 610 637 2 4
1708094585.0104 611 639 1 2
1708094585.0192 612 640 1 1
1708094585.0263 613 642 1 2
1708094585.0350 614 646 1 4
1708094585.0427 616 650 2 4
1708094585.0501 619 651 3 1
1708094585.0588 620 653 1 2
1708094585.0667 620 656 0 3
1708094585.0747 622 660 2 4
1708094585.0822 624 663 2 3
1708094585.0921 625 665 1 2
1708094585.0989 625 668 0 3
1708094585.1069 626 672 1 4
1708094585.1150 626 676 0 4
1708094585.1224 626 679 0 3
1708094585.1307 626 682 0 3
1708094585.1397 626 686 0 4
1708094585.1467 627 691 1 5
1708094585.1547 627 694 0 3
1708094585.1629 627 696 0 2
1708094585.1706 627 699 0 3
1708094585.1791 627 705 0 6
1708094585.1864 627 710 0 5
1708094585.1942 627 712 0 2
1708094585.2028 628 714 1 2
1708094585.2109 629 718 1 4
1708094585.2187 630 724 1 6
1708094585.2262 631 729 1 5
1708094585.2347 631 731 0 2
1708094585.2427 631 733 0 2
1708094585.2508 631 738 0 5
1708094585.2589 631 744 0 6
1708094585.2666 632 747 1 3
1708094585.2748 632 750 0 3
1708094585.2829 632 754 0 4
1708094585.2910 632 759 0 5
1708094585.2991 632 763 0 4
1708094585.3064 632 767 0 4
1708094585.3143 632 770 0 3
1708094585.3228 632 775 0 5
1708094585.3308 632 780 0 5
1708094585.3382 632 783 0 3
1708094585.3463 632 785 0 2
1708094585.3543 632 790 0 5
1708094585.3622 632 795 0 5
1708094585.3701 632 799 0 4
1708094585.3790 633 802 1 3
1708094585.3867 633 805 0 3
1708094585.3945 634 809 1 4
1708094585.4024 634 815 0 6
1708094585.4111 635 817 1 2
1708094585.4190 635 819 0 2
1708094585.4266 636 822 1 3
1708094585.4344 636 828 0 6
1708094585.4423 636 833 0 5
1708094585.4523 637 836 1 3
1708094585.4590 637 837 0 1
1708094585.4669 637 841 0 4
1708094585.4745 638 846 1 5
1708094585.4822 638 851 0 5
1708094585.4903 638 853 0 2
1708094585.4994 638 855 0 2
1708094585.5068 639 858 1 3
1708094585.5150 641 863 2 5
1708094585.5229 642 867 1 4
1708094585.5307 642 869 0 2
1708094585.5389 642 870 0 1
1708094585.5469 644 874 2 4
1708094585.5547 647 879 3 5
1708094585.5628 649 882 2 3
1708094585.5707 649 884 0 2
1708094585.5784 649 886 0 2
1708094585.5864 649 890 0 4
1708094585.5942 651 894 2 4
1708094585.6024 654 896 3 2
1708094585.6107 656 897 2 1
1708094585.6183 656 899 0 2
1708094585.6271 656 904 0 5
1708094585.6346 657 908 1 4
1708094585.6424 660 911 3 3
1708094585.6503 663 912 3 1
1708094585.6582 663 915 0 3
1708094585.6664 663 919 0 4
1708094585.6747 664 923 1 4
1708094585.6824 666 925 2 2
1708094585.6902 668 927 2 2
1708094585.6989 668 930 0 3
1708094585.7067 668 935 0 5
1708094585.7145 668 938 0 3
1708094585.7221 670 940 2 2
1708094585.7309 673 942 3 2
1708094585.7386 677 946 4 4
1708094585.7462 678 950 1 4
1708094585.7541 678 952 0 2
1708094585.7629 678 954 0 2
1708094585.7703 680 957 2 3
1708094585.7787 682 961 2 4
1708094585.7864 683 964 1 3
1708094585.7951 684 965 1 1
1708094585.8028 684 968 0 3
1708094585.8115 685 972 1 4
1708094585.8191 688 976 3 4
1708094585.8264 689 978 1 2
1708094585.8343 690 980 1 2
1708094585.8421 690 982 0 2
1708094585.8509 690 987 0 5
1708094585.8588 690 991 0 4
1708094585.8665 691 992 1 1
1708094585.8749 692 994 1 2
1708094585.8827 692 999 0 5
1708094585.8906 692 1005 0 6
1708094585.8981 693 1009 1 4
1708094585.9069 693 1011 0 2
1708094585.9146 693 1013 0 2
1708094585.9221 694 1017 1 4
1708094585.9311 694 1022 0 5
1708094585.9388 695 1026 1 4
1708094585.9465 696 1029 1 3
1708094585.9546 697 1031 1 2
1708094585.9624 698 1034 1 3
1708094585.9704 698 1039 0 5
1708094585.9791 698 1044 0 5
1708094585.9870 698 1047 0 3
1708094585.9948 699 1049 1 2
1708094586.0038 700 1052 1 3
1708094586.0103 700 1057 0 5
1708094586.0183 701 1061 1 4
1708094586.0270 702 1063 1 2
1708094586.0347 703 1065 1 2
1708094586.0426 704 1070 1 5
1708094586.0517 704 1075 0 5
1708094586.0584 704 1077 0 2
1708094586.0667 705 1080 1 3
1708094586.0754 705 1085 0 5
1708094586.0831 706 1089 1 4
1708094586.0911 706 1093 0 4
1708094586.0991 706 1095 0 2
1708094586.1069 706 1098 0 3
1708094586.1143 706 1103 0 5
1708094586.1229 706 1108 0 5
1708094586.1305 706 1110 0 2
1708094586.1426 706 1113 0 3
1708094586.1473 706 1117 0 4
1708094586.1546 707 1122 1 5
1708094586.1627 708 1126 1 4
1708094586.1717 709 1128 1 2
1708094586.1790 709 1129 0 1
1708094586.1870 709 1134 0 5
1708094586.1949 710 1140 1 6
1708094586.2027 712 1144 2 4
1708094586.2106 714 1146 2 2
1708094586.2196 715 1149 1 3
1708094586.2270 715 1152 0 3
1708094586.2349 715 1157 0 5
1708094586.2433 715 1161 0 4
1708094586.2510 715 1163 0 2
1708094586.2590 715 1166 0 3
1708094586.2669 715 1170 0 4
1708094586.2742 715 1175 0 5
1708094586.2826 715 1179 0 4
1708094586.2915 715 1181 0 2
1708094586.2985 715 1185 0 4
1708094586.3063 715 1189 0 4
1708094586.3157 715 1193 0 4
1708094586.3231 715 1197 0 4
1708094586.3311 715 1201 0 4
1708094586.3390 715 1204 0 3
1708094586.3467 715 1209 0 5
1708094586.3548 715 1213 0 4
1708094586.3638 715 1217 0 4
1708094586.3707 715 1221 0 4
1708094586.3787 715 1226 0 5
1708094586.3877 715 1230 0 4
1708094586.3943 715 1233 0 3
1708094586.4021 715 1237 0 4
1708094586.4111 715 1242 0 5
1708094586.4188 715 1247 0 5
1708094586.4271 715 1252 0 5
1708094586.4388 715 1255 0 3
1708094586.4432 715 1257 0 2
1708094586.4502 715 1261 0 4
1708094586.4592 715 1267 0 6
1708094586.4670 715 1271 0 4
1708094586.4749 715 1274 0 3
1708094586.4830 715 1279 0 5
1708094586.4905 715 1284 0 5
1708094586.4990 715 1288 0 4
1708094586.5071 715 1291 0 3
1708094586.5149 715 1295 0 4
1708094586.5225 715 1301 0 6
1708094586.5315 715 1305 0 4
1708094586.5386 715 1308 0 3
1708094586.5467 715 1312 0 4
1708094586.5552 715 1317 0 5
1708094586.5651 715 1323 0 6
1708094586.5709 715 1327 0 4
1708094586.5794 715 1331 0 4
1708094586.5871 715 1335 0 4
1708094586.5951 715 1339 0 4
1708094586.6031 715 1344 0 5
1708094586.6110 715 1349 0 5
1708094586.6190 715 1353 0 4
1708094586.6276 716 1355 1 2
1708094586.6345 718 1358 2 3
1708094586.6425 721 1363 3 5
1708094586.6516 721 1368 0 5
1708094586.6583 721 1371 0 3
1708094586.6671 721 1373 0 2
1708094586.6758 721 1376 0 3
1708094586.6831 721 1380 0 4
1708094586.6922 722 1384 1 4
1708094586.6997 724 1386 2 2
1708094586.7063 728 1387 4 1
1708094586.7145 729 1390 1 3
1708094586.7236 730 1393 1 3
1708094586.7303 732 1395 2 2
1708094586.7383 734 1396 2 1
1708094586.7473 736 1397 2 1
1708094586.7542 737 1400 1 3
1708094586.7629 739 1403 2 3
1708094586.7710 742 1405 3 2
1708094586.7784 744 1405 2 0
1708094586.7865 745 1406 1 1
1708094586.7957 749 1409 4 3
1708094586.8022 751 1413 2 4
1708094586.8102 751 1415 0 2
1708094586.8195 752 1416 1 1
1708094586.8268 754 1419 2 3
1708094586.8347 757 1422 3 3
1708094586.8437 759 1424 2 2
1708094586.8503 759 1425 0 1
1708094586.8584 760 1428 1 3
1708094586.8678 762 1432 2 4
1708094586.8752 765 1435 3 3
1708094586.8821 766 1437 1 2
1708094586.8933 766 1439 0 2
1708094586.8983 767 1443 1 4
1708094586.9071 768 1447 1 4
1708094586.9151 771 1449 3 2
1708094586.9225 771 1452 0 3
1708094586.9305 771 1456 0 4
1708094586.9401 771 1461 0 5
1708094586.9469 771 1465 0 4
1708094586.9549 771 1469 0 4
1708094586.9628 771 1473 0 4
1708094586.9703 770 1479 -1 6
1708094586.9791 769 1485 -1 6
1708094586.9869 767 1492 -2 7
1708094586.9946 765 1499 -2 7
1708094587.0027 762 1508 -3 9
1708094587.0114 760 1516 -2 8
1708094587.0185 757 1524 -3 8
1708094587.0269 754 1533 -3 9
1708094587.0348 750 1543 -4 10
1708094587.0431 747 1553 -3 10
1708094587.0504 743 1563 -4 10
1708094587.0589 740 1572 -3 9
1708094587.0665 735 1582 -5 10
1708094587.0750 730 1593 -5 11
1708094587.0831 726 1603 -4 10
1708094587.0909 722 1614 -4 11
1708094587.0982 717 1624 -5 10
1708094587.1070 712 1635 -5 11
1708094587.1147 707 1644 -5 9
1708094587.1223 702 1653 -5 9
1708094587.1314 697 1665 -5 12
1708094587.1384 692 1676 -5 11
1708094587.1467 686 1687 -6 11
1708094587.1564 681 1696 -5 9
1708094587.1631 675 1704 -6 8
1708094587.1712 669 1715 -6 11
1708094587.1788 663 1726 -6 11
1708094587.1865 658 1736 -5 10
1708094587.1948 652 1745 -6 9
1708094587.2039 645 1754 -7 9
1708094587.2105 639 1765 -6 11
1708094587.2185 633 1776 -6 11
1708094587.2277 628 1786 -5 10
1708094587.2345 621 1794 -7 8
1708094587.2427 615 1804 -6 10
1708094587.2517 610 1815 -5 11
1708094587.2584 604 1825 -6 10
1708094587.2664 597 1834 -7 9
1708094587.2753 592 1843 -5 9
1708094587.2831 589 1853 -3 10
1708094587.2905 583 1864 -6 11
1708094587.2995 575 1874 -8 10
1708094587.3062 570 1883 -5 9
1708094587.3142 565 1892 -5 9
1708094587.3236 559 1901 -6 9
1708094587.3303 553 1912 -6 11
1708094587.3383 547 1923 -6 11
1708094587.3472 542 1932 -5 9
1708094587.3544 537 1939 -5 7
1708094587.3625 531 1949 -6 10
1708094587.3732 525 1960 -6 11
1708094587.3784 520 1970 -5 10
1708094587.3863 515 1979 -5 9
1708094587.3954 512 1985 -3 6
1708094587.4022 507 1993 -5 8
1708094587.4105 501 2004 -6 11
1708094587.4190 495 2014 -6 10
1708094587.4263 492 2022 -3 8
1708094587.4343 488 2029 -4 7
1708094587.4433 482 2039 -6 10
1708094587.4511 476 2049 -6 10
1708094587.4590 471 2059 -5 10
1708094587.4670 468 2067 -3 8
1708094587.4745 463 2075 -5 8
1708094587.4822 457 2083 -6 8
1708094587.4912 453 2093 -4 10
1708094587.4989 451 2103 -2 10
1708094587.5067 446 2112 -5 9
1708094587.5157 440 2120 -6 8
1708094587.5230 435 2127 -5 7
1708094587.5309 432 2136 -3 9
1708094587.5389 427 2146 -5 10
1708094587.5466 422 2154 -5 8
1708094587.5559 417 2162 -5 8
1708094587.5643 413 2170 -4 8
1708094587.5709 408 2180 -5 10
1708094587.5794 403 2191 -5 11
1708094587.5874 400 2198 -3 7
1708094587.5952 396 2205 -4 7
1708094587.6032 391 2214 -5 9
1708094587.6121 385 2223 -6 9
1708094587.6190 381 2232 -4 9
1708094587.6271 379 2240 -2 8
1708094587.6351 375 2247 -4 7
1708094587.6429 371 2255 -4 8
1708094587.6508 365 2265 -6 10
1708094587.6590 361 2273 -4 8
1708094587.6667 358 2281 -3 8
1708094587.6750 354 2289 -4 8
1708094587.6833 349 2297 -5 8
1708094587.6910 345 2305 -4 8
1708094587.6990 341 2315 -4 10
1708094587.7094 337 2323 -4 8
1708094587.7143 334 2330 -3 7
1708094587.7230 330 2338 -4 8
1708094587.7309 325 2344 -5 6
1708094587.7387 321 2352 -4 8
1708094587.7464 317 2363 -4 11
1708094587.7555 313 2372 -4 9
1708094587.7622 309 2379 -4 7
1708094587.7701 305 2386 -4 7
1708094587.7791 300 2395 -5 9
1708094587.7869 296 2404 -4 9
1708094587.7948 292 2412 -4 8
1708094587.8034 288 2419 -4 7
1708094587.8102 285 2425 -3 6
1708094587.8189 283 2433 -2 8
1708094587.8279 281 2441 -2 8
1708094587.8346 277 2448 -4 7
1708094587.8425 273 2455 -4 7
1708094587.8527 271 2461 -2 6
1708094587.8585 270 2468 -1 7
1708094587.8677 268 2476 -2 8
1708094587.8754 264 2481 -4 5
1708094587.8832 261 2486 -3 5
1708094587.8901 260 2492 -1 6
1708094587.8992 259 2497 -1 5
1708094587.9064 258 2502 -1 5
1708094587.9144 258 2507 0 5
1708094587.9233 257 2512 -1 5
1708094587.9303 257 2517 0 5
1708094587.9387 256 2521 -1 4
1708094587.9478 256 2525 0 4
1708094587.9546 256 2530 0 5
1708094587.9627 256 2536 0 6
1708094587.9718 256 2541 0 5
1708094587.9782 256 2544 0 3
1708094587.9862 256 2547 0 3
1708094587.9952 256 2551 0 4
1708094588.0105 256 2557 0 6
1708094588.0139 256 2563 0 6
1708094588.0196 256 2568 0 5
1708094588.0270 257 2570 1 2
1708094588.0351 257 2571 0 1
1708094588.0432 257 2574 0 3
1708094588.0504 257 2580 0 6
1708094588.0586 257 2585 0 5
1708094588.0677 257 2588 0 3
1708094588.0744 257 2589 0 1
1708094588.0827 257 2592 0 3
1708094588.0919 257 2597 0 5
1708094588.0988 257 2602 0 5
1708094588.1070 257 2606 0 4
1708094588.1151 257 2607 0 1
1708094588.1226 257 2609 0 2
