% Edge sensor logfile normalized 'log_20240304_160020.528/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709564420.7455 0 0 0 0 0 0 0 0  0.0000
1709564420.7523 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.7601 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.7683 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.7762 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.7844 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.7928 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8011 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8084 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8226 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8249 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8326 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8400 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8485 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8565 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8642 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8726 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8814 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8887 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.8985 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9046 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9125 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9208 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9305 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9371 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9440 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9531 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9599 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9680 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9776 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9854 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564420.9927 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0039 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0094 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0166 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0253 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0331 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0412 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0501 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0567 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0649 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0734 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0811 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0893 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.0982 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1048 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1126 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1238 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1288 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1367 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1456 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1525 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1614 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1694 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1765 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1847 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.1950 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2015 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2099 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2179 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2245 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2326 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2417 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2488 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2566 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2656 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2727 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2806 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2896 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.2967 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3049 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3140 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3205 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3294 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3375 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3451 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3528 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3618 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3695 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3767 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3856 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.3931 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4006 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4097 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4172 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4273 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4333 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4410 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4484 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4573 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4649 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4726 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4814 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4891 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.4965 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5053 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5128 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5214 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5291 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5373 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5450 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5535 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5610 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5685 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5773 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5849 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.5925 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.6013 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.6089 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.6239 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.6339 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.6410 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.6501 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.6566 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.6649 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709564421.6744 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
