% Edge sensor logfile log_20240315_004104.987/log_edge.txt
% 	Calib white 466 563 571 595 596 609 566 464
% 	Calib black 18 18 18 21 21 21 20 21
% 	White threshold (of 1000) 500 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1710459665.6013 0 0.000 0.000 0.0000
1710459665.6088 0 0.000 0.000 0.0000
1710459665.6175 0 0.000 0.000 0.0000
1710459665.6250 0 0.000 0.000 0.0000
1710459665.6325 0 0.000 0.000 0.0000
1710459665.6410 0 0.000 0.000 0.0000
1710459665.6484 0 0.000 0.000 0.0000
1710459665.6575 0 0.000 0.000 0.0000
1710459665.6660 0 0.000 0.000 0.0000
1710459665.6734 0 0.000 0.000 0.0000
1710459665.6812 0 0.000 0.000 0.0000
1710459665.6898 0 0.000 0.000 0.0000
1710459665.6973 0 0.000 0.000 0.0000
1710459665.7045 0 0.000 0.000 0.0000
1710459665.7141 0 0.000 0.000 0.0000
1710459665.7204 0 0.000 0.000 0.0000
1710459665.7291 0 0.000 0.000 0.0000
1710459665.7379 0 0.000 0.000 0.0000
1710459665.7454 0 0.000 0.000 0.0000
1710459665.7524 0 0.000 0.000 0.0000
1710459665.7612 0 0.000 0.000 0.0000
1710459665.7687 0 0.000 0.000 0.0000
1710459665.7774 0 0.000 0.000 0.0000
1710459665.7850 0 0.000 0.000 0.0000
1710459665.7934 0 0.000 0.000 0.0000
1710459665.8010 0 0.000 0.000 0.0000
1710459665.8094 0 0.000 0.000 0.0000
1710459665.8169 0 0.000 0.000 0.0000
1710459665.8245 0 0.000 0.000 0.0000
1710459665.8332 0 0.000 0.000 0.0000
1710459665.8404 0 0.000 0.000 0.0000
1710459665.8491 0 0.000 0.000 0.0000
1710459665.8576 0 0.000 0.000 0.0000
1710459665.8652 0 0.000 0.000 0.0000
1710459665.8729 0 0.000 0.000 0.0000
1710459665.8816 0 0.000 0.000 0.0000
1710459665.8889 0 0.000 0.000 0.0000
1710459665.8965 0 0.000 0.000 0.0000
1710459665.9060 0 0.000 0.000 0.0000
1710459665.9124 0 0.000 0.000 0.0000
1710459665.9211 0 0.000 0.000 0.0000
1710459665.9297 0 0.000 0.000 0.0000
1710459665.9372 0 0.000 0.000 0.0000
1710459665.9448 0 0.000 0.000 0.0000
1710459665.9532 0 0.000 0.000 0.0000
1710459665.9608 0 0.000 0.000 0.0000
1710459665.9685 0 0.000 0.000 0.0000
1710459665.9780 0 0.000 0.000 0.0000
1710459665.9845 0 0.000 0.000 0.0000
1710459665.9932 0 0.000 0.000 0.0000
1710459666.0019 0 0.000 0.000 0.0000
1710459666.0091 0 0.000 0.000 0.0000
1710459666.0176 0 0.000 0.000 0.0000
1710459666.0252 0 0.000 0.000 0.0000
1710459666.0328 0 0.000 0.000 0.0000
1710459666.0404 0 0.000 0.000 0.0000
1710459666.0491 0 0.000 0.000 0.0000
1710459666.0573 0 0.000 0.000 0.0000
1710459666.0647 0 0.000 0.000 0.0000
1710459666.0735 0 0.000 0.000 0.0000
1710459666.0810 0 0.000 0.000 0.0000
1710459666.0893 0 0.000 0.000 0.0000
1710459666.0980 0 0.000 0.000 0.0000
1710459666.1051 0 0.000 0.000 0.0000
1710459666.1125 0 0.000 0.000 0.0000
1710459666.1212 0 0.000 0.000 0.0000
1710459666.1288 0 0.000 0.000 0.0000
1710459666.1364 0 0.000 0.000 0.0000
1710459666.1451 0 0.000 0.000 0.0000
1710459666.1532 0 0.000 0.000 0.0000
1710459666.1609 0 0.000 0.000 0.0000
1710459666.1697 0 0.000 0.000 0.0000
1710459666.1772 0 0.000 0.000 0.0000
1710459666.1848 0 0.000 0.000 0.0000
1710459666.1935 0 0.000 0.000 0.0000
1710459666.2008 0 0.000 0.000 0.0000
1710459666.2092 0 0.000 0.000 0.0000
1710459666.2179 0 0.000 0.000 0.0000
1710459666.2254 0 0.000 0.000 0.0000
1710459666.2331 0 0.000 0.000 0.0000
1710459666.2418 0 0.000 0.000 0.0000
1710459666.2491 0 0.000 0.000 0.0000
1710459666.2564 0 0.000 0.000 0.0000
1710459666.2651 0 0.000 0.000 0.0000
1710459666.2726 0 0.000 0.000 0.0000
1710459666.2813 0 0.000 0.000 0.0000
1710459666.2899 0 0.000 0.000 0.0000
1710459666.2974 0 0.000 0.000 0.0000
1710459666.3047 0 0.000 0.000 0.0000
1710459666.3135 0 0.000 0.000 0.0000
1710459666.3210 0 0.000 0.000 0.0000
1710459666.3286 0 0.000 0.000 0.0000
1710459666.3372 0 0.000 0.000 0.0000
1710459666.3447 0 0.000 0.000 0.0000
1710459666.3531 0 0.000 0.000 0.0000
1710459666.3618 0 0.000 0.000 0.0000
1710459666.3693 0 0.000 0.000 0.0000
1710459666.3778 0 0.000 0.000 0.0000
1710459666.3859 0 0.000 0.000 0.0000
1710459666.3934 0 0.000 0.000 0.0000
1710459666.4011 0 0.000 0.000 0.0000
1710459666.4096 0 0.000 0.000 0.0000
1710459666.4171 0 0.000 0.000 0.0000
1710459666.4248 0 0.000 0.000 0.0000
1710459666.4335 0 0.000 0.000 0.0000
1710459666.4411 0 0.000 0.000 0.0000
1710459666.4487 0 0.000 0.000 0.0000
1710459666.4571 0 0.000 0.000 0.0000
1710459666.4647 0 0.000 0.000 0.0000
1710459666.4733 0 0.000 0.000 0.0000
1710459666.4820 0 0.000 0.000 0.0000
1710459666.4884 0 0.000 0.000 0.0000
1710459666.4972 0 0.000 0.000 0.0000
1710459666.5057 0 0.000 0.000 0.0000
1710459666.5131 0 0.000 0.000 0.0000
1710459666.5207 0 0.000 0.000 0.0000
1710459666.5295 0 0.000 0.000 0.0000
1710459666.5369 0 0.000 0.000 0.0000
1710459666.5446 0 0.000 0.000 0.0000
1710459666.5530 0 0.000 0.000 0.0000
1710459666.5614 0 0.000 0.000 0.0000
1710459666.5690 0 0.000 0.000 0.0000
1710459666.5778 0 0.000 0.000 0.0000
1710459666.5853 0 0.000 0.000 0.0000
1710459666.5926 0 0.000 0.000 0.0000
1710459666.6014 0 0.000 0.000 0.0000
1710459666.6084 0 0.000 0.000 0.0000
