% Edge sensor logfile log_20240308_171742.426/log_edge.txt
% 	Calib white 466 563 571 595 596 609 566 464
% 	Calib black 18 18 18 21 21 21 20 21
% 	White threshold (of 1000) 500 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1709914662.9805 0 0.000 0.000 0.0000
1709914662.9876 1 0.057 -0.081 0.1380
1709914662.9960 1 0.055 -0.081 0.1360
1709914663.0035 1 0.056 -0.082 0.1379
1709914663.0113 1 0.056 -0.082 0.1379
1709914663.0202 1 0.055 -0.078 0.1329
1709914663.0278 1 0.056 -0.080 0.1363
1709914663.0361 1 0.056 -0.079 0.1343
1709914663.0438 1 0.056 -0.080 0.1358
1709914663.0515 1 0.057 -0.081 0.1380
1709914663.0595 1 0.058 -0.081 0.1396
1709914663.0710 1 0.055 -0.078 0.1335
1709914663.0764 1 0.058 -0.080 0.1381
1709914663.0850 1 0.058 -0.080 0.1379
1709914663.0958 1 0.055 -0.078 0.1330
1709914663.0994 1 0.057 -0.079 0.1362
1709914663.1074 1 0.055 -0.078 0.1336
1709914663.1166 1 0.056 -0.080 0.1353
1709914663.1242 1 0.058 -0.086 0.1434
1709914663.1335 1 0.056 -0.079 0.1350
1709914663.1405 1 0.055 -0.079 0.1339
1709914663.1473 1 0.055 -0.078 0.1331
1709914663.1555 1 0.055 -0.081 0.1361
1709914663.1645 1 0.054 -0.079 0.1334
1709914663.1721 1 0.058 -0.075 0.1336
1709914663.1791 1 0.056 -0.078 0.1339
1709914663.1888 1 0.058 -0.073 0.1317
1709914663.1953 1 0.062 -0.074 0.1353
1709914663.2034 1 0.067 -0.073 0.1394
1709914663.2123 1 0.071 -0.068 0.1383
1709914663.2199 1 0.077 -0.064 0.1408
1709914663.2279 1 0.082 -0.061 0.1420
1709914663.2364 1 0.088 -0.054 0.1420
1709914663.2431 1 0.090 -0.048 0.1379
1709914663.2521 1 0.094 -0.041 0.1354
1709914663.2600 1 0.100 -0.035 0.1357
1709914663.2675 1 0.108 -0.030 0.1381
1709914663.2755 1 0.112 -0.022 0.1341
1709914663.2842 1 0.120 -0.016 0.1364
1709914663.2918 1 0.127 -0.011 0.1382
1709914663.2997 1 0.137 -0.006 0.1432
1709914663.3085 1 0.151 -0.001 0.1524
1709914663.3152 1 0.160 0.006 0.1546
1709914663.3241 1 0.170 0.014 0.1556
1709914663.3327 1 0.188 0.020 0.1680
1709914663.3393 1 0.200 0.032 0.1682
1709914663.3472 1 0.200 0.042 0.1582
1709914663.3562 1 0.200 0.051 0.1494
1709914663.3639 1 0.200 0.061 0.1386
1709914663.3717 1 0.200 0.071 0.1286
1709914663.3807 1 0.200 0.077 0.1229
1709914663.3880 1 0.200 0.088 0.1117
1709914663.3962 1 0.200 0.093 0.1072
1709914663.4041 1 0.200 0.095 0.1051
1709914663.4118 1 0.200 0.103 0.0967
1709914663.4197 1 0.200 0.107 0.0935
1709914663.4278 1 0.200 0.109 0.0915
1709914663.4354 1 0.200 0.114 0.0855
1709914663.4431 1 0.200 0.115 0.0853
1709914663.4522 1 0.200 0.114 0.0857
1709914663.4600 1 0.200 0.117 0.0827
1709914663.4679 1 0.200 0.120 0.0802
1709914663.4759 1 0.200 0.116 0.0835
1709914663.4831 1 0.200 0.116 0.0842
1709914663.4920 1 0.200 0.117 0.0834
1709914663.4998 1 0.200 0.116 0.0842
1709914663.5075 1 0.200 0.117 0.0829
1709914663.5155 1 0.200 0.114 0.0860
1709914663.5245 1 0.200 0.111 0.0887
1709914663.5318 1 0.200 0.111 0.0890
1709914663.5398 1 0.200 0.108 0.0920
1709914663.5479 1 0.200 0.104 0.0965
1709914663.5555 1 0.200 0.104 0.0962
1709914663.5635 1 0.200 0.098 0.1024
1709914663.5725 1 0.200 0.095 0.1048
1709914663.5801 1 0.200 0.096 0.1036
1709914663.5876 1 0.200 0.087 0.1127
1709914663.5967 1 0.200 0.081 0.1194
1709914663.6033 1 0.200 0.078 0.1215
1709914663.6112 1 0.200 0.072 0.1277
1709914663.6203 1 0.200 0.069 0.1315
1709914663.6280 1 0.200 0.062 0.1379
1709914663.6353 1 0.200 0.056 0.1438
1709914663.6443 1 0.200 0.052 0.1480
1709914663.6521 1 0.193 0.045 0.1481
