% Edge sensor logfile normalized 'log_20240308_171149.580/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709914309.9616 0 0 0 0 0 0 0 0  0.0000
1709914309.9702 98 93 325 635 726 445 148 103  0.0000
1709914309.9767 104 110 336 662 749 455 164 115  0.0000
1709914309.9848 107 113 339 658 760 460 172 121  0.0023
1709914309.9927 111 117 343 662 763 482 188 135  0.0030
1709914310.0008 113 117 336 665 754 462 168 124  0.0010
1709914310.0089 93 100 327 651 746 455 163 106  0.0000
1709914310.0171 104 110 332 651 747 455 166 112  0.0000
1709914310.0252 116 117 338 662 758 464 183 117  0.0019
1709914310.0322 102 108 334 660 753 447 166 108  0.0007
1709914310.0413 95 99 321 656 746 455 161 117  0.0000
1709914310.0486 102 100 323 649 735 445 163 97  0.0000
1709914310.0570 127 121 345 662 758 455 168 119  0.0019
1709914310.0645 113 108 336 658 751 455 166 119  0.0002
1709914310.0730 102 106 332 653 744 445 173 106  0.0000
1709914310.0812 98 100 330 649 749 455 163 108  0.0000
1709914310.0889 82 104 318 651 760 455 175 119  0.0021
1709914310.0972 98 99 320 627 730 428 144 106  0.0000
1709914310.1045 111 126 334 667 754 464 175 124  0.0010
1709914310.1132 95 99 320 653 753 450 161 137  0.0007
1709914310.1216 111 113 312 641 735 440 159 79  0.0000
1709914310.1293 93 121 341 646 747 457 173 130  0.0000
1709914310.1373 109 117 321 632 756 469 188 119  0.0012
1709914310.1451 100 102 314 635 758 445 177 146  0.0016
1709914310.1525 93 99 314 646 758 455 163 151  0.0017
1709914310.1611 98 95 305 618 733 464 172 99  0.0000
1709914310.1695 120 113 314 641 756 482 179 88  0.0013
1709914310.1771 116 111 301 637 763 484 195 135  0.0026
1709914310.1849 111 113 300 634 770 493 188 137  0.0038
1709914310.1938 131 106 311 616 768 505 190 115  0.0032
1709914310.2013 109 117 311 639 780 501 199 139  0.0055
1709914310.2092 133 130 307 627 798 510 205 124  0.0077
1709914310.2177 120 122 309 628 786 503 190 128  0.0061
1709914310.2243 127 132 311 630 791 508 195 126  0.0068
1709914310.2333 125 135 303 618 791 503 195 119  0.0065
1709914310.2411 149 139 307 637 800 513 208 144  0.0082
1709914310.2486 136 119 300 627 796 510 206 137  0.0074
1709914310.2565 145 133 309 628 805 518 205 130  0.0086
1709914310.2651 127 133 301 634 803 523 212 126  0.0086
1709914310.2727 140 133 303 628 803 511 212 130  0.0083
1709914310.2806 142 141 307 653 819 528 217 142  0.0112
1709914310.2895 138 128 312 658 812 518 208 135  0.0105
1709914310.2971 116 104 289 635 794 508 195 124  0.0074
1709914310.3051 147 133 321 660 817 517 195 135  0.0111
1709914310.3130 151 150 332 667 831 511 203 142  0.0128
1709914310.3213 142 137 334 681 815 503 195 124  0.0119
1709914310.3292 169 152 365 710 836 517 192 135  0.0163
1709914310.3371 147 130 336 702 819 503 183 139  0.0139
1709914310.3447 142 137 358 703 808 486 186 137  0.0126
1709914310.3525 162 139 372 740 820 496 184 135  0.0187
1709914310.3616 120 126 374 724 812 477 175 133  0.0153
1709914310.3689 127 126 379 716 796 448 159 121  0.0121
1709914310.3766 131 148 408 747 800 460 161 119  0.0187
1709914310.3855 133 135 426 763 801 447 170 137  0.0203
1709914310.3932 147 144 428 764 789 447 166 121  0.0198
1709914310.4010 154 155 450 777 793 445 175 160  0.0207
1709914310.4100 136 135 439 770 761 423 161 121  0.0187
1709914310.4173 127 139 457 771 756 413 155 135  0.0186
1709914310.4251 151 150 486 794 760 423 161 142  0.0201
1709914310.4330 131 152 481 787 744 396 146 133  0.0168
1709914310.4408 129 144 500 806 749 403 157 144  0.0200
1709914310.4487 120 143 493 797 726 391 152 130  0.0140
1709914310.4577 127 146 520 829 732 403 159 155  0.0183
1709914310.4650 140 161 544 857 744 386 164 160  0.0221
1709914310.4728 125 154 535 841 709 363 148 137  0.0169
1709914310.4817 122 157 531 837 690 345 142 133  0.0150
1709914310.4893 129 168 537 827 678 348 142 135  0.0134
1709914310.4972 127 166 540 813 646 328 144 139  0.0104
1709914310.5051 129 168 546 801 624 294 139 126  0.0084
1709914310.5127 136 188 573 839 626 302 152 148  0.0129
1709914310.5204 131 190 609 886 636 301 148 130  0.0177
1709914310.5295 165 220 661 958 678 316 161 162  0.0247
1709914310.5372 167 238 687 979 707 336 199 185  0.0279
1709914310.5451 156 225 687 982 699 311 164 151  0.0275
1709914310.5530 171 234 707 1000 700 306 170 173  0.0289
1709914310.5605 169 247 710 998 697 304 172 182  0.0289
1709914310.5690 185 258 712 998 692 294 168 160  0.0288
1709914310.5779 218 284 754 1000 707 314 203 196  0.0319
1709914310.5847 225 306 759 1000 707 326 195 214  0.0321
1709914310.5926 218 291 757 1000 699 311 208 214  0.0316
1709914310.6016 218 297 761 1000 702 336 238 255  0.0319
1709914310.6092 160 251 717 977 673 309 241 273  0.0278
1709914310.6167 116 214 629 881 613 278 219 273  0.0173
1709914310.6256 69 187 602 844 580 261 190 234  0.0128
1709914310.6333 71 194 636 853 577 214 141 178  0.0145
1709914310.6412 73 211 667 857 570 205 104 139  0.0160
1709914310.6499 62 218 663 869 565 198 93 83  0.0166
1709914310.6573 64 218 672 869 554 183 75 63  0.0168
1709914310.6648 62 225 681 869 533 156 53 49  0.0169
1709914310.6737 53 236 678 862 523 158 71 51  0.0161
1709914310.6813 55 245 688 865 523 158 73 69  0.0169
1709914310.6891 55 256 690 846 502 141 75 54  0.0153
1709914310.6978 35 242 667 824 480 137 60 40  0.0118
1709914310.7044 53 258 679 804 455 119 32 27  0.0101
1709914310.7133 55 277 701 811 476 122 62 56  0.0126
1709914310.7219 66 297 707 820 462 120 60 42  0.0140
1709914310.7284 64 302 717 820 462 119 58 33  0.0150
1709914310.7371 64 297 725 822 478 117 64 56  0.0163
1709914310.7459 66 306 714 804 450 112 65 58  0.0129
1709914310.7525 62 324 739 822 455 105 58 63  0.0182
1709914310.7603 55 317 728 813 440 98 58 47  0.0156
1709914310.7697 33 288 714 789 415 76 58 29  0.0107
1709914310.7763 46 319 739 796 426 79 47 36  0.0160
1709914310.7853 55 319 739 801 429 91 54 54  0.0165
1709914310.7933 62 341 750 803 434 91 65 54  0.0196
1709914310.8009 73 350 766 797 431 98 65 45  0.0200
1709914310.8089 42 330 750 780 412 81 56 63  0.0185
1709914310.8176 60 326 748 797 406 79 58 42  0.0185
1709914310.8253 75 359 768 794 419 79 73 60  0.0199
1709914310.8324 66 354 772 804 410 76 75 47  0.0204
1709914310.8416 71 352 770 792 403 79 47 47  0.0198
1709914310.8483 64 365 773 770 386 78 42 29  0.0190
1709914310.8573 73 379 790 790 394 68 62 49  0.0205
1709914310.8668 87 383 804 789 382 66 69 83  0.0210
1709914310.8733 58 379 813 780 375 62 58 40  0.0209
1709914310.8813 66 383 822 785 379 54 54 54  0.0214
1709914310.8893 66 381 817 804 393 62 58 45  0.0220
1709914310.8971 69 365 810 810 396 73 60 49  0.0219
1709914310.9050 49 335 784 808 398 74 47 51  0.0209
1709914310.9134 62 335 777 818 410 71 38 54  0.0210
1709914310.9204 40 315 768 818 413 76 34 42  0.0207
1709914310.9284 53 348 784 834 419 83 64 51  0.0219
1709914310.9370 84 366 806 851 443 91 62 45  0.0236
1709914310.9443 51 341 775 829 420 79 64 65  0.0214
1709914310.9533 58 332 786 831 419 79 53 56  0.0219
1709914310.9606 66 341 781 834 422 79 54 51  0.0218
1709914310.9685 51 319 775 822 410 83 53 65  0.0211
1709914310.9765 60 328 781 831 417 73 47 54  0.0217
1709914310.9850 55 328 770 834 417 81 62 49  0.0214
1709914310.9923 49 300 743 818 406 73 43 51  0.0184
1709914311.0004 55 319 781 832 424 90 62 47  0.0217
1709914311.0087 62 332 783 824 438 95 75 72  0.0217
1709914311.0168 55 310 763 831 417 88 58 38  0.0210
1709914311.0248 49 333 770 846 426 86 54 40  0.0218
1709914311.0332 60 304 757 843 426 91 54 24  0.0212
1709914311.0405 55 324 770 839 440 79 54 36  0.0217
1709914311.0485 51 311 763 848 422 81 42 33  0.0216
1709914311.0569 46 302 773 855 445 79 47 54  0.0224
1709914311.0650 60 319 772 844 434 74 42 40  0.0219
1709914311.0731 73 319 781 860 441 78 51 58  0.0228
1709914311.0804 73 324 786 867 457 88 53 54  0.0234
1709914311.0887 64 308 768 858 448 91 56 65  0.0223
1709914311.0966 53 299 754 846 450 83 45 60  0.0214
1709914311.1051 51 291 750 850 446 83 40 63  0.0214
1709914311.1126 53 282 737 839 445 79 40 58  0.0188
1709914311.1203 62 289 745 857 464 98 56 63  0.0210
1709914311.1287 62 291 743 857 450 98 60 74  0.0206
1709914311.1372 53 284 734 843 453 93 40 51  0.0187
1709914311.1451 64 288 739 846 466 110 75 83  0.0197
1709914311.1523 60 282 737 850 460 103 71 72  0.0196
1709914311.1605 69 289 726 857 453 102 65 63  0.0185
1709914311.1692 46 269 717 841 453 100 64 56  0.0166
1709914311.1772 40 262 716 837 446 93 40 29  0.0161
1709914311.1850 62 269 717 860 466 98 42 45  0.0180
1709914311.1930 60 275 726 862 471 93 53 58  0.0190
1709914311.2010 69 262 728 865 476 105 51 33  0.0195
1709914311.2088 80 278 745 878 495 113 65 42  0.0222
1709914311.2165 64 275 717 858 471 112 56 56  0.0179
1709914311.2256 75 284 741 871 474 115 60 45  0.0212
1709914311.2332 69 280 739 869 486 110 60 60  0.0210
1709914311.2412 60 288 728 876 481 110 56 47  0.0201
1709914311.2491 49 247 714 853 467 95 51 58  0.0173
1709914311.2568 66 273 730 883 474 112 56 51  0.0205
1709914311.2645 66 275 726 872 493 129 62 49  0.0198
1709914311.2737 60 267 708 869 476 105 43 58  0.0179
1709914311.2813 60 245 712 865 492 115 49 45  0.0182
1709914311.2893 58 255 708 864 469 98 47 56  0.0175
1709914311.2973 64 258 707 862 478 110 53 31  0.0174
1709914311.3050 66 245 712 879 499 119 65 69  0.0191
1709914311.3130 51 229 705 860 480 112 38 38  0.0171
1709914311.3218 46 229 696 860 486 100 40 31  0.0165
1709914311.3284 58 255 712 885 495 124 60 56  0.0193
1709914311.3364 69 244 708 883 507 125 78 56  0.0191
1709914311.3458 73 245 723 886 518 137 75 72  0.0206
1709914311.3525 53 234 705 879 509 129 86 76  0.0187
1709914311.3605 53 222 698 867 495 134 60 54  0.0173
1709914311.3692 51 225 687 857 488 124 71 74  0.0158
1709914311.3769 31 216 676 841 490 136 62 63  0.0139
1709914311.3850 49 220 663 850 495 134 56 51  0.0140
1709914311.3930 42 207 654 841 490 127 60 40  0.0128
1709914311.4009 55 220 656 844 504 144 71 69  0.0133
1709914311.4089 69 227 663 850 514 153 64 63  0.0143
1709914311.4176 62 212 654 839 516 147 80 79  0.0130
1709914311.4254 55 212 649 831 509 151 76 65  0.0119
1709914311.4324 49 198 641 843 502 141 56 33  0.0126
1709914311.4416 58 205 658 846 507 141 60 58  0.0136
1709914311.4494 75 212 652 848 513 151 64 45  0.0136
1709914311.4573 53 218 656 850 521 149 60 51  0.0140
1709914311.4650 51 198 638 831 525 141 53 60  0.0117
1709914311.4728 46 200 640 848 526 134 53 51  0.0133
1709914311.4808 73 207 661 871 540 156 56 65  0.0161
1709914311.4900 42 198 643 864 547 164 65 60  0.0150
1709914311.4967 58 185 623 853 542 163 67 54  0.0134
1709914311.5045 55 194 640 860 553 159 58 60  0.0147
1709914311.5137 29 172 620 867 551 171 53 65  0.0145
1709914311.5212 37 187 632 867 547 164 60 51  0.0148
1709914311.5293 49 183 638 883 572 175 73 58  0.0166
1709914311.5374 49 183 636 883 577 181 69 67  0.0167
1709914311.5452 69 190 640 890 577 187 69 63  0.0173
1709914311.5531 73 183 660 916 586 197 95 60  0.0197
1709914311.5611 64 179 643 905 589 197 82 85  0.0186
1709914311.5686 62 168 645 893 579 193 60 58  0.0177
1709914311.5766 42 159 631 888 589 183 58 49  0.0171
1709914311.5860 49 165 623 871 584 183 40 45  0.0156
1709914311.5925 62 174 627 881 610 210 64 54  0.0171
1709914311.6005 62 155 620 890 606 210 69 60  0.0173
1709914311.6097 49 157 616 902 613 212 51 60  0.0181
1709914311.6171 55 155 605 895 619 222 64 47  0.0176
1709914311.6252 58 146 611 909 619 222 60 60  0.0185
1709914311.6332 69 150 616 895 633 238 64 63  0.0184
1709914311.6409 51 148 596 890 626 221 62 49  0.0173
1709914311.6490 35 124 576 872 606 209 45 33  0.0149
1709914311.6578 55 150 587 883 617 217 49 29  0.0163
1709914311.6652 66 137 582 874 627 239 60 58  0.0159
1709914311.6733 49 135 564 865 617 234 54 45  0.0145
1709914311.6814 64 137 578 879 629 241 62 49  0.0162
1709914311.6891 44 124 573 876 626 238 49 56  0.0158
1709914311.6971 53 122 560 869 629 250 47 51  0.0151
1709914311.7051 53 119 571 881 650 261 56 47  0.0170
1709914311.7173 55 130 575 874 653 265 64 58  0.0167
1709914311.7206 29 115 538 834 626 236 36 31  0.0118
1709914311.7294 55 121 551 862 646 265 54 40  0.0151
1709914311.7370 62 133 560 865 655 265 58 49  0.0159
1709914311.7448 64 124 549 871 655 253 62 54  0.0160
1709914311.7576 78 133 573 891 676 280 73 58  0.0188
1709914311.7610 46 115 556 869 655 261 56 60  0.0161
1709914311.7685 49 115 564 874 655 268 60 45  0.0166
1709914311.7774 64 133 582 898 674 284 64 58  0.0194
1709914311.7853 35 111 560 874 662 267 56 56  0.0168
1709914311.7925 46 117 551 865 652 267 53 54  0.0155
1709914311.8017 58 115 567 883 671 280 53 47  0.0180
1709914311.8085 55 117 564 886 676 282 60 36  0.0183
1709914311.8174 66 130 567 890 681 294 73 63  0.0189
1709914311.8255 49 119 573 897 685 294 64 90  0.0197
1709914311.8333 55 119 569 885 680 285 60 72  0.0186
1709914311.8413 55 113 567 890 685 284 58 51  0.0191
1709914311.8493 69 126 564 890 678 292 62 45  0.0187
1709914311.8570 51 111 556 885 667 280 47 47  0.0177
1709914311.8646 46 119 538 860 659 282 62 65  0.0152
1709914311.8737 62 119 529 834 659 275 53 40  0.0129
1709914311.8804 55 117 526 818 641 278 54 49  0.0106
1709914311.8885 71 124 522 822 643 287 67 65  0.0110
1709914311.8975 64 111 497 810 627 260 49 36  0.0089
1709914311.9054 49 106 506 820 638 265 53 54  0.0104
1709914311.9133 58 113 533 846 645 277 71 47  0.0134
1709914311.9220 46 102 522 839 643 267 54 54  0.0126
1709914311.9287 60 106 538 855 655 272 51 47  0.0147
1709914311.9375 55 119 537 843 655 280 51 51  0.0137
1709914311.9460 49 95 513 817 634 261 47 45  0.0101
1709914311.9528 75 121 538 836 653 280 49 60  0.0130
1709914311.9610 64 122 537 839 681 275 71 94  0.0147
1709914311.9697 55 110 517 827 646 272 51 42  0.0116
1709914311.9772 51 102 513 834 660 268 49 40  0.0128
1709914311.9853 42 110 513 822 666 275 54 56  0.0119
1709914311.9935 40 100 508 825 643 272 53 40  0.0111
1709914312.0012 58 111 522 841 664 290 65 63  0.0137
1709914312.0091 49 111 528 846 659 277 58 58  0.0140
1709914312.0176 44 104 522 836 645 270 54 33  0.0124
1709914312.0252 71 124 546 864 674 278 75 49  0.0164
1709914312.0330 51 115 538 864 674 289 67 42  0.0163
1709914312.0420 51 115 538 858 678 290 51 56  0.0161
1709914312.0484 53 102 518 848 669 285 43 42  0.0145
1709914312.0564 51 102 535 844 676 284 36 36  0.0148
1709914312.0651 66 106 540 853 674 285 49 31  0.0155
1709914312.0728 64 110 538 860 700 295 53 60  0.0176
1709914312.0809 62 110 542 879 702 304 62 47  0.0191
1709914312.0898 49 91 542 872 695 294 40 47  0.0182
1709914312.0964 49 108 553 876 697 294 49 60  0.0188
1709914312.1052 64 126 564 890 716 295 49 69  0.0212
1709914312.1134 44 106 560 911 720 306 62 69  0.0223
1709914312.1206 31 93 537 885 704 299 60 49  0.0194
1709914312.1284 51 93 526 867 690 285 31 27  0.0172
1709914312.1374 58 99 538 876 690 290 58 40  0.0180
1709914312.1451 71 100 535 876 692 297 67 65  0.0181
1709914312.1530 51 102 538 864 695 295 64 45  0.0176
1709914312.1616 58 110 538 871 690 306 64 63  0.0177
1709914312.1690 46 104 518 839 674 284 53 58  0.0140
1709914312.1766 58 117 535 855 673 287 62 60  0.0155
1709914312.1856 46 106 533 837 662 290 67 67  0.0134
1709914312.1933 40 91 500 822 650 270 36 45  0.0110
1709914312.2013 51 104 528 843 671 282 51 51  0.0143
1709914312.2092 66 108 515 843 671 287 58 65  0.0141
1709914312.2164 60 111 511 839 674 292 56 58  0.0139
