% Edge sensor logfile log_20240308_171149.580/log_edge.txt
% 	Calib white 466 563 571 595 596 609 566 464
% 	Calib black 18 18 18 21 21 21 20 21
% 	White threshold (of 1000) 750 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1709914309.9616 0 0.000 0.000 0.0000
1709914309.9702 0 0.000 0.000 0.0000
1709914309.9767 0 0.000 0.000 0.0000
1709914309.9848 1 -0.007 -0.009 0.0023
1709914309.9927 1 -0.006 -0.009 0.0030
1709914310.0008 1 -0.008 -0.009 0.0010
1709914310.0089 0 0.000 0.000 0.0000
1709914310.0171 0 0.000 0.000 0.0000
1709914310.0252 1 -0.007 -0.009 0.0019
1709914310.0322 1 -0.008 -0.009 0.0007
1709914310.0413 0 0.000 0.000 0.0000
1709914310.0486 0 0.000 0.000 0.0000
1709914310.0570 1 -0.007 -0.009 0.0019
1709914310.0645 1 -0.008 -0.009 0.0002
1709914310.0730 0 0.000 0.000 0.0000
1709914310.0812 0 0.000 0.000 0.0000
1709914310.0889 1 -0.007 -0.009 0.0021
1709914310.0972 0 0.000 0.000 0.0000
1709914310.1045 1 -0.008 -0.009 0.0010
1709914310.1132 1 -0.008 -0.009 0.0007
1709914310.1216 0 0.000 0.000 0.0000
1709914310.1293 0 0.000 0.000 0.0000
1709914310.1373 1 -0.008 -0.009 0.0012
1709914310.1451 1 -0.007 -0.009 0.0016
1709914310.1525 1 -0.007 -0.009 0.0017
1709914310.1611 0 0.000 0.000 0.0000
1709914310.1695 1 -0.008 -0.009 0.0013
1709914310.1771 1 -0.007 -0.009 0.0026
1709914310.1849 1 -0.006 -0.010 0.0038
1709914310.1938 1 -0.007 -0.010 0.0032
1709914310.2013 1 -0.005 -0.010 0.0055
1709914310.2092 1 -0.004 -0.011 0.0077
1709914310.2177 1 -0.005 -0.011 0.0061
1709914310.2243 1 -0.004 -0.011 0.0068
1709914310.2333 1 -0.005 -0.011 0.0065
1709914310.2411 1 -0.003 -0.012 0.0082
1709914310.2486 1 -0.004 -0.011 0.0074
1709914310.2565 1 -0.003 -0.012 0.0086
1709914310.2651 1 -0.003 -0.012 0.0086
1709914310.2727 1 -0.003 -0.012 0.0083
1709914310.2806 1 -0.001 -0.013 0.0112
1709914310.2895 1 -0.002 -0.012 0.0105
1709914310.2971 1 -0.004 -0.011 0.0074
1709914310.3051 1 -0.001 -0.012 0.0111
1709914310.3130 1 -0.000 -0.013 0.0128
1709914310.3213 1 -0.000 -0.012 0.0119
