% Edge sensor logfile normalized 'log_20240315_004343.187/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1710459823.5899 0 0 0 0 0 0 0 0  0.0000
1710459823.5986 933 1000 1000 1000 1000 1000 992 995  0.1200
1710459823.6055 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.6129 921 1000 1000 1000 1000 1000 994 1000  0.1200
1710459823.6215 928 1000 1000 1000 1000 1000 998 1000  0.1200
1710459823.6301 919 1000 1000 1000 1000 1000 996 1000  0.1200
1710459823.6375 915 1000 1000 1000 1000 1000 994 997  0.1200
1710459823.6455 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.6531 930 1000 1000 1000 1000 1000 985 990  0.1200
1710459823.6617 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.6695 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.6772 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.6848 930 1000 1000 1000 1000 1000 994 1000  0.1200
1710459823.6930 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.7012 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.7087 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.7175 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.7251 921 1000 1000 1000 1000 1000 994 1000  0.1200
1710459823.7337 933 1000 1000 1000 1000 1000 998 1000  0.1200
1710459823.7419 944 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.7491 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.7577 919 1000 1000 1000 1000 1000 998 1000  0.1200
1710459823.7654 919 1000 1000 1000 1000 1000 994 1000  0.1200
1710459823.7741 910 1000 1000 1000 1000 1000 990 1000  0.1200
1710459823.7813 930 1000 1000 1000 1000 1000 1000 997  0.1200
1710459823.7889 933 1000 1000 1000 1000 1000 1000 997  0.1200
1710459823.7972 910 1000 1000 1000 1000 1000 989 1000  0.1200
1710459823.8057 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.8132 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.8219 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.8291 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.8377 919 1000 1000 1000 1000 1000 992 997  0.1200
1710459823.8460 912 1000 1000 1000 1000 998 987 997  0.1200
1710459823.8534 921 1000 1000 1000 1000 1000 992 993  0.1200
1710459823.8610 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.8698 915 1000 1000 1000 1000 1000 1000 993  0.1200
1710459823.8770 941 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.8857 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.8941 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9016 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9093 917 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9178 917 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9253 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9330 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9426 906 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9490 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9577 917 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9662 912 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9737 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9814 888 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9901 908 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459823.9973 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.0057 904 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.0134 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.0208 917 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.0295 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.0372 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.0453 899 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.0528 892 1000 1000 1000 1000 1000 1000 986  0.1200
1710459824.0615 912 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.0690 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.0776 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.0852 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.0934 912 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.1008 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.1097 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.1172 908 1000 1000 1000 1000 1000 1000 990  0.1200
1710459824.1250 899 1000 1000 1000 1000 1000 994 984  0.1200
1710459824.1339 917 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.1414 910 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.1492 908 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.1581 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.1647 910 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.1727 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.1816 917 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.1889 912 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.1972 901 1000 1000 1000 1000 1000 998 990  0.1200
1710459824.2059 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.2133 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.2209 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.2296 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.2369 910 1000 1000 1000 1000 1000 994 984  0.1200
1710459824.2452 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.2535 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.2609 917 1000 1000 1000 1000 1000 983 988  0.1200
1710459824.2696 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.2781 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.2855 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.2928 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.3015 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.3089 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.3176 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.3261 921 1000 1000 1000 1000 1000 1000 997  0.1200
1710459824.3335 926 1000 1000 1000 1000 1000 994 1000  0.1200
1710459824.3418 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.3495 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.3569 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.3653 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.3741 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.3815 917 1000 1000 1000 1000 1000 998 1000  0.1200
1710459824.3892 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.3975 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.4050 926 1000 1000 1000 1000 1000 1000 997  0.1200
1710459824.4134 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.4220 919 1000 1000 1000 1000 1000 998 1000  0.1200
1710459824.4294 944 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.4370 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.4453 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.4527 924 1000 1000 1000 1000 1000 990 995  0.1200
1710459824.4612 912 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.4698 919 1000 1000 1000 1000 998 989 990  0.1200
1710459824.4773 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.4848 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.4932 930 1000 1000 1000 1000 1000 1000 993  0.1200
1710459824.5015 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.5091 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.5178 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.5253 928 1000 1000 1000 1000 1000 996 1000  0.1200
1710459824.5328 912 1000 1000 1000 1000 1000 990 990  0.1200
1710459824.5426 935 1000 1000 1000 1000 1000 996 995  0.1200
1710459824.5490 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.5569 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.5657 937 1000 1000 1000 1000 1000 1000 995  0.1200
1710459824.5733 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.5810 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.5898 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.5969 917 1000 1000 1000 1000 1000 1000 990  0.1200
1710459824.6057 930 1000 1000 1000 1000 1000 994 997  0.1200
1710459824.6134 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.6210 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.6297 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.6373 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.6455 926 1000 1000 1000 1000 1000 1000 995  0.1200
1710459824.6533 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.6621 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.6697 910 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.6774 924 1000 1000 1000 1000 1000 998 1000  0.1200
1710459824.6859 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.6931 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.7008 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.7095 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.7170 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.7255 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.7342 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.7414 908 1000 1000 1000 1000 1000 998 1000  0.1200
1710459824.7488 928 1000 1000 1000 1000 1000 994 988  0.1200
1710459824.7574 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.7649 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.7734 948 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.7821 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.7898 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.7972 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.8060 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.8137 919 1000 1000 1000 1000 1000 1000 995  0.1200
1710459824.8213 919 1000 1000 1000 1000 1000 992 1000  0.1200
1710459824.8300 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.8376 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.8450 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.8538 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.8612 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.8689 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.8777 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.8852 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.8936 924 1000 1000 1000 1000 1000 989 995  0.1200
1710459824.9013 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.9098 941 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.9176 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.9253 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.9328 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.9413 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.9501 919 1000 1000 1000 1000 1000 987 1000  0.1200
1710459824.9574 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.9650 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.9737 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.9812 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.9888 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459824.9981 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.0056 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.0133 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.0219 924 1000 1000 1000 1000 1000 996 997  0.1200
1710459825.0295 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.0375 915 1000 1000 1000 1000 1000 1000 997  0.1200
1710459825.0457 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.0531 944 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.0608 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.0696 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.0771 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.0856 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.0940 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.1014 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.1091 906 1000 1000 1000 1000 1000 994 1000  0.1200
1710459825.1178 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.1252 930 1000 1000 1000 1000 1000 998 1000  0.1200
1710459825.1337 926 1000 1000 1000 1000 1000 998 1000  0.1200
1710459825.1420 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.1496 919 1000 1000 1000 1000 1000 994 1000  0.1200
1710459825.1572 915 1000 1000 1000 1000 1000 989 988  0.1200
1710459825.1659 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.1734 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.1810 912 1000 1000 1000 1000 1000 998 997  0.1200
1710459825.1897 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.1968 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.2056 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.2132 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.2216 915 1000 1000 1000 1000 1000 994 993  0.1200
1710459825.2292 921 1000 1000 1000 1000 1000 1000 990  0.1200
1710459825.2379 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.2453 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.2537 941 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.2614 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.2688 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.2775 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.2861 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.2933 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.3009 924 1000 1000 1000 1000 1000 1000 995  0.1200
1710459825.3105 944 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.3170 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.3256 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.3333 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.3425 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.3491 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.3576 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.3650 899 1000 1000 1000 1000 1000 985 988  0.1200
1710459825.3737 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.3813 944 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.3888 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.3972 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.4057 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.4132 917 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.4218 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.4295 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.4369 912 1000 1000 1000 1000 1000 989 988  0.1200
1710459825.4451 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.4539 921 1000 1000 1000 1000 1000 998 997  0.1200
1710459825.4614 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.4690 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.4777 933 1000 1000 1000 1000 1000 1000 990  0.1200
1710459825.4852 917 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.4934 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.5021 910 1000 1000 1000 1000 996 998 1000  0.1200
1710459825.5095 921 1000 1000 1000 1000 1000 1000 993  0.1200
1710459825.5172 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.5259 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.5334 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.5425 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.5500 921 1000 1000 1000 1000 1000 1000 997  0.1200
1710459825.5574 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.5649 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.5735 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.5818 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.5894 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.5976 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.6051 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.6137 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.6212 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.6295 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.6370 919 1000 1000 1000 1000 1000 996 1000  0.1200
1710459825.6452 933 1000 1000 1000 1000 1000 1000 997  0.1200
1710459825.6537 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.6613 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.6707 946 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.6771 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.6857 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.6939 910 1000 1000 1000 1000 1000 996 1000  0.1200
1710459825.7013 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.7089 930 1000 1000 1000 1000 1000 998 1000  0.1200
1710459825.7173 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.7258 926 1000 1000 1000 1000 1000 1000 997  0.1200
1710459825.7333 915 1000 1000 1000 1000 1000 998 1000  0.1200
1710459825.7427 941 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.7497 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.7572 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.7656 912 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.7730 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.7816 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.7892 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.7973 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.8057 924 1000 1000 1000 1000 1000 996 990  0.1200
1710459825.8133 941 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.8218 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.8294 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.8380 919 1000 1000 1000 1000 1000 998 1000  0.1200
1710459825.8451 917 1000 1000 1000 1000 1000 996 1000  0.1200
1710459825.8534 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.8621 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.8695 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.8770 944 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.8857 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.8938 941 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.9012 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.9098 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.9172 928 1000 1000 1000 1000 998 990 975  0.1200
1710459825.9258 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.9333 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.9424 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.9489 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.9575 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.9650 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.9736 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.9812 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459825.9895 926 1000 1000 1000 1000 1000 992 1000  0.1200
1710459825.9970 935 1000 1000 1000 1000 1000 1000 995  0.1200
1710459826.0058 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.0133 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.0208 915 1000 1000 1000 1000 1000 1000 997  0.1200
1710459826.0305 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.0369 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.0453 919 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.0540 906 1000 1000 1000 1000 998 1000 997  0.1200
1710459826.0615 919 1000 1000 1000 1000 1000 985 997  0.1200
1710459826.0690 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.0776 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.0850 946 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.0933 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.1020 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.1096 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.1172 917 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.1257 921 1000 1000 1000 1000 1000 981 1000  0.1200
1710459826.1331 924 1000 1000 1000 1000 1000 996 1000  0.1200
1710459826.1415 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.1502 941 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.1577 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.1652 921 1000 1000 1000 1000 1000 998 1000  0.1200
1710459826.1739 919 1000 1000 1000 1000 1000 1000 997  0.1200
1710459826.1814 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.1890 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.1975 937 1000 1000 1000 1000 1000 1000 997  0.1200
1710459826.2050 917 1000 1000 1000 1000 1000 998 995  0.1200
1710459826.2135 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.2222 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.2298 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.2375 935 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.2460 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.2533 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.2609 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.2697 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.2772 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.2848 928 1000 1000 1000 1000 1000 992 1000  0.1200
1710459826.2932 964 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3016 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3093 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3180 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3255 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3331 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3427 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3489 908 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3576 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3654 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3728 921 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3816 915 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.3901 919 1000 1000 1000 1000 1000 1000 993  0.1200
1710459826.3973 912 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.4049 924 1000 1000 1000 1000 1000 1000 995  0.1200
1710459826.4137 924 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.4212 924 1000 1000 1000 1000 1000 996 1000  0.1200
1710459826.4288 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.4374 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.4456 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.4533 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.4619 917 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.4695 930 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.4771 944 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.4857 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.4929 924 1000 1000 1000 1000 1000 1000 997  0.1200
1710459826.5016 948 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.5093 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.5168 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.5254 928 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.5341 906 1000 1000 1000 1000 1000 996 997  0.1200
1710459826.5423 924 1000 1000 1000 1000 1000 990 990  0.1200
1710459826.5489 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.5576 926 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.5650 941 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.5735 939 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.5821 937 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.5896 933 1000 1000 1000 1000 1000 1000 1000  0.1200
1710459826.5968 921 1000 1000 1000 1000 1000 1000 1000  0.1200
