% Edge sensor logfile log_20240315_004343.187/log_edge.txt
% 	Calib white 466 563 571 595 596 609 566 464
% 	Calib black 18 18 18 21 21 21 20 21
% 	White threshold (of 1000) 500 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1710459823.5899 0 0.000 0.000 0.0000
1710459823.5986 1 0.060 -0.060 0.1200
1710459823.6055 1 0.060 -0.060 0.1200
1710459823.6129 1 0.060 -0.060 0.1200
1710459823.6215 1 0.060 -0.060 0.1200
1710459823.6301 1 0.060 -0.060 0.1200
1710459823.6375 1 0.060 -0.060 0.1200
1710459823.6455 1 0.060 -0.060 0.1200
1710459823.6531 1 0.060 -0.060 0.1200
1710459823.6617 1 0.060 -0.060 0.1200
1710459823.6695 1 0.060 -0.060 0.1200
1710459823.6772 1 0.060 -0.060 0.1200
1710459823.6848 1 0.060 -0.060 0.1200
1710459823.6930 1 0.060 -0.060 0.1200
1710459823.7012 1 0.060 -0.060 0.1200
1710459823.7087 1 0.060 -0.060 0.1200
1710459823.7175 1 0.060 -0.060 0.1200
1710459823.7251 1 0.060 -0.060 0.1200
1710459823.7337 1 0.060 -0.060 0.1200
1710459823.7419 1 0.060 -0.060 0.1200
1710459823.7491 1 0.060 -0.060 0.1200
1710459823.7577 1 0.060 -0.060 0.1200
1710459823.7654 1 0.060 -0.060 0.1200
1710459823.7741 1 0.060 -0.060 0.1200
1710459823.7813 1 0.060 -0.060 0.1200
1710459823.7889 1 0.060 -0.060 0.1200
1710459823.7972 1 0.060 -0.060 0.1200
1710459823.8057 1 0.060 -0.060 0.1200
1710459823.8132 1 0.060 -0.060 0.1200
1710459823.8219 1 0.060 -0.060 0.1200
1710459823.8291 1 0.060 -0.060 0.1200
1710459823.8377 1 0.060 -0.060 0.1200
1710459823.8460 1 0.060 -0.060 0.1200
1710459823.8534 1 0.060 -0.060 0.1200
1710459823.8610 1 0.060 -0.060 0.1200
1710459823.8698 1 0.060 -0.060 0.1200
1710459823.8770 1 0.060 -0.060 0.1200
1710459823.8857 1 0.060 -0.060 0.1200
1710459823.8941 1 0.060 -0.060 0.1200
1710459823.9016 1 0.060 -0.060 0.1200
1710459823.9093 1 0.060 -0.060 0.1200
1710459823.9178 1 0.060 -0.060 0.1200
1710459823.9253 1 0.060 -0.060 0.1200
1710459823.9330 1 0.060 -0.060 0.1200
1710459823.9426 1 0.060 -0.060 0.1200
1710459823.9490 1 0.060 -0.060 0.1200
1710459823.9577 1 0.060 -0.060 0.1200
1710459823.9662 1 0.060 -0.060 0.1200
1710459823.9737 1 0.060 -0.060 0.1200
1710459823.9814 1 0.060 -0.060 0.1200
1710459823.9901 1 0.060 -0.060 0.1200
1710459823.9973 1 0.060 -0.060 0.1200
1710459824.0057 1 0.060 -0.060 0.1200
1710459824.0134 1 0.060 -0.060 0.1200
1710459824.0208 1 0.060 -0.060 0.1200
1710459824.0295 1 0.060 -0.060 0.1200
1710459824.0372 1 0.060 -0.060 0.1200
1710459824.0453 1 0.060 -0.060 0.1200
1710459824.0528 1 0.060 -0.060 0.1200
1710459824.0615 1 0.060 -0.060 0.1200
1710459824.0690 1 0.060 -0.060 0.1200
1710459824.0776 1 0.060 -0.060 0.1200
1710459824.0852 1 0.060 -0.060 0.1200
1710459824.0934 1 0.060 -0.060 0.1200
1710459824.1008 1 0.060 -0.060 0.1200
1710459824.1097 1 0.060 -0.060 0.1200
1710459824.1172 1 0.060 -0.060 0.1200
1710459824.1250 1 0.060 -0.060 0.1200
1710459824.1339 1 0.060 -0.060 0.1200
1710459824.1414 1 0.060 -0.060 0.1200
1710459824.1492 1 0.060 -0.060 0.1200
1710459824.1581 1 0.060 -0.060 0.1200
1710459824.1647 1 0.060 -0.060 0.1200
1710459824.1727 1 0.060 -0.060 0.1200
1710459824.1816 1 0.060 -0.060 0.1200
1710459824.1889 1 0.060 -0.060 0.1200
1710459824.1972 1 0.060 -0.060 0.1200
1710459824.2059 1 0.060 -0.060 0.1200
1710459824.2133 1 0.060 -0.060 0.1200
1710459824.2209 1 0.060 -0.060 0.1200
1710459824.2296 1 0.060 -0.060 0.1200
1710459824.2369 1 0.060 -0.060 0.1200
1710459824.2452 1 0.060 -0.060 0.1200
1710459824.2535 1 0.060 -0.060 0.1200
1710459824.2609 1 0.060 -0.060 0.1200
1710459824.2696 1 0.060 -0.060 0.1200
1710459824.2781 1 0.060 -0.060 0.1200
1710459824.2855 1 0.060 -0.060 0.1200
1710459824.2928 1 0.060 -0.060 0.1200
1710459824.3015 1 0.060 -0.060 0.1200
1710459824.3089 1 0.060 -0.060 0.1200
1710459824.3176 1 0.060 -0.060 0.1200
1710459824.3261 1 0.060 -0.060 0.1200
1710459824.3335 1 0.060 -0.060 0.1200
1710459824.3418 1 0.060 -0.060 0.1200
1710459824.3495 1 0.060 -0.060 0.1200
1710459824.3569 1 0.060 -0.060 0.1200
1710459824.3653 1 0.060 -0.060 0.1200
1710459824.3741 1 0.060 -0.060 0.1200
1710459824.3815 1 0.060 -0.060 0.1200
1710459824.3892 1 0.060 -0.060 0.1200
1710459824.3975 1 0.060 -0.060 0.1200
1710459824.4050 1 0.060 -0.060 0.1200
1710459824.4134 1 0.060 -0.060 0.1200
1710459824.4220 1 0.060 -0.060 0.1200
1710459824.4294 1 0.060 -0.060 0.1200
1710459824.4370 1 0.060 -0.060 0.1200
1710459824.4453 1 0.060 -0.060 0.1200
1710459824.4527 1 0.060 -0.060 0.1200
1710459824.4612 1 0.060 -0.060 0.1200
1710459824.4698 1 0.060 -0.060 0.1200
1710459824.4773 1 0.060 -0.060 0.1200
1710459824.4848 1 0.060 -0.060 0.1200
1710459824.4932 1 0.060 -0.060 0.1200
1710459824.5015 1 0.060 -0.060 0.1200
1710459824.5091 1 0.060 -0.060 0.1200
1710459824.5178 1 0.060 -0.060 0.1200
1710459824.5253 1 0.060 -0.060 0.1200
1710459824.5328 1 0.060 -0.060 0.1200
1710459824.5426 1 0.060 -0.060 0.1200
