% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708347779.4705 0 0 0 0
1708347779.4783 0 0 0 0
1708347779.4871 0 0 0 0
1708347779.4933 0 0 0 0
1708347779.5021 0 0 0 0
1708347779.5091 0 0 0 0
1708347779.5178 0 0 0 0
1708347779.5259 0 0 0 0
1708347779.5333 0 0 0 0
1708347779.5414 0 0 0 0
1708347779.5497 0 0 0 0
1708347779.5580 0 0 0 0
1708347779.5659 0 0 0 0
1708347779.5744 0 0 0 0
1708347779.5820 0 0 0 0
1708347779.5897 1 0 1 0
1708347779.5979 4 3 3 3
1708347779.6063 7 8 3 5
1708347779.6140 9 11 2 3
1708347779.6215 10 12 1 1
1708347779.6292 13 14 3 2
1708347779.6410 16 18 3 4
1708347779.6528 19 21 3 3
1708347779.6552 23 24 4 3
1708347779.6636 27 29 4 5
1708347779.6702 29 31 2 2
1708347779.6773 33 36 4 5
1708347779.6897 40 43 7 7
1708347779.6940 47 49 7 6
1708347779.7026 52 54 5 5
1708347779.7095 57 59 5 5
1708347779.7185 63 65 6 6
1708347779.7253 69 72 6 7
1708347779.7334 76 77 7 5
1708347779.7413 82 83 6 6
1708347779.7503 88 89 6 6
1708347779.7576 95 96 7 7
1708347779.7660 102 103 7 7
1708347779.7733 107 108 5 5
1708347779.7820 112 114 5 6
1708347779.7898 119 120 7 6
1708347779.7980 126 127 7 7
1708347779.8061 133 133 7 6
1708347779.8137 138 138 5 5
1708347779.8220 143 144 5 6
1708347779.8303 150 151 7 7
1708347779.8381 159 159 9 8
1708347779.8497 167 164 8 5
1708347779.8536 172 168 5 4
1708347779.8614 176 172 4 4
1708347779.8702 181 179 5 7
1708347779.8792 188 187 7 8
1708347779.8854 196 195 8 8
1708347779.8938 203 200 7 5
1708347779.9019 207 203 4 3
1708347779.9097 211 209 4 6
1708347779.9174 218 218 7 9
1708347779.9256 226 225 8 7
1708347779.9336 232 229 6 4
1708347779.9423 236 234 4 5
1708347779.9501 242 241 6 7
1708347779.9572 249 250 7 9
1708347779.9655 256 255 7 5
1708347779.9732 261 258 5 3
1708347779.9818 266 264 5 6
1708347779.9900 272 272 6 8
1708347779.9978 280 280 8 8
1708347780.0057 288 286 8 6
1708347780.0140 293 291 5 5
1708347780.0219 297 298 4 7
1708347780.0295 304 306 7 8
1708347780.0379 311 312 7 6
1708347780.0452 318 316 7 4
1708347780.0541 323 323 5 7
1708347780.0718 328 331 5 8
1708347780.0742 334 338 6 7
1708347780.0898 343 344 9 6
1708347780.0917 353 352 10 8
1708347780.1009 360 358 7 6
1708347780.1028 362 359 2 1
1708347780.1100 363 362 1 3
1708347780.1178 363 366 0 4
1708347780.1259 367 371 4 5
1708347780.1335 375 378 8 7
1708347780.1419 383 384 8 6
1708347780.1492 387 388 4 4
1708347780.1579 391 393 4 5
1708347780.1655 397 399 6 6
1708347780.1742 404 405 7 6
1708347780.1818 410 410 6 5
1708347780.1901 415 414 5 4
1708347780.1976 418 420 3 6
1708347780.2063 424 426 6 6
1708347780.2137 431 432 7 6
1708347780.2221 439 436 8 4
1708347780.2293 443 441 4 5
1708347780.2372 447 447 4 6
1708347780.2457 453 452 6 5
1708347780.2532 460 458 7 6
1708347780.2614 466 464 6 6
1708347780.2698 471 470 5 6
1708347780.2780 477 477 6 7
1708347780.2852 484 484 7 7
1708347780.2936 490 489 6 5
1708347780.3013 495 494 5 5
1708347780.3094 501 501 6 7
1708347780.3174 509 509 8 8
1708347780.3253 516 515 7 6
1708347780.3337 522 521 6 6
1708347780.3438 527 527 5 6
1708347780.3495 533 535 6 8
1708347780.3577 540 542 7 7
1708347780.3662 545 547 5 5
1708347780.3736 551 551 6 4
1708347780.3822 559 557 8 6
1708347780.3894 567 567 8 10
1708347780.3979 572 575 5 8
1708347780.4060 577 579 5 4
1708347780.4141 584 583 7 4
1708347780.4215 593 589 9 6
1708347780.4292 599 597 6 8
1708347780.4380 604 605 5 8
1708347780.4459 609 610 5 5
1708347780.4538 616 614 7 4
1708347780.4622 624 620 8 6
1708347780.4698 631 628 7 8
1708347780.4797 635 636 4 8
1708347780.4858 638 642 3 6
1708347780.4933 644 647 6 5
1708347780.5019 653 652 9 5
1708347780.5097 660 659 7 7
1708347780.5177 666 666 6 7
1708347780.5265 671 673 5 7
1708347780.5337 677 678 6 5
1708347780.5415 685 682 8 4
1708347780.5493 692 689 7 7
1708347780.5593 696 696 4 7
1708347780.5679 701 703 5 7
1708347780.5736 709 709 8 6
1708347780.5819 717 715 8 6
1708347780.5892 721 719 4 4
1708347780.5974 725 725 4 6
1708347780.6057 731 732 6 7
1708347780.6138 740 739 9 7
1708347780.6216 748 746 8 7
1708347780.6294 753 751 5 5
1708347780.6378 758 757 5 6
1708347780.6460 764 764 6 7
1708347780.6532 772 772 8 8
1708347780.6615 780 777 8 5
1708347780.6702 786 782 6 5
1708347780.6792 790 789 4 7
1708347780.6860 796 798 6 9
1708347780.6933 804 804 8 6
1708347780.7048 812 808 8 4
1708347780.7098 817 813 5 5
1708347780.7181 822 822 5 9
1708347780.7259 826 828 4 6
1708347780.7334 833 832 7 4
1708347780.7417 841 837 8 5
1708347780.7496 847 845 6 8
1708347780.7576 852 854 5 9
1708347780.7660 859 859 7 5
1708347780.7735 866 864 7 5
1708347780.7813 873 870 7 6
1708347780.7893 879 878 6 8
1708347780.7975 884 884 5 6
1708347780.8076 890 890 6 6
1708347780.8139 898 896 8 6
1708347780.8221 905 903 7 7
1708347780.8299 909 908 4 5
1708347780.8378 914 913 5 5
1708347780.8459 921 920 7 7
1708347780.8541 930 928 9 8
1708347780.8618 937 934 7 6
1708347780.8700 941 938 4 4
1708347780.8778 945 945 4 7
1708347780.8852 952 953 7 8
1708347780.8934 961 960 9 7
1708347780.9017 968 965 7 5
1708347780.9093 972 970 4 5
1708347780.9175 978 976 6 6
1708347780.9254 985 984 7 8
1708347780.9342 993 992 8 8
1708347780.9412 999 997 6 5
1708347780.9495 1004 1002 5 5
