% Edge sensor logfile normalized 'log_20240216_153957.220/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708094397.5014 545 655 880 989 861 737 716 750  0.0994
1708094397.5100 562 659 887 998 866 740 730 765  0.0998
1708094397.5164 549 648 883 1000 863 738 712 755  0.0991
1708094397.5246 564 669 888 1000 868 735 714 747  0.1004
1708094397.5323 562 660 887 1000 879 751 728 767  0.0998
1708094397.5409 556 654 880 998 861 731 716 765  0.0994
1708094397.5482 545 659 894 1000 866 746 720 760  0.0999
1708094397.5582 545 655 883 989 863 742 714 745  0.0995
1708094397.5643 541 645 887 991 863 744 710 747  0.0990
1708094397.5727 537 654 866 986 850 731 708 735  0.0991
1708094397.5808 560 657 883 1000 843 726 699 727  0.0996
1708094397.5884 549 652 892 1000 868 744 724 762  0.0994
1708094397.5968 549 655 885 996 856 728 714 752  0.0995
1708094397.6053 520 648 881 994 852 735 718 745  0.0990
1708094397.6129 552 662 885 994 868 733 710 740  0.0999
1708094397.6201 569 676 895 1000 868 744 728 755  0.1010
1708094397.6281 556 654 894 1000 865 747 730 785  0.0996
1708094397.6363 549 660 888 998 849 735 710 747  0.0998
1708094397.6444 545 641 873 998 847 726 714 747  0.0985
1708094397.6527 543 654 888 993 863 730 712 757  0.0995
1708094397.6608 541 647 881 998 861 742 712 745  0.0990
1708094397.6684 543 640 873 975 850 731 691 732  0.0984
1708094397.6761 541 662 881 991 865 740 712 737  0.0999
1708094397.6844 524 628 873 994 854 728 697 760  0.0978
1708094397.6981 541 652 881 980 870 721 714 785  0.0993
1708094397.7024 560 655 875 1000 875 751 714 752  0.0994
1708094397.7082 562 645 878 1000 879 737 708 775  0.0988
1708094397.7166 537 638 862 1000 875 738 704 735  0.0981
1708094397.7251 547 619 855 1000 877 760 714 752  0.0970
1708094397.7342 554 609 848 1000 900 756 706 732  0.0963
1708094397.7412 554 607 852 1000 904 774 708 747  0.0963
1708094397.7495 554 607 842 1000 921 793 706 745  0.0961
1708094397.7574 562 593 824 1000 925 790 704 760  0.0949
1708094397.7651 552 573 815 996 923 795 695 740  0.0939
1708094397.7730 558 585 812 994 952 802 714 762  0.0942
1708094397.7817 564 583 809 994 971 809 716 782  0.0940
1708094397.7890 556 569 781 989 985 823 714 770  0.0923
1708094397.7967 562 564 762 956 1000 843 720 762  0.0911
1708094397.8053 566 561 753 944 1000 873 730 785  0.0904
1708094397.8131 547 555 734 937 1000 881 732 757  0.0890
1708094397.8209 573 555 713 909 1000 902 761 747  0.0871
1708094397.8295 575 559 689 889 1000 929 755 767  0.0848
1708094397.8377 588 559 663 889 1000 938 790 757  0.0829
1708094397.8455 558 545 628 847 1000 947 794 725  0.0801
1708094397.8544 585 559 633 833 1000 985 807 730  0.0800
1708094397.8609 590 580 631 821 1000 1000 850 735  0.0795
1708094397.8692 590 574 607 798 1000 1000 866 747  0.0774
1708094397.8782 592 576 600 779 1000 1000 900 792  0.0761
1708094397.8848 609 590 593 750 964 1000 897 792  0.0740
1708094397.8936 619 597 618 753 975 1000 949 837  0.0753
1708094397.9014 605 600 604 717 953 1000 980 872  0.0712
1708094397.9086 611 598 604 700 932 1000 990 877  0.0686
1708094397.9173 619 598 604 684 905 1000 1000 897  0.0673
1708094397.9254 615 605 605 665 880 1000 1000 902  0.0658
1708094397.9330 619 598 602 651 868 1000 1000 950  0.0647
1708094397.9409 624 602 597 636 847 1000 1000 947  0.0634
1708094397.9498 624 621 612 641 840 1000 1000 972  0.0635
1708094397.9569 622 617 611 632 831 1000 1000 1000  0.0627
1708094397.9654 622 616 605 627 809 1000 1000 1000  0.0617
1708094397.9740 643 612 623 629 813 1000 1000 1000  0.0620
1708094397.9815 641 629 630 630 811 1000 1000 1000  0.0619
