% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708780081.6554 0 0 0 0
1708780081.6631 0 0 0 0
1708780081.6708 0 0 0 0
1708780081.6783 0 0 0 0
1708780081.6864 2 2 2 2
1708780081.6945 8 7 6 5
1708780081.7032 16 12 8 5
1708780081.7109 22 18 6 6
1708780081.7188 28 25 6 7
1708780081.7264 36 34 8 9
1708780081.7344 47 44 11 10
1708780081.7428 58 56 11 12
1708780081.7515 72 72 14 16
1708780081.7602 86 86 14 14
1708780081.7674 101 99 15 13
1708780081.7752 118 116 17 17
1708780081.7840 134 134 16 18
1708780081.7917 150 148 16 14
1708780081.7995 168 166 18 18
1708780081.8072 185 185 17 19
1708780081.8156 203 202 18 17
1708780081.8230 220 219 17 17
1708780081.8411 236 238 16 19
1708780081.8423 253 254 17 16
1708780081.8477 270 271 17 17
1708780081.8556 291 291 21 20
1708780081.8639 306 307 15 16
1708780081.8709 320 321 14 14
1708780081.8804 338 338 18 17
1708780081.8878 357 358 19 20
1708780081.8949 376 378 19 20
1708780081.9042 391 392 15 14
1708780081.9110 404 406 13 14
1708780081.9190 422 423 18 17
1708780081.9283 441 442 19 19
1708780081.9349 461 463 20 21
1708780081.9428 480 483 19 20
1708780081.9516 494 499 14 16
1708780081.9596 508 513 14 14
1708780081.9671 527 530 19 17
1708780081.9753 547 548 20 18
1708780081.9835 565 567 18 19
1708780081.9917 584 587 19 20
1708780081.9991 602 606 18 19
1708780082.0068 618 623 16 17
1708780082.0159 634 639 16 16
1708780082.0237 651 656 17 17
1708780082.0315 670 675 19 19
1708780082.0394 688 694 18 19
1708780082.0473 703 712 15 18
1708780082.0550 718 728 15 16
1708780082.0635 735 744 17 16
1708780082.0720 754 761 19 17
1708780082.0797 772 779 18 18
1708780082.0876 790 798 18 19
1708780082.0954 805 815 15 17
1708780082.1031 820 831 15 16
1708780082.1115 838 847 18 16
1708780082.1201 856 865 18 18
1708780082.1278 873 884 17 19
1708780082.1348 890 903 17 19
1708780082.1438 906 921 16 18
1708780082.1515 924 939 18 18
1708780082.1595 942 957 18 18
1708780082.1677 960 974 18 17
1708780082.1754 975 990 15 16
1708780082.1831 990 1006 15 16
1708780082.1920 1007 1022 17 16
1708780082.1996 1026 1039 19 17
1708780082.2074 1044 1057 18 18
1708780082.2157 1059 1074 15 17
1708780082.2234 1073 1090 14 16
1708780082.2312 1089 1106 16 16
1708780082.2401 1108 1123 19 17
1708780082.2477 1125 1141 17 18
1708780082.2553 1141 1159 16 18
1708780082.2637 1156 1174 15 15
1708780082.2713 1172 1190 16 16
1708780082.2791 1190 1208 18 18
1708780082.2880 1207 1226 17 18
1708780082.2956 1222 1244 15 18
1708780082.3032 1239 1262 17 18
1708780082.3116 1257 1277 18 15
1708780082.3193 1273 1292 16 15
1708780082.3270 1289 1309 16 17
1708780082.3359 1305 1327 16 18
1708780082.3435 1322 1344 17 17
1708780082.3510 1340 1360 18 16
1708780082.3596 1357 1378 17 18
1708780082.3668 1371 1396 14 18
1708780082.3757 1388 1414 17 18
1708780082.3835 1406 1431 18 17
1708780082.3909 1424 1448 18 17
1708780082.3997 1439 1464 15 16
1708780082.4075 1453 1480 14 16
1708780082.4158 1470 1499 17 19
1708780082.4235 1488 1517 18 18
1708780082.4313 1505 1534 17 17
1708780082.4388 1520 1550 15 16
1708780082.4476 1534 1567 14 17
1708780082.4557 1551 1585 17 18
1708780082.4629 1570 1603 19 18
1708780082.4716 1586 1619 16 16
1708780082.4803 1599 1633 13 14
1708780082.4869 1613 1651 14 18
1708780082.4957 1631 1670 18 19
1708780082.5036 1648 1687 17 17
1708780082.5108 1666 1705 18 18
1708780082.5197 1682 1723 16 18
1708780082.5281 1697 1740 15 17
1708780082.5357 1713 1756 16 16
1708780082.5431 1732 1776 19 20
1708780082.5520 1750 1794 18 18
1708780082.5597 1765 1809 15 15
1708780082.5671 1780 1826 15 17
1708780082.5759 1798 1844 18 18
1708780082.5836 1816 1863 18 19
1708780082.5916 1833 1881 17 18
1708780082.5995 1849 1900 16 19
1708780082.6072 1865 1915 16 15
1708780082.6158 1882 1930 17 15
1708780082.6239 1900 1947 18 17
1708780082.6318 1918 1968 18 21
1708780082.6390 1934 1987 16 19
1708780082.6472 1949 2002 15 15
1708780082.6553 1963 2016 14 14
1708780082.6638 1981 2032 18 16
1708780082.6721 2001 2051 20 19
1708780082.6797 2018 2071 17 20
1708780082.6878 2032 2088 14 17
1708780082.6958 2047 2103 15 15
1708780082.7035 2065 2119 18 16
1708780082.7118 2084 2138 19 19
1708780082.7196 2100 2156 16 18
1708780082.7273 2115 2172 15 16
1708780082.7350 2131 2188 16 16
1708780082.7438 2149 2205 18 17
1708780082.7514 2168 2223 19 18
