% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708779754.8106 3 3 3 3
1708779754.8188 48 45 45 42
1708779754.8263 87 84 39 39
1708779754.8337 123 119 36 35
1708779754.8414 157 151 34 32
1708779754.8495 187 181 30 30
1708779754.8582 214 207 27 26
1708779754.8652 238 230 24 23
1708779754.8738 258 251 20 21
1708779754.8816 275 268 17 17
1708779754.8899 286 278 11 10
1708779754.8981 288 280 2 2
1708779754.9059 285 278 -3 -2
1708779754.9133 284 280 -1 2
1708779754.9221 288 285 4 5
1708779754.9298 296 293 8 8
1708779754.9381 304 301 8 8
1708779754.9464 311 308 7 7
1708779754.9541 319 317 8 9
1708779754.9619 329 327 10 10
1708779754.9699 340 338 11 11
1708779754.9843 351 349 11 11
1708779754.9860 362 360 11 11
1708779755.0006 371 369 9 9
1708779755.0081 372 370 1 1
1708779755.0107 370 369 -2 -1
1708779755.0177 376 374 6 5
1708779755.0258 389 387 13 13
1708779755.0335 406 404 17 17
1708779755.0420 424 422 18 18
1708779755.0509 439 437 15 15
1708779755.0582 453 452 14 15
1708779755.0664 469 468 16 16
1708779755.0736 485 482 16 14
1708779755.0818 502 497 17 15
1708779755.0904 516 514 14 17
1708779755.0985 531 531 15 17
1708779755.1057 549 547 18 16
1708779755.1143 567 562 18 15
1708779755.1220 582 577 15 15
1708779755.1303 597 594 15 17
1708779755.1379 613 611 16 17
1708779755.1459 631 628 18 17
1708779755.1541 646 644 15 16
1708779755.1627 662 659 16 15
1708779755.1703 680 677 18 18
1708779755.1783 698 695 18 18
1708779755.1865 714 711 16 16
1708779755.1943 730 727 16 16
1708779755.2024 747 746 17 19
1708779755.2097 765 763 18 17
1708779755.2180 781 778 16 15
1708779755.2260 796 793 15 15
1708779755.2341 813 809 17 16
1708779755.2426 831 828 18 19
1708779755.2498 849 846 18 18
1708779755.2579 865 863 16 17
1708779755.2665 879 879 14 16
1708779755.2737 896 894 17 15
1708779755.2818 915 912 19 18
1708779755.2899 930 928 15 16
1708779755.2977 946 944 16 16
1708779755.3063 964 961 18 17
1708779755.3138 982 979 18 18
1708779755.3216 999 997 17 18
1708779755.3297 1015 1014 16 17
1708779755.3376 1030 1029 15 15
1708779755.3458 1047 1046 17 17
1708779755.3539 1066 1063 19 17
1708779755.3623 1084 1080 18 17
1708779755.3699 1101 1098 17 18
1708779755.3775 1117 1116 16 18
1708779755.3856 1132 1132 15 16
1708779755.3940 1149 1147 17 15
1708779755.4023 1167 1164 18 17
1708779755.4099 1185 1182 18 18
1708779755.4178 1203 1200 18 18
1708779755.4260 1220 1217 17 17
1708779755.4339 1237 1233 17 16
1708779755.4423 1253 1249 16 16
1708779755.4495 1270 1267 17 18
1708779755.4586 1288 1284 18 17
1708779755.4667 1304 1300 16 16
1708779755.4739 1321 1318 17 18
1708779755.4815 1338 1336 17 18
1708779755.4898 1354 1352 16 16
1708779755.4983 1369 1366 15 14
1708779755.5060 1386 1383 17 17
1708779755.5141 1405 1401 19 18
1708779755.5219 1422 1417 17 16
1708779755.5300 1438 1433 16 16
1708779755.5393 1454 1451 16 18
1708779755.5464 1472 1469 18 18
1708779755.5539 1490 1487 18 18
1708779755.5620 1506 1503 16 16
1708779755.5698 1520 1518 14 15
1708779755.5784 1536 1534 16 16
1708779755.5856 1555 1553 19 19
1708779755.5937 1574 1571 19 18
1708779755.6019 1590 1587 16 16
1708779755.6101 1605 1602 15 15
1708779755.6179 1621 1618 16 16
1708779755.6259 1638 1637 17 19
1708779755.6339 1657 1655 19 18
1708779755.6448 1674 1671 17 16
1708779755.6500 1689 1687 15 16
1708779755.6582 1704 1703 15 16
1708779755.6671 1719 1717 15 14
1708779755.6738 1736 1732 17 15
1708779755.6899 1754 1750 18 18
1708779755.6920 1770 1767 16 17
1708779755.7016 1786 1784 16 17
1708779755.7057 1804 1804 18 20
1708779755.7144 1820 1820 16 16
1708779755.7223 1830 1831 10 11
1708779755.7296 1842 1842 12 11
1708779755.7383 1857 1854 15 12
