% Edge sensor logfile normalized 'log_20240205_144008.448/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1707140409.1665 0 0 0 0 0 0 0 0  0.0000
1707140409.1730 0 0 150 0 1000 1000 203 0  0.0287
1707140409.1813 0 0 145 0 1000 1000 195 0  0.0287
1707140409.1859 0 0 148 0 1000 1000 189 0  0.0286
1707140409.1935 0 0 160 0 1000 1000 192 0  0.0287
1707140409.2015 0 0 152 0 1000 1000 195 0  0.0287
1707140409.2105 0 0 161 0 1000 1000 197 0  0.0287
1707140409.2180 0 0 158 0 1000 1000 195 0  0.0287
1707140409.2248 0 0 168 5 1000 1000 200 0  0.0287
1707140409.2336 0 0 166 6 1000 1000 212 0  0.0288
1707140409.2414 0 0 160 0 1000 1000 192 0  0.0287
1707140409.2492 0 0 173 0 1000 1000 192 0  0.0287
1707140409.2577 0 0 148 0 1000 1000 195 0  0.0287
1707140409.2654 0 0 150 0 1000 1000 198 0  0.0287
1707140409.2733 0 0 150 0 1000 1000 198 0  0.0287
1707140409.2813 0 0 163 3 1000 1000 208 0  0.0288
1707140409.2894 0 0 166 0 1000 1000 194 0  0.0287
1707140409.2978 0 0 147 0 1000 1000 190 0  0.0286
1707140409.3049 0 0 153 0 1000 1000 198 0  0.0287
1707140409.3135 0 0 170 6 1000 1000 209 0  0.0288
1707140409.3218 0 0 153 1 1000 1000 197 0  0.0287
1707140409.3294 0 0 152 1 1000 1000 194 0  0.0287
1707140409.3382 0 0 145 0 1000 1000 186 0  0.0286
1707140409.3451 0 0 152 0 1000 1000 200 0  0.0287
1707140409.3530 0 0 170 1 1000 1000 201 0  0.0287
1707140409.3611 0 0 160 0 1000 1000 198 0  0.0287
1707140409.3691 0 0 157 0 1000 1000 195 0  0.0287
1707140409.3779 0 0 150 0 1000 1000 182 0  0.0286
1707140409.3883 0 0 155 0 1000 1000 201 0  0.0287
1707140409.3934 0 0 161 5 1000 1000 201 0  0.0287
1707140409.4078 0 0 158 6 1000 1000 197 0  0.0287
1707140409.4124 0 0 157 5 1000 1000 203 0  0.0288
1707140409.4191 0 0 155 0 1000 1000 189 0  0.0286
1707140409.4276 0 0 152 0 1000 1000 201 0  0.0287
1707140409.4356 0 0 165 6 1000 1000 203 0  0.0288
1707140409.4436 0 0 157 0 1000 1000 198 0  0.0287
1707140409.4516 0 0 147 0 1000 1000 192 0  0.0287
1707140409.4585 0 0 153 0 1000 1000 184 0  0.0286
1707140409.4670 0 0 157 1 1000 1000 192 0  0.0287
1707140409.4748 0 0 152 0 1000 1000 211 0  0.0288
1707140409.4837 0 0 157 0 1000 1000 187 0  0.0286
1707140409.4893 0 0 163 5 1000 1000 195 0  0.0287
1707140409.4978 0 0 150 0 1000 1000 194 0  0.0287
1707140409.5054 0 0 160 10 1000 1000 198 0  0.0288
1707140409.5135 0 0 170 0 1000 1000 186 0  0.0286
1707140409.5215 0 0 157 0 1000 1000 189 0  0.0286
1707140409.5293 0 0 147 0 1000 1000 186 0  0.0286
1707140409.5371 0 0 140 0 1000 1000 168 0  0.0285
1707140409.5459 0 0 160 1 1000 1000 179 0  0.0286
1707140409.5535 0 0 161 0 1000 1000 187 0  0.0286
1707140409.5614 0 0 158 0 1000 1000 189 0  0.0286
1707140409.5698 0 0 155 1 1000 1000 189 0  0.0286
1707140409.5778 0 0 161 0 1000 1000 181 0  0.0286
1707140409.5855 0 0 166 6 1000 1000 201 0  0.0288
1707140409.5931 0 0 152 0 1000 1000 197 0  0.0287
1707140409.6014 0 0 158 0 1000 1000 186 0  0.0286
1707140409.6091 0 0 153 1 1000 1000 186 0  0.0286
1707140409.6175 0 0 148 0 1000 1000 186 0  0.0286
1707140409.6251 0 0 142 0 1000 1000 176 0  0.0285
1707140409.6338 0 0 155 0 1000 1000 171 0  0.0285
1707140409.6417 0 0 160 0 1000 1000 182 0  0.0286
1707140409.6492 0 0 157 0 1000 1000 187 0  0.0286
1707140409.6568 0 0 155 0 1000 1000 182 0  0.0286
1707140409.6653 0 0 160 0 1000 1000 194 0  0.0287
1707140409.6747 0 0 175 10 1000 1000 195 0  0.0287
1707140409.6818 0 0 163 0 1000 1000 200 0  0.0287
1707140409.6890 0 0 163 0 1000 1000 184 0  0.0286
1707140409.6977 0 0 153 0 1000 1000 173 0  0.0285
1707140409.7053 0 0 152 0 1000 1000 181 0  0.0286
1707140409.7132 0 0 155 0 1000 1000 186 0  0.0286
1707140409.7214 0 0 155 0 1000 1000 176 0  0.0285
1707140409.7289 0 0 158 0 1000 1000 184 0  0.0286
1707140409.7372 0 0 147 0 1000 1000 175 0  0.0285
1707140409.7448 0 0 155 1 1000 1000 179 0  0.0286
1707140409.7534 0 0 161 0 1000 1000 182 0  0.0286
1707140409.7615 0 0 161 0 1000 1000 187 0  0.0286
1707140409.7697 0 0 160 0 1000 1000 190 0  0.0286
1707140409.7771 0 0 148 0 1000 1000 181 0  0.0286
1707140409.7856 0 0 160 0 1000 1000 190 0  0.0286
1707140409.7934 0 0 157 1 1000 1000 189 0  0.0286
1707140409.8013 0 0 153 0 1000 1000 181 0  0.0286
1707140409.8099 0 0 132 0 1000 1000 186 0  0.0286
1707140409.8171 0 0 166 0 1000 1000 184 0  0.0286
1707140409.8255 0 0 153 0 1000 1000 186 0  0.0286
1707140409.8330 0 0 158 0 1000 1000 194 0  0.0287
1707140409.8418 0 0 158 0 1000 1000 179 0  0.0285
1707140409.8496 0 0 157 0 1000 1000 194 0  0.0287
1707140409.8571 0 0 155 0 1000 1000 187 0  0.0286
1707140409.8662 0 0 158 0 1000 1000 187 0  0.0286
1707140409.8737 0 0 150 0 1000 1000 186 0  0.0286
1707140409.8811 0 0 147 0 1000 1000 178 0  0.0285
1707140409.8897 0 0 153 0 1000 1000 181 0  0.0286
1707140409.8973 0 0 142 0 1000 1000 162 0  0.0284
1707140409.9156 0 0 155 0 1000 1000 186 0  0.0286
1707140409.9187 0 0 155 0 1000 1000 182 0  0.0286
1707140409.9284 0 0 158 0 1000 1000 181 0  0.0286
1707140409.9296 0 0 155 0 1000 1000 178 0  0.0285
1707140409.9370 0 0 158 0 1000 1000 179 0  0.0285
1707140409.9458 0 0 148 0 1000 1000 194 0  0.0287
1707140409.9537 0 0 150 0 1000 1000 192 0  0.0287
1707140409.9618 0 0 158 0 1000 1000 194 0  0.0287
1707140409.9697 0 0 145 0 1000 1000 187 0  0.0286
1707140409.9769 0 0 155 0 1000 1000 176 0  0.0285
1707140409.9852 0 0 145 0 1000 1000 184 0  0.0286
1707140409.9933 0 0 160 0 1000 1000 200 0  0.0287
1707140410.0017 0 0 152 0 1000 1000 190 0  0.0286
1707140410.0094 0 0 143 0 1000 1000 189 0  0.0286
1707140410.0168 0 0 153 0 1000 1000 182 0  0.0286
1707140410.0254 0 0 166 1 1000 1000 201 0  0.0287
1707140410.0332 0 0 171 0 1000 1000 200 0  0.0287
1707140410.0411 0 0 158 0 1000 1000 186 0  0.0286
1707140410.0497 0 0 147 0 1000 1000 184 0  0.0286
1707140410.0568 0 0 168 0 1000 1000 189 0  0.0286
1707140410.0656 0 0 153 0 1000 1000 176 0  0.0285
1707140410.0733 0 0 148 0 1000 1000 181 0  0.0286
1707140410.0810 0 0 157 0 1000 1000 178 0  0.0285
1707140410.0888 0 0 148 0 1000 1000 176 0  0.0285
1707140410.0974 0 0 148 0 1000 1000 175 0  0.0285
1707140410.1052 0 0 148 0 1000 1000 178 0  0.0285
1707140410.1131 0 0 170 1 1000 1000 197 0  0.0287
1707140410.1218 0 0 150 0 1000 1000 190 0  0.0286
1707140410.1289 0 0 157 0 1000 1000 179 0  0.0285
1707140410.1378 0 0 158 0 1000 1000 181 0  0.0286
1707140410.1452 0 0 152 0 1000 1000 176 0  0.0285
1707140410.1531 0 0 163 0 1000 1000 190 0  0.0286
1707140410.1610 0 0 138 0 1000 1000 176 0  0.0285
1707140410.1781 0 0 150 0 1000 1000 184 0  0.0286
1707140410.1811 0 0 152 0 1000 1000 189 0  0.0286
1707140410.1890 0 0 163 0 1000 1000 187 0  0.0286
1707140410.1933 0 0 160 0 1000 1000 198 0  0.0287
1707140410.2017 0 0 168 0 1000 1000 182 0  0.0286
1707140410.2096 0 0 155 0 1000 1000 197 0  0.0287
1707140410.2178 0 0 160 0 1000 1000 179 0  0.0285
1707140410.2256 0 0 160 0 1000 1000 187 0  0.0286
1707140410.2334 0 0 163 0 1000 1000 201 0  0.0287
1707140410.2410 0 0 158 0 1000 1000 198 0  0.0287
1707140410.2489 0 0 157 0 1000 1000 190 0  0.0286
1707140410.2580 0 0 157 0 1000 1000 186 0  0.0286
1707140410.2659 0 0 150 0 1000 1000 187 0  0.0286
1707140410.2732 0 0 163 0 1000 1000 190 0  0.0286
1707140410.2812 0 0 158 0 1000 1000 190 0  0.0286
1707140410.2899 0 0 153 0 1000 1000 179 0  0.0285
1707140410.2978 0 0 157 0 1000 1000 194 0  0.0287
1707140410.3058 0 0 161 0 1000 1000 182 0  0.0286
1707140410.3134 0 0 166 0 1000 1000 190 0  0.0286
