% Edge sensor logfile normalized 'log_20240304_140542.958/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709557543.4164 0 0 0 0 0 0 0 0  0.0000
1709557543.4250 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.4314 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.4391 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.4478 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.4559 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.4640 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.4716 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.4795 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.4874 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.4956 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5039 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5115 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5199 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5279 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5360 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5437 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5517 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5608 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5681 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5757 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5832 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5916 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.5999 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6072 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6158 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6233 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6311 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6396 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6490 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6557 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6636 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6727 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6795 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6878 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.6962 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7039 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7120 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7197 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7279 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7355 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7435 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7516 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7596 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7682 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7757 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7835 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.7917 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8018 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8073 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8161 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8234 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8324 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8398 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8471 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8551 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8634 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8715 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8795 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8878 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.8952 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9041 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9113 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9194 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9271 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9361 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9439 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9513 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9599 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9681 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9752 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9840 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557543.9911 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
