% Edge logfile: log_20240219_144915.424/log_edge_ctrl.txt
% 1 	Time (sec)
% 2 	heading mode (edge control == 2)
% 3 	Edge 1=left, 0=right
% 4 	Edge offset (signed in m; should be less than about 0.01)
% 5 	Measured edge value (m; positive is left)
% 6 	control value (rad/sec; positive is CCV)
% 7 	limited
1708350555.6631 2 0 -0.0200 -0.0600 -1.3423 0
1708350555.6711 2 0 -0.0200 -0.0600 -1.3079 0
1708350555.6796 2 0 -0.0200 -0.0600 -1.2753 0
1708350555.6868 2 0 -0.0200 -0.0600 -1.2444 0
1708350555.6957 2 0 -0.0200 -0.0600 -1.2151 0
1708350555.7029 2 0 -0.0200 -0.0600 -1.1873 0
1708350555.7111 2 0 -0.0200 -0.0600 -1.1609 0
1708350555.7189 2 0 -0.0200 -0.0600 -1.1359 0
1708350555.7277 2 0 -0.0200 -0.0600 -1.1123 0
1708350555.7348 2 0 -0.0200 -0.0600 -1.0898 0
1708350555.7426 2 0 -0.0200 -0.0600 -1.0685 0
1708350555.7516 2 0 -0.0200 -0.0600 -1.0483 0
1708350555.7588 2 0 -0.0200 -0.0600 -1.0292 0
1708350555.7666 2 0 -0.0200 -0.0600 -1.0111 0
1708350555.7749 2 0 -0.0200 -0.0600 -0.9939 0
1708350555.7830 2 0 -0.0200 -0.0600 -0.9776 0
1708350555.7910 2 0 -0.0200 -0.0600 -0.9621 0
1708350555.7996 2 0 -0.0200 -0.0600 -0.9474 0
1708350555.8068 2 0 -0.0200 -0.0600 -0.9335 0
1708350555.8147 2 0 -0.0200 -0.0600 -0.9204 0
1708350555.8226 2 0 -0.0200 -0.0600 -0.9079 0
1708350555.8314 2 0 -0.0200 -0.0600 -0.8961 0
1708350555.8410 2 0 -0.0200 -0.0600 -0.8848 0
1708350555.8472 2 0 -0.0200 -0.0600 -0.8742 0
1708350555.8547 2 0 -0.0200 -0.0600 -0.8641 0
1708350555.8628 2 0 -0.0200 -0.0600 -0.8545 0
1708350555.8707 2 0 -0.0200 -0.0600 -0.8455 0
1708350555.8813 2 0 -0.0200 -0.0600 -0.8369 0
1708350555.8873 2 0 -0.0200 -0.0600 -0.8287 0
1708350555.8968 2 0 -0.0200 -0.0600 -0.8210 0
1708350555.9027 2 0 -0.0200 -0.0600 -0.8137 0
1708350555.9114 2 0 -0.0200 -0.0600 -0.8067 0
1708350555.9191 2 0 -0.0200 -0.0600 -0.8001 0
1708350555.9271 2 0 -0.0200 -0.0600 -0.7939 0
1708350555.9354 2 0 -0.0200 -0.0600 -0.7880 0
1708350555.9436 2 0 -0.0200 -0.0600 -0.7824 0
1708350555.9511 2 0 -0.0200 -0.0600 -0.7771 0
1708350555.9597 2 0 -0.0200 -0.0600 -0.7720 0
1708350555.9671 2 0 -0.0200 -0.0600 -0.7672 0
1708350555.9746 2 0 -0.0200 -0.0600 -0.7627 0
1708350555.9828 2 0 -0.0200 -0.0600 -0.7584 0
1708350555.9907 2 0 -0.0200 -0.0600 -0.7543 0
1708350555.9990 2 0 -0.0200 -0.0600 -0.7505 0
1708350556.0073 2 0 -0.0200 -0.0600 -0.7468 0
1708350556.0148 2 0 -0.0200 -0.0600 -0.7433 0
1708350556.0235 2 0 -0.0200 -0.0600 -0.7401 0
1708350556.0315 2 0 -0.0200 -0.0600 -0.7369 0
1708350556.0389 2 0 -0.0200 -0.0600 -0.7340 0
1708350556.0474 2 0 -0.0200 -0.0600 -0.7312 0
1708350556.0546 2 0 -0.0200 -0.0600 -0.7285 0
1708350556.0631 2 0 -0.0200 -0.0600 -0.7260 0
1708350556.0711 2 0 -0.0200 -0.0600 -0.7236 0
1708350556.0796 2 0 -0.0200 -0.0600 -0.7213 0
1708350556.0878 2 0 -0.0200 -0.0600 -0.7192 0
1708350556.0958 2 0 -0.0200 -0.0600 -0.7172 0
1708350556.1028 2 0 -0.0200 -0.0600 -0.7152 0
1708350556.1108 2 0 -0.0200 -0.0600 -0.7134 0
1708350556.1193 2 0 -0.0200 -0.0600 -0.7117 0
1708350556.1275 2 0 -0.0200 -0.0600 -0.7100 0
1708350556.1367 2 0 -0.0200 -0.0600 -0.7085 0
1708350556.1430 2 0 -0.0200 -0.0600 -0.7070 0
1708350556.1516 2 0 -0.0200 -0.0600 -0.7056 0
1708350556.1590 2 0 -0.0200 -0.0600 -0.7042 0
1708350556.1675 2 0 -0.0200 -0.0600 -0.7030 0
1708350556.1750 2 0 -0.0200 -0.0600 -0.7018 0
1708350556.1826 2 0 -0.0200 -0.0600 -0.7007 0
1708350556.1916 2 0 -0.0200 -0.0600 -0.6996 0
1708350556.1987 2 0 -0.0200 -0.0600 -0.6986 0
1708350556.2076 2 0 -0.0200 -0.0600 -0.6976 0
1708350556.2150 2 0 -0.0200 -0.0600 -0.6967 0
1708350556.2230 2 0 -0.0200 -0.0600 -0.6958 0
1708350556.2313 2 0 -0.0200 -0.0600 -0.6950 0
1708350556.2394 2 0 -0.0200 -0.0600 -0.6942 0
1708350556.2473 2 0 -0.0200 -0.0600 -0.6935 0
1708350556.2548 2 0 -0.0200 -0.0600 -0.6928 0
1708350556.2635 2 0 -0.0200 -0.0600 -0.6921 0
1708350556.2706 2 0 -0.0200 -0.0600 -0.6915 0
1708350556.2796 2 0 -0.0200 -0.0600 -0.6909 0
1708350556.2870 2 0 -0.0200 -0.0600 -0.6903 0
