% Edge sensor logfile log_20240315_003803.757/log_edge.txt
% 	Calib white 466 563 571 595 596 609 566 464
% 	Calib black 18 18 18 21 21 21 20 21
% 	White threshold (of 1000) 500 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1710459484.5742 0 0.000 0.000 0.0000
1710459484.5826 0 0.000 0.000 0.0000
1710459484.5895 0 0.000 0.000 0.0000
1710459484.5968 0 0.000 0.000 0.0000
1710459484.6053 0 0.000 0.000 0.0000
1710459484.6138 0 0.000 0.000 0.0000
1710459484.6211 0 0.000 0.000 0.0000
1710459484.6291 0 0.000 0.000 0.0000
1710459484.6377 0 0.000 0.000 0.0000
1710459484.6450 0 0.000 0.000 0.0000
1710459484.6538 0 0.000 0.000 0.0000
1710459484.6615 0 0.000 0.000 0.0000
1710459484.6690 0 0.000 0.000 0.0000
1710459484.6779 0 0.000 0.000 0.0000
1710459484.6860 0 0.000 0.000 0.0000
1710459484.6935 0 0.000 0.000 0.0000
1710459484.7011 0 0.000 0.000 0.0000
1710459484.7098 0 0.000 0.000 0.0000
1710459484.7173 0 0.000 0.000 0.0000
1710459484.7253 0 0.000 0.000 0.0000
1710459484.7340 0 0.000 0.000 0.0000
1710459484.7415 0 0.000 0.000 0.0000
1710459484.7491 0 0.000 0.000 0.0000
1710459484.7577 0 0.000 0.000 0.0000
1710459484.7650 0 0.000 0.000 0.0000
1710459484.7736 0 0.000 0.000 0.0000
1710459484.7819 0 0.000 0.000 0.0000
1710459484.7893 0 0.000 0.000 0.0000
1710459484.7969 0 0.000 0.000 0.0000
1710459484.8056 0 0.000 0.000 0.0000
1710459484.8128 0 0.000 0.000 0.0000
1710459484.8215 0 0.000 0.000 0.0000
1710459484.8299 0 0.000 0.000 0.0000
1710459484.8373 0 0.000 0.000 0.0000
1710459484.8450 0 0.000 0.000 0.0000
1710459484.8546 0 0.000 0.000 0.0000
1710459484.8610 0 0.000 0.000 0.0000
1710459484.8697 0 0.000 0.000 0.0000
1710459484.8781 0 0.000 0.000 0.0000
1710459484.8856 0 0.000 0.000 0.0000
1710459484.8933 0 0.000 0.000 0.0000
1710459484.9020 0 0.000 0.000 0.0000
1710459484.9095 0 0.000 0.000 0.0000
1710459484.9172 0 0.000 0.000 0.0000
1710459484.9267 0 0.000 0.000 0.0000
1710459484.9332 0 0.000 0.000 0.0000
1710459484.9409 0 0.000 0.000 0.0000
1710459484.9496 0 0.000 0.000 0.0000
1710459484.9571 0 0.000 0.000 0.0000
1710459484.9659 0 0.000 0.000 0.0000
1710459484.9736 0 0.000 0.000 0.0000
1710459484.9808 0 0.000 0.000 0.0000
1710459484.9894 0 0.000 0.000 0.0000
1710459484.9982 0 0.000 0.000 0.0000
1710459485.0058 0 0.000 0.000 0.0000
1710459485.0135 0 0.000 0.000 0.0000
1710459485.0222 0 0.000 0.000 0.0000
1710459485.0294 0 0.000 0.000 0.0000
1710459485.0369 0 0.000 0.000 0.0000
1710459485.0457 0 0.000 0.000 0.0000
1710459485.0533 0 0.000 0.000 0.0000
1710459485.0610 0 0.000 0.000 0.0000
1710459485.0706 0 0.000 0.000 0.0000
1710459485.0778 0 0.000 0.000 0.0000
1710459485.0852 0 0.000 0.000 0.0000
1710459485.0938 0 0.000 0.000 0.0000
1710459485.1012 0 0.000 0.000 0.0000
1710459485.1089 0 0.000 0.000 0.0000
1710459485.1176 0 0.000 0.000 0.0000
1710459485.1257 0 0.000 0.000 0.0000
1710459485.1333 0 0.000 0.000 0.0000
1710459485.1420 0 0.000 0.000 0.0000
1710459485.1495 0 0.000 0.000 0.0000
1710459485.1572 0 0.000 0.000 0.0000
1710459485.1659 0 0.000 0.000 0.0000
1710459485.1731 0 0.000 0.000 0.0000
1710459485.1815 0 0.000 0.000 0.0000
1710459485.1902 0 0.000 0.000 0.0000
1710459485.1977 0 0.000 0.000 0.0000
1710459485.2053 0 0.000 0.000 0.0000
1710459485.2148 0 0.000 0.000 0.0000
1710459485.2213 0 0.000 0.000 0.0000
1710459485.2296 0 0.000 0.000 0.0000
1710459485.2383 0 0.000 0.000 0.0000
1710459485.2458 0 0.000 0.000 0.0000
1710459485.2533 0 0.000 0.000 0.0000
1710459485.2618 0 0.000 0.000 0.0000
1710459485.2693 0 0.000 0.000 0.0000
1710459485.2776 0 0.000 0.000 0.0000
1710459485.2862 0 0.000 0.000 0.0000
1710459485.2929 0 0.000 0.000 0.0000
1710459485.3014 0 0.000 0.000 0.0000
1710459485.3102 0 0.000 0.000 0.0000
1710459485.3178 0 0.000 0.000 0.0000
1710459485.3266 0 0.000 0.000 0.0000
1710459485.3344 0 0.000 0.000 0.0000
1710459485.3409 0 0.000 0.000 0.0000
1710459485.3497 0 0.000 0.000 0.0000
1710459485.3575 0 0.000 0.000 0.0000
1710459485.3651 0 0.000 0.000 0.0000
1710459485.3739 0 0.000 0.000 0.0000
1710459485.3824 0 0.000 0.000 0.0000
1710459485.3889 0 0.000 0.000 0.0000
1710459485.3977 0 0.000 0.000 0.0000
1710459485.4055 0 0.000 0.000 0.0000
1710459485.4131 0 0.000 0.000 0.0000
1710459485.4209 0 0.000 0.000 0.0000
1710459485.4296 0 0.000 0.000 0.0000
1710459485.4372 0 0.000 0.000 0.0000
1710459485.4459 0 0.000 0.000 0.0000
1710459485.4537 0 0.000 0.000 0.0000
1710459485.4613 0 0.000 0.000 0.0000
1710459485.4692 0 0.000 0.000 0.0000
1710459485.4777 0 0.000 0.000 0.0000
1710459485.4850 0 0.000 0.000 0.0000
1710459485.4938 0 0.000 0.000 0.0000
1710459485.5016 0 0.000 0.000 0.0000
1710459485.5091 0 0.000 0.000 0.0000
1710459485.5179 0 0.000 0.000 0.0000
1710459485.5263 0 0.000 0.000 0.0000
1710459485.5337 0 0.000 0.000 0.0000
1710459485.5414 0 0.000 0.000 0.0000
1710459485.5501 0 0.000 0.000 0.0000
1710459485.5576 0 0.000 0.000 0.0000
1710459485.5650 0 0.000 0.000 0.0000
1710459485.5747 0 0.000 0.000 0.0000
1710459485.5819 0 0.000 0.000 0.0000
1710459485.5897 0 0.000 0.000 0.0000
1710459485.5984 0 0.000 0.000 0.0000
1710459485.6059 0 0.000 0.000 0.0000
1710459485.6135 0 0.000 0.000 0.0000
1710459485.6220 0 0.000 0.000 0.0000
1710459485.6292 0 0.000 0.000 0.0000
1710459485.6379 0 0.000 0.000 0.0000
1710459485.6456 0 0.000 0.000 0.0000
1710459485.6531 0 0.000 0.000 0.0000
1710459485.6619 0 0.000 0.000 0.0000
1710459485.6705 0 0.000 0.000 0.0000
1710459485.6777 0 0.000 0.000 0.0000
1710459485.6854 0 0.000 0.000 0.0000
1710459485.6941 0 0.000 0.000 0.0000
1710459485.7017 0 0.000 0.000 0.0000
1710459485.7091 0 0.000 0.000 0.0000
1710459485.7179 0 0.000 0.000 0.0000
1710459485.7261 0 0.000 0.000 0.0000
1710459485.7338 0 0.000 0.000 0.0000
1710459485.7421 0 0.000 0.000 0.0000
1710459485.7497 0 0.000 0.000 0.0000
1710459485.7572 0 0.000 0.000 0.0000
1710459485.7659 0 0.000 0.000 0.0000
1710459485.7734 0 0.000 0.000 0.0000
1710459485.7818 0 0.000 0.000 0.0000
1710459485.7896 0 0.000 0.000 0.0000
1710459485.7971 0 0.000 0.000 0.0000
1710459485.8056 0 0.000 0.000 0.0000
1710459485.8143 0 0.000 0.000 0.0000
1710459485.8219 0 0.000 0.000 0.0000
1710459485.8292 0 0.000 0.000 0.0000
1710459485.8380 0 0.000 0.000 0.0000
1710459485.8453 0 0.000 0.000 0.0000
1710459485.8531 0 0.000 0.000 0.0000
1710459485.8618 0 0.000 0.000 0.0000
1710459485.8693 0 0.000 0.000 0.0000
1710459485.8776 0 0.000 0.000 0.0000
1710459485.8863 0 0.000 0.000 0.0000
1710459485.8937 0 0.000 0.000 0.0000
1710459485.9014 0 0.000 0.000 0.0000
1710459485.9101 0 0.000 0.000 0.0000
1710459485.9177 0 0.000 0.000 0.0000
1710459485.9260 0 0.000 0.000 0.0000
1710459485.9346 0 0.000 0.000 0.0000
1710459485.9410 0 0.000 0.000 0.0000
1710459485.9498 0 0.000 0.000 0.0000
1710459485.9585 0 0.000 0.000 0.0000
1710459485.9650 0 0.000 0.000 0.0000
1710459485.9738 0 0.000 0.000 0.0000
1710459485.9820 0 0.000 0.000 0.0000
1710459485.9896 0 0.000 0.000 0.0000
1710459485.9972 0 0.000 0.000 0.0000
1710459486.0059 0 0.000 0.000 0.0000
1710459486.0134 0 0.000 0.000 0.0000
1710459486.0211 0 0.000 0.000 0.0000
1710459486.0303 0 0.000 0.000 0.0000
1710459486.0378 0 0.000 0.000 0.0000
1710459486.0454 0 0.000 0.000 0.0000
1710459486.0542 0 0.000 0.000 0.0000
1710459486.0618 0 0.000 0.000 0.0000
1710459486.0689 0 0.000 0.000 0.0000
1710459486.0784 0 0.000 0.000 0.0000
1710459486.0849 0 0.000 0.000 0.0000
1710459486.0936 0 0.000 0.000 0.0000
1710459486.1023 0 0.000 0.000 0.0000
1710459486.1098 0 0.000 0.000 0.0000
1710459486.1173 0 0.000 0.000 0.0000
1710459486.1268 0 0.000 0.000 0.0000
1710459486.1332 0 0.000 0.000 0.0000
