% Edge sensor logfile normalized 'log_20240315_003803.757/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1710459484.5742 0 0 0 0 0 0 0 0  0.0000
1710459484.5826 37 49 54 45 40 44 38 45  0.0000
1710459484.5895 29 36 43 33 33 39 38 42  0.0000
1710459484.5968 40 40 41 38 24 32 32 29  0.0000
1710459484.6053 31 31 41 31 22 27 27 24  0.0000
1710459484.6138 35 36 41 38 33 27 29 31  0.0000
1710459484.6211 26 36 37 26 33 27 25 31  0.0000
1710459484.6291 33 40 41 38 31 25 23 42  0.0000
1710459484.6377 29 27 28 10 8 22 23 27  0.0000
1710459484.6450 40 40 41 33 33 27 25 18  0.0000
1710459484.6538 35 33 39 34 27 28 32 31  0.0000
1710459484.6615 26 36 37 34 29 28 29 24  0.0000
1710459484.6690 26 34 45 33 31 25 27 40  0.0000
1710459484.6779 37 34 34 27 27 22 21 18  0.0000
1710459484.6860 20 33 34 26 20 25 23 15  0.0000
1710459484.6935 51 40 41 19 26 32 40 27  0.0000
1710459484.7011 44 42 41 24 20 17 38 45  0.0000
1710459484.7098 35 23 34 31 24 32 29 40  0.0000
1710459484.7173 53 47 52 33 38 27 21 27  0.0000
1710459484.7253 42 33 45 34 27 45 29 36  0.0000
1710459484.7340 44 42 54 27 41 30 49 47  0.0000
1710459484.7415 46 36 48 41 24 28 40 6  0.0000
1710459484.7491 8 3 27 8 15 44 18 13  0.0000
1710459484.7577 15 33 28 26 17 17 23 4  0.0000
1710459484.7650 35 44 47 41 36 28 34 33  0.0000
1710459484.7736 35 38 30 29 29 23 27 40  0.0000
1710459484.7819 44 38 34 38 29 27 29 22  0.0000
1710459484.7893 51 44 56 38 41 42 45 33  0.0000
1710459484.7969 42 31 43 29 31 27 32 33  0.0000
1710459484.8056 44 36 41 33 33 45 45 33  0.0000
1710459484.8128 42 33 39 26 26 27 29 33  0.0000
1710459484.8215 22 22 34 31 17 18 25 18  0.0000
1710459484.8299 33 38 27 24 22 22 23 27  0.0000
1710459484.8373 42 45 47 36 31 30 34 51  0.0000
1710459484.8450 40 36 39 31 33 39 34 56  0.0000
1710459484.8546 35 38 36 36 29 27 38 45  0.0000
1710459484.8610 35 31 32 29 26 27 29 38  0.0000
1710459484.8697 29 47 41 17 24 35 34 27  0.0000
1710459484.8781 51 56 43 34 34 39 31 40  0.0000
1710459484.8856 42 40 41 34 33 20 27 58  0.0000
1710459484.8933 15 36 28 15 15 25 23 33  0.0000
1710459484.9020 40 36 37 36 31 35 34 27  0.0000
1710459484.9095 55 45 41 36 33 44 40 38  0.0000
1710459484.9172 42 36 32 29 27 35 32 42  0.0000
1710459484.9267 60 49 43 38 34 34 38 40  0.0000
1710459484.9332 35 38 34 31 31 42 34 22  0.0000
1710459484.9409 46 42 36 26 27 34 40 31  0.0000
1710459484.9496 46 45 34 38 33 42 42 29  0.0000
1710459484.9571 42 33 37 29 27 34 38 51  0.0000
1710459484.9659 22 22 19 15 17 22 27 42  0.0000
1710459484.9736 46 51 36 24 24 25 32 31  0.0000
1710459484.9808 44 36 39 31 29 30 38 38  0.0000
1710459484.9894 40 47 28 26 19 39 42 45  0.0000
1710459484.9982 58 47 47 45 46 45 53 56  0.0000
1710459485.0058 33 36 28 19 22 20 42 51  0.0000
1710459485.0135 40 38 37 26 29 30 43 47  0.0000
1710459485.0222 46 49 48 36 33 40 56 60  0.0000
1710459485.0294 20 23 30 24 20 32 36 42  0.0000
1710459485.0369 29 27 25 33 22 35 20 22  0.0000
1710459485.0457 37 33 36 34 27 35 42 38  0.0000
1710459485.0533 37 40 32 31 31 34 45 40  0.0000
1710459485.0610 46 44 41 47 38 45 49 54  0.0000
1710459485.0706 42 51 48 38 52 47 45 56  0.0000
1710459485.0778 26 29 34 6 24 34 29 42  0.0000
1710459485.0852 40 38 34 33 31 32 31 27  0.0000
1710459485.0938 46 40 43 36 29 30 43 29  0.0000
1710459485.1012 37 33 34 34 40 40 34 36  0.0000
1710459485.1089 31 36 34 38 33 34 23 40  0.0000
1710459485.1176 33 38 30 40 29 25 34 33  0.0000
1710459485.1257 35 40 39 29 29 44 34 31  0.0000
1710459485.1333 64 56 45 48 45 47 42 51  0.0000
1710459485.1420 44 33 32 43 34 45 40 47  0.0000
1710459485.1495 44 27 36 38 31 40 29 36  0.0000
1710459485.1572 37 31 37 36 40 47 42 40  0.0000
1710459485.1659 40 36 37 31 33 32 32 36  0.0000
1710459485.1731 33 33 36 20 19 37 31 31  0.0000
1710459485.1815 44 44 36 40 33 22 32 22  0.0000
1710459485.1902 29 31 28 24 27 30 29 27  0.0000
1710459485.1977 40 36 27 29 29 30 25 18  0.0000
1710459485.2053 58 60 57 48 53 40 32 42  0.0000
1710459485.2148 40 38 32 27 43 28 43 45  0.0000
1710459485.2213 42 31 21 15 26 28 34 45  0.0000
1710459485.2296 33 34 28 22 26 37 34 31  0.0000
1710459485.2383 31 31 21 24 17 28 32 51  0.0000
1710459485.2458 42 38 39 29 26 28 38 36  0.0000
1710459485.2533 51 42 27 31 24 20 31 36  0.0000
1710459485.2618 42 25 25 22 19 28 31 20  0.0000
1710459485.2693 53 45 45 40 29 32 49 40  0.0000
1710459485.2776 44 49 43 38 36 42 53 63  0.0000
1710459485.2862 40 45 36 27 24 40 29 33  0.0000
1710459485.2929 40 36 36 20 17 32 34 45  0.0000
1710459485.3014 44 38 36 27 24 22 21 22  0.0000
1710459485.3102 40 36 21 13 17 20 25 22  0.0000
1710459485.3178 42 40 39 26 22 20 42 45  0.0000
1710459485.3266 46 40 45 29 33 34 32 40  0.0000
1710459485.3344 55 44 36 26 20 32 23 24  0.0000
1710459485.3409 51 42 37 38 24 34 47 36  0.0000
1710459485.3497 58 51 43 34 33 37 31 40  0.0000
1710459485.3575 40 51 45 34 26 34 36 40  0.0000
1710459485.3651 40 44 34 29 26 22 38 42  0.0000
1710459485.3739 37 42 27 10 29 15 38 18  0.0000
1710459485.3824 31 38 36 29 27 28 38 33  0.0000
1710459485.3889 51 53 50 34 33 39 38 47  0.0000
1710459485.3977 40 40 39 36 31 40 29 51  0.0000
1710459485.4055 51 38 36 19 19 39 21 40  0.0000
1710459485.4131 62 60 57 52 48 42 40 45  0.0000
1710459485.4209 49 45 37 34 29 44 34 42  0.0000
1710459485.4296 40 45 43 36 29 40 32 40  0.0000
1710459485.4372 44 44 47 34 31 35 29 40  0.0000
1710459485.4459 24 27 27 17 13 27 18 29  0.0000
1710459485.4537 42 40 30 31 20 17 31 27  0.0000
1710459485.4613 40 49 47 41 41 28 36 36  0.0000
1710459485.4692 37 40 36 34 31 34 29 33  0.0000
1710459485.4777 60 49 39 36 29 30 21 36  0.0000
1710459485.4850 46 45 39 36 36 42 36 29  0.0000
1710459485.4938 51 45 36 45 34 35 31 24  0.0000
1710459485.5016 37 38 41 40 36 39 36 27  0.0000
1710459485.5091 37 40 28 27 22 40 36 33  0.0000
1710459485.5179 29 27 27 17 24 22 18 9  0.0000
1710459485.5263 35 42 37 22 24 28 31 33  0.0000
1710459485.5337 51 38 45 43 43 34 43 31  0.0000
1710459485.5414 33 38 37 33 26 35 36 56  0.0000
1710459485.5501 40 38 39 22 31 39 23 42  0.0000
1710459485.5576 40 38 34 31 29 15 36 33  0.0000
1710459485.5650 44 47 34 38 38 18 25 33  0.0000
1710459485.5747 51 49 36 38 40 39 36 36  0.0000
1710459485.5819 42 36 28 24 34 40 34 36  0.0000
1710459485.5897 33 31 27 34 26 27 32 27  0.0000
1710459485.5984 42 34 37 31 38 25 40 40  0.0000
1710459485.6059 40 44 39 34 34 35 34 27  0.0000
1710459485.6135 58 44 41 36 38 37 32 31  0.0000
1710459485.6220 49 49 47 40 41 56 53 49  0.0000
1710459485.6292 31 33 39 22 27 34 38 29  0.0000
1710459485.6379 37 36 34 31 34 39 40 36  0.0000
1710459485.6456 40 47 45 31 36 42 32 40  0.0000
1710459485.6531 15 31 27 22 27 23 32 36  0.0000
1710459485.6619 40 31 28 27 22 27 27 11  0.0000
1710459485.6705 40 45 39 31 38 28 27 24  0.0000
1710459485.6777 44 38 37 41 36 28 31 47  0.0000
1710459485.6854 55 53 52 40 38 40 29 38  0.0000
1710459485.6941 46 47 37 47 41 51 38 42  0.0000
1710459485.7017 31 33 30 33 26 40 29 11  0.0000
1710459485.7091 42 36 41 34 33 34 32 38  0.0000
1710459485.7179 44 44 45 45 40 42 45 31  0.0000
1710459485.7261 31 29 36 26 17 20 16 15  0.0000
1710459485.7338 37 38 32 27 31 35 32 24  0.0000
1710459485.7421 37 38 39 27 31 39 34 20  0.0000
1710459485.7497 44 42 45 34 33 23 31 33  0.0000
1710459485.7572 60 58 61 48 50 45 51 33  0.0000
1710459485.7659 42 34 48 47 43 45 36 49  0.0000
1710459485.7734 31 36 45 45 33 34 25 40  0.0000
1710459485.7818 51 38 48 33 40 34 32 36  0.0000
1710459485.7896 46 49 54 55 55 44 42 42  0.0000
1710459485.7971 40 44 43 47 40 27 29 31  0.0000
1710459485.8056 49 45 54 45 46 34 40 36  0.0000
1710459485.8143 44 49 48 40 45 8 21 31  0.0000
1710459485.8219 42 45 45 54 38 30 31 36  0.0000
1710459485.8292 55 49 56 60 55 37 49 42  0.0000
