% Edge logfile: log_20240216_154555.349/log_edge_ctrl.txt
% 1 	Time (sec)
% 2 	heading mode (edge control == 2)
% 3 	Edge 1=left, 0=right
% 4 	Edge offset (signed in m; should be less than about 0.01)
% 5 	Measured edge value (m; positive is left)
% 6 	control value (rad/sec; positive is CCV)
% 7 	limited
1708094755.6147 2 1 0.0000 0.0239 1.8852 0
1708094755.6230 2 1 0.0000 0.0233 1.7906 0
1708094755.6305 2 1 0.0000 0.0230 1.7209 0
1708094755.6395 2 1 0.0000 0.0236 1.7291 0
1708094755.6473 2 1 0.0000 0.0225 1.6021 0
1708094755.6552 2 1 0.0000 0.0238 1.6682 0
1708094755.6634 2 1 0.0000 0.0237 1.6209 0
1708094755.6721 2 1 0.0000 0.0243 1.6336 0
1708094755.6790 2 1 0.0000 0.0244 1.6079 0
1708094755.6873 2 1 0.0000 0.0219 1.3753 0
1708094755.6962 2 1 0.0000 0.0238 1.4983 0
1708094755.7035 2 1 0.0000 0.0229 1.4059 0
1708094755.7106 2 1 0.0000 0.0224 1.3354 0
1708094755.7194 2 1 0.0000 0.0206 1.1697 0
1708094755.7264 2 1 0.0000 0.0199 1.0980 0
1708094755.7347 2 1 0.0000 0.0191 1.0238 0
1708094755.7451 2 1 0.0000 0.0184 0.9544 0
1708094755.7506 2 1 0.0000 0.0184 0.9409 0
1708094755.7601 2 1 0.0000 0.0172 0.8343 0
1708094755.7673 2 1 0.0000 0.0151 0.6642 0
1708094755.7752 2 1 0.0000 0.0148 0.6361 0
1708094755.7831 2 1 0.0000 0.0144 0.6039 0
1708094755.7922 2 1 0.0000 0.0129 0.4778 0
1708094755.7987 2 1 0.0000 0.0124 0.4421 0
1708094755.8072 2 1 0.0000 0.0080 0.1006 0
1708094755.8153 2 1 0.0000 0.0084 0.1429 0
1708094755.8231 2 1 0.0000 0.0073 0.0653 0
1708094755.8313 2 1 0.0000 0.0062 -0.0135 0
1708094755.8392 2 1 0.0000 0.0054 -0.0629 0
1708094755.8471 2 1 0.0000 0.0042 -0.1428 0
1708094755.8553 2 1 0.0000 0.0053 -0.0390 0
1708094755.8632 2 1 0.0000 0.0047 -0.0749 0
1708094755.8711 2 1 0.0000 0.0032 -0.1763 0
1708094755.8785 2 1 0.0000 0.0035 -0.1374 0
1708094755.8872 2 1 0.0000 0.0028 -0.1775 0
1708094755.8950 2 1 0.0000 0.0029 -0.1517 0
1708094755.9030 2 1 0.0000 0.0026 -0.1612 0
1708094755.9131 2 1 0.0000 0.0038 -0.0531 0
1708094755.9190 2 1 0.0000 0.0033 -0.0829 0
1708094755.9266 2 1 0.0000 0.0044 0.0119 0
1708094755.9369 2 1 0.0000 0.0043 0.0115 0
1708094755.9425 2 1 0.0000 0.0068 0.2200 0
1708094755.9506 2 1 0.0000 0.0059 0.1528 0
1708094755.9596 2 1 0.0000 0.0062 0.1767 0
1708094755.9665 2 1 0.0000 0.0077 0.3011 0
1708094755.9745 2 1 0.0000 0.0067 0.2236 0
1708094755.9833 2 1 0.0000 0.0094 0.4375 0
1708094755.9911 2 1 0.0000 0.0066 0.2160 0
1708094755.9991 2 1 0.0000 0.0077 0.3034 0
1708094756.0082 2 1 0.0000 0.0079 0.3167 0
1708094756.0146 2 1 0.0000 0.0084 0.3596 0
1708094756.0227 2 1 0.0000 0.0110 0.5646 0
1708094756.0326 2 1 0.0000 0.0128 0.6977 0
1708094756.0388 2 1 0.0000 0.0109 0.5381 0
1708094756.0470 2 1 0.0000 0.0071 0.2315 0
1708094756.0561 2 1 0.0000 0.0070 0.2294 0
1708094756.0633 2 1 0.0000 0.0093 0.4115 0
1708094756.0704 2 1 0.0000 0.0069 0.2206 0
1708094756.0794 2 1 0.0000 0.0054 0.1055 0
1708094756.0872 2 1 0.0000 0.0051 0.0895 0
1708094756.0949 2 1 0.0000 0.0065 0.2039 0
1708094756.1040 2 1 0.0000 0.0073 0.2726 0
1708094756.1104 2 1 0.0000 0.0062 0.1883 0
1708094756.1194 2 1 0.0000 0.0048 0.0806 0
1708094756.1275 2 1 0.0000 0.0055 0.1390 0
1708094756.1353 2 1 0.0000 0.0055 0.1397 0
1708094756.1434 2 1 0.0000 0.0060 0.1860 0
1708094756.1514 2 1 0.0000 0.0038 0.0133 0
1708094756.1593 2 1 0.0000 0.0034 -0.0092 0
1708094756.1671 2 1 0.0000 0.0027 -0.0584 0
1708094756.1758 2 1 0.0000 0.0034 0.0068 0
1708094756.1824 2 1 0.0000 0.0041 0.0718 0
