% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708773506.2699 0 0 0 0
1708773506.2773 0 0 0 0
1708773506.3033 0 0 0 0
1708773506.3102 0 60 0 60
1708773506.4698 0 4294967268 0 -88
1708773506.4780 0 4294967268 0 0
1708773506.5100 0 4294967268 0 0
1708773506.6139 4245000028 1028434 -49967268 1028462
1708773506.6856 0 4294967268 49967268 -1028462
1708773506.7345 0 429491 0 429519
1708773506.8139 0 3153287921 0 -1142108866
1708773506.8301 0 4294967268 0 1141679347
1708773506.8455 0 4294967268 0 0
1708773506.8777 0 4294967268 0 0
1708773506.9019 0 4294967268 0 0
1708773506.9175 0 4294967020 0 -248
1708773506.9820 0 4294967268 0 248
1708773507.0136 4294967292 4294967268 -4 0
1708773507.0219 1832317324 84 1832317328 112
1708773507.0458 10 4294967268 -1832317314 -112
1708773507.0856 4294537318 24124401 -429988 24124429
1708773507.0938 10 4294967269 429988 -24124428
1708773507.1180 10 4294967269 0 0
1708773507.1498 4294924798 2976 -42508 3003
1708773507.1655 22 4294967261 42520 -3011
1708773507.1740 22 4294967261 0 0
1708773507.1895 21 4294967260 -1 -1
1708773507.2380 35 4294967245 14 -15
1708773507.2696 37 424624181 2 424624232
1708773507.2940 43 4294967227 6 -424624250
1708773507.3417 49 4294967214 6 -13
1708773507.3578 61 4294967203 12 -11
1708773507.3981 4846022 82 4845961 175
1708773507.4300 3865470575 2467166 -434342743 2467084
1708773507.6135 269 4294966922 429496990 -2467540
1708773507.6217 2310040 9001 2309771 9375
1708773507.6302 3865470594 3214285021 -431806742 -1080691276
1708773507.7098 4290672325 3213284521 425201731 -1000500
1708773507.8778 358 4294966656 4295329 1081682135
1708773507.8856 359 4294966646 1 -10
1708773507.9336 367 4294966622 8 -24
1708773508.0059 379 4294202554 12 -764068
1708773508.0140 4294966797 0 -878 764742
1708773508.0617 386 3747331193 885 -547636103
1708773508.1336 382 4294966520 -4 547635327
1708773508.1499 2040262408 1029653 2040262026 1030429
1708773508.1821 3865470605 246 1825208197 -1029407
1708773508.1980 382 4294966503 429497073 -1039
1708773508.2221 381 4 -1 797
1708773508.3736 397 424632128 16 424632124
1708773508.3981 3865470606 3732333493 -429497087 -987265931
