% Edge sensor logfile normalized 'log_20240304_140450.282/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709557490.4142 0 0 0 0 0 0 0 0  0.0000
1709557490.4210 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.4293 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.4366 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.4451 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.4534 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.4610 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.4697 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.4771 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.4855 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.4927 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5015 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5092 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5170 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5257 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5336 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5417 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5487 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5572 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5669 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5742 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5815 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5895 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.5973 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6131 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6155 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6219 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6291 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6380 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6452 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6534 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6613 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6706 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6777 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6861 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.6941 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7012 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7101 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7176 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7272 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7332 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7428 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7497 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7576 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7667 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7740 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7818 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7899 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.7975 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8053 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8139 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8236 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8309 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8378 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8452 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8541 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8622 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8692 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8771 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8855 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.8940 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9019 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9130 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9209 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9275 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9338 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9413 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9495 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9582 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9664 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9739 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9823 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9897 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557490.9978 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0062 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0133 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0222 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0295 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0380 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0452 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0540 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0615 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0696 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0774 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0860 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.0932 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1017 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1092 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1199 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1257 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1340 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1412 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1500 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1573 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1667 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1774 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1814 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1910 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.1975 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2056 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2132 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2216 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2300 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2382 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2462 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2537 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2616 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2703 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2807 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2895 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.2946 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3022 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3110 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3176 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3293 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3359 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3419 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3494 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3581 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3665 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3739 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3812 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3899 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.3975 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.4058 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.4139 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.4219 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.4299 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
1709557491.4373 1000 1000 1000 1000 1000 1000 1000 1000  0.1200
