% Edge sensor logfile normalized 'log_20240224_144545.888/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708782346.5415 35 67 173 216 140 54 25 20  0.0000
1708782346.5502 62 216 672 855 514 132 34 47  0.0223
1708782346.5563 42 207 649 818 495 130 38 42  0.0182
1708782346.5644 37 207 647 808 480 117 38 15  0.0171
1708782346.5723 62 201 672 855 523 156 38 29  0.0225
1708782346.5810 24 183 620 810 486 141 49 56  0.0157
1708782346.5884 31 179 593 736 459 129 16 13  0.0065
1708782346.5966 66 225 649 832 499 122 40 54  0.0192
1708782346.6048 37 188 589 742 459 153 45 33  0.0073
1708782346.6129 22 187 564 709 426 120 18 0  0.0016
1708782346.6208 82 220 605 752 476 156 34 90  0.0093
1708782346.6291 20 203 546 660 438 124 27 47  0.0000
1708782346.6364 33 190 518 616 405 64 10 83  0.0000
1708782346.6448 49 216 562 675 457 142 31 33  0.0000
1708782346.6530 0 170 462 580 401 100 9 76  0.0000
1708782346.6613 13 161 441 562 370 100 0 0  0.0000
1708782346.6685 55 201 497 620 445 173 23 6  0.0000
1708782346.6767 29 172 437 520 391 141 9 18  0.0000
1708782346.6850 46 170 417 498 356 107 1 0  0.0000
1708782346.6929 53 190 452 560 436 154 25 31  0.0000
1708782346.7029 17 148 392 498 361 144 23 4  0.0000
1708782346.7091 15 159 388 459 368 144 12 0  0.0000
1708782346.7168 62 198 452 538 422 175 29 33  0.0000
1708782346.7256 17 152 376 466 365 153 23 29  0.0000
1708782346.7330 22 152 370 473 373 153 18 0  0.0000
1708782346.7418 13 144 390 459 356 120 1 0  0.0000
1708782346.7491 51 185 453 564 450 168 32 56  0.0000
1708782346.7578 24 161 410 493 403 142 25 40  0.0000
1708782346.7656 6 150 408 533 408 144 3 11  0.0000
1708782346.7733 44 166 490 625 476 178 18 51  0.0000
1708782346.7817 22 161 457 597 441 156 18 31  0.0000
1708782346.7894 8 133 470 623 440 139 12 0  0.0000
1708782346.7978 71 154 524 726 521 176 16 33  0.0044
1708782346.8054 29 135 513 709 520 187 27 40  0.0016
1708782346.8136 20 126 533 756 532 176 27 4  0.0086
1708782346.8228 89 163 611 886 624 217 42 45  0.0238
1708782346.8293 44 124 607 909 627 227 51 40  0.0246
1708782346.8369 24 108 613 926 624 187 18 6  0.0252
1708782346.8452 66 130 650 1000 683 221 36 51  0.0309
1708782346.8539 40 124 616 937 655 212 36 33  0.0271
1708782346.8612 22 86 555 872 626 217 12 11  0.0213
1708782346.8698 62 100 575 897 681 275 32 49  0.0261
1708782346.8774 6 84 499 804 634 243 5 9  0.0163
1708782346.8851 26 80 471 761 622 260 21 0  0.0111
1708782346.8934 62 91 495 836 714 319 49 47  0.0246
1708782346.9010 26 71 470 796 655 278 34 51  0.0167
1708782346.9098 26 82 515 824 638 241 23 18  0.0183
1708782346.9173 64 82 546 902 735 297 40 45  0.0282
1708782346.9249 51 56 466 865 744 329 34 31  0.0260
1708782346.9336 40 49 471 869 770 341 40 31  0.0272
1708782346.9420 37 51 455 862 765 338 40 24  0.0266
1708782346.9491 60 53 468 891 815 375 45 49  0.0294
1708782346.9578 29 40 437 834 760 350 49 36  0.0254
1708782346.9655 31 56 433 820 753 338 32 24  0.0246
1708782346.9731 55 53 435 831 815 397 53 56  0.0275
1708782346.9818 22 34 383 790 787 392 47 27  0.0247
1708782346.9895 40 44 414 801 786 382 29 6  0.0253
1708782346.9978 46 36 424 860 853 420 45 49  0.0295
1708782347.0053 42 49 414 820 834 409 53 38  0.0276
1708782347.0130 37 56 405 806 833 403 45 24  0.0270
