% Edge sensor logfile normalized 'log_20240224_114302.807/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708771383.7527 267 266 302 504 740 731 491 312  0.0000
1708771383.7600 312 313 319 538 849 918 642 372  0.0056
1708771383.7692 312 314 317 535 861 922 646 372  0.0075
1708771383.7767 307 304 305 523 849 915 634 365  0.0048
1708771383.7842 305 311 314 528 856 927 634 370  0.0081
1708771383.7929 318 318 314 540 857 934 646 390  0.0096
1708771383.8003 305 316 322 535 850 927 646 385  0.0077
1708771383.8083 312 314 315 535 856 929 646 385  0.0086
1708771383.8171 307 309 315 530 841 917 633 382  0.0049
1708771383.8247 324 318 315 538 854 924 642 377  0.0073
1708771383.8326 326 316 321 545 865 929 652 380  0.0096
1708771383.8403 316 316 312 532 850 922 633 372  0.0065
1708771383.8479 309 313 302 518 843 913 629 360  0.0040
1708771383.8567 309 309 305 518 845 918 634 367  0.0053
1708771383.8648 322 316 315 538 847 922 640 375  0.0064
1708771383.8724 314 308 309 552 859 917 648 422  0.0061
1708771383.8801 326 314 312 533 852 904 644 375  0.0016
1708771383.8891 314 330 321 554 857 925 652 380  0.0079
1708771383.8965 312 301 303 514 831 901 631 362  0.0003
1708771383.9040 299 299 312 533 827 906 629 337  0.0017
1708771383.9132 322 306 305 521 831 894 633 352  0.0000
1708771383.9203 316 290 295 514 808 918 631 332  0.0039
1708771383.9283 288 287 281 506 797 897 623 330  0.0000
1708771383.9372 284 277 279 466 783 864 607 322  0.0000
1708771383.9448 295 320 302 488 804 885 623 330  0.0000
1708771383.9526 299 294 298 488 804 881 621 400  0.0000
1708771383.9611 303 280 291 502 788 851 615 402  0.0000
1708771383.9687 297 320 288 488 799 858 603 352  0.0000
1708771383.9765 297 292 315 516 808 867 596 352  0.0000
1708771383.9846 312 306 296 521 825 869 605 387  0.0000
1708771383.9926 309 302 296 537 822 873 609 370  0.0000
1708771384.0007 303 306 302 542 833 880 613 392  0.0000
1708771384.0093 301 309 307 556 854 906 631 377  0.0024
1708771384.0160 303 309 309 552 859 902 615 357  0.0009
1708771384.0239 316 320 317 566 889 922 601 352  0.0126
1708771384.0330 350 328 340 604 907 954 621 380  0.0203
1708771384.0406 331 337 342 585 916 925 619 377  0.0194
1708771384.0485 329 330 343 587 912 922 617 387  0.0190
1708771384.0580 316 313 328 585 904 897 596 360  0.0100
1708771384.0647 335 335 350 608 923 888 598 362  0.0125
1708771384.0727 329 332 348 623 941 902 603 385  0.0195
1708771384.0805 331 323 347 623 941 885 576 385  0.0148
1708771384.0882 329 328 347 642 937 887 568 387  0.0148
1708771384.0959 337 332 357 648 960 885 557 385  0.0170
1708771384.1046 335 333 364 653 953 873 557 390  0.0144
1708771384.1122 322 325 347 660 953 853 532 377  0.0122
1708771384.1204 343 337 371 670 955 837 530 362  0.0113
1708771384.1294 329 333 376 677 976 839 518 380  0.0139
1708771384.1360 333 330 387 688 968 827 508 367  0.0124
1708771384.1441 350 335 399 710 984 834 516 387  0.0149
1708771384.1526 371 347 432 729 1000 832 504 372  0.0165
1708771384.1601 350 339 416 729 984 811 485 377  0.0140
1708771384.1688 335 327 444 727 987 795 473 370  0.0135
1708771384.1773 341 337 453 726 976 770 469 360  0.0115
1708771384.1840 337 337 461 746 971 770 452 350  0.0115
1708771384.1917 337 339 475 760 984 760 436 365  0.0129
1708771384.2011 341 333 487 767 976 753 440 360  0.0121
1708771384.2087 324 335 493 781 982 744 427 347  0.0129
1708771384.2167 354 337 484 793 976 726 423 347  0.0123
1708771384.2250 335 330 510 809 978 726 429 382  0.0132
1708771384.2327 346 333 517 805 969 717 411 355  0.0119
1708771384.2406 333 328 527 819 960 693 396 367  0.0111
1708771384.2485 331 318 531 826 968 700 409 380  0.0126
1708771384.2562 339 327 541 837 953 687 394 357  0.0112
1708771384.2640 331 325 559 847 960 682 400 370  0.0128
1708771384.2731 352 335 564 866 959 693 401 370  0.0147
1708771384.2803 339 335 572 861 962 671 403 362  0.0142
1708771384.2883 318 332 571 863 943 656 384 342  0.0118
1708771384.2972 346 337 588 878 943 654 376 352  0.0139
