% Edge sensor logfile normalized 'log_20240212_151016.203/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1707747017.2733 0 0 0 0 0 0 0 0  0.0000
1707747017.2809 770 795 842 864 920 945 968 1000  0.1200
1707747017.2879 777 807 859 889 936 954 988 1000  0.1200
1707747017.2973 779 805 852 885 932 957 988 1000  0.1200
1707747017.3051 766 796 843 875 925 941 986 1000  0.1200
1707747017.3129 760 793 836 863 916 940 972 1000  0.1200
1707747017.3205 781 808 854 889 921 945 984 1000  0.1200
1707747017.3301 791 805 857 889 943 962 988 1000  0.1200
1707747017.3371 783 812 869 887 941 954 992 1000  0.1200
1707747017.3450 764 805 843 873 932 948 980 1000  0.1200
1707747017.3532 802 826 876 894 939 959 996 1000  0.1200
1707747017.3609 796 826 878 909 955 971 1000 1000  0.1200
1707747017.3685 781 820 868 896 946 955 1000 1000  0.1200
1707747017.3768 785 819 859 892 934 952 988 1000  0.1200
1707747017.3846 772 814 862 889 927 947 982 1000  0.1200
