% Edge sensor logfile log_20240308_171145.081/log_edge.txt
% 	Calib white 466 563 571 595 596 609 566 464
% 	Calib black 18 18 18 21 21 21 20 21
% 	White threshold (of 1000) 750 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1709914305.9525 0 0.000 0.000 0.0000
1709914305.9599 0 0.000 0.000 0.0000
1709914305.9678 0 0.000 0.000 0.0000
1709914305.9760 0 0.000 0.000 0.0000
1709914305.9839 0 0.000 0.000 0.0000
1709914305.9911 0 0.000 0.000 0.0000
1709914305.9994 0 0.000 0.000 0.0000
1709914306.0080 0 0.000 0.000 0.0000
1709914306.0152 0 0.000 0.000 0.0000
1709914306.0236 0 0.000 0.000 0.0000
1709914306.0320 0 0.000 0.000 0.0000
1709914306.0398 0 0.000 0.000 0.0000
1709914306.0472 0 0.000 0.000 0.0000
1709914306.0558 0 0.000 0.000 0.0000
1709914306.0638 0 0.000 0.000 0.0000
1709914306.0714 0 0.000 0.000 0.0000
1709914306.0792 0 0.000 0.000 0.0000
1709914306.0877 0 0.000 0.000 0.0000
1709914306.0959 0 0.000 0.000 0.0000
1709914306.1037 0 0.000 0.000 0.0000
1709914306.1116 0 0.000 0.000 0.0000
1709914306.1199 0 0.000 0.000 0.0000
1709914306.1278 0 0.000 0.000 0.0000
1709914306.1360 0 0.000 0.000 0.0000
1709914306.1434 0 0.000 0.000 0.0000
1709914306.1513 0 0.000 0.000 0.0000
1709914306.1595 0 0.000 0.000 0.0000
1709914306.1678 0 0.000 0.000 0.0000
1709914306.1758 0 0.000 0.000 0.0000
1709914306.1841 0 0.000 0.000 0.0000
1709914306.1914 0 0.000 0.000 0.0000
1709914306.1993 0 0.000 0.000 0.0000
1709914306.2074 0 0.000 0.000 0.0000
1709914306.2157 0 0.000 0.000 0.0000
1709914306.2236 0 0.000 0.000 0.0000
1709914306.2319 0 0.000 0.000 0.0000
1709914306.2400 0 0.000 0.000 0.0000
1709914306.2479 0 0.000 0.000 0.0000
1709914306.2559 0 0.000 0.000 0.0000
1709914306.2643 0 0.000 0.000 0.0000
1709914306.2721 0 0.000 0.000 0.0000
1709914306.2793 0 0.000 0.000 0.0000
1709914306.2877 0 0.000 0.000 0.0000
1709914306.2956 0 0.000 0.000 0.0000
1709914306.3047 0 0.000 0.000 0.0000
1709914306.3119 0 0.000 0.000 0.0000
1709914306.3198 0 0.000 0.000 0.0000
1709914306.3279 0 0.000 0.000 0.0000
1709914306.3363 0 0.000 0.000 0.0000
1709914306.3458 0 0.000 0.000 0.0000
1709914306.3531 0 0.000 0.000 0.0000
1709914306.3602 0 0.000 0.000 0.0000
1709914306.3682 0 0.000 0.000 0.0000
1709914306.3756 0 0.000 0.000 0.0000
1709914306.3840 0 0.000 0.000 0.0000
1709914306.3922 0 0.000 0.000 0.0000
1709914306.3995 0 0.000 0.000 0.0000
1709914306.4077 0 0.000 0.000 0.0000
1709914306.4156 0 0.000 0.000 0.0000
1709914306.4242 0 0.000 0.000 0.0000
1709914306.4315 0 0.000 0.000 0.0000
