% Edge sensor logfile normalized 'log_20240308_171145.081/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1709914305.9525 0 0 0 0 0 0 0 0  0.0000
1709914305.9599 35 53 132 217 248 255 197 103  0.0000
1709914305.9678 40 40 132 233 229 239 177 67  0.0000
1709914305.9760 58 55 142 252 243 250 195 81  0.0000
1709914305.9839 53 58 146 257 271 275 194 97  0.0000
1709914305.9911 53 64 151 242 252 256 183 81  0.0000
1709914305.9994 46 62 148 247 262 260 184 92  0.0000
1709914306.0080 44 62 148 252 266 261 205 94  0.0000
1709914306.0152 64 67 162 263 274 275 197 88  0.0000
1709914306.0236 44 58 155 243 260 260 192 81  0.0000
1709914306.0320 35 55 144 242 255 258 184 81  0.0000
1709914306.0398 55 62 153 263 260 263 181 60  0.0000
1709914306.0472 44 62 144 257 267 261 181 76  0.0000
1709914306.0558 66 78 159 280 288 280 203 103  0.0000
1709914306.0638 71 78 169 290 304 290 206 99  0.0000
1709914306.0714 51 62 146 261 276 268 197 88  0.0000
1709914306.0792 46 58 155 278 299 263 199 97  0.0000
1709914306.0877 64 71 155 271 300 289 206 106  0.0000
1709914306.0959 44 47 146 264 286 268 192 79  0.0000
1709914306.1037 58 62 164 282 297 287 186 76  0.0000
1709914306.1116 53 62 166 287 309 289 201 83  0.0000
1709914306.1199 60 69 155 270 307 285 190 79  0.0000
1709914306.1278 80 82 173 306 316 312 208 101  0.0000
1709914306.1360 58 71 168 299 330 306 214 85  0.0000
1709914306.1434 42 56 150 273 295 285 194 56  0.0000
1709914306.1513 55 62 168 290 314 290 205 83  0.0000
1709914306.1595 66 67 171 292 320 304 205 94  0.0000
1709914306.1678 49 67 155 280 318 301 199 74  0.0000
1709914306.1758 60 66 159 290 332 311 206 85  0.0000
1709914306.1841 51 58 146 289 309 302 192 76  0.0000
1709914306.1914 62 56 144 278 316 282 203 65  0.0000
1709914306.1993 84 89 171 306 340 328 212 99  0.0000
1709914306.2074 60 64 155 297 344 306 206 85  0.0000
1709914306.2157 46 60 155 289 330 307 203 74  0.0000
1709914306.2236 53 62 153 296 330 295 206 67  0.0000
1709914306.2319 42 56 155 294 332 302 203 79  0.0000
1709914306.2400 64 67 164 287 330 306 206 79  0.0000
1709914306.2479 55 56 155 285 332 309 212 90  0.0000
1709914306.2559 64 45 144 292 332 306 210 63  0.0000
1709914306.2643 78 80 164 303 354 328 223 88  0.0000
1709914306.2721 64 67 160 306 353 326 230 103  0.0000
1709914306.2793 69 64 155 303 360 326 223 90  0.0000
1709914306.2877 44 55 141 290 351 326 221 81  0.0000
1709914306.2956 42 55 139 282 333 316 214 74  0.0000
1709914306.3047 62 53 141 283 351 333 201 65  0.0000
1709914306.3119 78 67 160 301 365 346 228 99  0.0000
1709914306.3198 55 73 146 294 358 331 227 90  0.0000
1709914306.3279 64 60 135 287 358 336 221 97  0.0000
1709914306.3363 78 77 153 320 377 363 241 108  0.0000
1709914306.3458 66 71 155 296 360 350 236 103  0.0000
1709914306.3531 69 66 146 299 380 363 241 85  0.0000
1709914306.3602 69 64 148 301 377 353 234 92  0.0000
1709914306.3682 60 62 144 303 368 350 227 76  0.0000
1709914306.3756 73 75 150 313 380 360 236 88  0.0000
1709914306.3840 73 73 155 311 403 375 254 101  0.0000
1709914306.3922 60 71 144 304 384 358 238 88  0.0000
1709914306.3995 91 80 168 322 406 379 245 85  0.0000
1709914306.4077 71 75 148 320 406 377 245 94  0.0000
1709914306.4156 82 78 159 327 410 380 238 97  0.0000
1709914306.4242 66 73 144 310 405 370 230 79  0.0000
1709914306.4315 64 64 148 329 410 369 238 83  0.0000
